verse_number,english_verse,translation_verse
23,"“A virgin will have a baby boy, and he will be called Immanuel,” which means “God is with us.”","“Kibite mʋ nɩɩ ɔ man nyi ɔnyɩn ii biti ɔ nyɛ ɔtɔ kʋʋgɛ obii‐nyɩnsa, kɛ ba tɩɩ mʋ yɛ Emanuweli,” kɩmʋ kasɛ ɩ gyɛ yɛ, “Ɩbwaarɛ bʋ anɛ asɛ.”"
11,"From David to the time of the exile in Babylonia, the ancestors of Jesus were: David, Solomon , Rehoboam, Abijah, Asa, Jehoshaphat, Jehoram; Uzziah, Jotham, Ahaz, Hezekiah, Manasseh, Amon, Josiah, and Jehoiachin and his brothers.",Nɩɩ Gyosiya mu‐bii ɩ gyɛ Gyekoniya maa mu‐supu ana. Kanan saŋa maŋa nɩɩ Babilon abi ba kɔ kɩtaa Ɩsɩrayɩ abi waa bamʋ anyɛ mʋ.
16,"From the exile to the birth of Jesus, his ancestors were: Jehoiachin, Shealtiel, Zerubbabel, Abiud, Eliakim, Azor, Zadok, Achim; Eliud, Eleazar, Matthan, Jacob, and Joseph, the husband of Mary, the mother of Jesus, who is called the Messiah.","Nɩɩ Gyekobu mu‐bii ɩ gyɛ Gyosefu, Mɛɛrɩ mu‐kuli mʋ. Nɩɩ Mɛɛrɩ maŋa ɩ kʋʋgɛ Yesu mʋ nɩɩ bɛɛ tɩɩ yɛ Krisito mʋ."
14,more to the birth of the Messiah. The Birth of Jesus (Luke,"Aso mu‐bii ɩ gyɛ Sadoki, nɩɩ Sadoki mu‐bii ɩ gyɛ Akim, nɩɩ Akim mu‐bii ɩ gyɛ Eliyudi."
18,"This is how Jesus Christ was born. A young woman named Mary was engaged to Joseph from King David's family. But before they were married, she learned that she was going to have a baby by God's Holy Spirit.","Yesu Krisito kakʋʋgɛ asɩn ndee. Ba taa mu‐nyi Mɛɛrɩ sa Gyosefu kekili, amaa pɔyɩ kɛ ba bɩɩ abaa mʋ, ɩ ba fɛɛ ɔkyɩɩ mʋ sʋ ɔtɔ, nɩɩ Kayaayu Kyɩrɛkyɩrɛ mʋ ɩ yɛgɛ nɩɩ ɩ ba kanɩn."
19,Joseph was a good man and did not want to embarrass Mary in front of everyone. So he decided to quietly call off the wedding.,"Gyosefu mʋ nɩɩ ɔ gyɛ mu‐kuli mʋ gyɛ ɔsa mʋ nɩɩ mʋ ɩkpa i kyiigi, nɩɩ maa mee biti fɛɛ ɔ ŋaabaa Mɛɛrɩ asa nsana tɔ sʋ mʋ, ɔ waa mʋ nfɛɛrɛ fɛɛ ee biti ɔ baala kina mʋ."
20,"While Joseph was thinking about this, an angel from the Lord appeared to him in a dream. The angel said, “Joseph, the baby that Mary will have is from the Holy Spirit. Go ahead and marry her.","Amaa Gyosefu, maa fɛ falɛ nfɛɛrɛ mʋ, nɩɩ Ɔnyɩrɩpɛ Ɩbwaarɛ kabɔɔ lɛɛ mʋ n‐yɩɩ kaapʋ mʋ idee tɔ tɔwɛ mʋ yɛ, “Gyosefu, Dawidi kanaana‐bii, man waa kufuu fɛɛ fʋ mɛɛ yɛ fʋ taa Mɛɛrɩ kili, lɩɩ fɛɛ Kayaayu Kyɩrɛkyɩrɛ mʋ ɩ yɛgɛ nɩɩ ɔ nyɛ ɔtɔ."
21,"Then after her baby is born, name him Jesus, because he will save his people from their sins.”","Ee biti ɔ kʋʋgɛ obii‐nyɩnsa, kɛ fʋ yɩla mʋ kɩtɩɩ yɛ Yesu, kpalɩ fɛɛ mʋ ii biti ɔ ba mɔlɩgɛ mʋ asa lɩɩ bamʋ alibi tɔ.”"
22,"So the Lord's promise came true, just as the prophet had said,","Ɩnɩmʋ kpini ɩ ba waa, kɛ ɩ ba tɔ fɛɛ kanan mʋ nɩɩ Ɔnyɩrɩpɛ bɔla mʋ ɔtɔwɛpʋ sʋ tɔwɛ yɛ,"
24,"After Joseph woke up, he and Mary were soon married, just as the Lord's angel had told him to do.","Ɩmʋ sʋ Gyosefu maa kyiŋi mʋ, o kili Mɛɛrɩ taa mʋ kpee mʋ kɩkpaara sʋ fɛɛ kanan mʋ nɩɩ Ɩbwaarɛ kabɔɔ sa kɔnɔ yɛ ɔ waa mʋ."
25,But they did not sleep together before her baby was born. Then Joseph named him Jesus.,Amaa Gyosefu man dɛ yɛ Mɛɛrɩ halɩɩ naa fʋʋ saŋa mʋ nɩɩ ɔ kʋʋgɛ obii‐nyɩnsa mʋ. Nɩɩ Gyosefu yɩla mʋ kɩtɩɩ yɛ Yesu.
1,"When Jesus was born in the village of Bethlehem in Judea, Herod was king. During this time some wise men from the east came to Jerusalem","Saŋa mʋ nɩɩ ba kʋʋgɛ Yesu Krisito Betilehem kadɛ mʋ nɩɩ kɩ bʋ Gyudeya ɔsʋwʋlɛ sʋ mʋ, kanɩn saŋa maa mʋ Herodi ɩ gyɛ owura. Nɩɩ ɩ ba fɛɛ, anyaasɩnpʋ akʋ ba lɩɩ kyɔwɛ ɩlɩɩ ba Gyerusalem kadɛ tɔ,"
2,"and said, “Where is the child born to be king of the Jews? We saw his star in the east and have come to worship him.”","nɩɩ ba taasɛ yɛ, “Nkɩɩ kebii mʋ nɩɩ ba kʋʋgɛ mʋ yɛ o be gyii Gyiwu abi kuwura mʋ? An wu mu kikyikpebi maa paatɛ lɩɩ kyɔwɛ kɩlɩɩ, nɩɩ an ba yɛ an be muŋa bʋnyaa mʋ.”"
3,"When King Herod heard about this, he was worried, and so was everyone else in Jerusalem.",Owura Herodi maa nu falɛ asɩn mʋ ɩɩ tɔɔrɔɔ mʋ gaa yɛ Gyerusalem abi kpini.
4,"Herod brought together the chief priests and the teachers of the Law of Moses and asked them, “Where will the Messiah be born?”","Nɩɩ ɔ tɩɩ Ɩbwaarɛ aseepu abɩlɩsa yɛ nbara akaapʋpʋ ba gyaŋɛ, nɩɩ ɔ taasɛ bamʋ yɛ, “Fɩnɛ nɩɩ bee biti ba kʋʋgɛ Krisito abɛɛ Ɔmʋ nɩɩ Ɩbwaarɛ wʋla lɛɛ mʋ?”"
5,"They told him, “He will be born in Bethlehem, just as the prophet wrote,","Nɩɩ ba lɛɛ mʋ kɔnɔ yɛ, “Bee biti ba kʋʋgɛ mʋ Betilehem kadɛ tɔ Gyudeya Ɔsʋwʋlɛ sʋ.” Lɩɩ fɛɛ Ɩbwaarɛ ɔtɔwɛpʋ kʋ wʋla kyʋrɔɔ yɩla yɛ,"
6,"‘Bethlehem in the land of Judea, you are very important among the towns of Judea. From your town will come a leader, who will be like a shepherd for my people Israel.’ ”","“Fʋ Betilehem mʋ nɩɩ fʋ bʋ Gyudeya ɔsʋwʋlɛ sʋ, halɩɩ fʋ maa gyɛ pɩɩ gbaa mʋ, fʋ gyɛ ɔkparɛ lɩɩ fɛɛ fʋ tɔ nɩɩ owura lala mʋ ii biti ɔ lɩɩ, nɩɩ mʋ ee biti ɔ baa ɔ gyɛ fɛɛ nbʋlʋpʋ ɔkpapʋ sa mɛ asa Ɩsɩrayɩ abi.”"
7,Herod secretly called in the wise men and asked them when they had first seen the star.,"Tʋtɔ nɩɩ Owura Herodi tɩɩ anyaasɩnpʋ mʋ lɩɩ ɩkaa sʋ, nɩɩ ɔ taasɛ bamʋ kɛ ɔ bɩɩ saŋa mʋ nɩɩ ba wu kikyikpebi maa lɩɩ mʋ."
8,"He told them, “Go to Bethlehem and search carefully for the child. As soon as you find him, let me know. I also want to go and worship him.”","Nɩɩ o sun bamʋ Betilehem tɔwɛ yɛ, “Fan kpee naa kɩɩ danbɩrasa biti kebii mʋ. Nɩɩ fan kan wu mʋ mʋ fan ba tɔwɛ mɛ, kɛ ngbaa mɛ n kpee naa muŋa bʋnyaa mʋ.”"
