Model,BLEU,chrF,Average,BLEU_raw,chrF_raw,Average_raw
deepseek-v3.1,33.82,33.27,33.54,33.82161289045727,33.266835661864064,33.54422427616066
llama-4-maverick-17b-128e-instruct,33.33,29.84,31.58,33.32562174615839,29.839587508209608,31.582604627183997
kimi-k2-instruct-0905,32.78,25.35,29.06,32.77847525746124,25.351519159039643,29.06499720825044
llama-3.1-405b-instruct,28.01,24.69,26.35,28.005243956752356,24.68971216623966,26.347478061496005
gemini-2.5-flash,22.46,25.94,24.20,22.457877843287022,25.943158860282352,24.200518351784687
claude-sonnet-4-5,19.55,24.56,22.06,19.545984328607467,24.56406382324786,22.055024075927662
qwen3-235b-a22b,17.13,23.34,20.24,17.132126178197396,23.343006282168965,20.23756623018318
mistral-medium-3-instruct,7.49,25.60,16.54,7.487280491489988,25.601722424901325,16.544501458195658
gpt-4.1,9.04,22.75,15.90,9.043565779655339,22.753264897505087,15.898415338580213
gemma2-9b-it,10.58,18.83,14.71,10.583814787289993,18.83065586392456,14.707235325607275
mistral-7b-instruct-v0.3,6.36,22.88,14.62,6.361708021647094,22.881739135206328,14.62172357842671
llama-3.3-70b-instruct,4.94,22.03,13.49,4.939440986270569,22.03235580318337,13.48589839472697
qwen3-32b,4.97,20.90,12.94,4.9739186980965355,20.90155018033523,12.937734439215884
seed-oss-36b-instruct,3.13,22.66,12.90,3.133381778083794,22.66022800102502,12.896804889554407
qwq-32b,5.16,19.34,12.25,5.163439629620979,19.339468188189876,12.251453908905427
palmyra-med-70b,4.80,19.24,12.02,4.803173263160966,19.235268390708953,12.019220826934959
gemma-2-27b-it,4.20,19.71,11.96,4.199111096615591,19.71260570419447,11.955858400405031
gemma-2-9b-it,2.73,18.30,10.52,2.729544036516573,18.303402001037327,10.51647301877695
gpt-oss-120b,4.98,15.88,10.43,4.979101036332313,15.882141456276074,10.430621246304193
