Model,BLEU,chrF,Average,BLEU_raw,chrF_raw,Average_raw
gemini-2.5-flash,8.49,26.11,17.30,8.493098745313148,26.112726672153542,17.302912708733345
gpt-4.1,8.95,24.72,16.83,8.947088590364231,24.721415848778616,16.834252219571425
claude-sonnet-4-5,7.66,24.98,16.32,7.655122720591221,24.984568197111354,16.319845458851287
llama-3.3-70b-instruct,10.73,20.56,15.64,10.730640280461275,20.558711079596044,15.644675680028659
palmyra-med-70b,7.63,22.97,15.30,7.632640472788976,22.974963557810703,15.30380201529984
gpt-oss-120b,10.92,17.69,14.31,10.924856017658641,17.691813675348513,14.308334846503577
kimi-k2-instruct-0905,8.24,19.97,14.10,8.240556987983819,19.96672867799107,14.103642832987445
deepseek-v3.1,8.90,18.96,13.93,8.903927232500966,18.955965344222264,13.929946288361615
llama-3.1-405b-instruct,7.52,20.17,13.85,7.523696863505038,20.169340049212458,13.846518456358748
gemma2-9b-it,3.98,23.54,13.76,3.978062972279233,23.53864026125939,13.75835161676931
llama-4-maverick-17b-128e-instruct,5.93,20.26,13.09,5.92856440614134,20.256691317065094,13.092627861603217
qwq-32b,6.60,18.76,12.68,6.601618238283769,18.7567809053848,12.679199571834285
gemma-2-27b-it,7.12,17.64,12.38,7.121098473465853,17.637873942335464,12.379486207900658
seed-oss-36b-instruct,3.90,20.56,12.23,3.9016631127179093,20.55924720893972,12.230455160828814
qwen3-235b-a22b,5.23,19.05,12.14,5.226249020969955,19.05328938087477,12.139769200922363
mistral-medium-3-instruct,4.47,19.18,11.82,4.466216597703003,19.18052660978552,11.823371603744262
mistral-7b-instruct-v0.3,4.21,18.48,11.34,4.207993129078362,18.476229562582297,11.342111345830329
gemma-2-9b-it,4.22,17.87,11.04,4.217959647417267,17.867455184691472,11.04270741605437
qwen3-32b,0.00,22.01,11.00,0.0,22.006870928554253,11.003435464277127
