Title,Content,URL
ISRAELFƆ ƖLƲ 1,"Ɔwʋlʋ 1pʋ
(Israel Ɩlʋ 1-41)
Aha Yile Bʋ Ansigyi
1Ansɩ igyi ɔha ánɩ́ ɔtamagyi aha lalahɛ asʋnsʋ,
ɔtamabwɛ lakpan abwɛpʋ bwɛhɛ,
ɔtamatsia ɔblɔla abwɛpʋtɔ.
2Tamɛ Nana Bulu atosunahɛsʋgyi tegyi mʋ ansɩ,
ɔtɔgywɩɩn mʋ́ ɩwɩ ɔpa-onye.
3Ogyi fɛ oyiá boswie mʋ́ ntsu ɔnɔ,
itoswie abi mʋ́ swiebɩ,
ɩtamakpa atɛ.
Togyitɔá ɔbwɛ tɔwa alɛ ha mʋ.
4Tamɛ aha lalahɛ bʋtamanya mʋ́ alɩ.
Bʋgyi fɛ ntɛtɛá afu dɛ mʋ́ tsʋn.
5Aha lalahɛ bʋméenya ɔlɩɩkpa Bulu asʋn ogyikpa.
Lakpan abwɛpʋ ɛ bʋméenya otsiakpa yile abwɛpʋtɔ.
6Tsufɛ Nana Bulu tɛkpa yile abwɛpʋ,
tamɛ lalahɛ abwɛpʋ mʋ́ bɛ́ta.",https://www.bible.com/bible/255/PSA.1.NKO
ISRAELFƆ ƖLƲ 2,"Owieá Bulu Layaɩ
1Ntogyi sʋ ɔmá-ɔmá banya ɔblɔ,
bwɛ agywɩɩn kʋkʋ kpalɩ?
2Ɔmásʋ agyipʋ badɩda atɔ.
Wulu ahandɛ batɩ aba fia,
kɩta agywɩɩn lalahɛ Nana Bulu mʋa ɔha amʋʋ alada ofuli amʋsʋ.
3Bʋdɛblɩ bɛɛ, “Mlɩha alɛ ɩwɩ lɛ amʋ́ ɩbɩtɔ,
adalɩ amʋ́ ɔhɩɛ asɩ.”
4Anɩ Wie tsie ɔsʋsʋ mʋ owie-obiasʋ ɔdɛ amʋ́ mɔsɩ,
bwɛ amʋ́ ɔblɔla.
5Mʋ́ ɔma a, ɔbɛ́bla amʋ́ asʋn ɔblɔsʋ,
wa ɩyɩn wa amʋ́ ɔbɛɛ,
6“Mɩ mʋ́ nayaɩ mɩ owie
mɩ onuto ɩbʋ Sionsʋ.”
7Owie amʋ ɔbɛɛ, nɛ́bla mlɩ asʋn ánɩ́ Nana Bulu lablɩ.
Ɔlɛbla mɩ ɔbɛɛ, “Mɩ Bi gyi fʋ.
Ndɛ nabwɛ fʋ Sɩ.”
8Kʋlɩ mɩ, nɔ́pʋ ɔsʋlʋsʋ ɔmá fɛ́ɛ́ ha fʋ;
fégyi mʋ́sʋ yeyi ɔyɩ ɔka.
9Fɔ́pʋ datɔ bwiebwie amʋ́
blublublu fɛ abʋa.
10Mʋ́ sʋ awie, mlɩtɩn ansɩ.
Ɩsʋ agyipʋ, mlɩkɩ wanklaan.
11Mlɩpʋ ifu sum Nana Bulu.
Ɩwɩ ɩkpɩnkɩ mlɩ, amlɩnya ansigyi.
12Mlɩba ɩwɩasɩ ha Bulu mʋ bi amʋ,
mɛnɩ oméenya ɔblɔ, mlɩmɛ́ɛta ɔkpatɔ.
Tsufɛ mʋ ɔblɔ tɔkɔsɩ wa ɩyɩn.
Ansɩ igyi aha ánɩ́ bʋtɛsrɩ tanʋ mʋ.",https://www.bible.com/bible/255/PSA.2.NKO
ISRAELFƆ ƖLƲ 3,"Nana Bulu Ɩbɩtɔ Nkpahɔ Bʋ
Ɩkanfʋ-ɩlʋá Dawid lɔwa brɛá mʋ bi Absalom gya mʋ.
1Oo Nana Bulu, mɩ alupʋ badʋbɩ!
Adʋn bakʋsʋ mɩsʋ!
2Bʋdɛtɔɩ mɩsʋ bɛɛ,
“Bulu mɔ́ɔhɔ mʋ ɛkɛkɛɛkɛ!”
Ɩya.
3Oo Nana Bulu, fʋlegyi ɩban wa mɩ.
Fʋgyi mɩ numnyam,
fʋtotsu mɩ ansɩtɔ fʋa.
4Nosu kpoli Nana Bulu kʋklʋkʋʋ.
Ɔlɔsɔ mɩ ɔnɔ tsu mʋ onuto ɩbʋ amʋsʋ.
Ɩya.
5Nɛklɛdɩ dɩdɩ.
Nalatsinki,
tsufɛ Nana Bulu togyo mɩ ɩwɩ.
6Alupʋ idu-lafa babomli mɩ,
mmɛdɛ amʋ́ ifu nya.
7Oo Nana Bulu, kʋsʋ. Mɩ Bulu, hɔ mɩ.
Tsufɛ fʋtɛda mɩ alupʋ lɛ da,
kpa awuntɔlɩnpʋ abɩn.
8Nana Bulu, fʋ ɩbɩtɔ nkpahɔ bʋ.
Ha fʋ oyula ɩba fʋ abisʋ.
Ɩya.",https://www.bible.com/bible/255/PSA.3.NKO
ISRAELFƆ ƖLƲ 4,"Nokpoli Bulu Ɔtɔsɔ Mɩ Ɔnɔ
Dawid kanfʋ-ɩlʋ ha ɩlʋ osunapʋ. Bɔ́pʋ ɔsankuo da mʋ́.
1Oo Bulu, nɩ nosu kpoli fʋ a, sɔ mɩ ɔnɔ.
Fʋtɛha ntegyi asʋ!
Brɛá mbʋ ɩkplantɔ a, fɛlɛ mɩ.
Wun mɩ nwɛ, afʋsɔ mɩ ɔnɔ.
2Oo anyankpʋsa, mlɩméesi mɩ kpɔɩ?
Mlɩméesi asʋn ánɩ́ ɩma labi ɔma gya, si afunu buo?
Ɩya.
3Mlɩbɩá Nana Bulu lalɛ ɔha ánɩ́ ɔtamakpa mʋ ɔma yaɩ ha mʋ ɩwɩ.
Nɩ nokpoli mʋ a, ɔtɔsɔ mɩ ɔnɔ.
4Ɔblɔ ɩkɩta mlɩ a, ɩmáha amlɩbwɛ lakpan.
Nɩ mlɩda mlɩ ɔklansʋ a, mlɩbwɛ diin amlɩyɔ mlɩ ɩklʋntɔ.
Ɩya.
5Mlɩbɔ afɔdɩɛ wanklaan,
amlɩpʋ ansɩ dɩnka Nana Bulusʋ.
6Aha tsɔtsɔɔtsɔ bʋdɛblɩ bɛɛ,
“Ma ɔbɔ́bwɛ yile ha anɩ?”
Oo Nana Bulu, wa awɩtɔlɛ ha anɩ.
7Faha ansɩ lahɩɛ gyi mɩ,
dʋn ansɩá itegyi amʋ́
brɛá amʋ́ atogyihɛ pʋ́ amʋ́ nta labusʋ.
8Nɛ́klɛdɩ iwilwiitɔ, dɩdɩ fɛ́ɛ́.
Oo Nana Bulu, fʋ nkʋlɛ ɔbɛ́ha tɔtɔ mɔ́ɔbwɛ mɩ.",https://www.bible.com/bible/255/PSA.4.NKO
ISRAELFƆ ƖLƲ 5,"Nana Bulu Toyula Yile Abwɛpʋ
Dawid kanfʋ-ɩlʋ ha ɩlʋ osunapʋ. Bɔ́pʋ ɔtɛntɛ fʋlɩ mʋ́.
1Oo Nana Bulu, yaa asʋ.
Nu mɩ asʋn, afʋnu mɩ isu.
2Mɩ Wie pʋ́ mɩ Bulu,
nu mɩ isu, afʋgyi mɩ bʋalɛ,
tsufɛ fʋ ndesu kpoli.
3Oo Nana Bulu, bakɛ fónu mɩ ɔmɛ.
Nɔ́pʋ mɩ asʋn tswɩ fʋ ansɩtɔ nyankɩ,
si ntsie ndɛ fʋ ansɩtɔ kɩ.
4Oo Bulu, lalahɛbwɛ tamagyi fʋ ansɩ.
Fʋtamafia lalahɛ abwɛpʋ.
5Fʋtamakleá fówun ɩwɩ atsupʋ.
Fʋtekisi lalahɛ abwɛpʋ fɛ́ɛ́.
6Fʋteyinta afunupʋ,
fʋtekisi aha amɔpʋ pʋ́ aha amlɛpʋ.
7Tamɛ fʋ ɔdwɛá ɩma ɔka sʋ,
nébitiwie fʋ woyitɔ.
Nɔ́pʋ ifu bun sum fʋ fʋ ɔtswɛkpa ɩnʋ.
8Oo Nana Bulu, fʋ asʋn da ɔkpa.
Mɩ alupʋ bɔdʋbɩ.
Mʋ́ sʋ kpa mɩ, ambwɛ fʋ ɔdwɛla.
Suna mɩ fʋ ɔkpa, antsʋn mʋ́sʋ.
9Bʋtamablɩ ɔnɔkwalɩ kʋkʋ.
Lalahɛ pɛ bʋ amʋ́ ɩklʋntɔ.
Amʋ́ ɔnɔtɔ asʋn blɩhɛ tobon fɛ fuli ɔbɔtɔ.
Bʋtɔpʋ amʋ́ ɔnɔ mlɛ aha.
10Oo Bulu, ha amʋ́ ɩpɔn!
Amʋ́ onuto agywɩɩn lalahɛ ɩtɩ lowu ha amʋ́.
Amʋ́ lakpan tsɔtsɔɔtsɔ pʋ́ alɩá bakʋsʋ lɩɩ fʋsʋ,
sʋ gya amʋ́ lɛ fʋ ansɩsʋ.
11Tamɛ ha aha ánɩ́ bʋtɛsrɩ tanʋ fʋ fɛ́ɛ́ abʋnya ansigyi.
Ha amʋ́ abʋwa ansigyi ɩlʋ.
Bun amʋ́sʋ, mɛnɩ ansɩ bégyi fʋ adwɛpʋ fɛ́ɛ́.
12Tsufɛ Nana Bulu, fʋtoyula yile abwɛpʋ.
Fʋ awɩtɔlɛ legyi ɩban bomli amʋ́.",https://www.bible.com/bible/255/PSA.5.NKO
ISRAELFƆ ƖLƲ 6,"Nana Bulu, Damli Kɩ Mɩ Afʋtsa Mɩ Ɩlɔ
Dawid kanfʋ-ɩlʋ ha ɩlʋ osunapʋ. Bɔ́pʋ ɔsankuo ɔmɛ ikwesɩ da mʋ́.
1Oo Nana Bulu, máwa ɩyɩn wa mɩ ɔblɔsʋ.
Mákʋla ɔblɔ bɩtɩ mɩ ɩsʋ!
2Nahɩɛ pɔn, sʋ wun mɩ nwɛ.
Awútɔ dɛ mɩ dwiindwiin, lawa mɩ ɔwʋnlɩn.
3Oo Nana Bulu, ifu dɛ mɩ ɔkla.
Máha mʋ́ ɩwa ɔpá asa afʋtsa mɩ ɩlɔ.
4Nana Bulu, damli kɩ mɩ afʋhɔ mɩ nkpa.
Fʋ ɔdwɛ ma ɔka. Mʋ́ sʋ lɛ mɩ tsu lowutɔ.
5Tsufɛ ɔha owu a, ɔtamatra kaɩn fʋsʋ.
Ma ɔbɛ́talɩ kanfʋ fʋ afulitɔ?
6Ahʋmɩtɩ dɛ mɩ mɔ.
Onyegyionye nɛklɛdɩ ntosu,
fɔ mɩ sumuɛ mɩɔn-mɩɔn-mɩɔn.
7Mɩ alupʋ baha nasu alɩɩ,
mɩ ansibi lapunya tin.
Mmɛdɛ atɔ wun.
8Lalahɛ abwɛpʋ, mlɩnatɩ tɛɩ mɩsʋ,
tsufɛ Nana Bulu lanu mɩ isu.
9Alanu mɩ isu,
ɔbɔ́sɔ mɩ ɔnɔ.
10Pɛlɩ bɛ́kɩta mɩ alupʋ fɛ́ɛ́, ifu bɛ́kɩta amʋ́.
Bɔ́pʋ nsʋpa yinki ɔma ɔsasʋ.",https://www.bible.com/bible/255/PSA.6.NKO
ISRAELFƆ ƖLƲ 7,"Nana Bulu Gyi Aha Fɛ́ɛ́ Asʋn Ogyipʋ
Benyaminyin Kus ɩwɩ awɩrɛhɔ-ɩlʋá Dawid lɔwa ha Nana Bulu.
1Oo Nana Bulu, mɩ Bulu, fʋ nasrɩ tanʋ.
Hɔ mɩ, afʋlɛ mɩ tsu aha ánɩ́ bʋdɩn mɩsʋ fɛ́ɛ́ ɩbɩtɔ.
2Nɩ megyi alɩ bɛ́kɩta mɩ,
tɩtɩ mɩ fɛ gyata;
mma ɔhɔpʋ.
3Oo Nana Bulu, mɩ Bulu,
nɩ nawa ɩbɩ lalahɛtɔ,
4nɩ napʋ lalahɛ ka mɩ ba kɔ,
ntɛ nasisi mɩ olupʋ kʋkʋ kpalɩ.
Nɩ napʋ ɩnɩtɔ ɩkʋ gyi ɔkʋ fiin.
5Mʋmʋ ha mɩ alupʋ abʋdɩnka mɩsʋ, abʋnya mɩ.
Bʋtsatsa mɩsʋ,
abʋsʋpa mɩ fuli.
Ɩya.
6Nana Bulu, pʋ ɔblɔ kʋsʋ lɩɩ.
Mɩ Bulu kʋsʋ, mɩ alupʋ bawa ɩyɩn.
Fʋlɔpʋ asʋngyi ba.
7Ha ɔmá-ɔmá abʋbefia fʋ ansɩtɔ,
afʋtsia fʋ owie-obiasʋ ɔsʋsʋ gyi amʋ́ asʋn.
8Nana Bulu, fʋgyi ɔyɩtɔ aha fɛ́ɛ́ asʋn ogyipʋ.
Oo Nana Bulu, gyi ha mɩ, tsufɛ mɩ asʋn da ɔkpa.
Ɔlala ɩma mɩ ɩwɩ.
9Bulu, ɔnɔkwalɩpʋ fʋgyi.
Fʋtɛkali anɩ agywɩɩn pʋ́ anɩ ɩklʋntɔ asʋn.
Ka lalahɛ abwɛpʋ tin,
afʋha yile abwɛpʋ abʋlɩɩ.
10Bulu legyi ɩban wa mɩ.
Mʋtɔhɔ aha ánɩ́ amʋ́ asʋn da ɔkpa.
11Asʋn ogyipʋ ɔnɔkwalɩpʋ Bulu gyi.
Ɔtɛlɛ mʋ ɔblɔ suna ekekegyiɛkɛ.
12Nɩ bʋmɛtsɛ amʋ́ itsiatɔ a,
ɔbɛ́ya mʋ ɔdayi.
Alabɩtɩ mʋ ɔbɩn dodo.
13Alakʋla mʋ akɔtɔ akinkin tsan,
nɩna mʋ mbɩn pɩɔn-pɩɔn.
14Kɩ alɩá banya lalahɛ ɔmɛ́.
Lakpan ɔmɛ́ ɩdɛ amʋ́ dwiin.
Bɔ́kwɩɩ afunu.
15Bʋtokwi ɔbɔ, loti mʋ́tɔ klukluuklu,
amʋ́ onuto bʋtɛkpa wie mʋ́tɔ.
16Amʋ́ onuto lalahɛ teyinki ba amʋ́sʋ.
Amʋ́ owuntɔlɩn teyinki bobun amʋ́ nwunsʋ.
17Nɛ́da Nana Bulu ɩpan mʋ ɔnɔkwalɩwa sʋ.
Nɔ́wa ɩlʋ kanfʋ Nana Bulu, Ɔsʋsʋʋsʋ mʋ Wie ɩda.",https://www.bible.com/bible/255/PSA.7.NKO
ISRAELFƆ ƖLƲ 8,"Nana Bulu Ɩda Lɔkʋkʋ Moni
Dawid kanfʋ-ɩlʋ ha ɩlʋ osunapʋ. Bɔ́pʋ Gatfɔ ɔmɛ wa mʋ́.
1Oo anɩ Wie Nana Bulu, fʋ ɩda lɔkʋkʋ moni ɔyɩtɔ o!
Fʋ numnyam lɔfʋa dafa nwʋlʋta.
2Fasuna nyebi mʋ́a abi bɔbwɛ alɩá bʋkanfʋ fʋ.
Ɩlaha fʋ alupʋ bawun fʋ ɔwʋnlɩn.
Mʋ́ sʋ amʋ́a aha ánɩ́ bʋtamasi ɩla kie bakpa ɔnɔ bun.
3Nɩ notsu ansɩ kɩ ɔsʋsʋ, fʋ ɩbɩ ɔnɔ atɔ bwɛhɛ,
ɔtsra mʋ́a ntsrakpabiá fɔbwɛ dɩnka nwʋlʋtasʋ a,
4ntɛfɩtɛ mɩ ɩwɩ mbɛɛ,
“Ntɔ nyankpʋsa lɔkʋkʋ ogyi, sʋ fʋtɔgywɩɩn mʋ ɩwɩ alɩ?
Ntɔ nyankpʋsa gyi, sʋ fʋtɛkɩ mʋsʋ?”
5Fɛba mʋ asɩ dʋn fʋ abɔpʋ.
Fɔpʋ numnyam pʋ́ obú dɩnka mʋsʋ.
6Fɔbwɛ mʋ fʋ ɩbɩ ɔnɔ atɔ bwɛhɛ fɛ́ɛ́sʋ ogyipʋ,
fɔpʋ togyitɔ wa mʋ asɩ.
7Akufa, nnantswie pʋ́ pututɔ-mbwɩ fɛ́ɛ́;
8mbubwi mʋ́a ntsutso-aye
pʋ́ ntobiá bʋna ɔpʋtɔ fɛ́ɛ́.
9Oo anɩ Wie Nana Bulu, fʋ ɩda lɔkʋkʋ moni ɔyɩtɔ o!",https://www.bible.com/bible/255/PSA.8.NKO
ISRAELFƆ ƖLƲ 9,"Nana Bulu Gyi Ɔtanʋkpa Yile
Dawid kanfʋ-ɩlʋ ha ɩlʋ osunapʋ. Bɔ́pʋ obi-lowu ɔmɛ wa mʋ́.
1Nana Bulu, nɛ́kanfʋ fʋ tsu mɩ ɩklʋntɔ.
Nɛ́bla aha ofula akpɔnkpɔntɩá fabwɛ fɛ́ɛ́.
2Fʋ sʋ ansɩ bɛ́hɩɛ gyi mɩ.
Ɔsʋsʋʋsʋ Mʋ Wie, nɔ́wa ɩlʋ kanfʋ fʋ ɩda.
3Mɩ alupʋ bowun fʋ bʋteyinki ɔma,
dɩda wu,
4tsufɛ asʋn ogyipʋ ɔnɔkwalɩpʋ fʋgyi.
Fatsia fʋ obiasʋ, gyi mɩ asʋn wanklaan ha mɩ.
5Bulu, fawa ɩyɩn wa ɔmá ánɩ́ bʋmeyin fʋ.
Faha lalahɛ abwɛpʋ bata,
tsitsi amʋ́ ada lɛ ɩnʋ plɩplɩplɩ.
6Anɩ alupʋ klɛtɔ lata fɛ́ɛ́.
Fabwie amʋ́ awulu fɛ́ɛ́.
Bʋmɛ́ɛtra tɩ amʋ́ ada ɛkɛkɛɛkɛ.
7Tamɛ Nana Bulu tsie brɛ fɛ́ɛ́.
Alayaɩ mʋ obia ha asʋngyi.
8Obégyi ɔyɩtɔ aha fɛ́ɛ́ asʋn mʋ́ ɔkpasʋ.
Obégyi ɔmá fɛ́ɛ́sʋ ɔnɔkwalɩsʋ.
9Nana Bulu gyi ɔtanʋkpa kinkin ha aha ánɩ́ bʋdɛ amʋ́ hɩɛ.
Ɔtanʋkpa kinkin ogyi ha aha ánɩ́ bawie ɩkplantɔ.
10Oo Nana Bulu, aha ánɩ́ bʋyin fʋ ɩda bʋtɔpʋ ansɩ dɩnka fʋsʋ,
tsufɛ fʋtamatswɛ fʋ adunkapʋ kpʋkpʋ.
11Mlɩwa ɩlʋ kanfʋ Nana Buluá otsie Sion!
Mlɩda mʋ atɔ bwɛhɛ fɛ́ɛ́ ɔkan ɔmágyiɔmátɔ.
12Tsufɛ mʋtɛka ɔha ánɩ́ alawa ɩbɩ obugyatɔ ɩkɔ.
Ɔtamakina ipian awunpʋ isu nu.
13Oo Nana Bulu, wun mɩ nwɛ!
Kɩ alɩá mɩ alupʋ bʋdɛ mɩ ipiantɔ wa!
Fʋtɛlɛ mɩ tsu lowu ɔbɔnɔ,
14mɛnɩ nɛ́kanfʋ fʋ Sionfɔ ofiakpa.
Ansɩ bégyi mɩ, tsufɛ fahɔ mɩ nkpa.
15Ɔmá-ɔmá bakpawie amʋ́ ɔbɔ kwihɛtɔ.
Amʋ́ onuto ayibi fɩnɩhɛ lalɛ amʋ́.
16Nana Bulu lalɛ ɩwɩ suna tsʋn mʋ asʋnbua ɔnɔkwalɩtɔ.
Aha lalahɛ amʋ onuto ɩbɩ ɔnɔ gyumagyihɛ lalɛ amʋ́.
Mlɩfʋlɩ ɩkpɛ amʋ kʋklʋ.
Ɩya.
17Afulitɔ ɩda gyo ɔmá lalahɛ
pʋ́ Bulu akisipʋ fɛ́ɛ́.
18Tsufɛ fʋmɛ́ɛtan ahianfɔsʋ brɛ fɛ́ɛ́.
Ipian awunpʋ ɔkpakɩ ɛ ɩmɔ́ɔbwɛ kpalɩ ɛkɛkɛɛkɛ.
19Oo Nana Bulu, kʋsʋ!
Máha nyankpʋsa ɔwa ɔkpayi fʋ ansɩtɔ ɔbɛɛ, magyi ɩsʋ.
Ɔmá-ɔmá bʋgyi ɩpɔn fʋ ansɩtɔ!
20Oo Nana Bulu, pʋ ifu wa amʋ́tɔ,
abʋbɩá anyankpʋsa kɛkɛ bʋgyi.
Ɩya.",https://www.bible.com/bible/255/PSA.9.NKO
ISRAELFƆ ƖLƲ 10,"Nana Bulu Gyi Owie Brɛ Fɛ́ɛ́
1Oo Nana Bulu, ntogyi sʋ fawa ɩfɔ alɩ?
Ntogyi sʋ faŋain ɩwɩ brɛá anɩbʋ ɩkplantɔ?
2Aha lalahɛ bapʋ ɩwɩtsu bʋgya ahianfɔ.
Ha amʋ́ agywɩɩn lalahɛ ibufa amʋ́sʋ.
3Tsufɛ aha lalahɛ bʋtɔpʋ amʋ́ ɔwɔlɩ lalahɛ tsu ɩwɩ.
Bʋtoyula aha asisipʋ, kpɔɩ Nana Bulu.
4Ɩwɩtsu sʋ bʋtamapʋ Bulu bwɛ tɔtɔ.
Amʋ́ agywɩɩn fɛ́ɛ́ gyi, “Bulu ɔkʋkʋ má ɩnʋ.”
5Togyitɔ tɔwa alɛ ha amʋ́ bregyibrɛ.
Bulu asʋnbua lɔfʋa dʋn amʋ́,
bʋmɛdɛ mʋ́ wun.
Amʋ́ alupʋ bʋmegyi tɔtɔ amʋ́ ansɩtɔ.
6Bʋtɛblɩ wa nwuntɔ bɛɛ,
“Tɔtɔ mɛ́ɛlɛ anɩ da.
Anɩmóowie ɩkplantɔ ɛkɛkɛɛkɛ.”
7Ɩlwɩɩ mʋ́a afunu pʋ́ asʋn-sɩnsɩn blɩ bʋtegyi dɩ.
Asʋnkpan mʋ́a asʋn lalahɛ blɩ ma amʋ́ ɔpá.
8Bʋteŋain awulu nkusubisʋ mɔ aha ánɩ́ ɔlala ma amʋ́ ɩwɩ.
Bʋtɛtɛ aha ánɩ́ ɔkla ma amʋ́ ogya.
9Bʋteŋain fɛ ɔtapʋ dɛ ɔbwɩ tɛ,
gyo apɔnpʋ.
Bʋtɛfɩnɩ ayibi kɩta apɔnpʋ, bɩtɩa amʋ́ natɩ.
10Bʋtɛda apɔnpʋ lɛ da,
yia amʋ́ manta ɔsʋlʋtɔ mamaama.
11Aha lalahɛ anfɩ bʋtɛblɩ wa amʋ́ nwuntɔ bɛɛ,
“Bulu ansɩ mɛdɩn mʋ́sʋ.
Alabun ansibi. Omóowun mʋ́ ɛkɛkɛɛkɛ.”
12Oo Nana Bulu, wa ɔsa bɩtɩ aha lalahɛ ɩsʋ,
afʋkaɩn ɩwɩɔsɩn awunpʋsʋ.
13Ntogyi sʋ aha lalahɛ basi Bulu ɔmagya,
bʋdɛblɩ wa nwuntɔ bɛɛ, “Ɔmɛ́ɛbɩtɩ anɩ ɩsʋ?”
14Tamɛ togyitɔ ɩda fʋ ansɩtɔ,
tsufɛ fʋdɛ ɩwɩɔsɩn pʋ́ ipian awunpʋ wun.
Fʋtekleá fɔ́bʋa amʋ́ bregyibrɛ.
Apɔnpʋ bʋtɔpʋ ansɩ dɩnka fʋsʋ,
fʋtegyi awumbi bʋalɛ bregyibrɛ.
15Kpa aha lalahɛ anfɩ pʋ́ awuntɔlɩnpʋ ɩba.
Bɩtɩ amʋ́ lalahɛá babwɛ ɩsʋ
yɛfʋn brɛá bési bwɛ.
16Nana Bulu gyi Owie brɛ fɛ́ɛ́.
Ɔmá bamba bata lɛ mʋ ɔsʋlʋsʋ fɛ́ɛ́.
17Oo Nana Bulu, fʋtonu ɩwɩasɩ abapʋ isu.
Fʋtɔwa amʋ́ ɔwʋnlɩn, yaa asʋ nu amʋ́ asʋn.
18Fʋtegyi ha awumbi pʋ́ aha ánɩ́ bʋdɛ amʋ́ hɩɛ,
mɛnɩ nyankpʋsa gyi-wʋdɩ, gyi-nfɔlɩ mɛ́ɛtra wa amʋ́ ifu.",https://www.bible.com/bible/255/PSA.10.NKO
