ref,text,translated,similarity_score,source_zip_file,bleu_score,chrf_score,avg_score
"The next day the older daughter said to her sister, “I slept with my father last night. We'll get him drunk again tonight, so you can sleep with him, and we can each have a child.”","Ʋ taŋ sɩ pʋla, ŋɩɩ nɛ tol-hɩaŋ-la bʋla pɩ ʋ ŋaana arɩ ʋ dɩ ʋ nyɩmma dɩa pɛ bɔsɔ nɛ. Ʋ sɩ, “Leŋ dɩ la bɩra pʋ sɩnɩŋ jɩnɩŋ tɩtaŋɩŋ dɩ ʋ nyʋa bugi dɩ ŋ ma jʋʋ dɩ ŋ dɩ ʋ pɩŋ. Ŋɩɩ lɛ nɛ la jaŋ to ʋ lɛ a lʋl biiriŋ dɩ la doho sɩ́ dɛrʋ.”","You are going to the market, you will find many things there. You will find many things there to buy. You will say, “Let me buy some of these things to take home to my wife. She will be happy to see them.”",0.23213333,output_mich001,2.124035816216534,18.889789022268456,10.506912419242495
"Go at once to your mother's father Bethuel in northern Syria and choose a wife from one of the daughters of Laban, your mother's brother.","Sii mʋ Mesopotemia tinteeŋ, ŋ naaŋ nyɩmma Bɛtʋɛl dɩa a jaa ŋ naaŋ dɩbaala Labaŋ toloo dɔŋɔ.","I am from Mesopotamia, and I am going to Bethel to see Laban's daughters.",0.37911308,output_mich001,1.924618718578043,19.921391534663897,10.92300512662097
"and wandering through the fields, when a man asked, “What are you looking for?”","ŋɩɩ nɛ baal kʋbala naʋ dɩ ʋʋ gɔllɛ ŋmaŋkaa-la lɛ. Ʋ pɩɛsʋ, “Bɛɛ kʋŋ nɛ ŋ chɩchɛ?”","He said to me, ""Where did you go?""",0.46966267,output_mich001,2.7032360411086658,9.797124301938604,6.250180171523635
"Jacob had set up camp in the hill country of Gilead, when Laban and his relatives came and set up camp in another part of the hill country. Laban went to Jacob","Jekɔb hɛ ʋ lɛbɩŋ Gɩlɩad tintee-la peelee sɩ yʋga lɛ, aŋ ka Labaŋ arɩ ʋ naambiiriŋ kʋ puuba a ma hɛ ba lɛbɩŋ lee-la tɩtɩa.","Jacob went to the land of Gilead and stayed there, and Laban saw that he was well-pleased with him and said to him, ""Stay with me.""",0.8188083,output_mich001,3.9654723932401548,26.10735647450124,15.036414433870698
"But Lot kept insisting, until they finally agreed and went home with him. He quickly baked some bread, cooked a meal, and they ate.","Lɔt vɩa aŋ pɛsɛ ba lɛ, ŋɩɩ nɛ ba to ʋ harɩŋ jʋʋ ʋ dɩa. Ʋ ŋaa kʋdiilee a wasɛ boroboro sɩ bɩ sɩbʋrʋŋ kɛnɛ a pɩba ba dii.","Let us go and see them, so that we can hear what they are saying. Then we will know what they want to tell us.",0.22143674,output_mich001,2.0166174174426,18.59231300497635,10.304465211209475
"But God appeared to Laban in a dream that night and warned, “Don't say a word to Jacob. Don't make a threat or a promise.”","Ŋɩɩ nɛ Wɩa kɔ Labaŋ, Siiria tɩɩna-la teeŋ tɩtaŋɩŋ duosoo tʋɔŋ a bʋla pʋ, “Pɔ dɩ ŋ sɩ́ wɩɩkala bʋl Jekɔb teeŋ, wʋzɔŋ koo wʋbɔŋ.”","When they arrived at Laban's house, they saw a beautiful young woman, and Laban said to Jacob, ""This is my daughter Rachel. She is yours.""",0.5518023,output-onesimus_003,3.2808945250121386,21.760001820896896,12.520448172954517
"When Jacob saw them, he said, “This is God's camp.” So he named the place Mahanaim.","Jekɔb sɩ naba, ʋ bʋl, “Daha nɛ Wɩa hɛ.” Ŋɩɩ nɛ ʋ hɛ lee-la yɩrɩŋ Mahanem.","Jacob said to his father, ""My father, give me your blessing."" And he blessed him there, in the presence of his sons.",0.5286435,output-onesimus_003,2.1639848597070865,23.452320365152108,12.808152612429597
But Esau ran toward Jacob and hugged and kissed him. Then the two brothers started crying.,Ŋɩɩ nɛ Ɛsɔ fá a mʋ chemu a guoru. Ba guori dɔŋɔ a lɩlaarɛ dɔŋɔ aŋ pɛ yiyel.,The sun is setting. The sun sets in the west and the sky is red.,0.055365033,output-onesimus_003,3.049483026556587,18.763656255465825,10.906569641011206
Jacob said to his family and to everyone else who was traveling with him: Get rid of your foreign gods! Then make yourselves acceptable to worship God and put on clean clothes.,"Ŋɩɩ nɛ Jekɔb bʋla pɩ ʋ dɩa nɩaa arɩ nɩalɩŋ kala sɩ hɛ ʋ teeŋ, “Má paa ma tɔŋŋɔɔ kala ta aŋ pɩɩsɛ ma disiniŋ ta aŋ wuri ma gɛnnɩŋ aŋ laalɛ gɛrɩ-falaa","Jacob said to his brother, ""Look, I am going to make a deal with you. Let me take your birthright, and in return, I will give you a gift.""",0.5799617,output-onesimus_003,7.8437729893596435,24.9894487190999,16.416610854229774
"Jacob replied, “I am Esau, your first-born, and I have done what you told me. Please sit up and eat the meat I have brought. Then you can give me your blessing.”","Ŋɩɩ nɛ Jekɔb bʋla pɩ ʋ nyɩmma, “Mɩ-na Ɛsɔ nɛ, ŋ nanʋa-hɩaŋ, mɩ ŋaa wɩɩ-la ŋ sɩ sɩ mɩ ŋaa nɛ. Sii hɔŋ a dii kʋdiile-la ŋ sɩ cho aŋ sʋl Wɩa pɩmɛ.”","Then Jacob said to his son, ""I am your father, and I am the one who will be with you. I will be your guide and protector. I will be your strength and your shield. I will be your light and your hope.""",0.6897666,output-onesimus_003,4.041435213510274,25.99618437406437,15.018809793787323
