ref,text,translated,source_zip_file
And that's what happened. God made the dome,"Ŋɩɩ nɛ ʋ kpaa, aŋ ka wuoluŋ, dɔŋɔ hɛ nyuŋ, dɔŋɔ ma hɛ bʋbʋɔŋ.","If you go to the farm, you will get food, if you do not go, you will not get anything.",output_proprietary_batch1
"God said, “Now we will make humans, and they will be like us. We will let them rule the fish, the birds, and all other living creatures.”","Ŋɩɩ nɛ Wɩa bɩra bʋl, “Leŋ dɩ la ŋaa nuhuobiine dɩ ʋ nagɛla, a leŋ dɩ ʋ tɩɩ chenfile-la sɩ hɛ mʋgʋ-balɩŋ tʋɔŋ arɩ fille-la kala sɩ hɛ wɩa-nyuŋ arɩ pʋsʋ-la kala sɩ hɛ tinteeŋ arɩ tintee-tuuroo kala.”","And then God said, “Let there be lights in the sky to separate the day from the night, and let them serve as signs to mark sacred times, and days and years, and let them be lights in the sky to give light on the earth.”",output_proprietary_batch1
"God gave them his blessing and said: Have a lot of children! Fill the earth with people and bring it under your control. Rule over the fish in the ocean, the birds in the sky, and every animal on the earth.","Wɩa pɛ ba lɛ aŋ bʋla pɩba, “Má kɛŋ doho a pʋŋa su tinteeŋ, má tɩɩ kʋŋ na-kala sɩ hɛ mʋgʋ-balɩŋ arɩ fille-la kala sɩ hɛ wɩa-nyuŋ arɩ kɩalɩŋ kala sɩɩ tuuri tinteeŋ.”","The child said to his father, “If you give me a piece of meat, I will go and fetch water or I will sweep the compound or I will wash the dishes or I will pound millet.”",output_proprietary_batch1
"God looked at what he had done. All of it was very good! Evening came, then morning—that was the sixth day.","Ŋɩɩ nɛ Wɩa bee na kɩalɩŋ kala ʋ sɩ ŋaa dɩ ba zɔmɔ woruŋ. Ŋɩɩ nɛ wɩa jʋʋ dɩdaanɩŋ, taŋ pʋl chʋchʋɔŋ, chɛ-dʋmʋŋ nɛ ŋɩɩ.","When God created the world, he made everything to be good. When God made human beings, he gave them wisdom, strength, and power.",output_proprietary_batch1
"By the seventh day God had finished his work, and so he rested.",Ŋɩɩ nɛ Wɩa dɛrɛ ʋ tɩntɩŋŋaa aŋ wiesi chɛ-pɛmɩŋ.,Today God has added another year to my life.,output_proprietary_batch1
The Lord God put the man in the Garden of Eden to take care of it and to look after it.,La TƖƖNA Wɩa joŋ baal-la hɛ ŋmaŋkaa-la tʋɔŋ nɛ Ɛdɩŋ tinteeŋ lɛ dɩ ʋ pɛrɛ aŋ bibeŋ ʋ nyuŋ.,The chief went to the farm and there he met Edin sitting under a tree with his children eating their food.,output_proprietary_batch1
"except the one that has the power to let you know the difference between right and wrong. If you eat any fruit from that tree, you will die before the day is over!”","ama ʋ bɩ maga dɩ ŋ dii tɩa-la nɛnɩŋ sɩ jaŋ leŋ dɩ ŋ jɩŋ wʋzɔmʋŋ arɩ wʋbɔmʋŋ bʋa, dɩ ŋ nɛ die, ŋ jaŋ sʋʋ.”","If you do not do good things for your friend today when you are strong and able, when you are weak, you will not get help, too.",output_proprietary_batch1
"You will sweat all your life to earn a living; you were made out of soil, and you will once again turn into soil.”","Ŋ jaŋ kpɩɩnɛ suoluŋ aŋ na kʋdiilee halɩɩ a mʋ sʋʋ. Tɩɛrɩŋ nɛ mɩ kaa mɛŋ, ŋ jaŋ bɩra bɩrɩmɛ tɩɛrɩŋ.”","If you want to get something good, you must work hard for it. Nothing comes to you if you just sit and wait.",output_proprietary_batch1
"and Abel also gave an offering to the Lord. He killed the first-born lamb from one of his sheep and gave the Lord the best parts of it. The Lord was pleased with Abel and his offering,","Abɛl ma kɛŋ ʋ piesee dɔŋɔ sɩ lʋl pie-kee bumbuŋ a kpʋ a joŋ nammɩa-la lere-la sɩ zɔmɔ a ŋaa Wɩɩsʋlʋŋ. La TƖƖNA tʋɔŋ tɔrɛ Abɛl Wɩɩsʋlɩɩ-la nyuŋ,","Abel and his siblings went to the farm and after working hard, they returned home and told their mother about what happened in Wiesule. The chief sent a message to Abel’s mother.",output_proprietary_batch1
but not with Cain and his offering. This made Cain so angry that he could not hide his feelings.,ama ʋ tʋɔŋ bɩ Keeŋ arɩ ʋ kɩaa nyuŋ tɔrɔ. Ŋɩɩ nɛ Keeŋ faasa na baanɩŋ a kɛŋ sɩaa chei.,My father went to Keeŋ and he bought a goat there. Now Keeŋ is looking for someone to help him bring the goat home.,output_proprietary_batch1
“This punishment is too hard!” Cain said.,"Ŋɩɩ nɛ Keeŋ bʋla pɩ La TƖƖNA Wɩa, “Ŋ dɔgɩsɛmɛ kieli nɛ.","Then Keeŋ said to La TƖƖNA Wɩa, ""I have finished talking.""",output_proprietary_batch1
"Then Enoch had a son named Irad, who had a son named Mehujael, who had a son named Methushael, who had a son named Lamech.","Ɛnɔk ma lʋl hambolibie a hɛ ʋ yɩrɩŋ Irad, Irad ma lʋl Mɛhʋjal, Mehujal ma nɛ lʋl Mɛtʋsal, Mɛtʋsal ma lʋl Lamɛk.","Enoch gave birth to Irad, Irad gave birth to Mehujael, Mehujael gave birth to Methusael, Methusael gave birth to Lamech.",output_proprietary_batch1
"Lamech married Adah, then Zillah.","Lamɛk jaa haalaa balɩa, Ada arɩ Zila.","Lamach took two wives, Adah and Zillah.",output_proprietary_batch1
Anyone who tries to get even with me will be punished ten times more than anyone who tries to get even with Cain.”,"Dɩ nʋʋ nɛ kpʋ Keeŋ, dɩ ʋ nɩaa balɩpɛ sʋʋ ŋɩɩ nyuŋ lɛ, ŋɩɩ-na dɩ nʋʋ nɛ kpʋ mɩ-na Lamɛk, ʋ nɩaa mahɩŋ batori arɩ fii arɩ balɩpɛ jaŋ sʋʋ.”","Two wives were taken by Keeŋ; the name of one was Adah, and the name of the other was Zillah. Adah gave birth to Jabal; he was the father of those who live in tents and raise livestock.",output_proprietary_batch1
