ref,text,translated,similarity_score,source_zip_file,chrf_sentence,corpus_bleu,corpus_chrf
Get up! Let's go. The one who will betray me is already here.” Jesus Is Arrested (Mark,"Mita si borui! Minyɔ, miɔnya ngɔ nto ɔɖi me ɔtã.” Ma Yudase Ɔmɔɛ̃ Yesu.","Mita si borui! Minyɔ, miɔnya ngɔ nto ɔɖi me ɔtã",0.10614545,output_jonathan,5.769389363040885,3.7726698069117846,4.504504504504505
Servants are fortunate if their master comes and finds them doing their job.,So aaɣɔ ɔɖabo gɔmɔ si makɔse ɔkpese ɔba ɔ̃anya sɔ ɔto ɔbara ngbɔ.,The man who was a chief's servant went to the market with a basket of yams.,0.284155,output_jonathan,19.74517751934553,3.7726698069117846,4.504504504504505
"No one pours new wine into old wineskins. The wine would swell and burst the old skins. Then the wine would be lost, and the skins would be ruined. New wine must be put into new wineskins. A Question about the Sabbath (Matthew","Ne ɔso ana ne, maisu ndã ɣɛtɛ mafere i bɔi ɔko akpo kuere ame. Si ndã ɣɛtɛ ɔtsɛ ifu ne, miatã sɔ ɔko kuere aabiɛ gɔ ndã gu bɔi ɔko akpo ɔɖuɖu aanina. Ne ɔso ndã ɣɛtɛ ne, akpo ɣɛtɛ ame masɛ mafere me.” Yesu Nɖe Iwarãyi Sate.","The man said, ""I have a problem, the masquerade's staff broke in two at the market square. If I don't fix it quickly, the masquerade will be angry and might punish me severely. The man also said, 'The masquerade's staff is broken at the market square.'"" Jesus, the Savior, listen.",0.30964968,output_jonathan,18.66512253914606,3.7726698069117846,4.504504504504505
"While Joseph was thinking about this, an angel from the Lord appeared to him in a dream. The angel said, “Joseph, the baby that Mary will have is from the Holy Spirit. Go ahead and marry her.","Ɔwi gɔ ɔto ɔbara adzuni wagbe i ɔ̃ iti ame ne, Ɣaa kpabo ɔwɛ̃ ɔɖi so ɔte wũ i kurɛ ame ɔɣere wũ sɔ, “Yosef, Igara David ɔwa tɛtɛ, daanigã sɔ aakɔ fɔ ɔre Maria abɔ so i kɔrɛ, ala kayiri ga ɔto ne, Siwarã Bielea kɔrɛ kabɔrɛ.","""Joseph, Igara David is looking for you. He says Maria sent him, but he doesn't know where Siwarã Bielea is.""",0.4344166,output_jonathan,16.634200961095367,3.7726698069117846,4.504504504504505
"Jesus used many other stories when he spoke to the people, and he taught them as much as they could understand.",Yesu ɔɣere ma Itɔ̃me Bielea i agbã wagbe ame sɔ si maawo karɔ̃ ɔnɔ.,Jesus is the one from Itɔ̃me Bielea who went to the market with a basket of yams on his head.,0.48015308,output_jonathan,21.50734402970486,3.7726698069117846,4.504504504504505
The mother of James and John came to Jesus with her two sons. She knelt down and started begging him to do something for her.,"Zebedeo ɔre ɔkɔ ɔ̃ mabi inyɔ maba Yesu kɔrɛ, mapɛ agɛgɛ̃ makarɛ wũ sɔ ɔbuai ma.","Zebedeo said to Okon, ""I have heard that Jesus is coming, but I don't believe it.""",0.32636976,output_onesimus007,13.87136222200157,3.7726698069117846,4.504504504504505
"So Jesus was baptized. And as soon as he came out of the water, the sky opened, and he saw the Spirit of God coming down on him like a dove.","Gɔ ɔpie Yesu ndu ɔro fiɛ ɔto ɔbɔrɛ i ɔwore ame ne, kuɖokpo ɔbusi kutã wũ. Ɔnya Ɣaa Siwarã ɔso lɛ ilɔpɔ siba siasia wũ iso.","The goat named Jesus has a white spot on its back, but the one called Siwa's goat has a black spot on its chest.",0.25538483,output_onesimus007,19.316977329901373,3.7726698069117846,4.504504504504505
Everyone who asks will receive. Everyone who searches will find. And the door will be opened for everyone who knocks.,"Alasɔ ɔbiara gɔ nsɛ ɔkarɛ ira sɛ ɔfɔ. Ɔbiara gɔ nsɛ ɔbie ira sɛ ɔna ne, fiɛ ɔbiara gɔ nsɛ ɔkpura kukui kɔrɔ̃ ne, masɛ masese matã wũ.","Alasɔ ɔbiara gɔ nsɛ ɔkarɛ ira sɛ ɔfɔ means: The pot is on the fire, but it is not yet cooked, nor is it burnt, rather, it is simmering slowly.",0.16549036,output_onesimus007,13.06769099558652,3.7726698069117846,4.504504504504505
"But Jesus did not say anything, and the governor was greatly amazed. The Death Sentence (Mark",Ibara abã ɔkpakpa ɣaa gbaã kumɛgɔ i Yesu ɔsɛ̃ sɔ ɔ̃ito ɔtã ku itɔ̃me mmuai. Pilato Ɔtã Yesu Kukpi Ipɔ.,"The man named Okpakpa went to Kumegɔ to Yesu, who was teaching the people about salvation. Pilate handed Yesu over to the soldiers.",0.3313626,output_onesimus007,22.120022192831684,3.7726698069117846,4.504504504504505
"Jesus had gone into the temple and was teaching when the chief priests and the leaders of the people came up to him. They asked, “What right do you have to do these things? Who gave you this authority?”","Yesu ɔkpese ɔba isɔrɛyo ame ne gɔ ɔto ɔte ara ne, masɔrɛdze makpakpa gu makpakpa ɔba ɔ̃ kɔrɛ makarɛ wũ sɔ, “Lɛ ana ɔle gɔ ato abara ala ara wagbe fiɛ nna lotã-ɔ ɔle gɔmɔ?”","The text translates to: ""Jesus asked them, 'Why are you afraid? You have little faith. Why do you doubt?'""",0.48905802,output_onesimus007,18.369652244490812,3.7726698069117846,4.504504504504505
