Model,Similarity Score (%),Raw Score
claude-sonnet-4-5,46.86%,46.858636220296226
gemini-2.5-flash,42.70%,42.69564882914225
gpt-4.1,39.90%,39.898707588513695
palmyra-med-70b,37.61%,37.6143534
deepseek-v3.1,36.54%,36.53520239755256
llama-4-maverick-17b-128e-instruct,35.81%,35.80866173202752
qwen3-235b-a22b,35.65%,35.64741936641327
qwen3-32b,34.21%,34.2084953
gemma-2-27b-it,33.31%,33.30978243537622
gemma2-9b-it,33.00%,33.004614716
llama-3.3-70b-instruct,32.62%,32.61923036959609
gemma-2-9b-it,31.28%,31.279860032539737
seed-oss-36b-instruct,30.51%,30.51197728830645
mistral-medium-3-instruct,30.21%,30.208484838963606
kimi-k2-instruct-0905,29.95%,29.95333220702387
llama-3.1-405b-instruct,29.12%,29.12414419669485
mistral-7b-instruct-v0.3,26.45%,26.454761699999995
qwq-32b,25.53%,25.528930019952877
gpt-oss-120b,23.18%,23.181989088406016
