text,ref,Unnamed: 2,translated,source_zip_file,chrf_sentence,corpus_bleu,corpus_chrf
"Then, let’s try to eat foods that help the liver healthy, some like onion, ginger, lime and varieties of vegetables.","Afei, yɛmmɔ mmɔden sɛ yɛbɛdi nnuane a ɛboa brɛboɔ no apɔmuden, bi te sɛ gyeene, anwoo, akekaduro, akutoɔ ne atosodeɛ ahodoɔ.",,"Afei, ma yɛmmɔ mmɔden nni nnuane a ɛboa ma yɛn mmɛrɛboɔ yɛ den, ebi ne gyene, akakaduro, ankaa ne nhabamma ahodoɔ.",run1,42.71446326886987,12.5848347939092,5.98404255319149
"Some are about the behaviors we need to exhibit to achieve good health, others are about the foods we need to eat, the medications we need to be able to take and the amounts we need to take into our bodies.","Ebinom fa nneyɛeɛ a ɛsɛ sɛ yɛda no adi ma yɛn nsa ka apɔmuden pa ho, ebinom fa nnuane a ɛsɛ sɛ yɛdi, nnuro a ɛsɛ sɛ yɛtumi fa ne dodoɔ a ɛtwa sɛ yɛde kɔ yɛn nipadua mu ho.",,"Ebinom fa suban a ɛsɛ sɛ yɛda no adi na yɛanya apɔwmuden pa ho, ebinom nso fa nnuane a ɛsɛ sɛ yɛdi, nnuro a ɛsɛ sɛ yɛtumi nom, ne dodow a ɛsɛ sɛ yɛde kɔ yɛn nipadua mu.",run1,71.24454111958725,12.5848347939092,5.98404255319149
Some have expressed respect for him for the steps he has taken to make his family a priority.,Ebinom akyerɛ obuo a wɔanya ama no ɛnam anammɔn a watu na wama n'abusua ayɛ ade titire ama no no nti.,,Ebinom akyerɛ obu ama no wɔ anammɔn a watutu de ama n'abusua adi kan no ho.,run1,51.0658679718491,12.5848347939092,5.98404255319149
It can cure chickenpox.,Ɛtumi sa borɔmpete,,Ɛtumi sa ntorɔ.,run1,41.600655805168266,12.5848347939092,5.98404255319149
Doctors say women tend to develop this problem more quickly than men because their ducts that carry urine from the bladder to the street are shorter than men's.,"Adɔkotafoɔ kyerɛ sɛ mmaa taa nya saa ɔhaw yi ntɛntɛm so sene mmarima ɛfiri sɛ, wɔn drobɛn a ɛgye dwonsɔ firi dwonsɔtwaa no hɔ de ba abɔntene no yɛ tia sene mmarima deɛ.",,"Adɔkotafoɔ ka sɛ mmaa na ɛtaa nya saa ɔhaw yi ntɛmntɛm sen mmarima, ɛfiri sɛ ɔkwan a dwonsɔ fa so firi wɔn dwonsɔtoɔ mu ba abɔnten no yɛ tia sen mmarima deɛ.",run1,58.69055750221904,12.5848347939092,5.98404255319149
It is said that the extortion used by Nana Agradaa to extort money from the people has now reached his temple.,"Wɔkyerɛ mu a, apoobɔ a na Nana Agradaa de di dwuma gye ɔmamfoɔ sika firi wɔn ho no, wasane de aduru n'asɔrefie seesei nso.",,"Yɛse sɛ adwamfia a Nana Agradaa de dii nnipa sika no, afei deɛ aduru n'asɔredan mu.",run1,36.96956308550522,12.5848347939092,5.98404255319149
A study of lentils from 1996 - 2020 found that eating two large lentils a day can protect against cancer.,"Nhwehwɛmu bi a animdefoɔ binom yɛ faa mmire ho firi 1996 - 2020 daa no adi sɛ, sɛ onipa tumi di mmire akɛseɛ mmienu da koro a, ɛtumi bɔ ne ho ban firi kokoram yareɛ no ho.",,"Nhwehwɛmu bi a wɔyɛɛ no wɔ atadwe ho firi afe 1996 de kɔsi 2020 daa no adi sɛ, sɛ wodi atadwe akɛseɛ mmienu da biara a, ɛbɛtumi abɔ wo ho ban afiri kokoram.",run1,48.76930591497448,12.5848347939092,5.98404255319149
"In most cases, what happens is that the person ends up not caring about their appearance anymore.","Mpɛn pii no, deɛ ɛtaa si ne sɛ, saa nipa no mfa n'ahonidie ho koraa.",,"Mpɛn pii no, deɛ ɛsi ne sɛ onipa no mfa n'ahosiesie nyɛ hwee bio.",run1,55.336628110125496,12.5848347939092,5.98404255319149
"Apart from Vitamin E which helps cleanse the body, Vitamins B1, B3, B6 and B12 all help the body fight against asthma","Vaetamɛn E a ɛboa hohoro nipadua no mu no da nkyɛn a, Vaetamɛn  B1, B3, B6 ne B12 nyinaa boa ma nipadua no ko tia asikyire yareɛ.",,"Sɛ yɛde Vitamin E a ɛtew nipadua no mu to nkyɛn a, Vitamin B1, B3, B6 ne B12 nyinaa boa nipadua no ko tia asma.",run1,56.76305157697043,12.5848347939092,5.98404255319149
"Then, he was released from prison and became a leader in charge of various government agencies.","Afei, wɔyii no firii afiase maa no bɛyɛɛ ɔkannifoɔ a na ɔda aban nnwuma ahodoɔ ano.",,"Afei, woyii no firii afiase na ɔbɛyɛɛ ɔkannifoɔ a ɔhwɛ aban nnwumakuo ahodoɔ so.",run1,64.44404861116396,12.5848347939092,5.98404255319149
This help the brain to have enough rest and energy to perform its task correctly.,Wei bɛboa ama adwene no anya ahoɔden a ɛhia de adi ne dwuma nyinaa.,,Eyi boa adwene no ma ɛnya ahomegyeɛ ne ahoɔden a ɛdɔɔso na ayɛ n'adwuma yie.,run1,44.18067372426362,12.5848347939092,5.98404255319149
The Majority in Parliament believes that the President will turn to the International Monetary Fund (IMF) for assistance in order to alleviate the government's financial burden and ease the pressure on citizens.,Yɛgye di sɛ ɔbɛsane akasa afa Wiase nyinaa Sika Fotoɔ a wɔpɛ sɛ wɔkɔpɛ mu mmoa de bɛboa ɔman no sikasɛm ne nhyehyɛeɛ a aban no ayɛ sɛ ɔde bɛko atia ɔman no sikasɛm a akɔ fam no ho.,,"Mmarahyɛbadwa mu Dɔm Kɛseɛ no gye di sɛ Ɔmanpanyin no bɛkɔ International Monetary Fund (IMF) nkyɛn akɔhwehwɛ mmoa, sɛdeɛ ɛbɛte aban no sikasɛm mu adesoa no so na ama nhyɛsoɔ a ɛwɔ ɔmanfoɔ so no nso ayɛ mmerɛ.",run1,31.240463085949386,12.5848347939092,5.98404255319149
It is shown that the storage time of this carbon by plants is shorter than that of some seasonal weed species and slightly longer than that of annual trees.,"Wᴐkyerε sε, berε a mfifideε de kaabᴐn yi sie no yε adeε a nsesan ne nwura ahodoᴐ binom a wᴐnyini wᴐ mmerε binom mu deε no yε tia, εna nnua a afe biara wᴐnyini no nso deε ware kakra.",,"Wɔahu sɛ berɛ a afifideɛ de sie carbon yi yɛ tiaa sen afe berɛ mu nwura ahodoɔ bi deɛ, na ɛkyɛ kakra sen nnua a ɛnyini afe baako pɛ deɛ.",run1,25.50000982655823,12.5848347939092,5.98404255319149
"Apart from that, there is another wine which they refer to as 'doka.'","Ɛno da nkyɛn a, wɔwɔ nsa bi a wɔfrɛ no doka.",,"Sɛ yɛyi ɛno firi hɔ a, nsã foforɔ bi nso wɔ hɔ a wɔfrɛ no 'doka'.",run1,30.197814349014156,12.5848347939092,5.98404255319149
It can prevent male or female reproduction.,Ɛtumi si ɔbaarima anaa ɔbaa awoɔ ho kwan.,,Ɛtumi si ɔbarima anaa ɔbaa awoɔ ano.,run1,73.28622881761684,12.5848347939092,5.98404255319149
"it is true, everyone know that communication in marriages and dating are not easy.","Ɛyɛ ampa, obiara nim sɛ awadeɛ anaa mpenatweɛ mu nkitahodie nna fam saa.",,"Ɛyɛ nokware, obiara nim sɛ nkitahodie wɔ awareɛ ne mpenatweɛ mu nyɛ mmerɛw.",run1,51.208324935253316,12.5848347939092,5.98404255319149
