text,ref,Unnamed: 2,translated,source_zip_file,chrf_sentence,corpus_bleu,corpus_chrf
"Then, let’s try to eat foods that help the liver healthy, some like onion, ginger, lime and varieties of vegetables.","Afei, yɛmmɔ mmɔden sɛ yɛbɛdi nnuane a ɛboa brɛboɔ no apɔmuden, bi te sɛ gyeene, anwoo, akekaduro, akutoɔ ne atosodeɛ ahodoɔ.",,"Afei, momma yɛnka nni aduane a ɛboa ma yɛn yafunu mu adwuma (liver) yɛ den, te sɛ gyeene, akekaduro, ankaa ne nnuaba ne nniadua ahorow.",run1,37.27866738473429,18.31929832306664,6.114130434782608
"Some are about the behaviors we need to exhibit to achieve good health, others are about the foods we need to eat, the medications we need to be able to take and the amounts we need to take into our bodies.","Ebinom fa nneyɛeɛ a ɛsɛ sɛ yɛda no adi ma yɛn nsa ka apɔmuden pa ho, ebinom fa nnuane a ɛsɛ sɛ yɛdi, nnuro a ɛsɛ sɛ yɛtumi fa ne dodoɔ a ɛtwa sɛ yɛde kɔ yɛn nipadua mu ho.",,"Ebinom fa suban a ɛsɛ sɛ yɛda no adi na yɛanya apɔmuden ho, ebinom nso fa aduane a ɛsɛ sɛ yɛdi, aduro a ɛsɛ sɛ yɛnom ne dodoɔ a ɛsɛ sɛ yɛde bɛka yɛn nipadua ho.",run1,59.61938931551415,18.31929832306664,6.114130434782608
Some have expressed respect for him for the steps he has taken to make his family a priority.,Ebinom akyerɛ obuo a wɔanya ama no ɛnam anammɔn a watu na wama n'abusua ayɛ ade titire ama no no nti.,,Ebinom adwene sɛ wɔbu no sɛnea ɔde n’abusua ayɛ nea ɛho hia sen biribiara no.,run1,24.31656509408008,18.31929832306664,6.114130434782608
It can cure chickenpox.,Ɛtumi sa borɔmpete,,Ɛtumi sa nkokora.,run1,35.94775304070812,18.31929832306664,6.114130434782608
Doctors say women tend to develop this problem more quickly than men because their ducts that carry urine from the bladder to the street are shorter than men's.,"Adɔkotafoɔ kyerɛ sɛ mmaa taa nya saa ɔhaw yi ntɛntɛm so sene mmarima ɛfiri sɛ, wɔn drobɛn a ɛgye dwonsɔ firi dwonsɔtwaa no hɔ de ba abɔntene no yɛ tia sene mmarima deɛ.",,Aduruyɛfoɔ se mmea na saa haw yi taa ba wɔn so ntɛm sen mmarima efisɛ wɔn nsuo kwan a ɛfiri bladder no mu kɔ abɔnten no yɛ tiaa sen mmarima dea.,run1,35.82308204840706,18.31929832306664,6.114130434782608
It is said that the extortion used by Nana Agradaa to extort money from the people has now reached his temple.,"Wɔkyerɛ mu a, apoobɔ a na Nana Agradaa de di dwuma gye ɔmamfoɔ sika firi wɔn ho no, wasane de aduru n'asɔrefie seesei nso.",,"Wɔse nneyɛeɛ a Nana Agradaa de rebu nkurɔfoɔ na wanya sika no, ɛnneɛ ɛduru ne asɔrefie hɔ.",run1,32.61947466227885,18.31929832306664,6.114130434782608
A study of lentils from 1996 - 2020 found that eating two large lentils a day can protect against cancer.,"Nhwehwɛmu bi a animdefoɔ binom yɛ faa mmire ho firi 1996 - 2020 daa no adi sɛ, sɛ onipa tumi di mmire akɛseɛ mmienu da koro a, ɛtumi bɔ ne ho ban firi kokoram yareɛ no ho.",,Nhwehwɛmu a wɔyɛe fa adua ho fi afe 1996 kosi 2020 kyerɛe sɛ adua akɛse mmienu a obi bɛdi da biara betumi abɔ wo ho ban afi kansa yareɛ ho.,run1,28.965584252247968,18.31929832306664,6.114130434782608
"In most cases, what happens is that the person ends up not caring about their appearance anymore.","Mpɛn pii no, deɛ ɛtaa si ne sɛ, saa nipa no mfa n'ahonidie ho koraa.",,"Mpɛn pii no, nea ɛtoatoa so ne sɛ, onipa no gyae ne ho hoahoa anaa ne ho hoahoa ho adwene koraa.",run1,39.57948128903534,18.31929832306664,6.114130434782608
"Apart from Vitamin E which helps cleanse the body, Vitamins B1, B3, B6 and B12 all help the body fight against asthma","Vaetamɛn E a ɛboa hohoro nipadua no mu no da nkyɛn a, Vaetamɛn  B1, B3, B6 ne B12 nyinaa boa ma nipadua no ko tia asikyire yareɛ.",,"Gye Vitamin E a ɛboa ma ɛhohoro nipadua no ho no, Vitamin B1, B3, B6 ne B12 nyinaa boa nipadua no ma ɛko tia asthma.",run1,57.701640698343425,18.31929832306664,6.114130434782608
"Then, he was released from prison and became a leader in charge of various government agencies.","Afei, wɔyii no firii afiase maa no bɛyɛɛ ɔkannifoɔ a na ɔda aban nnwuma ahodoɔ ano.",,"Afei, wɔyii no fii afiase na ɔbɛyɛɛ panin a ɔhwɛ aban adwumakuw ahorow so.",run1,42.36911901530934,18.31929832306664,6.114130434782608
