ref,text,translated,similarity_score,source_zip_file,chrf_sentence,corpus_bleu,corpus_chrf
It was during the time of Abiathar the high priest. David went into the house of God and ate the sacred loaves of bread that only priests are allowed to eat. He also gave some to his followers.”,"gasʊ k'a ʊ Wosocɛ ʊ kan a gʊɔɔ wɔɔ kɩ, wosocɛmannɩbər jɩtaarɛ Abɩyataar dɔmɩm ʊ, an bur kʊ ŋ y'a cɩnta Woso m bɩ gʊr, an a bɩ kan a gʊɔɔ wɔɔ kɩ, awɔɔ n a karɩnda ba ra? Bɩ, ŋ n a ga m, ŋn'a bɩ, kʊ wosocɛmannɩbənno wɔɔ bɛɛ m bala y.»","Do you not know that the one who is called Wosocɛ is the one who has been given the authority of Abɩyataar, and that he will come to judge the world? He will come to judge the world. Are you not afraid? You will be afraid. For the one who is called Wosocɛ will come to judge the world.",0.071761236,output_mich001,22.68583879632281,3.3308195612598803,4.582111436950146
"Peter replied, “Remember, we have left everything to be your followers! What will we get?”","Pɩyɛɛr n meerbaa bɩ sa, a ʊ: «Dɩga, wɔɔ hɔ haay to k'ʊ zu ɩbɩɩ ʊ, a nyɩntam wɔɔ ma lɔ?»","Peter said to him, “Do you love me more than these?”",0.5662089,output_mich001,16.78701864651076,3.3308195612598803,4.582111436950146
"He told them: If the sky is red in the evening, you say the weather will be good.","Yeezuu n a nyɩ bɔ ŋ nʊ, a ʊ: «Kʊ woso lɛ a zo, b'awɔɔ ʊ, lɛɛ yɩm mɩŋŋa, bala, brama bɩ piin….","Jesus said to them: ""Truly I tell you, unless you change and become like little children, you will never enter the kingdom of heaven. Whoever humbles themselves like this child is the greatest in the kingdom of heaven.",0.16551727,output_mich001,24.441911344264803,3.3308195612598803,4.582111436950146
"And when they found him, they said, “Everyone is looking for you!”","ŋn'aa yɩ, ŋn'a hɩ m, ŋ ʊ: «Gʊɔɔ wɔɔ haay y'a karɛ ɩbɩɩ ma!»","He said to them, ""Go and preach the gospel to every creature!""",0.44069496,output_mich001,15.858748215478325,3.3308195612598803,4.582111436950146
"At once, Jesus made his disciples get into the boat and start back across to Bethsaida. But he stayed until he had sent the crowds away.","Lɛɛm bɩ, Yeezuu a hɩ a karɩndanyɩnɔ wɔɔ m, a ʊ: «K'a da kɔɔlʊʊ ʊ, k'a bra gəm la Bɛtsayɩdaa zeezi.» A mɩŋŋa n gɔɔta k'a zamaa bɩ da zaa ra.","When they came to Bethany, Jesus raised Lazarus from the dead. The people rejoiced and celebrated.",0.4836425,output_mich001,20.71943106614581,3.3308195612598803,4.582111436950146
"from the graveyard where he had been living. No one was able to tie the man up anymore, not even with a chain.","A wʊtajɩ m gəənoyaa ra bɩ m. Baa kan pɔyaabar kɩ, gʊaa paŋŋazaa ba ʊ, an b'a dam ma, an a nyasʊ y.","I will go and see you.  I will come back, I will tell you, I will show you.",0.036732152,output-onesimus_003,8.778863400543312,3.3308195612598803,4.582111436950146
But the chief priests and the teachers of the Law of Moses were angry when they saw his miracles and heard the children shouting praises to the Son of David.,"Wosocɛmannɩbənno jɩtannɔ kan wosocikarɩnsaambɔɔ wɔɔ kɩ heer n yɩ nyɩnta kan Yeezuu kɩ y, kʊ ŋ y'a yɩ an nɩ zi gʊta barɛ, kan nyɩnɔ kʊ ŋ nɩ zee dam Wosocɛ ʊ b'ʊ, ŋ ʊ: «Hozaana, Davɩd Nyɩ!»","When they came to the place called Golgotha, which means Place of the Skull, they offered Jesus the wine to drink, mixed with gall; but after tasting it, he refused to drink. And the governor said to him, “Hozaana, David's son!”",0.41760543,output-onesimus_003,28.02839707151183,3.3308195612598803,4.582111436950146
"But after the crowd had been sent out of the house, Jesus went to the girl's bedside. He took her by the hand and helped her up.","Kʊ n bɔ gʊɔɔ wɔɔ m bɩ, a gasʊ zi, an nyɩ bɩ sa a wɔ ma, a m bɩ, nyɩmbʊɛɛrɛ bɩ n wuti.","If you want to talk to me, just say it, I will listen to you, I will answer you, I will talk to you.",0.12267221,output-onesimus_003,13.657029418216263,3.3308195612598803,4.582111436950146
"When Jesus had finished telling these stories, he left","Yeezuu k'a hɔbɔkʊrɛnoonno nɔɔn duro da an ŋ nya bɩ, a a hʊr lɛɛ bɩ do ʊ,","If you are a man who is not afraid of anything, you should not be afraid to do what you want.",-0.07618892,output-onesimus_003,13.378640256112831,3.3308195612598803,4.582111436950146
"The chief priests and leaders answered, “He will kill them in some horrible way. Then he will rent out his vineyard to people who will give him his share of grapes at harvest time.”","Ŋ n a nyɩ bɔ ʊ, ŋ ʊ: «A gʊɔɔ bʊnyaarɔ nɔɔn duro zɩnzɛm, a bɩ ŋ cicir zɛrɛ y, an hɔsɩra bɩ ka gʊɔɔ vantɔɔ ʊ ŋn'a zi ba, ŋn'a hɔ ka ʊ a dɔmɩm ʊ.»","He said to me: ""I will not let you go until you tell me the secret, I will make you eat your words, I will make you regret it, you will see.""",0.2280578,output-onesimus_003,16.442493698541362,3.3308195612598803,4.582111436950146
"When King Herod heard about this, he was worried, and so was everyone else in Jerusalem.","Hɩrɔɔdɩ k'a naa ma bɩ, a da bɔ ʊ kan Zerizalɛm zannɔ kɩ haay.","Herod wanted to kill the baby, so he ordered all the male infants in Bethlehem to be killed.",0.49856478,output_datgerhardt,19.43701204971707,3.3308195612598803,4.582111436950146
You can tell what they are by what they do. No one picks grapes or figs from thornbushes.,"Ŋ zibəəro awɔɔ nɩ ŋ dɔm ma. N bɩr tʊgɔ nyɩ nɔm laa gɔ ra y, n bɩr sɔɔn nyɩ nɔm laazankʊrɛ ra y.",I will tell you the truth. I will not lie to you. I will speak the truth to you.,0.05804385,output_datgerhardt,13.40651723078665,3.3308195612598803,4.582111436950146
"When the man saw Jesus in the distance, he ran up to him and knelt down.","K'a a to an Yeezuu yɩ laatʊ bɩ, a bra si, an aa sʊnta a taa,","When Jesus saw them, he said to them, ""What are you doing here?""",0.4826612,output_datgerhardt,23.53946412312503,3.3308195612598803,4.582111436950146
"The girl hurried back and told Herod, “Here and now on a serving plate I want the head of John the Baptist!”","Nyɩmbʊɛɛrɛ bɩ n ta zɔɔ-zɔɔ, an aa a hɩ cir Hɩrɔɔdɩ m, a ʊ: «Mɔɔ lɛ n taa dɩɩtaa, k'ɩ Zaan-Batiisi mim da laaga ʊ, ɩ ka m ʊ.»","Then Herod the tetrarch heard about him, and said to his soldiers, ""This is John the Baptist; he has risen from the dead! That is why these miraculous powers are happening through him.""",0.5364849,output_datgerhardt,30.82105078209106,3.3308195612598803,4.582111436950146
"Jesus replied, “If you want to be perfect, go sell everything you own! Give the money to the poor, and you will have riches in heaven. Then come and be my follower.”","Yeezuu n a hɩ m, a ʊ: «K'ɩbɩɩ lɛ taa k'ɩ yɩ mɩŋŋa paan… k'ɩ ta ɩ yaa hɔ k'a n'ɩbɩɩ ʊ haay bɩ hɛɛ, ɩ busoo bɩ ka ŋʊazannɔ ʊ. Maam bɩ, ɩbɩɩ arzaka yɩm arzana ʊ. K'ɩ bʊr, ɩ bɩr zum mɔɔ ʊ.»","Jesus said to him: ""If you want to be perfect, go, sell your possessions and give to the poor, and you will have treasure in heaven. Then come, follow me.""",0.8577279,output_datgerhardt,55.87414753790617,3.3308195612598803,4.582111436950146
Jesus and his disciples crossed Lake Galilee and came to shore near the town of Gerasa.,"Ŋ yaa lee ku higʊta tʊr ʊ, Gerazaa zannɔ kʊ ʊ.","I am going to tell you the truth, Gerazaa, listen to me.",0.11408953,output_mich002,12.86702830448488,3.3308195612598803,4.582111436950146
"That's what you are like. Outside you look good, but inside you are evil and only pretend to be good.","Awɔɔ do m bɩ, gʊɔɔ ɩ dɩgarɛ a ma gʊɔɔ mɩŋŋɔɔ, an bɔkarɛ zambʊ kan bʊnyaabaa kɩ y'awɔɔ heer han.» (Likki","You are a good person, you are a good person who is loved by all, may your name be praised forever.",0.37079284,output_mich002,22.131269579886908,3.3308195612598803,4.582111436950146
The Pharisees and many others obey the teachings of their ancestors. They always wash their hands in the proper way before eating.,"Kʊ sɩra nɩ, farizɛɛnrɔ kan zɩɩfʊrɔ kɩ haay hɔbɩrɛ bɩrɛ bɩ, a wɔ ŋn'a hirm mɩŋŋa, amba ŋ yaabɔɔ yɩnnɩbayɩ m.","I greet you, my friend, may your day be filled with joy and happiness, and may your heart be filled with peace and love.",0.064799435,output_mich002,18.70996511206872,3.3308195612598803,4.582111436950146
“No!” he answered. “You might also pull up the wheat.,"‹Ayy… Bala, k'awɔɔ k'a sʊr bɩ wʊnwʊr, awɔɔ cenle a hɔka bɩ wʊnwʊr sɔ.","Hey... Bala, I'm going to tell you something, listen carefully to what I'm going to say.",0.14218736,output_mich002,13.797339307619506,3.3308195612598803,4.582111436950146
"When Jesus had finished telling these stories, he left","Yeezuu k'a hɔbɔkʊrɛnoonno nɔɔn duro da an ŋ nya bɩ, a a hʊr lɛɛ bɩ do ʊ,","If you are looking for something, you will find it, if you search for it diligently.",-0.04484654,output_mich002,15.937335705036066,3.3308195612598803,4.582111436950146
"“Lord, my servant is at home in such terrible pain that he can't even move.”","«Zuuba, mɔɔ zibəənyɩ nɩ wʊtam har ʊ, a mɛ n ga, an nɩ fɩr yɩm gʊta.»","Zuuba, my friend, I am happy to see you, I have missed you, I am glad you are here.",0.17098989,nsanku_output_kcn,14.437649012281309,3.3308195612598803,4.582111436950146
"When Jesus heard this, he was so surprised that he turned and said to the crowd following him, “I tell you in all of Israel I've never found anyone with this much faith!","Yeezuu k'a naa ma bɩ, a dɩga gʊaa bɩ ma, an zɛ kədə, an a hɩ gʊɔɔ kʊ ŋ nɩ zum kʊ ʊ kan kɩ rɔ wɔɔ m, a ʊ: «Sɩra mɔɔ n'a hɩrɛ awɔɔ m, mɔɔ n sɩrakarɛ naa do lɔɔ yɩ Israyɛl gʊaa zi y.","Jesus said to them, ""I tell you the truth, unless you eat the flesh of the Son of Man and drink his blood, you have no life in you. Whoever eats my flesh and drinks my blood has eternal life, and I will raise him up on the last day. For my flesh is real food and my blood is real drink. Whoever eats my flesh and drinks my blood remains in me, and I in him.",0.42244112,nsanku_output_kcn,27.60729576734092,3.3308195612598803,4.582111436950146
