ref,text,translated,similarity_score,source_zip_file,chrf_sentence,corpus_bleu,corpus_chrf
"Now walk back and forth across the land, because I am going to give it to you.","Yiɣisim’ doli tiŋgbɔŋ maa wɔɣilim mini di yɛliŋ nya, n ni zaŋ li ti a.”","They will take the farm and give it to someone else, and I will be left with nothing.",0.28783658,output_jonathan,23.318981363960635,11.986062961075742,4.621072088724584
"After he had finished, she said, “Now I'll give your camels all the water they want.” She quickly poured out water for them, and she kept going back for more, until his camels had drunk all they wanted.","Ka o daa kpaai kom maa n-niŋ laakumnim’ maa kɔnyuribin’ ni yomyom, ka lan guui lab’ kɔbiliga maa ni ni o ti ŋɔŋ na yaha n-daa ŋɔŋ kom ti o laakumnim’ maa zaa.","They went to the farm and worked very hard, but they did not get any profit, so they were not happy and decided to go back to their old farming practices.",0.29991144,output_jonathan,18.982450588646955,11.986062961075742,4.621072088724584
So Laban gave a big feast and invited all their neighbors.,Ka Leeban daa laɣim nimaaninim’ zaa na ka bɛ ti puhi chuɣu.,The chief and his elders have gathered all the people to come and listen to the story.,0.3404425,output_jonathan,23.734049689269774,11.986062961075742,4.621072088724584
"The Lord God said, “It isn't good for the man to live alone. I will make a suitable partner for him.”","Dimbɔŋɔ nyaaŋa ka Yawɛ ŋun nyɛ Naawuni ŋɔ daa yɛli, “Di bi simdi ni doo be o ko, n ni nam sɔŋda ŋun simd’ o ti o.”","The foolish man said, ""If it is not raining today, I will go to the farm, and if it rains, I will stay at home.""",0.3982918,output_jonathan,22.2357329180596,11.986062961075742,4.621072088724584
"Finally, Abimelech said, “Isaac, I want you to leave our country. You have become too powerful to stay here.”","Di saha ka Abimilɛk daa yɛli Yisahaku, “Yiɣisim’ ti sani, dama a mali kpiɔŋ gari ti.”","The king told Abimelech, ""Leave my sister, for she is my sister, not your wife.""",0.4919228,output_jonathan,20.612522432649172,11.986062961075742,4.621072088724584
"As Joseph's brothers sat down to eat, they looked up and saw a caravan of Ishmaelites coming from Gilead. Their camels were loaded with all kinds of spices that they were taking to Egypt.","Dimbɔŋɔ nyaaŋa ka bɛ daa ʒini ni bɛ di bindirigu ka lihi nya Ishimail zuliya sochandiba, ka bɛ yi Giliad n-taɣiri bɛ laakumnim’ bɛn ʒiri taansuri mini kpam ni mɛɛr, bɛ ni zaŋdi shɛŋa maani tima kuni Ijipti.","The sons of Ishmael came and took over the land of Gilead, and they drove out the people who were living there, and they took their livestock and goods, and they went to Egypt with them.",0.61616397,output_onesimus007,31.307773247867825,11.986062961075742,4.621072088724584
"When he got there, he let the camels rest near the well outside the city. It was late afternoon, the time when the women came out for water.",Saha shɛli paɣiba ni siɣiri kuliga zaawuni ka o daa chɛ ka laakumnim’ maa gbani tiŋ’ tariga kɔbiliga gbini.,The chief of the village and the elders gathered at the Kuliga Zaawuni and decided that the old man's farm should be taken away from him.,0.27807814,output_onesimus007,20.19836784656026,11.986062961075742,4.621072088724584
"One day his older daughter said to her sister, “Our father is old, and there are no men anywhere for us to marry.","Ka bipuɣin’ kpɛm’ daa ti yɛli biasani, “Ti ba kurigiya, ka dɔbba mi ka tiŋgbɔŋ ŋɔ zaa ni n-ni kpuɣi ti kaman bɛ ni niŋdi shɛm dunia ŋɔ zaa ni la.","The old man said to the children, ""We used to farm, and our fathers used to tell us that this land is not for farming, but for us to take care of it as our ancestors did in this world.""",0.50733316,output_onesimus007,29.904839848610898,11.986062961075742,4.621072088724584
"When the messengers returned, they told Jacob, “We went to your brother Esau, and now he is heading this way with","Ka tuumba maa daa ti labina ti yɛli Yaakubu, “Ti chaŋ a biɛli Iso sani, ka o zaŋ ninvuɣ’ kɔbisinahi pa omaŋ’ zuɣu n-kanna ni o ti tuh’ a soli.”","They told Yaakubu, ""We are going to the farm, and we will bring back some food for you to eat.""",0.4180508,output_onesimus007,20.480340675780678,11.986062961075742,4.621072088724584
"Jacob then gave Esau some bread and some of the bean stew, and when Esau had finished eating and drinking, he just got up and left, showing how little he thought of his rights as the first-born.","Ka Yaakubu daa zaŋ bɔrɔbɔro mini tuya ʒiɛri maa ti Iso ka o di ka nyu, ka yiɣisi chaŋ o chandi shee. Lala ka Iso daa niŋ ʒiɛm o kpamdi maa.","And Yaakubu went to the farm with his friend to weed the millet field, and when he finished, he went to rest under the shade of a tree. Then Iso also came to help weed the farm.",0.31716865,output_onesimus007,24.181753707370163,11.986062961075742,4.621072088724584
