ref,text,translated,similarity_score,source_zip_file,bleu_score,chrf_score,avg_score
"Isaac was the son of Abraham,",Abraam jipɔɔn Isaaki biyaamu mun u màl̄ee bɔti sèé. Abraam màl̄ Isaaki.,Abraham loved Isaac very much because he was his only son. Abraham loved Isaac.,0.68907046,output_jonathan,3.4585921141027365,31.226256639967488,17.342424377035112
"Jacob sent messengers on ahead to Esau, who lived in the land of Seir, also known as Edom.","U ká-iee ní ki téeń yii: «Unimbɔti janjanaapaal sèé!» An pu ní u pú niin diyindi yii Maanayiim, taapu di sá yii: <Ajanjanaapaa ali>.","They said to him, ""You are not a real Ntcham man!"" And he replied to them in Ntcham, saying: ""I am an Ntcham man.""",0.24631983,output_jonathan,1.6794256847485503,15.291234364213391,8.485330024480971
Why don't you start letting your families marry into our families and ours marry into yours?,"Tí kɔ́maan tɔbin, nimbi ń nīn tìì-ti ni-sapɔmbi ti cāab̀, ti mun ń nīn tìì-ni ti-yab ni cāab̀.","When the chief dies, the people gather at the chief's house, and when the chief's wife dies, the people gather at the chief's house.",0.1963981,output_jonathan,1.3353534059549443,13.243055553631422,7.289204479793183
"But God said, “Abraham, don't worry about your slave woman and the boy. Just do what Sarah tells you. Isaac will inherit your family name,","Ní Unimbɔti bí-u yii: «A-jipɔɔn Isimaayeel nì u-na bɔti ń taa wà-si. Gbìl̄ kí tīiǹ Saara, kun puee an sá Isaaki di làá dāá màal̀ a-naantiibi bin làá dāá fōō a-yindee.","And God said to Isimayel: ""Go and circumcise your son Isaac. The angel of God called Sarah, and said to her that she would have a son, and that son would be a blessing, and that blessing would be a blessing to all nations.""",0.7093627,output_jonathan,2.1448196188262285,24.540302232316666,13.342560925571448
"When I see the rainbow in the sky, I will always remember the promise that I have made to every living creature.","Dikuntinyindee yaa nyáń ki làl̄ atagban pu m wál̀-dèe, ní ḿ téetí dipoondi din dɔ̄ kí nīn cá jaanjaan, man Unimbɔti nì tin kɔkɔ cáá kufoou ki bí kitiŋ puee kansikinee pu.»","They said that the chief's daughter was very beautiful, and that she was not yet married, so they went to ask for her hand in marriage, but the chief refused, saying that his daughter was not yet ready for marriage.",0.16783501,output_jonathan,1.3224637682882356,20.31029753829607,10.816380653292153
"The first one is the Pishon River that flows through the land of Havilah,",Dibuntaapeekaal ní bi yíì Piisɔn. Díǹ di māntìi tú Afiila tiŋki kin poon ní sindaariya bée.,They will come to meet us at Pisong. They said they will bring a car from Afilla to carry us to the airport tomorrow.,0.17010047,output_onesimus007,1.4445809981770859,18.324174125846532,9.884377562011808
"As Joseph's brothers sat down to eat, they looked up and saw a caravan of Ishmaelites coming from Gilead. Their camels were loaded with all kinds of spices that they were taking to Egypt.","Bi ŋá mimmee ní ki cūtìi kāl̀ ki bíi jīǹ tijin. Bi dāa kpēēyee, Isimaayeel naakookun yab di páń tɔb pu ki nyánní Galaadi tiŋkinee. Bi-gutaamui nìn tú ikpafi nì talaalub ní bi nìn cáa cáǹ Eejipiti kí nyāfì.","When we were in the wilderness, we did not know how to cross the river to get to the other side. We were very hungry, and Isimaayeel and his friends went to find food in the city of Galaad. We were very tired and thirsty, and we did not know how to get out of the wilderness and return to Egypt.",0.54768157,output_onesimus007,2.7808025567537125,23.907017469137955,13.343910012945834
"Jacob went to his father Isaac at Hebron, also called Mamre or Kiriath-Arba, where Isaac's father Abraham had lived as a foreigner.","Jaakɔb nìn bàn̄ u-baa Isaaki cee Mamiree, Kiiriyati-Ariba tiŋkin. Niin ní bi gíti yíì yii Eebrɔn. Abraam nì Isaaki nìn kāl̀ kitiŋ gbantin.","Jacob and his father Isaac went to Mamiree, a town in Kiriyati-Ariba. They went to pray in Hebron. Abraham and Isaac built a strong house there.",0.8356489,output_onesimus007,7.077187862619301,37.1607468613828,22.11896736200105
"But the shepherds of Gerar Valley quarreled with Isaac's shepherds and claimed the water belonged to them. So this well was named “Quarrel,” because they had quarreled with Isaac.","Ní Geeraar yab pikpaaliibi táká Isaaki pikpaaliibi ki lī yii: «Timbi di yì lɔkɔ nee nyim», an pu ní Isaaki pú lɔkɔ gbanti diyindi yii Eeseeki, taapu di sá yii <Bi kpákáǹ-mi.>","And Geeraar said to his friend Isaaki, ""If you want to go, let's go together,"" and Isaaki said he would go with him to the bush, and they set out early in the morning.",0.31235996,output_onesimus007,1.5059289779946525,20.650227315889072,11.078078146941863
"Jacob told them to say to Esau, “Master, I am your servant! I have lived with Laban all this time,","Niinee ní Jaakɔb lēē binib ki tú u-maan Eesayuu cee Eedoom satin, Seeyiir tiŋki poon.","And Jacob said to Esau, ""Let us go to Seir, my brother.""",0.71544045,output_onesimus007,6.706773247150417,18.272023473809227,12.489398360479822
