text,ref,translated,source_zip_file,chrf_sentence,corpus_bleu,corpus_chrf
"Be careful, thieves carry dangerous weapons along with them.","Kpɔ nyuie, tsɔ aʋawɔnu vɔ̃ɖiwo kpe ɖe fiafitɔwo ŋu.","{""result"":""Kpɔ nyuie, fiafitɔwo tsɔa aʋawɔnu siwo me afɔku le ɖe asi.""}",run1,48.377523241462775,11.816004799870607,5.208333333333334
"Indeed, all these customs and roles signify the importance and relevance of the Queenmother in Akans' culture and society. Yes, in the Akan society, many Queenmothers have reigned alongside Kings.","Nyateƒee, kɔnu kple akpa siawo katã ɖe Fianyɔnu Dada ƒe vevienyenye kple vevienyenye fia le Akantɔwo ƒe dekɔnuwo kple hadomegbenɔnɔ me. Ẽ, le Akantɔwo ƒe hadomegbenɔnɔ me la, Fianyɔnu vidada geɖewo ɖu fia kpe ɖe Fiawo ŋu.","{""result"":""Le nyateƒe me la, kɔnu kple ɖoƒe siawo katã fiaa alesi gbegbe fianyɔnu nɔa vevie le Akantɔwo ƒe dekɔnuwo kple hadomee. Ẽ, fianyɔnuwo ɖu fia le Fiawo ŋu le Akan-ha la me.""}",run1,47.549861469649706,11.816004799870607,5.208333333333334
"Eyes- maize, carrots, eggs, beans, pepper, salmon, sweet potato.","Ŋku- bli, karɔt, koklozi, ayi, atadi, salmon, nagoti.","{""result"":""Ŋkuwo - abolo, ʋeʋẽ, koklozi, wɔ, aŋɔ, saumon, kposɔ.""}",run1,27.275287718749848,11.816004799870607,5.208333333333334
"Some are still in use, but the majority are no longer in use.","Wogale wo dometɔ aɖewo zãm, gake womegale wo dometɔ akpa gãtɔ zãm o.","{""result"":""Wogazãa wo dometɔ aɖewo kokoko, gake wo dometɔ akpa gãtɔ megazãna o.""}",run1,59.63449176591651,11.816004799870607,5.208333333333334
"Investigations even showed that, some people were severely injured, when they were straggling to get inside.","Numekukuwo ɖee fia gɔ̃ hã be, ame aɖewo xɔ abi vevie, esime wonɔ agbagba dzem be yewoage ɖe eme.","{""result"":""Numekukuwo ɖee fia gɔ̃ hã be, wo dometɔ aɖewo xɔ abi vevie esime wonɔ agbagba dzem be yewoage ɖe eme.""}",run1,84.79981345444683,11.816004799870607,5.208333333333334
"He said that is, this process is the direction of the chief ministers and the presidential advisory board which is expected to start in February","Egblɔ be, ɖoɖo sia nye dziɖuɖumegãwo kple dukplɔla ƒe aɖaŋuɖoha ƒe mɔfiame si wole mɔ kpɔm be adze egɔme le February me","{""result"":""Egblɔ be, dɔ sia wɔwɔ nye dɔ si dzi Dudzikpɔlawo kple Dukplɔla ƒe Aɖaŋuɖolaha la le mɔ kpɔm be woawɔ le February me.""}",run1,44.381287319948555,11.816004799870607,5.208333333333334
School labs need to be fully equipped to handle Chemistry lessons.,Ehiã be sukudodokpɔkpɔwo nanɔ dzadzraɖoɖi bliboe be woate ŋu asrɔ̃ nu tso sukudɔwɔƒewo ŋu.,"{""result"":""Ele be woado atikewɔƒe siwo le sukuwo ɖe kemistɔwo ƒe nusɔsrɔ̃wo nu.""}",run1,22.766772336440035,11.816004799870607,5.208333333333334
Members of parliament represent different regions of the country.,Dziɖuɖumegãwo ƒe hamemetsiwo nye dukɔa ƒe nuto vovovowo.,"{""result"":""Dukɔa ƒe nuto vovovowo mee dukɔmeviwo le.""}",run1,43.45286599304483,11.816004799870607,5.208333333333334
The dangers of this disease will be assessed and remedies will be provided.,Woadzro dɔléle sia ƒe afɔkuwo me eye woakpɔ egbɔe.,"{""result"":""Woade dzesi dɔléle sia ƒe afɔkuwo eye woana atikewo.""}",run1,51.587397072045604,11.816004799870607,5.208333333333334
This year's festive season may not be as exciting as usual since public gatherings have been banned,Ðewohĩ ƒe sia ƒe azãɖuɣi madzɔ dzi na ame abe alesi wònɔna ɖaa ene o elabena wode se ɖe dutoƒo kpekpewo nu,"{""result"":""Ƒe sia me ƒe azãɖuɣiwo mate ŋu anye dzidzɔɣi abe alesi ko wòle le ƒe sia me ene o elabena woɖe mɔ ɖe dutoƒo takpekpea ŋu""}",run1,46.67036954134672,11.816004799870607,5.208333333333334
One can be disabled and still live a normal life like others.,Wo dometɔ ɖeka ate ŋu awɔ nu vevii eye wòakpɔtɔ anye ame bubuwo tɔ.,"{""result"":""Amesi tsi ko ate ŋu anɔ agbe abe ame bubuwo ene.""}",run1,28.294086429773923,11.816004799870607,5.208333333333334
We have examined the reign of 16 chiefs who ruled over the Asante Kingdom from its inception.,Míedzro fia 16 siwo ɖu Asante Fiaɖuƒea dzi tso eƒe gɔmedzedze la ƒe dziɖuɣi me.,"{""result"":""Míedzro amegã 16 siwo ɖu Asante Fiaɖuƒea dzi tso eƒe gɔmedzedze me la ƒe dziɖuɖu me.""}",run1,77.95811133425549,11.816004799870607,5.208333333333334
This is because in the process of puberty rites they do anoka.,"Esia le alea elabena le sɔhɛmenɔɣi ƒe kɔnuwɔwɔwo me la, wowɔa ɖᴐɖᴐe kpᴐkpᴐ.","{""result"":""Esia dzɔ elabena le ƒewui me la, wowɔa anoka.""}",run1,31.533543103813283,11.816004799870607,5.208333333333334
"When someone is seen in this position, what it communicates is that the person is saddened.","Ne wokpɔ ame aɖe le nɔnɔme sia me la, nusi wòɖonae nye be amea léa blanui.","{""result"":""Ne wokpɔ ame aɖe le nɔnɔme sia me la, eɖea alesi amea le nu xam la fia.""}",run1,55.11912516185067,11.816004799870607,5.208333333333334
"Out of love for children and concern for their future, the price is so low that everyone can attend.","Le lɔlɔ̃ na ɖeviwo kple dzitsitsi ɖe woƒe etsɔme ŋu ta la, ga si woxena ɖe eta la bɔbɔ ale gbegbe be amesiame ate ŋu ade.","{""result"":""Le lɔlɔ̃ na ɖeviwo kple ɖetsɔtsɔ le woƒe etsɔme me ta la, fe si woxe ɖe kpekpea ŋu la le sue ale gbegbe be amesiame ate ŋu ade.""}",run1,62.726830727212366,11.816004799870607,5.208333333333334
"Godwin Edudzi Tamakloe, the Senator's counsel, pleaded for the dismissal of the charges and apologized that it was not the Senator's intention to contempt the court's procedure.","Godwin Edudzi Tamakloe, si nye Sewɔtakpekpe me tɔ la ƒe senyala, ɖe kuku be woaɖe asi le nya siwo wotsɔ ɖe eŋu la ŋu eye wòɖe kuku be menye Sewɔtakpekpe me tɔ la ƒe tameɖoɖoe nye be yeado vlo ʋɔnudrɔ̃ƒea ƒe ɖoɖoa o.","{""result"":""Godwin Edudzi Tamakloe, si nye senatɔa ƒe senyala, bia be woaɖe asi le nutsotsoawo ŋu eye wòɖe kuku be menye senatã la ƒe tameɖoɖoe wònye be yeado vlo ʋɔnudrɔ̃ƒea ƒe ɖoɖowo o.""}",run1,62.35775523265578,11.816004799870607,5.208333333333334
"I believe that if we all support the Ministry of Food and Agriculture in Ghana and work diligently, we can ensure the availability of healthy food and quality meat, promoting a healthier citizens.","Mexɔe se be ne mí katã míedo alɔ Nuɖuɖu kple Agbledede Dɔwɔƒe si le Ghana eye míewɔ dɔ veviedodotɔe la, míate ŋu akpɔ egbɔ be nuɖuɖu siwo naa lãmesẽ kple lã nyuiwo li, si ado dukɔmevi siwo le lãmesẽ me ɖe ŋgɔ.","{""result"":""Mexɔe se be ne mí katã míekpe asi ɖe Ghana ƒe nuɖuɖu kple agbledeŋusẽwo ŋu eye míedze agbagba vevie la, míate ŋu akpɔ egbɔ be nuɖuɖu kple lã siwo me nunyiame le la le mía si, eye esia ana be dukɔmeviwo nanɔ lãmesẽ me.""}",run1,53.26953924793126,11.816004799870607,5.208333333333334
"Since ancient times, agriculture has been one of the main occupations of the Akan people.","Tso blema ke la, agbledede nye Akantɔwo ƒe dɔ veviwo dometɔ ɖeka.","{""result"":""Tso blema ke la, agbledelawo ƒe dɔ vevitɔe nye be woawɔ agble.""}",run1,53.48397423065159,11.816004799870607,5.208333333333334
She talked about her sibling on starting the conversation with the journalist.,Eɖo dze tso nɔvia ŋu esime wòva dze dze dze ɖoɖoa kple nyadzɔdzɔgbalẽŋlɔlaa.,"{""result"":""Eƒo nu tso nɔvia ŋu esime wònɔ dze ɖom kple nyadzɔdzɔŋlɔlaa.""}",run1,52.976898539754615,11.816004799870607,5.208333333333334
Learning is the best part of life a child will miss in future.,Nusɔsrɔ̃ nye akpa nyuitɔ si le viwòa si le etsɔme.,"{""result"":""Nusɔsrɔ̃e nye agbemenu vevitɔ si ɖevi aɖe abu le etsɔme.""}",run1,42.15193840594098,11.816004799870607,5.208333333333334
