text,ref,translated,source_zip_file,chrf_sentence,corpus_bleu,corpus_chrf
"Be careful, thieves carry dangerous weapons along with them.","Kpɔ nyuie, tsɔ aʋawɔnu vɔ̃ɖiwo kpe ɖe fiafitɔwo ŋu.","Nɔ ŋudzɔ, elabena fífitɔwo tsɔa aʋawɔnu vɔ̃ɖiwo ɖe asi.",run1,45.66967185460366,12.192091596713041,5.771567436208992
"Indeed, all these customs and roles signify the importance and relevance of the Queenmother in Akans' culture and society. Yes, in the Akan society, many Queenmothers have reigned alongside Kings.","Nyateƒee, kɔnu kple akpa siawo katã ɖe Fianyɔnu Dada ƒe vevienyenye kple vevienyenye fia le Akantɔwo ƒe dekɔnuwo kple hadomegbenɔnɔ me. Ẽ, le Akantɔwo ƒe hadomegbenɔnɔ me la, Fianyɔnu vidada geɖewo ɖu fia kpe ɖe Fiawo ŋu.","Nyateƒee, kɔnu kple dɔwɔna siawo katã ɖe Fia-nɔ la ƒe vevienyenye kple asixɔxɔ fia le Akantɔwo ƒe dekɔnu kple hadomegbenɔnɔ me. Ẽ, le Akantɔwo ƒe hadome me la, Fia-nɔ geɖewo ɖu fia kple Fiawo.",run1,68.2538395552857,12.192091596713041,5.771567436208992
"Eyes- maize, carrots, eggs, beans, pepper, salmon, sweet potato.","Ŋku- bli, karɔt, koklozi, ayi, atadi, salmon, nagoti.","Ŋkuwo- bli, karɔt, aziwo, ayikɛ, atadi, salmon, anagote.",run1,58.99191682594409,12.192091596713041,5.771567436208992
"Some are still in use, but the majority are no longer in use.","Wogale wo dometɔ aɖewo zãm, gake womegale wo dometɔ akpa gãtɔ zãm o.","Aɖewo gale zazã me, gake akpa gãtɔ megale zazã me o.",run1,36.40336057030245,12.192091596713041,5.771567436208992
"Investigations even showed that, some people were severely injured, when they were straggling to get inside.","Numekukuwo ɖee fia gɔ̃ hã be, ame aɖewo xɔ abi vevie, esime wonɔ agbagba dzem be yewoage ɖe eme.","Numekukuwo gɔ̃ hã ɖe fia be, ame aɖewo xɔ abi vevie, esi wonɔ hlolo wɔm be yewoage ɖe eme.",run1,66.56762063960333,12.192091596713041,5.771567436208992
"He said that is, this process is the direction of the chief ministers and the presidential advisory board which is expected to start in February","Egblɔ be, ɖoɖo sia nye dziɖuɖumegãwo kple dukplɔla ƒe aɖaŋuɖoha ƒe mɔfiame si wole mɔ kpɔm be adze egɔme le February me","Egblɔ be nuwɔna sia nye mɔfiafia si tso minista gãwo kple dukplɔla ƒe aɖaŋuɖoha gbɔ, si wokpɔ mɔ be adze egɔme le Dzodze me.",run1,54.540544943406324,12.192091596713041,5.771567436208992
School labs need to be fully equipped to handle Chemistry lessons.,Ehiã be sukudodokpɔkpɔwo nanɔ dzadzraɖoɖi bliboe be woate ŋu asrɔ̃ nu tso sukudɔwɔƒewo ŋu.,Ehiã be suku ƒe mɔ̃ɖaŋudɔwɔƒewo me naɖo nuwo katã ɖo bliboe be woate ŋu awɔ Chemistry nusɔsrɔ̃wo.,run1,46.08127605369892,12.192091596713041,5.771567436208992
Members of parliament represent different regions of the country.,Dziɖuɖumegãwo ƒe hamemetsiwo nye dukɔa ƒe nuto vovovowo.,Sewɔtakpekpe me tɔwo le teƒe na dukɔa ƒe nutowo vovovowo.,run1,41.9397019616855,12.192091596713041,5.771567436208992
The dangers of this disease will be assessed and remedies will be provided.,Woadzro dɔléle sia ƒe afɔkuwo me eye woakpɔ egbɔe.,Woadzro dɔlékui sia ƒe afɔkuwo me ahana eƒe gbɔgbɔnuwo.,run1,56.19482946334693,12.192091596713041,5.771567436208992
This year's festive season may not be as exciting as usual since public gatherings have been banned,Ðewohĩ ƒe sia ƒe azãɖuɣi madzɔ dzi na ame abe alesi wònɔna ɖaa ene o elabena wode se ɖe dutoƒo kpekpewo nu,"ƒe sia ƒe azãɖuɣia ateŋu manɔ viviti abe tsã ene o, elabena woɖo se ɖe amehawo ƒe kpekpewo nu.",run1,43.18042464057067,12.192091596713041,5.771567436208992
