text,ref,translated,source_zip_file,chrf_sentence,corpus_bleu,corpus_chrf
"Be careful, thieves carry dangerous weapons along with them.","Kpɔ nyuie, tsɔ aʋawɔnu vɔ̃ɖiwo kpe ɖe fiafitɔwo ŋu.","Ŋu dzi le ɖokuiŋu, fialawo tsɔa nu siwo kua ɖe wo ŋu kple wo.",run1,21.950092943745297,15.840267669199056,5.51844321812373
"Indeed, all these customs and roles signify the importance and relevance of the Queenmother in Akans' culture and society. Yes, in the Akan society, many Queenmothers have reigned alongside Kings.","Nyateƒee, kɔnu kple akpa siawo katã ɖe Fianyɔnu Dada ƒe vevienyenye kple vevienyenye fia le Akantɔwo ƒe dekɔnuwo kple hadomegbenɔnɔ me. Ẽ, le Akantɔwo ƒe hadomegbenɔnɔ me la, Fianyɔnu vidada geɖewo ɖu fia kpe ɖe Fiawo ŋu.","Nyateƒe me, ale sia ale kple dɔwɔwɔ siawo katã fia Ahemaa ƒe vevietɔ kple eƒe dɔ si le eŋu le Akanwo ƒe nutinya kple habɔbɔ me. Ɛ, le Akanwo ƒe habɔbɔ me, Ahemaa geɖewo do fia ɖeka kple Fiawo.",run1,35.13983978644876,15.840267669199056,5.51844321812373
"Eyes- maize, carrots, eggs, beans, pepper, salmon, sweet potato.","Ŋku- bli, karɔt, koklozi, ayi, atadi, salmon, nagoti.","Nukuwo - ebli, karɔts, koklo azi, ayikple, atadi, salmon, anago blibi.",run1,59.4180271961126,15.840267669199056,5.51844321812373
"Some are still in use, but the majority are no longer in use.","Wogale wo dometɔ aɖewo zãm, gake womegale wo dometɔ akpa gãtɔ zãm o.","Woɖe wo dzi ɖo ƒe aɖewo me, ke woƒe akpa gã la, womegaɖo wo dzi o azɔ̃a.",run1,31.353051091767338,15.840267669199056,5.51844321812373
"Investigations even showed that, some people were severely injured, when they were straggling to get inside.","Numekukuwo ɖee fia gɔ̃ hã be, ame aɖewo xɔ abi vevie, esime wonɔ agbagba dzem be yewoage ɖe eme.","Asenuƒoƒo aɖe lɔ̃ hã kpɔ be, ame aɖewo kpɔ agbagba vɛ̃ɖi, esi woƒo ɖeka le ɖoɖo me be woage eme la.",run1,35.87584088680933,15.840267669199056,5.51844321812373
"He said that is, this process is the direction of the chief ministers and the presidential advisory board which is expected to start in February","Egblɔ be, ɖoɖo sia nye dziɖuɖumegãwo kple dukplɔla ƒe aɖaŋuɖoha ƒe mɔfiame si wole mɔ kpɔm be adze egɔme le February me","Ébe énya éne, dɔwɔwɔ sia nye fiasefolawo kple dɔmetɔ gãwo ƒe mɔ̃ɖeɖe kple adzɔgbetɔ ƒe nudɔtɔlawo ƒe habɔbɔ si woɖe mɔ be wòadze egɔme le Dzodze ƒe me",run1,33.109750933573764,15.840267669199056,5.51844321812373
School labs need to be fully equipped to handle Chemistry lessons.,Ehiã be sukudodokpɔkpɔwo nanɔ dzadzraɖoɖi bliboe be woate ŋu asrɔ̃ nu tso sukudɔwɔƒewo ŋu.,"Sukuviwo ƒe dɔwɔƒewo hiã be woatsɔ nu siwo katã wohi á le wo me, be woaƒo ɖoƒe na Chemistry ƒe nufiamewo.",run1,24.116129492975528,15.840267669199056,5.51844321812373
Members of parliament represent different regions of the country.,Dziɖuɖumegãwo ƒe hamemetsiwo nye dukɔa ƒe nuto vovovowo.,Parliamɛnt ƒe membawo nyana dukɔa ƒe nutome vovovowo.,run1,41.885346343085395,15.840267669199056,5.51844321812373
The dangers of this disease will be assessed and remedies will be provided.,Woadzro dɔléle sia ƒe afɔkuwo me eye woakpɔ egbɔe.,Dɔlele sia ƒe nyagbɛdziwo woakpɔe ɖe go eye woana atikekɛwo hã.,run1,35.57248637623508,15.840267669199056,5.51844321812373
This year's festive season may not be as exciting as usual since public gatherings have been banned,Ðewohĩ ƒe sia ƒe azãɖuɣi madzɔ dzi na ame abe alesi wònɔna ɖaa ene o elabena wode se ɖe dutoƒo kpekpewo nu,"Ƒe sia ƒe dzedzɛme ɣeyiɣi la mate ŋu naɣe dzi o abe ale si wònye gbesiagbe ene o, elabena wose se ɖe ame geɖe ƒe ƒoƒo ŋu",run1,35.575009626245226,15.840267669199056,5.51844321812373
