text,ref,translated,source_zip_file,chrf_sentence,corpus_bleu,corpus_chrf
"Be careful, thieves carry dangerous weapons along with them.","Kpɔ nyuie, tsɔ aʋawɔnu vɔ̃ɖiwo kpe ɖe fiafitɔwo ŋu.","Le ŋuɖɔɖo, fiafiwo tsɔna aʋawɔnu vɔ̃ɖiwo kple wo.",run1,47.267298567412475,15.619699684601276,5.74712643678161
"Indeed, all these customs and roles signify the importance and relevance of the Queenmother in Akans' culture and society. Yes, in the Akan society, many Queenmothers have reigned alongside Kings.","Nyateƒee, kɔnu kple akpa siawo katã ɖe Fianyɔnu Dada ƒe vevienyenye kple vevienyenye fia le Akantɔwo ƒe dekɔnuwo kple hadomegbenɔnɔ me. Ẽ, le Akantɔwo ƒe hadomegbenɔnɔ me la, Fianyɔnu vidada geɖewo ɖu fia kpe ɖe Fiawo ŋu.","Vavãe, kɔnuwo kple akpa siwo katã wotsɔ na wo siawo ɖe Fiaɖokui ƒe vevienyenye kple asixɔxɔ fia le Akanwo ƒe dekɔnu kple hadome me. Ẽ, le Akan hadome me la, Fiaɖokui geɖe ɖu fia kpe ɖe Fiawo ŋu.",run1,55.9283386417166,15.619699684601276,5.74712643678161
"Eyes- maize, carrots, eggs, beans, pepper, salmon, sweet potato.","Ŋku- bli, karɔt, koklozi, ayi, atadi, salmon, nagoti.","Ŋkuwo- Bli, karɔt, aziwo, ewawo, ata, salmɔn, akpɔŋkuwo.",run1,32.43384995755772,15.619699684601276,5.74712643678161
"Some are still in use, but the majority are no longer in use.","Wogale wo dometɔ aɖewo zãm, gake womegale wo dometɔ akpa gãtɔ zãm o.","Woagale wo dometɔ aɖewo zãm, gake wo dometɔ akpa gãtɔ megale dɔ wɔm o.",run1,80.1112315023107,15.619699684601276,5.74712643678161
"Investigations even showed that, some people were severely injured, when they were straggling to get inside.","Numekukuwo ɖee fia gɔ̃ hã be, ame aɖewo xɔ abi vevie, esime wonɔ agbagba dzem be yewoage ɖe eme.","Numekukuwo gɔ̃ hã ɖee fia be, ame aɖewo xɔ abi vevie, esime wonɔ agbagba dzem be yewoage ɖe eme.",run1,89.90749964001587,15.619699684601276,5.74712643678161
"He said that is, this process is the direction of the chief ministers and the presidential advisory board which is expected to start in February","Egblɔ be, ɖoɖo sia nye dziɖuɖumegãwo kple dukplɔla ƒe aɖaŋuɖoha ƒe mɔfiame si wole mɔ kpɔm be adze egɔme le February me","Eya gblɔ be, nuwɔna sia nye mɔfiame tso dutamɔfiawo kple dukplɔla ƒe aɖaŋuɖolawo ƒe habɔbɔ gbɔ, si wole mɔ kpɔm be adze egɔme le Dzodze me.",run1,60.9060679982966,15.619699684601276,5.74712643678161
School labs need to be fully equipped to handle Chemistry lessons.,Ehiã be sukudodokpɔkpɔwo nanɔ dzadzraɖoɖi bliboe be woate ŋu asrɔ̃ nu tso sukudɔwɔƒewo ŋu.,Ele be nuwo katã nanɔ suku ƒe laboratories me bliboe be woatsɔ akpɔ Kemi nusɔsrɔ̃wo gbɔ.,run1,29.373812722190735,15.619699684601276,5.74712643678161
Members of parliament represent different regions of the country.,Dziɖuɖumegãwo ƒe hamemetsiwo nye dukɔa ƒe nuto vovovowo.,Sewɔha me tɔwo nɔa te ɖe dukɔ la ƒe nutome vovovowo nu.,run1,37.299801602543766,15.619699684601276,5.74712643678161
The dangers of this disease will be assessed and remedies will be provided.,Woadzro dɔléle sia ƒe afɔkuwo me eye woakpɔ egbɔe.,Dɔléle sia ƒe afɔkuwo woadzro eme eye woana gbɔŋuɖoanyiwo.,run1,59.852060943300664,15.619699684601276,5.74712643678161
This year's festive season may not be as exciting as usual since public gatherings have been banned,Ðewohĩ ƒe sia ƒe azãɖuɣi madzɔ dzi na ame abe alesi wònɔna ɖaa ene o elabena wode se ɖe dutoƒo kpekpewo nu,"Ƒe sia ƒe azãŋkeke ƒe ɣeyiɣi ate ŋu manye dzidzɔname abe alesi wògbɔna ene o, le esi woɖo asi amehawo ƒe takpekpewo nu ta.",run1,42.949692656087485,15.619699684601276,5.74712643678161
