ref,text,translated,source_zip_file,similarity_score,chrf_sentence,corpus_bleu,corpus_chrf
So God created humans to be like himself; he made men and women.,"Dila Wen yaa nye nuru ase wadek la, wadek ale ka diila ate wa nye wa, nidoa ale nipok ate wa nye.","It is said that indeed light and power are given to the ruler; the ruler, whose word is listened to, also gives to them; and the leaders, those who listen to them, give.",Dec 08 output,,16.528771996370466,3.1373448198584004,4.135338345864661
Noah did everything God told him to do.,Nowa yaa nye dii meena ti Wen weeni wa la.,Now they are going to give this food that they cooked for us here.,Dec 08 output,,18.16762534371362,3.1373448198584004,4.135338345864661
"But God answered: No! You and Sarah will have a son. His name will be Isaac, and I will make an everlasting promise to him and his descendants.","Wen yaa weeni Abrayam ayen, m siak ya, alege fi powa Saara ale biak nidoabili ate fi te wa yuei ayen Aizik. M le basi ate mi ale wa nɔiyeŋka a zaani ate ka chim nɔiyeŋ kaai ale kaa kpeglim a te wa ŋaaŋbisaŋa ale bo wa ŋaaŋ cheen la.","When did Abraham see his, and he called, then with strength Sarah and the two dwellings together and then bring those his Isaac. And the people, and we come in supplication that you may know, and make supplication again and also hear, and bring our protection and give our needs truly.",Dec 08 output,,23.476514988997266,3.1373448198584004,4.135338345864661
Jacob cut branches from some poplar trees and from some almond and evergreen trees. He peeled off part of the bark and made the branches look spotted and speckled.,"Jekob yaa pai niak tiib ale almond tiib ale dapeelita tiib naŋ yɔgsisa ate ba che la a po, a yaa pai daataŋa ate wa poa ate ŋa peenti la a dueni peelim.","Jacob went to look for his house, that Almond's house, that Dapeel's house, our cattle herd, and there at the water he found them; and he went to look for the way he had gone, and that path he took the cattle along.",Dec 08 output,,20.655940024581195,3.1373448198584004,4.135338345864661
"As Jacob was on his way back home, some of God's angels came and met him.","Jekob mɛ yaa lɔ wa suik po a cheŋ, ate Wen maarɔma yaa tu wa suik.","Jacob went and took our water from the well, and Wen also went with our water.",Dec 08 output,,18.601721400856547,3.1373448198584004,4.135338345864661
So God created humans to be like himself; he made men and women.,"Dila Wen yaa nye nuru ase wadek la, wadek ale ka diila ate wa nye wa, nidoa ale nipok ate wa nye.","The people say they give light to their work tasks, all their work and their homes they give to them, all night covers the homes they give.",onesimus_31223989_Dec 12 output,,14.624836158783802,3.1373448198584004,4.135338345864661
Noah did everything God told him to do.,Nowa yaa nye dii meena ti Wen weeni wa la.,Those people now give food to eat because our food is here.,onesimus_31223989_Dec 12 output,,15.349804371983009,3.1373448198584004,4.135338345864661
"But God answered: No! You and Sarah will have a son. His name will be Isaac, and I will make an everlasting promise to him and his descendants.","Wen yaa weeni Abrayam ayen, m siak ya, alege fi powa Saara ale biak nidoabili ate fi te wa yuei ayen Aizik. M le basi ate mi ale wa nɔiyeŋka a zaani ate ka chim nɔiyeŋ kaai ale kaa kpeglim a te wa ŋaaŋbisaŋa ale bo wa ŋaaŋ cheen la.","When did we see Abraham his, I said to him, and with the power of Sarah and the two homes, and to bring us food his Isaac. I also spoke to us the prayer I know, and may you pray, and may it be heard, to bring us help and may we be satisfied.",onesimus_31223989_Dec 12 output,,23.901417497731824,3.1373448198584004,4.135338345864661
Jacob cut branches from some poplar trees and from some almond and evergreen trees. He peeled off part of the bark and made the branches look spotted and speckled.,"Jekob yaa pai niak tiib ale almond tiib ale dapeelita tiib naŋ yɔgsisa ate ba che la a po, a yaa pai daataŋa ate wa poa ate ŋa peenti la a dueni peelim.","Jacob went to look for that house of his almond tree under that house where he saw water to drink, and he went to look for that well where there was water, at my pot where he had placed it.",onesimus_31223989_Dec 12 output,,22.57844593609426,3.1373448198584004,4.135338345864661
"As Jacob was on his way back home, some of God's angels came and met him.","Jekob mɛ yaa lɔ wa suik po a cheŋ, ate Wen maarɔma yaa tu wa suik.","Jacob went to fetch our water from the well, and Wen did not go to bring back our water.",onesimus_31223989_Dec 12 output,,20.695618131542652,3.1373448198584004,4.135338345864661
So God created humans to be like himself; he made men and women.,"Dila Wen yaa nye nuru ase wadek la, wadek ale ka diila ate wa nye wa, nidoa ale nipok ate wa nye.","The people say they provide light and service daily; every day all that their provisions give them, and every night all the time their provisions give them.",john_AC86BE0F_output (5),,15.117689805383042,3.1373448198584004,4.135338345864661
Noah did everything God told him to do.,Nowa yaa nye dii meena ti Wen weeni wa la.,They are going to give us the food that we eat here.,john_AC86BE0F_output (5),,15.961440635140168,3.1373448198584004,4.135338345864661
"But God answered: No! You and Sarah will have a son. His name will be Isaac, and I will make an everlasting promise to him and his descendants.","Wen yaa weeni Abrayam ayen, m siak ya, alege fi powa Saara ale biak nidoabili ate fi te wa yuei ayen Aizik. M le basi ate mi ale wa nɔiyeŋka a zaani ate ka chim nɔiyeŋ kaai ale kaa kpeglim a te wa ŋaaŋbisaŋa ale bo wa ŋaaŋ cheen la.","When did you see his Abraham, but he said, those with the power of Sarah and two offspring, and then bring those his Isaac. But I do not know, and I and they the covenant that you know, and to renew the covenant also keep, and bring the sacrifice or the lambs there.",john_AC86BE0F_output (5),,22.850674721695725,3.1373448198584004,4.135338345864661
Jacob cut branches from some poplar trees and from some almond and evergreen trees. He peeled off part of the bark and made the branches look spotted and speckled.,"Jekob yaa pai niak tiib ale almond tiib ale dapeelita tiib naŋ yɔgsisa ate ba che la a po, a yaa pai daataŋa ate wa poa ate ŋa peenti la a dueni peelim.","Jacob went to look for his lost cow, the lost cow Almond, the small cow, his cow, to milk, and when he got there he found it. And he went to look for the herd, and they returned, and at their tracks he followed them.",john_AC86BE0F_output (5),,21.392274288796127,3.1373448198584004,4.135338345864661
"As Jacob was on his way back home, some of God's angels came and met him.","Jekob mɛ yaa lɔ wa suik po a cheŋ, ate Wen maarɔma yaa tu wa suik.","Jacob went and took our water from the well, and Wen also went to take our water.",john_AC86BE0F_output (5),,18.19420259572256,3.1373448198584004,4.135338345864661
So God created humans to be like himself; he made men and women.,"Dila Wen yaa nye nuru ase wadek la, wadek ale ka diila ate wa nye wa, nidoa ale nipok ate wa nye.","They say that indeed they give light and strength to the youth; also to the youth they give their sustenance, and also daily food they give to them.",output_JA-4,,17.09302849903333,3.1373448198584004,4.135338345864661
Noah did everything God told him to do.,Nowa yaa nye dii meena ti Wen weeni wa la.,Nowa comes to give daily food that they eat here,output_JA-4,,16.606685539209074,3.1373448198584004,4.135338345864661
"But God answered: No! You and Sarah will have a son. His name will be Isaac, and I will make an everlasting promise to him and his descendants.","Wen yaa weeni Abrayam ayen, m siak ya, alege fi powa Saara ale biak nidoabili ate fi te wa yuei ayen Aizik. M le basi ate mi ale wa nɔiyeŋka a zaani ate ka chim nɔiyeŋ kaai ale kaa kpeglim a te wa ŋaaŋbisaŋa ale bo wa ŋaaŋ cheen la.","When did we see Abraham? I said to him, and with the power of Sarah and the two children, then to provide us with the provision of his Isaac. I also said, and the prayer I make for us, which I know, and that we pray earnestly, and may he grant us peace, and may we live in peace.",output_JA-4,,23.72084969098806,3.1373448198584004,4.135338345864661
Jacob cut branches from some poplar trees and from some almond and evergreen trees. He peeled off part of the bark and made the branches look spotted and speckled.,"Jekob yaa pai niak tiib ale almond tiib ale dapeelita tiib naŋ yɔgsisa ate ba che la a po, a yaa pai daataŋa ate wa poa ate ŋa peenti la a dueni peelim.","Jacob went to search for his cow, the milk-giving cow, and when they returned there he saw it; he went to look for the place he had gone, and at the well he fetched water.",output_JA-4,,19.772994212827818,3.1373448198584004,4.135338345864661
"As Jacob was on his way back home, some of God's angels came and met him.","Jekob mɛ yaa lɔ wa suik po a cheŋ, ate Wen maarɔma yaa tu wa suik.","Jacob went to draw our water from the well, and the women also went to draw our water.",output_JA-4,,18.79395203592071,3.1373448198584004,4.135338345864661
So God created humans to be like himself; he made men and women.,"Dila Wen yaa nye nuru ase wadek la, wadek ale ka diila ate wa nye wa, nidoa ale nipok ate wa nye.","The people say they give the light of work every day, and daily they do not give them food, but give them only food and a house.",onesimus_7C821E01_Dec 01 output,,16.48212763236537,3.1373448198584004,4.135338345864661
Noah did everything God told him to do.,Nowa yaa nye dii meena ti Wen weeni wa la.,Nowa has given food for us to eat here.,onesimus_7C821E01_Dec 01 output,,14.270059554674344,3.1373448198584004,4.135338345864661
"But God answered: No! You and Sarah will have a son. His name will be Isaac, and I will make an everlasting promise to him and his descendants.","Wen yaa weeni Abrayam ayen, m siak ya, alege fi powa Saara ale biak nidoabili ate fi te wa yuei ayen Aizik. M le basi ate mi ale wa nɔiyeŋka a zaani ate ka chim nɔiyeŋ kaai ale kaa kpeglim a te wa ŋaaŋbisaŋa ale bo wa ŋaaŋ cheen la.","When did he see Abraham his, but he did not; they said with Sarah's power and two homes, and bring those his Isaac. Then he went, and I and we prayed that you might know, and we also prayed that you might indeed answer, and give us blessing and our joy there.",onesimus_7C821E01_Dec 01 output,,24.456840294214132,3.1373448198584004,4.135338345864661
Jacob cut branches from some poplar trees and from some almond and evergreen trees. He peeled off part of the bark and made the branches look spotted and speckled.,"Jekob yaa pai niak tiib ale almond tiib ale dapeelita tiib naŋ yɔgsisa ate ba che la a po, a yaa pai daataŋa ate wa poa ate ŋa peenti la a dueni peelim.","Jacob went to look for his lost cow, the stolen cow that was his; he had taken it into the field where he found it, and he went again to look for the tracks and where he had seen, following his footprints there.",onesimus_7C821E01_Dec 01 output,,19.936672727275656,3.1373448198584004,4.135338345864661
"As Jacob was on his way back home, some of God's angels came and met him.","Jekob mɛ yaa lɔ wa suik po a cheŋ, ate Wen maarɔma yaa tu wa suik.","Jacob went to fetch our water from the well, but Wen never went to bring our water.",onesimus_7C821E01_Dec 01 output,,16.379502174110367,3.1373448198584004,4.135338345864661
"Early the next morning Isaac and the others made a solemn agreement, then he let them go in peace.","Vari ale veenti la, saluik yokyokwa nidoama yaa pɛ a te chaab. Aizik yaa basi ba suik, ate ba basi wa ale suiyɔgni.","People at the market place, traders come and go from their homes, selling goods. Also, they buy food, and they buy various clothes.",output_jonathan,0.05313447,25.693267672537175,3.1373448198584004,4.135338345864661
and died at the age of,Enos benaŋa meena jam ka kobsaneok ale ŋanu alege kpi.,Enos says these people are working here day and night.,output_jonathan,-0.007035876,19.665592444579268,3.1373448198584004,4.135338345864661
"But Jacob said, “Promise me your birthrights, here and now!” And that's what Esau did.","Alege Jekob a weeni ayen, <<De niŋ a pɛ.>> Dila nyiŋ wa yaa pɛ, a pai wa biam kpaŋtaŋa a da a te Jekob.","Alege Jacob said thus, <<This is what he says.>> People in their house went to say, and they made a secret message which they gave to Jacob.",output_jonathan,0.49966803,25.420081400028604,3.1373448198584004,4.135338345864661
"You will live there as a foreigner, but I will be with you and bless you. I will keep my promise to your father Abraham by giving this land to you and your descendants.","Bo tɛŋka de po magadega, ate m bo ale fu abe m niak fu. Fi ale fi ŋaaŋbisaŋa m le pai tɛŋsaŋa de a te abe m sak m le ta pɛ kaai ate m pɛ ale fi kowa Abrayam la.","I say that the people have important matters, but I do not know my ability to know. Those who do not listen to me will speak the word that they take from me, so I will pray, but I do not invoke O Abraham.",output_jonathan,0.3779241,23.543097192063325,3.1373448198584004,4.135338345864661
years to buy your sheep and goats. During that time you kept changing my wages.,"Ni seba kama ayen mi tom a te ni kowa ale ka m pagrim meena,","I say that when you come, all people here and I cry much.",output_jonathan,0.08380819,14.308968585685673,3.1373448198584004,4.135338345864661
So God created humans to be like himself; he made men and women.,"Dila Wen yaa nye nuru ase wadek la, wadek ale ka diila ate wa nye wa, nidoa ale nipok ate wa nye.","The people say they give light to daily work, and daily they also give their food to them; night also they give rest to them.",output_JA-2,,15.452556129602558,3.1373448198584004,4.135338345864661
Noah did everything God told him to do.,Nowa yaa nye dii meena ti Wen weeni wa la.,People are coming to give us the food we see here.,output_JA-2,,15.01888947693736,3.1373448198584004,4.135338345864661
"But God answered: No! You and Sarah will have a son. His name will be Isaac, and I will make an everlasting promise to him and his descendants.","Wen yaa weeni Abrayam ayen, m siak ya, alege fi powa Saara ale biak nidoabili ate fi te wa yuei ayen Aizik. M le basi ate mi ale wa nɔiyeŋka a zaani ate ka chim nɔiyeŋ kaai ale kaa kpeglim a te wa ŋaaŋbisaŋa ale bo wa ŋaaŋ cheen la.","When did we see Abraham his, but he said to him, and by the power of Sarah and the two together, to bring us offspring, his Isaac. But we were, and they gave us the promise which we know, that they will keep the word and surely fulfill it, to make us heirs, and we will indeed inherit.",output_JA-2,,28.01100603653543,3.1373448198584004,4.135338345864661
Jacob cut branches from some poplar trees and from some almond and evergreen trees. He peeled off part of the bark and made the branches look spotted and speckled.,"Jekob yaa pai niak tiib ale almond tiib ale dapeelita tiib naŋ yɔgsisa ate ba che la a po, a yaa pai daataŋa ate wa poa ate ŋa peenti la a dueni peelim.","Jacob says the market people, the almond market sellers, are buying and from here they go. They say goods and what they sell, and their money at the place where they take profit.",output_JA-2,,25.801298324581712,3.1373448198584004,4.135338345864661
"As Jacob was on his way back home, some of God's angels came and met him.","Jekob mɛ yaa lɔ wa suik po a cheŋ, ate Wen maarɔma yaa tu wa suik.","Jacob, we went to fetch our water from the well, and Wen fetched our water the previous day.",output_JA-2,,16.980348084435498,3.1373448198584004,4.135338345864661
So God created humans to be like himself; he made men and women.,"Dila Wen yaa nye nuru ase wadek la, wadek ale ka diila ate wa nye wa, nidoa ale nipok ate wa nye.","The people say they give light to daily work, and daily they also give their food to them; night also they provide their food.",gerhardt_8019BE0D_output_WsImHC,,14.540042309801818,3.1373448198584004,4.135338345864661
Noah did everything God told him to do.,Nowa yaa nye dii meena ti Wen weeni wa la.,"Now is going to give this food that we eat here, Wen.",gerhardt_8019BE0D_output_WsImHC,,18.377797675790735,3.1373448198584004,4.135338345864661
