ref,text,translated,source_zip_file,bleu_score,chrf_score,avg_score
"and named it “Sky.” Evening came, then morning—that was the second day. The Third Day",Wen yaa wi ŋmazukku ayen wen. Ate saluik ale junɔi a ŋman boro. Da dila jam saari ka daa ŋaye.,When you go to the market and come back. And greet the people who are there. Then you eat the food you bought.,output_proprietary_batch1,2.042946039568498,15.776388221896303,8.9096671307324
So God created humans to be like himself; he made men and women.,"Dila Wen yaa nye nuru ase wadek la, wadek ale ka diila ate wa nye wa, nidoa ale nipok ate wa nye.","Dila Wen is a person who came and became our leader, our father, and our mother.",output_proprietary_batch1,2.4074859035470344,18.101334386094756,10.254410144820895
"And I have given the green plants as food for everything else that breathes, including animals, both wild and tame, and birds. And so it was.",M pai duŋsaŋa ale nuinsa ale ŋan baai meena ale bo tɛŋka zuk a cheŋ ate ba ta nyuvuri la te ni. M pai va sobta meena a te ba ayen ba chim ba ŋandiinta.>> Ate ku nye dila.,I will gather men and women and all the children and go to the top of the hill so that they can see me. I will tell them all so that they know their mistakes. And it was so.,output_proprietary_batch1,3.1808540108235466,23.642341117622152,13.411597564222848
"By the seventh day God had finished his work, and so he rested.","Daa ŋayopɔiwa danni ale Wen nueri tuim ŋaai meena ate wa tom la kama, dila daa ŋayopɔiwa danni wa yaa vuusi.","The old woman and Wen Nueri worked for them until they finished the work, then the old woman went home.",output_proprietary_batch1,4.546308713404575,27.475926121435528,16.011117417420053
"That's how God created the heavens and the earth. The Garden of Eden When the Lord God made the heavens and the earth,",Dii meena ale magsi chaab ale wenzukku ale tɛŋka nyeka la ale la. Naawen dii ale ka Wen la ale nye tɛŋka ale wenzukku la,"It is good: strength, health, long life, peace, and happiness. May God give you peace and long life.",output_proprietary_batch1,2.252278368576829,13.261072123578643,7.7566752460777355
"except the one that has the power to let you know the difference between right and wrong. If you eat any fruit from that tree, you will die before the day is over!”","alege kan dɛ nalim ale biem sebika tiimu yɔnaŋa, diila fi dan dɛ fi sum a kpi kama.","If you are good, or if you are the leader of bad people, then you will perish like your deeds.",output_proprietary_batch1,3.0133833492870172,18.375673261349597,10.694528305318308
"So the Lord God made him fall into a deep sleep, and he took out one of the man's ribs. Then after closing the man's side,","Dila Naawen dii ale ka Wen la yaa nye ate nidoawa a lo goom po nna yegayega. Wa ale a goa la, ate Wen yaa yeeri wa nyipik kobini dinyi alege lik kauk kula.","So God said that Wen should ensure people live in peace and harmony. When he had finished, Wen then called his people into two groups and gave them land.",output_proprietary_batch1,1.886782264636293,22.037566403938477,11.962174334287385
Then the Lord God made clothes out of animal skins for the man and his wife.,Naawen dii ale ka Wen la a yaa pai duŋsa gbaŋsa a nye gatta a te Adam ale Iiv ate ba lik badek.,God said that He would make a woman and give her to Adam and Eve so that they would live together.,output_proprietary_batch1,2.2731543567022867,23.30402783557936,12.788591096140824
The Lord said to Cain: What's wrong with you? Why do you look so angry?,"Naawen yaa bek Keen ayen, <<Ka boa ale soa ate fi sui a puuri? Ka boa le soa ate fi kaasi nina?","God asked Cain, ""What have you done to your brother's blood? What have you done to your brother, where is he?",output_proprietary_batch1,2.2608914449138346,22.291069473069875,12.275980458991855
"If you had done the right thing, you would be smiling. But you did the wrong thing, and now sin is waiting to attack you like a lion. Sin wants to destroy you, but don't let it!","Fi dan nye dii ale magsi la, m ti a siak kama, alege fi dan kan nye dii ale magsi la, be seba ale biem ale a yaali ayen bu jo fu. Bu a yaali ayen bu nya ka pagrim fi zuk, alege ku a fɛ ate fi nya pagrim biem zuk.>>","If you are good and honest, I will give you a gift, but if you are not good and honest, they will be able to do evil to you. They want to see you prosper, but it is not possible for you to prosper.",output_proprietary_batch1,3.044718229647178,21.674446066680193,12.359582148163685
"Later, Cain and his wife had a son named Enoch. At the time Cain was building a town, and so he named it Enoch after his son.",Keen yaa goa ale wa powa ate wa yik lɔgi a biak Ɛnok. Dila po Keen jam a sɛ ka tɛŋ kpieŋ ate wa yaa pai wa nidoabinni yuenni a te tɛŋka a wi ayen Ɛnok.,"Cain went out with his wife and built a city, which he named Enoch. So Cain named that great city, which he had built, after his firstborn son, who was called Enoch.",output_proprietary_batch1,7.288758059261816,41.306819544502794,24.297788801882305
"Adam and his wife had another son. They named him Seth, because they said, “God has given us a son to take the place of Abel, who was killed by his brother Cain.”",Adam yaa ŋman goa ale wa powa ate wa biak nidoabili ate ba te wa yuei ayen Sɛti. Ba jam weeni kama ayen Wen ŋman te ba ka biik ate wa tagri Abel ate Keen ko la zuk.,"Adam again had relations with his wife, and she gave birth to a son, and they named him Seth. They said, ""God has again granted us a child to replace Abel, whom Cain killed.",output_proprietary_batch1,7.927655973163472,43.58270222798018,25.755179100571826
"Later, Seth had a son and named him Enosh. About this time people started worshiping the Lord.",Sɛti mɛ a biak nidoabili a te wa yuei ayen Enos. Dila powa ate nuruba yaa jam piilim a puusi Naawen yuei.,Seth had a son and called his name Enos. Then people began to call upon the name of the Lord.,output_proprietary_batch1,22.866722231574908,38.62715067689373,30.746936454234316
and died at the age of,Enos benaŋa meena jam ka kobsaneok ale ŋanu alege kpi.,Enos was working and cooking food so that people would not die.,output_proprietary_batch1,3.0890553181566975,18.39650606528064,10.742780691718668
and died at the age of,Lamek benaŋa meena jam ka kobsiyopɔi ale pisiyopɔi le ŋayopɔi alege kpi.,"Lamech and his wife bore children, sons and daughters and offspring, and then he died.",output_proprietary_batch1,2.5540496664715904,20.84118665475865,11.697618160615121
"More and more people were born, until finally they spread all over the earth. Some of their daughters were so beautiful that supernatural beings came down and married the ones they wanted.",Wen nidoabilisaŋa a yaa nya ba ale nala diila ba yaa lueri a faari baai ate ba a yaali la.,"When people see their good deeds, they will praise and glorify God who is in heaven.",output_proprietary_batch1,1.307201812517127,14.913704785135359,8.110453298826243
Noah did everything God told him to do.,Nowa yaa nye dii meena ti Wen weeni wa la.,Nowa is also eating food and Wen is there.,output_proprietary_batch1,4.196114906296549,14.535430653132625,9.365772779714586
"Finally, the mighty flood was so deep that even the highest mountain peaks were about seven meters below the surface of the water.",Bu jam jueli kama a lik guutaŋa meena. A zaani guutaŋa zuk a jueli ku limisa ase ka naŋtuok magsika pisiye la.,He went to hunt and he saw a deer there. He aimed at the deer and shot it in the leg with a magical arrow.,output_proprietary_batch1,1.826472886268134,19.0649794773376,10.445726181802868
"“You, your wife, your sons, and your daughters-in-law may now leave the boat.",<<Nyini ŋaaruŋku po nyini ale fi powa ale fi nidoabilisaŋa ale fi nidoabilisaŋa pooma.,"You will be able to, and you with your strength, and with your wisdom, and with your wisdom too.",output_proprietary_batch1,4.657469807170696,27.820221623615133,16.238845715392916
I will remember my promise to you and to all other living creatures. Never again will I let floodwaters destroy all life.,M le teeri nɔiyeŋka ale bo mi ale fi ale ŋanvuta meena tɔgatɔga la suŋsuŋ. Nyiam kan ŋman lik tɛŋka a ko ŋanvuta meena.,"I will tell a story about how I, my friend, and the wild animals were in the forest together. One day we went to the farm to see wild animals.",output_proprietary_batch1,3.1707499796910508,21.885127116330015,12.527938548010532
All people on earth are descendants of Noah's three sons.,Nowa nidoabilisa batawa jam le la. Bala abe le biak ate nuruma waaŋ tɛŋka meena.,Nowa is helping the children to play. They are playing in the shade of a big tree.,output_proprietary_batch1,2.6643211213888947,19.850475159247296,11.257398140318095
"Ham entered the tent and saw him naked, then went back outside and told his brothers.",Keenan kowa Yɛm yaa nya wa kowa chaboalaŋa a yaa weeni wa suataŋa bayewa ale bo peelim la.,Keenan and Yɛm will meet their friends and companions and discuss their problems and how to solve them.,output_proprietary_batch1,2.6643211213888947,20.615694622161428,11.640007871775161
"Because of Sarai, the Lord struck the king and everyone in his palace with terrible diseases.",Alege Naawen yaa basi ate nyiŋtui kpiema a yik Faaro ale wa yenni demma Abram powa Sarai nyiŋ.,And God afflicted Pharaoh and his household with severe plagues because of Abram's wife Sarai.,output_proprietary_batch1,3.377811044913357,25.41938314292793,14.398597093920644
where he had earlier camped and built an altar. There he worshiped the Lord.,Dula mɛ ale wa liŋ a sɛ kuŋkuŋku la. Dula jigini Abram yaa wi Naawen yuenni.,"God himself came down to the earth. God sent Abram, to whom He spoke.",output_proprietary_batch1,3.0098043843528286,13.324999018114003,8.167401701233416
