ref,text,translated,source_zip_file
"While Joseph was thinking about this, an angel from the Lord appeared to him in a dream. The angel said, “Joseph, the baby that Mary will have is from the Holy Spirit. Go ahead and marry her.","Wa ji din dukii linba na po nee, ki Yennu malaka baar u boor ni u dammiit ni ki tan betɔ a “Fin Josef, wunba tee David yaaboonn, daa yêen a sarkpeŋ Mari kɔɔnu, kimaan wa mɔk poor nba na tee Yennu Seyeeŋ paŋ nie ki u soor poor maŋ.","And he thought about this matter, then an angel of God appeared to him in a dream and said to him, ""You, Joseph, son of David, do not be afraid to take Mary as your wife, because what she has conceived is from the power of the Holy Spirit of God, and he will save his people.",output_proprietary_batch1
"where they stayed until Herod died. So the Lord's promise came true, just as the prophet had said, “I called my son out of Egypt.” The Killing of the Children",U din be leŋe nan yoo nba ki Bat Herod din tan kpo na. Linba kur din tun a lin gbeen linba ki ti Yomdaanɔ Yennu din te ki u sɔkiniisɔɔ pak li po nee a “N din nyinn n bija maŋ Ijipt tingbouŋ nie.” Bonjabis kpinu labaar,"He was there until the day King Herod died. This happened to fulfill what the Lord had spoken through his prophet, saying: ""I called my son out of Egypt."" Gospel story.",output_proprietary_batch1
"So the Lord's promise came true, just as the prophet Jeremiah had said,",Wa kpii waas na biaŋinba na ki li din teen ki gbeen linba ki Yennu sɔkinii Jeremaya din pak na po a,"He died for us and our sins, so that what God's prophet Jeremiah had spoken about might be fulfilled.",output_proprietary_batch1
"The angel said, “Get up and take the child and his mother back to Israel. The people who wanted to kill him are now dead.”","ki saa yetɔ “Fiit ki jii bik maŋ nan u naa, ki ŋmat saan Israel tingbouŋ ni, kimaan binba din lor a bin kpi bik maŋ na kpowa.”","And he said, ""Fear not, for your son lives, and you will return to the land of Israel, because those who sought to kill your son are dead.",output_proprietary_batch1
"and they went to live there in the town of Nazareth. So the Lord's promise came true, just as the prophet had said, “He will be called a Nazarene.”","Ki u din saan ki saa kar doo nba ki bi yi Nasaret na ni, a lin teen gbeen maan nba ki Yennu sɔkiniinba nba din sɔb linba na a “Bi tan sii yiu Nasaret nirɔe.”","When he went and lived in the town called Nazareth, this was to fulfill what the prophets had written: ""He will be called a Nazarene.",output_proprietary_batch1
"So Jesus was baptized. And as soon as he came out of the water, the sky opened, and he saw the Spirit of God coming down on him like a dove.","Wa wur Yisa Yennu nyunwuru ki gbenn yoonba, li taakpaak ni ki Yisa nyii nyun na ni; ki sanpaapo tan loot, ki u la ki Yennu Seyeeŋ siik u paak ki naan nan ŋmann na, ki tan jakin u paak.","And Jesus saw the Spirit of God descending like a dove, and it rested on Jesus' head; and a voice came from heaven, saying, ""You are God's Son, in whom I am",output_proprietary_batch1
"When Jesus heard that John had been put in prison, he went to Galilee.","Yisa nba din tan gbat nan Jɔɔnn kɔɔ dansarik na, ki u saan Galilee.","After John was arrested, Jesus went to Galilee.",output_proprietary_batch1
"But I tell you not to swear by anything when you make a promise! Heaven is God's throne, so don't swear by heaven.","ŋaan min ŋanin beerie la, nan i mi ki a por mɔpor gbaa; daa yeen a ‘N por sanpaapo,’ kimaan li tee Yennu naangbouŋo;","And when they heard it, they knew it was a great thing; they called it 'It is a blessing,' because it was God's blessing.",output_proprietary_batch1
I promise you will not get out until you have paid the last cent you owe. Marriage,"Barmɔniie ki n beera na, a kan mi nyi leŋi, see ki a tan pa likirii kur nba ki bi jiiara, ki kobu kan tenni. Bonchonchonn toona po","If there is no harmony, it will not be good, but it will bring trouble to those who are involved, and the work will not succeed. Ultimately in the task.",output_proprietary_batch1
You have been taught that a man who divorces his wife must write out divorce papers for her.,"“Bi bia din yeen a ‘Wunba loon ki wun yêt u ŋaapoo, wun turɔ pooyêtu gbouŋ;’","If someone says, 'God has given him a child,' he should thank Him greatly;",output_proprietary_batch1
Then you will be acting like your Father in heaven. He makes the sun rise on both good and bad people. And he sends rain for the ones who do right and for the ones who do wrong.,"Ŋanne sa te ki i set kii tee ti Baa Yennu nba be sanpaapo na waas, kimaan ŋɔɔe te ki yennu do nifobiit nan nifoŋamm paak, ki bia te ki saak baa nifobiit nan nifoŋamm doi ni.","That is why it is said that God is in heaven and on earth, because it is He who created men and women, and also takes care of men and women.",output_proprietary_batch1
"When you give to the poor, don't let anyone know about it.","Ŋaan li-i tee ki a yaa a pi talasdaanɔe, fan piu, ki daa te ki a yɔɔnimɔŋ gbaa mi li po.","If you are to become an elder, know that it is not easy at all.",output_proprietary_batch1
