Model,BLEU,chrF,Average,BLEU_raw,chrF_raw,Average_raw
gpt-4.1,15.85,17.08,16.47,15.851165692617148,17.084510114565823,16.467837903591487
claude-sonnet-4-5,13.33,18.03,15.68,13.329188408514423,18.029506487264502,15.679347447889462
gemini-2.5-flash,9.42,18.53,13.97,9.42119686197517,18.528489754102193,13.974843308038682
deepseek-v3.1,9.17,18.25,13.71,9.171692497889692,18.250134215320443,13.710913356605069
kimi-k2-instruct-0905,6.85,20.17,13.51,6.853073163479873,20.168400562723424,13.510736863101648
gpt-oss-120b,10.68,15.05,12.87,10.682175159905853,15.048008863292505,12.86509201159918
llama-4-maverick-17b-128e-instruct,5.72,18.40,12.06,5.719991697745737,18.39783479721026,12.058913247477998
llama-3.3-70b-instruct,7.69,16.27,11.98,7.688154242553586,16.2669369742769,11.977545608415243
seed-oss-36b-instruct,6.26,16.81,11.53,6.256118460580956,16.80588241077789,11.531000435679424
mistral-7b-instruct-v0.3,4.55,17.17,10.86,4.546632359631261,17.166542324388082,10.856587342009671
qwen3-235b-a22b,5.90,15.58,10.74,5.897112026633552,15.575639029949121,10.736375528291337
llama-3.1-405b-instruct,5.54,15.81,10.67,5.538003944406129,15.810784804236768,10.674394374321448
gemma-2-9b-it,6.15,14.92,10.54,6.150343144231885,14.919925672181385,10.535134408206636
mistral-medium-3-instruct,3.04,17.11,10.08,3.0379937028521833,17.113127672583683,10.075560687717934
qwq-32b,3.22,16.43,9.82,3.2199657147289606,16.42898731192379,9.824476513326376
qwen3-32b,4.39,14.94,9.67,4.389842869544044,14.942517904386182,9.666180386965113
palmyra-med-70b,2.15,16.56,9.35,2.1503312768483953,16.556546297370197,9.353438787109296
gemma-2-27b-it,3.36,15.24,9.30,3.3613183938332405,15.237229514739386,9.299273954286313
gemma2-9b-it,2.34,14.63,8.49,2.3433107909182285,14.630197378573417,8.486754084745822
