ref,text,translated,similarity_score,source_zip_file,bleu_score,chrf_score,avg_score
"and the one who scattered them is the devil. The harvest is the end of time, and angels are the ones who bring in the harvest.","A dɔndɔmɔ na naŋ bore a narse la a sebɛlbɛllɛ. A boma kyeɛbo saŋ la a teŋɛ baaroo, ka a kakyeɛrebɛ e a malekere.","The donkey and the cow were arguing about who would drink first at the watering hole. The donkey said, ""I will drink first because I am stronger,"" but the cow replied, ""No, I will drink first because I am wiser.""",0.14544453,output_jonathan,2.525918505165314,23.383761264780563,12.95483988497294
And don't carry a traveling bag or an extra shirt or sandals or a walking stick. Workers deserve their food.,"Yɛ ta de woore, bee kparre ayi, bee nɔɔteɛ, bee dabɔle na gu ne yɛmenne; bonso, a seŋɛɛ la ka tontonɔ zaa nyɛ o noɔre bondiraa.","The man who was a farmer, had a large field, a small field, a large house and a small house; however, he was not satisfied with them. Instead, he wanted a big house and a large field.",0.11886603,output_jonathan,1.1498052049318417,16.634384832478368,8.892095018705104
"No one pours new wine into old wineskins. The wine would swell and burst the old skins. Then the wine would be lost, and the skins would be ruined. New wine must be put into new wineskins. Both the skins and the wine will then be safe. A Dying Girl and a Sick Woman (Mark","Kyɛ bee ka ba de dããpaala eŋ dããwo-korɔ poɔ. Ka anaŋ e a lɛ, ka a dãã wa fara, a woore na kyeɛ̃ la ka a dãã ne a woore zaa wɛ. Ba maŋ de la dããpaala eŋ wo-kpeɛne poɔ. Lɛ ka a dãã ne a woore zaa na are velaa.” Yeezu Naŋ Seŋ Pɔglee Kaŋ Kũũ Poɔ Ane Pɔge Kaŋ Naŋ Nyɛ O Sammo (Mak","The man who was a teacher has died. He was a good man, he was honest, and he always helped the people. His funeral will be tomorrow. Don't say he died without help.",0.16017793,output_jonathan,1.6018254173679976,15.796302711890226,8.69906406462911
Respect your father and mother. And love others as much as you love yourself.”,"eŋnɛ fo saa ne fo ma, kyɛ nɔŋ fo tɔ seŋ fo naŋ nɔŋ fo meŋɛ lɛ.”","""The cow that was with the goat, it is not the one that was with the sheep, it is the one that was with the horse.""",0.21383514,output_jonathan,1.199348129252962,13.654669579389891,7.427008854321427
"The servants came and asked, “Sir, didn't you scatter good seed in your field? Where did these weeds come from?”","Ka a koɔraa tontonema wa soore o, ‘Daana, bombi-sonne yoŋ naane ka fo da bore a weɛ poɔ be? Ka yeŋ pãã ka a narse ŋa meŋ yi a kyi poɔ?’","The speaker is asking: ""Daana, why are you crying so much? Why are you not eating? Are you sick?""",0.23535728,output_jonathan,2.1601524349994397,16.16093685622419,9.160544645611814
Jesus went with Jairus. Many people followed along and kept crowding around.,"Lɛ la ka a Yeezu ne o da gaa. Nembeɛoŋ da tuuro O la, a fogle O.",The man went to Jesus and he healed him.,0.47110412,output_onesimus007,3.9778149665594618,14.177139823659877,9.07747739510967
"So God's promise came true, just as the prophet Isaiah had said, “These people will listen and listen, but never understand. They will look and look, but never see.","A ba zie la ka a Ŋmen-yelmanna Azaaya yelbie na sereŋ tu a tuubu, a seŋ o naŋ yeli: ‘Yɛ sereŋ na kyɛllɛ la, kyɛ daŋ koŋ baŋ a tɛgɛ, yɛ sereŋ na kaara la, kyɛ daŋ koŋ nyɛ.","The man from Azaaya said to the serpent: ""You are the one who took my ox, you are the one who took my goat, you are the one who took my donkey, you are the one who took my horse.""",0.30805516,output_onesimus007,1.2165013609501771,16.01228705298074,8.614394206965457
They love the best seats at banquets and the front seats in the synagogues.,"Ba maŋ nɔŋ ka ba zenɛ a nembɛrɛ zenziiri a tige ziiri kyɛ zenɛ kog-veɛle zu a puoruuderiŋ,","""The man who was very rich and had many houses, cows, and goats, also had a large field, but he did not have a son, so he sent his daughter to the porcupine hunter.""",0.071573585,output_onesimus007,1.1493330194206166,20.070868137396978,10.610100578408797
Jesus left Galilee and went to the Jordan River to be baptized by John.,Lɛ la ka a Yeezu da yi Galili a gaa Gyɔɔn zie a Gyɔɔdan baa poɔ ka o te ko O suobu.,"The man who is called Jesus went to Galilee and chose twelve men from among the people, and he called them disciples.",0.50007373,output_onesimus007,5.118164602105636,29.860852977881752,17.489508789993693
It is the ground that makes the seeds sprout and grow into plants that produce grain.,"A teŋɛ la maŋ e ka a bombie buli, a daŋ eŋ kadaare, ka a dɔge, a pãã eŋ bie.","The man who was carrying a bag, it fell, and the contents spilled, it was rice.",0.22692232,output_onesimus007,2.5197593442434796,17.314917968500534,9.917338656372007
