ref,text,translated,similarity_score,source_zip_file,bleu_score,chrf_score,avg_score
"“Sir, what can we say?” Judah replied. “How can we say we are innocent, when God has shown we are guilty? And now all of us are your slaves, especially the one who had the cup.”","Ndoŋ nna nɛ Juda kaŋɛ: “To, naniere, manɛ nɛ an naa kɔ nɛ an kaŋɛ fo, an nyɛnpe? Manɛ nɛ anyeeŋ naŋ tiŋ ŋ kaŋɛ ŋko manɛ nɛ anyeeŋ naŋ tiŋ n wora ŋ ŋini fanɛ anyi maŋ tɔr kapɔŋ? Ebɔrɛ shin nɛ fo anya be alubi di efuli, amoso naniere an ki fo anya, anyi nɛ emo nɛ b wu kusɔnuunchu na mbe kusɔ to na kikɛ.”","""Juda asked, ""Why, what is the matter? Why are you crying and why are you laughing at the same time? What is the reason for this confusion? If you have a problem, tell me, I will help you solve it. Even if it is a small problem, it can grow into a big one if not addressed. It is better to discuss it with someone who can help than to keep it to yourself and suffer.""",0.3064731,output_jonathan,1.3438440993016119,24.14762884588998,12.745736472595796
"She was having a rough time, but the woman who was helping her said, “Don't worry! It's a boy.”","Mbe kakurge na be asheŋ ka bee ki kpakpa a ti so na nɛ kache nɛ e daa keta mo kurge na kaŋɛ mo: “Reechel, sa maa lɔ kufu, ebinyɛn nɛ fo naŋ nya.”","The text translates to: ""Rachel, even though you are small, you understand things better than some adults.""",0.35242698,output_jonathan,2.0749278485695855,17.002660923439592,9.53879438600459
"One day, when Jacob was cooking some stew, Esau came home hungry",Kachako nɛ Isɔɔ ta akoŋ n shi kupuŋ to m ba to nɛ Jeekɔb bee daŋɛ epo belbelso ko.,The goat that Isaacha took to the market and left with Jacob has returned without a leg.,0.35295743,output_jonathan,2.1476912089159055,17.4838846031624,9.815787906039153
"After taking everything of value from the houses, they dragged away the wives and children of their victims.",B daŋ ta basa na be kanya kikɛ nɛ bumo be beche nɛ mbia kikɛ nna.,The man who was speaking is not the one who will catch the fish in the river with his hands.,-0.015641158,output_jonathan,2.3901021968803136,19.584390187293625,10.98724619208697
"Rachel was very jealous of Leah for having children, and she said to Jacob, “I'll die if you don't give me some children!”","Jemanɛ ere so kikɛ nɛ Reechel bre maŋ naŋ nya mbia n sa Jeekɔb, amoso e daa kɔ mo da Lia kukɔrkɔ nna nseŋ kaŋɛ Jeekɔb le: “Sa ma alɛ gba mbia, nɛ mannɛ aloŋ, meeŋ wu.”","Jemanɛ said to Richard and the others who were with Jacob, but he spoke to Lia in a whisper: ""We should go quickly, for many are coming, let us flee.""",0.43017572,output_jonathan,3.2415051476278265,22.871570427390196,13.056537787509011
"Sir, I am your slave. Please let me stay here in place of Benjamin and let him return home with his brothers.","Amoso, jande, shin nɛ ma fo kenya e sɔ kebia na so n shir a wɔ nfe ŋ ki fo kenya nɛ kebia na e tu mo daana ere m bɛta n yɔ epe.","Amoso, come quickly, there is a problem with the cow that is giving birth and it needs help. It has been struggling for a long time and the calf is not coming out easily. Please come as soon as possible.",0.21268436,output_onesimus007,2.1400286214609148,24.24941730320311,13.194722962332012
Jacob also noticed that Laban was not as friendly as he had been before.,Kumo be kaman nɛ Jeekɔb wu fanɛ Leeban be asheŋ woraso maŋ naa du fanɛ kananɛ k daa du na.,"The man who is called Jeekob from Leeban village, they say, is very wise and knowledgeable in many things, but he is also very stingy and does not like to share his knowledge with others.",0.24049717,output_onesimus007,1.3339264902154053,19.401314562085865,10.367620526150635
"Reuben spoke up, “Father, if I don't bring Benjamin back, you can kill both of my sons. Trust me with him, and I'll bring him back.”","Ndoŋ nna nɛ Ruben kaŋɛ mo tuto le: “Ta Bɛnjamin m bɔɔ ma enɔ, meeŋ ya bɛta mo m ba. Nɛ m maŋ ya bɛta mo m bar fo, fo mɔ ma bibinyɛn anyɔ.”","""Ruben said to them: ""Benjamin has not come yet, but he should have been here by now. If he has not come by now, we should go and look for him somewhere else.""",0.64921093,output_onesimus007,1.4564866342357627,21.176359250439177,11.31642294233747
"and when the boy was eight days old, Abraham circumcised him, just as God had commanded.",Eebraham pibinyɛn Aizek na ka fo nchɛmburwa nɛ Eebraham bɛ Ebɔrɛ be kɔnɔ so ŋ ku mo kututu.,Abraham met Isaac and they went to the market in Abraham's ox-cart.,0.4660298,output_onesimus007,2.7535760552227253,18.921773618191725,10.837674836707226
and threw him into a dry well.,nseŋ ta mo n lɛ ketirbu nɛ k maŋ kɔ nchu to.,"""The man who is digging the well is not my brother but my cousin.""",0.29703104,output_onesimus007,2.719665272174911,18.756299114718082,10.737982193446497
