ref,text,translated,similarity_score,source_zip_file,bleu_score,chrf_score,avg_score
"After Jesus told the crowd to sit down, he took the seven loaves and gave thanks. He then broke the loaves and handed them to his disciples, who passed them out to the crowd.","Zezi laan ma ta dɩ kɔgɔ kʋm sɩ ba maama jǝni tɩga nɩ. O ma kwe dɩpwa yarpɛ yam yɩ o kɩ Wɛ le ya ŋwaanɩ. O ma ja-ya o fɔ fɔ o pa o karabiǝ bam, yɩ bantʋ dɩ laan joŋi ba ja vu ba pa nɔɔna bam.","My child, do not go to the market to buy things for your mother. I will give you money to buy what you need. I will give you money to buy what you need. I will give you money to buy what you need. I will give you money to buy what you need.",0.07867492,output_mich001,1.6535810454198991,16.57687417763268,9.115227611526288
"When Jesus and his disciples were near the town of Caesarea Philippi, he asked them, “What do people say about the Son of Man?”",Zezi dɛɛn ma vu o yi Sezaarɩ kʋlʋ na yɩ Filipi tɩʋ tɩn. O ma bwe o karabiǝ bam o wɩ: «Nɔɔna yǝni ba tɛ amʋ Nabiin-bu wʋm taanɩ ba wɩ amʋ yɩ wɔɔ mʋ?»,"Then Jesus said to them, ""Why are you troubled? And why do doubts arise in your hearts?  """,0.573992,output_mich001,3.306889336400944,20.364453114278387,11.835671225339665
"Then Jesus spoke sternly to the demon. It went out of the boy, and right then he was healed.","Zezi laan ma bagɩ cicirǝ kalʋ na jɩgɩ bu wʋm tɩn, o pa ka nuŋi ka yag-o. O ma da o na yazurǝ maŋa kam kʋntʋ nɩ nɔ́ɔ.","Zezi said that she did not eat beans because she was not hungry, but she would eat them later. She said that she would not eat them now because she was full.",0.18805583,output_mich001,1.493369524819332,21.867952288078467,11.6806609064489
And no one should separate a couple that God has joined together.”,"Wɛ na kɩ nɔɔna balʋ daanɩ tɩn, nɔɔn-nɔɔnʋ daa wʋ maŋɩ sɩ o pɔɔrɩ-ba daanɩ.»","We are going to tell you a story, a story that will make you laugh and cry.",0.15210024,output_mich001,2.6643211213888947,17.16823404316024,9.916277582274567
"But when Jesus turned and saw the disciples, he corrected Peter. He said to him, “Satan, get away from me! You are thinking like everyone else and not like God.”","Zezi ma guni o nii o karabiǝ bam seeni, yɩ o bagɩ Pɩyɛɛrɩ o wɩ: «Sʋtaanɩ, ve daa a tee nɩ! Nmʋ wʋbʋŋa yam yɩ nabiinǝ nyɩm mʋ, sɩ ya ba tɔgɩ Wɛ na lagɩ te tɩn.»","“My son, I have seen your face in the dream, and I have heard the voice of Pɩyɛɛrɩ say to me: ‘Sʋtaanɩ, you will be a great man! You will be known throughout the land, and your name will be spoken in every corner.’”",0.30421272,output_mich001,2.1448196188262285,22.582614727363893,12.363717173095061
"It began just as God had said in the book written by Isaiah the prophet, “I am sending my messenger to get the way ready for you.","Kʋ kɩ nɩ Wɛ nijoŋnu Ezayi na maŋɩ o pʋpʋnɩ kʋlʋ faŋa faŋa yɩ o tɔɔlɩ Wɛ kwǝrǝ o wɩ: «Nii, amʋ Wɛ lagɩ a tʋŋɩ a nɔɔnʋ mʋ, sɩ o da nmʋ yigǝ o vu o kwɛ cwǝŋǝ kalʋ nmʋ na wʋ́ ba n tɔgɩ da tɩn.»","Then Jesus said to them: ""Truly I tell you, unless you change and become like little children, you will never enter the kingdom of heaven.",0.2882688,output-onesimus_003,1.943043650185126,20.05358808512956,10.998315867657343
"At that moment Jesus said: My Father, Lord of heaven and earth, I am grateful that you hid all this from wise and educated people and showed it to ordinary people.","Maŋa kantʋ nɩ, Zezi laan ma kɩ o Ko Baŋa-Wɛ le yɩ o wɩ: «A Ko, nmʋ yɩ wʋlʋ na te wɛyuu dɩ tɩga baŋa maama tɩn. Nmʋ nan mʋ pɛ n cɩga kam sǝgi swan tiinǝ dɩ yiyiu tiinǝ tee nɩ, yɩ n daarɩ n pa balʋ na nyɩ dɩ bu-balɛ te tɩn lwarɩ ka kuri.","Then the people said to Jesus, ""Lord, we know that you are the one who can do anything. Teach us to pray, just as John taught his disciples.""",0.63450885,output-onesimus_003,3.158092042483703,24.424860790174407,13.791476416329054
Don't worry about tomorrow. It will take care of itself. You have enough to worry about today.,Dɛ maama tui dɩ dɩ tɩtɩ cam mʋ. Á nan yɩ taá pa liǝ jɩgɩ abam dɩ jwa woŋo. Yagɩ-na sɩ jwa dɛ dɩm tɩtɩ wʋ́ nii dɩ tɩtɩ woŋo.»,"My mother told me not to go there. She said that if I go there, I will be caught by the spirits. She warned me not to go there again.",0.11479925,output-onesimus_003,1.6276888006478718,18.74039904303183,10.18404392183985
"If one of my followers sins against you, go and point out what was wrong. But do it in private, just between the two of you. If that person listens, you have won back a follower.","«Nmʋ ko-bu na kɩ-m lwarɩm, sɩ n vu n kaan-o dɩ o na kɩ kʋlʋ tɩn, sɩ kʋ taa yɩ abam yɩranɩ taanɩ, sɩ nɔɔn-nɔɔnʋ ta tɔgɩ o tǝrǝ. O nan na sɛ nmʋ na tagɩ kʋlʋ tɩn, kʋ brɩ nɩ n joori n dɩ-o Wɛ cwǝŋǝ kam wʋnɩ mʋ.","If you are a good person, you will not be afraid of death, you will be happy to go to heaven, you will be surrounded by angels, you will be singing and praising God. You will not be sad because you will be with God, you will be happy because you will be in his presence.",0.058445644,output-onesimus_003,1.9030359253094746,21.896649914468018,11.899842919888746
"While the women were on their way, some soldiers who had been guarding the tomb went into the city. They told the chief priests everything that had happened.","Kaana bam na nuŋi yibeeli dɩm jǝgǝ kam nɩ kʋntʋ tɩn, nɔɔna balʋ na wʋra ba yɩrɩ-dɩ tɩn badaara ma zaŋɩ ba joori ba vu tɩʋ kʋm wʋ, yɩ ba ta kʋlʋ maama na kɩ tɩn ba brɩ Zwifǝ kaanɩm yigǝ tiinǝ bam.",I am not able to translate this text. It appears to be written in a language I do not recognize.,0.14768149,output-onesimus_003,1.3643952159913204,14.996244736493017,8.180319976242169
God blesses those people who grieve. They will find comfort!,"Balʋ wʋrʋ na cɔgɩ tɩn mʋ jɩgɩ yu-yoŋo, Wɛ na wʋ́ pa-ba wʋ-zuru tɩn ŋwaanɩ.","I will not tell you the secret, I will not reveal it to you, I will keep it hidden.",0.15811509,output_datgerhardt,2.0540268312306345,15.912133294171172,8.983080062700903
"After everyone had eaten all they wanted,",Nɔɔna bam maama ma di ba su ba daarɩ.,I will go and see my mother.,0.15695475,output_datgerhardt,0.0,10.403950306161317,5.201975153080658
"As soon as Jesus came out of the water, he saw the sky open and the Holy Spirit coming down to him like a dove.","Zezi na maa nuŋi na bam wʋnɩ tɩn, o ma na wɛyuu na pʋrɩ yɩ Wɛ Joro kʋm tɔgɩ da kʋ tu o baŋa, yɩ kʋ nyɩ dɩ kunkwǝŋǝ te.","Go and tell them that I have seen the one who will come, and he will come to judge the world, and he will give to each one according to what he has done.",0.15824556,output_datgerhardt,1.6207525738139132,19.867482763889875,10.744117668851894
"But when they saw the man's son, they said, “Someday he will own the vineyard. Let's kill him! Then we can have it all for ourselves.”","O bu wʋm na maa ve yɩ nɔɔna bam na-o tɩn, ba maa ŋɔɔnɩ daanɩ ba wɩ: ‹Mʋ gaarɩ dɩm tu bu, wʋntʋ mʋ lagɩ o ba o taa te o ko wʋm wǝǝnu tɩm. Nan pa-na dɩ́ gʋ-o, sɩ dɩ́ daarɩ dɩ́ taa te o wǝǝnu tɩm.›","He said to me, ""I will go and bring you something. Wait for me, I will come back to you. I will not go far, I will come back to you.""",0.19448502,output_datgerhardt,1.5342333164810604,15.36872838608907,8.451480851285066
"Then he looked at the people sitting around him and said, “Here are my mother and my brothers.",O laan ma nii balʋ na je ba gilim-o tɩn seeni yɩ o wɩ: «Amʋ nu dɩ a nyaana mʋ tɩntʋ.,"He said to me, ""I will tell you a story.""",0.42084932,output_datgerhardt,2.4347130516557893,8.875449481150877,5.655081266403333
