ref,text,translated,source_zip_file
"So the Lord's promise came true, just as the prophet had said,","Asa nyamfo ǝbǝ itǝ lǝ Maria ǝsuǝ fe kase Onanto lɛtɛyi utsyǝ ɛyɛ lǝ wǝ unyɛlǝkǝtidi ǝsuǝ nkǝ yuubǝ itǝ sitinti. Ɔ́tɛyi nkǝ,","When the angel came to Mary, he told her that the Lord had chosen her to do a very important work. He said,",output_proprietary
"After King Herod died, an angel from the Lord appeared in a dream to Joseph while he was still in Egypt.","Se Oka Herodes díkpǝ eto kamaa, Onanto eto ɔtɔnkpe utsyuǝ ǝlǝkǝ ǝsuǝ óte Yosef lǝ kola kǝmiǝ lǝ Egipte.","When King Herod died, the angel of the Lord appeared to Joseph in a dream in Egypt.",output_proprietary
Joseph got up and left with them for Israel.,Lǝ nyaso Yosef átaka nya ókpa dikpefi nǝmǝ ku ni ambe nya bédu bésu Israel eto kasɔ.,And the woman Yosef married was not a foreigner but she was from the children of Israel's house.,output_proprietary
Do something to show you have really given up your sins.,Beté lǝ mi eyifosa ǝsuǝ biǝnkǝ bɛtsyi bɛwuninsǝ lǝ mi abua ǝsuǝ.,The child that I taught yesterday came to greet me today.,output_proprietary
John wore clothes made of camel's hair. He had a leather strap around his waist and ate grasshoppers and wild honey.,"Nya awu nnya Yohanes lékpee, ɔtɔmini ku lekoko eto bise béfi bédi nnya. Nya úfi kubukikue eto abɔsu ókle nkɛ. Nya wǝ didisa dídi bekpǝsǝ ku bablɔ.","The word that John wrote, it is not possible to count the books that would contain it. The word that came from his mouth is like the sea. The word is food that is in the storehouse for the people.",output_proprietary
"But instead of staying in Nazareth, Jesus moved to Capernaum. This town was beside Lake Galilee in the territory of Zebulun and Naphtali.","Wǝnsiǝ lǝ Nasaret, bomu údu úsu úsiǝ lǝ Kapernaum, ni umǝ wǝ nkpe lǝ Galilea eto Ditumbu kplɛ ɔflɔ lǝ Sebulon ku Naftali eto lekpake mfó.","He left Nazareth and went to live in Capernaum, a town by the Sea of Galilee in the region of Zebulun and Naphtali.",output_proprietary
"Then the devil came to him and said, “If you are God's Son, tell these stones to turn into bread.”","Mfó nya olontidi ǝmǝ díbǝ wǝ ɔflɔ nya ɔ́tɛyi wǝ nkǝ, “Lǝ Onanto eto Ubi fenii, tɛyi abambi nyamfo lǝ efiani didisa.”","When the person saw that the thing was good and pleasing to the eyes, he said, ""If God has given us this, let us take it and go to our place.""",output_proprietary
"You are the salt for everyone on earth. But if salt no longer tastes like salt, how can it make food salty? All it is good for is to be thrown out and walked on.","“Bite fe mmba bitǝ betidi ba kenke. Fɛɛ lǝ kamini ábɔ lǝ mmba bomǝ ǝsuǝǝ, ǝnsiǝmbofo kamini bokpe lǝ mu bio. Nya se bunsibǝ kutǝkǝ saa esoo, buwui hã ele bǝ befi mu bewui lǝ betidi lǝ bayɛ lǝ mu ǝsuǝ bafe.","Children should be taught from when they are young. If you wait until the children grow up, it will be difficult to teach them again. That is why parents must start early, they too should also teach them from when they are young and guide them so that they grow up well.",output_proprietary
"You know our ancestors were told, “Don't use the Lord's name to make a promise unless you are going to keep it.”","“Kɔɔ bɛnɔ tsya bátɛyi betidi bǝnkǝ, ‘Mankpadi asa esi etudi kɛnyɛ lǝ nnya ǝsuǝ. Bomu yifo lǝ ntamu bo faka fǝtǝ Bonamute ǝsuǝ.’","So they went and told the elders, 'The young man who came yesterday is not here. They say he went to the farm with his father Bonamute.'",output_proprietary
"When you make a promise, say only “Yes” or “No.” Anything else comes from the devil. Revenge (Luke","Tǝ lǝ mi ee lǝ iyifo ee, nya lǝ mi oowo lǝ iyifo oowo ete. Lesa bamba sa enso nyamfo eto bɔtɛyii, etsyi lǝ olontidi ǝmǝ ɔflɔ. Yesu Áte Bo Nkǝ Boantisǝ Oko.","If you do not love your brother whom you see, you cannot love God whom you do not see. God gave us this new commandment, that we should love one another. Jesus Christ is the Son of God.",output_proprietary
Then you will be acting like your Father in heaven. He makes the sun rise on both good and bad people. And he sends rain for the ones who do right and for the ones who do wrong.,Bǝ lǝ befiani Onanto wǝ nkpe kato eto bebi tinti. Itsyise wǝ lǝǝtǝ kofe laafa kǝtǝ betidi bua ku mba leeyifo kasɛɛ kenke tsyɛtsyɛɛtsyɛ. Nya ɔsɔmi tsya laani kǝtǝ betidi ba leeyifo kasɛɛ ku mba leenyifo kasɛɛ ta.,They are thanking God who has given them all these things. Because He has prepared a place where they will go and not be suffering like they are suffering now. No one knows the day when they will go to that place and not be in this place again.,output_proprietary
