Model,BLEU,chrF,Average,BLEU_raw,chrF_raw,Average_raw
claude-sonnet-4-5,46.53,26.26,36.39,46.52689536957819,26.260613092498087,36.39375423103814
gemini-2.5-flash,35.09,28.63,31.86,35.09143198650848,28.629962988301642,31.860697487405062
gpt-4.1,34.86,23.15,29.01,34.85935790568084,23.153316453426616,29.006337179553725
llama-3.3-70b-instruct,15.38,25.57,20.48,15.382849409645283,25.569402249610224,20.476125829627755
qwen3-235b-a22b,12.22,24.39,18.30,12.217114537124347,24.38759788576297,18.30235621144366
kimi-k2-instruct-0905,10.18,22.93,16.56,10.182425646195501,22.934576460744815,16.55850105347016
llama-3.1-405b-instruct,9.25,23.79,16.52,9.25329498915617,23.791263475273052,16.52227923221461
qwen3-32b,9.35,22.86,16.10,9.346500399980014,22.860733690935135,16.103617045457575
deepseek-v3.1,9.03,22.35,15.69,9.02631505236127,22.35257857915441,15.68944681575784
mistral-medium-3-instruct,7.93,21.13,14.53,7.929026506841378,21.128489849079514,14.528758177960446
llama-4-maverick-17b-128e-instruct,5.29,23.44,14.36,5.290165775046923,23.435766036143264,14.362965905595093
gpt-oss-120b,9.10,19.02,14.06,9.103526405546068,19.018958295346536,14.061242350446303
gemma-2-27b-it,5.41,21.52,13.46,5.406502668979586,21.51943871697403,13.462970692976807
seed-oss-36b-instruct,4.74,22.00,13.37,4.739104762336937,22.000892411999903,13.36999858716842
palmyra-med-70b,5.37,19.61,12.49,5.36924892591258,19.608589213236655,12.488919069574617
qwq-32b,5.05,19.52,12.29,5.054882708299085,19.520841832422043,12.287862270360565
gemma-2-9b-it,6.13,16.62,11.38,6.12957497932821,16.622323557622373,11.375949268475292
mistral-7b-instruct-v0.3,2.11,18.60,10.35,2.105203616828164,18.60263980554213,10.353921711185146
gemma2-9b-it,2.62,16.48,9.55,2.6182682813382674,16.481802578780197,9.550035430059232
