ref,text,translated,source_zip_file,bleu_score,chrf_score,avg_score
"So the Lord's promise came true, just as the prophet had said,","Yei nyinaa siiɛ sɛdeɛ asɛm a Awurade nam diyifoɔ he so kaeɛ he bɛbam sɛ,",All this happened so that what the Lord had said through the prophet would be fulfilled:,output_proprietary_batch1,6.839596061560946,37.57423367560773,22.206914868584338
"So the Lord's promise came true, just as the prophet Jeremiah had said,",Na diyifoɔ Yeremia asɛm he baam sɛ:,The word of the prophet Jeremiah came as follows:,output_proprietary_batch1,10.764345432696361,36.8384557055209,23.80140056910863
"After King Herod died, an angel from the Lord appeared in a dream to Joseph while he was still in Egypt.","Na Herode wuiɛ he, hwɛ, Awurade bɔfoɔ yii ne ho adi daeɛ mu kyerɛɛ Yosef Misraim na ɔka kyerɛɛ no sɛ,","After Herod died, behold, an angel of the Lord appeared in a dream to Joseph in Egypt and said to him,",output_proprietary_batch1,41.65767636794606,63.235710675261046,52.44669352160355
"But when he heard that Herod's son Archelaus was now ruler of Judea, he was afraid to go there. Then in a dream he was told to go to Galilee,","Nso ɔtee sɛ Arkelao asi ne papa Herode anane mu oodi adeɛ Yudea he, osuroo sɛ ɔbɛkɔ hɔ. Na afei, bɛbɔɔ no kɔkɔ daeɛ mu he, ɔkɔɔ Galilea mansinim.","But when he heard that Archelaus was reigning in Judea in place of his father Herod, he was afraid to go there. Having been warned in a dream, he withdrew to the district of Galilee.",output_proprietary_batch1,33.03856852673348,56.45834705124096,44.748457788987224
"He said, “Turn back to God! The kingdom of heaven will soon be here.”","“Honsakra ho adwene, na soro ahennie he abɛne.”","""If the mind is pure, the kingdom of heaven is near.""",output_proprietary_batch1,9.100130732285809,34.97926112538064,22.039695928833225
"When Jesus heard that John had been put in prison, he went to Galilee.","Na afei Yesu tee sɛ bɛakye Yohane he, osiim kɔɔ Galilea.","After Jesus heard that John had been arrested, he went to Galilee.",output_proprietary_batch1,60.659974333376745,69.43836009277136,65.04916721307406
After Jesus had gone without eating for,"Odii mmuada adaduannan, awia ne anadwo, na yei akyi he kɔm dee no.","After forty days and nights, both day and night, then comes real hunger.",output_proprietary_batch1,2.445593937240363,20.735704778147284,11.590649357693824
"The earth is God's footstool, so don't swear by the earth. Jerusalem is the city of the great king, so don't swear by it.","saa nso ne mfa asaase nka ntam, efiri sɛ ɔyɛ ne nane ntiasoɔ; mfa Yerusalem nso nka ntam, efiri sɛ ɔyɛ Hene kɛseɛ he ahenkuro.","And do not swear by the earth, because it is his footstool; and do not swear by Jerusalem, because it is the city of the great King.",output_proprietary_batch1,27.151391601950266,57.39450679916606,42.27294920055816
You have been taught that a man who divorces his wife must write out divorce papers for her.,"“Afei nso, bɛkaa sɛ, ‘Biaa a obegyae ne yerɛ he, ɔmma no awaregyaeɛ krataa.’","And then, it will be said, ‘Whoever wants to leave his wife should give her a divorce letter.’",output_proprietary_batch1,4.546308713404575,27.360022510055465,15.95316561173002
"You know our ancestors were told, “Don't use the Lord's name to make a promise unless you are going to keep it.”","“Bio, hoate sɛ bɛka kyerɛɛ tetefoɔ he sɛ, ‘Nka ntanhunu, nso fa wo ntankadeɛ ma Awurade.’","Well, it is said that the elders used to say, 'Do not boast, but give your strength to the Lord.'",output_proprietary_batch1,2.357313684245234,19.97418582857782,11.165749756411527
But I tell you to love your enemies and pray for anyone who mistreats you.,"Na me deɛ meeka akyerɛ ho sɛ, Honnɔ ho atamfoɔ na hommɔ mpaeɛ mma bɛ a bɛtaa ho,","As for me, what I am saying is that, pray against the enemies of Honnɔ so that they do not prevail.",output_proprietary_batch1,2.352622489487909,23.047976431920766,12.700299460704338
"When you do good deeds, don't try to show off. If you do, you won't get a reward from your Father in heaven.",“Honhwɛ yie na hoannyɔ ho tenenee nnipa anim sɛ bebehu ho; sɛ hoyɔ saa a hoonnya akatua ho Agya a ɔya soro he hɔ.,"Be careful not to do good deeds just to be seen by people; if you do so, you will have no reward from your Father who is in heaven.",output_proprietary_batch1,15.815783405728006,50.88873472055262,33.35225906314031
"When you give to the poor, don't let anyone know about it.","Na sɛ wooyɔ adɔeɛ a, mma wo nsa benkum nnhu deɛ wo nsa nifa ɔɔyɔ,","If you do a good deed, do not let your left hand know what your right hand is doing.",output_proprietary_batch1,2.7156804039319287,22.24964832796985,12.482664365950889
Don't be like them. Your Father knows what you need even before you ask.,"Na ho deɛ honnyɔ sɛ bɛ, efiri sɛ ho Agya nim deɛ ohia ho ansa na hoobisa no.","It is not good to be proud, because the owner knows what is lacking before you ask him.",output_proprietary_batch1,9.74812453975988,40.38904313137108,25.06858383556548
"But if you don't forgive others, your Father will not forgive your sins. Worshiping God by Going without Eating","nso sɛ hoammfa afoforɔ bɛ mfomsoɔ ankyɛ bɛ a, ho Agya a ɔya soro he nso ɔmmfa ho mfomsoɔ nkyɛ ho. Mmuadadie ho nkyerɛkyerɛ","If you do not forgive others their faults, your Father in heaven will not forgive you your faults. Lesson on forgiveness",output_proprietary_batch1,12.683546941685782,49.426188534603014,31.0548677381444
"Instead, comb your hair and wash your face.","Nso sɛ woodi mmuada a, sra wo tim, na hohoro w’anim,","If you are going to a festival, wash your body and clean your face.",output_proprietary_batch1,12.451643194233869,41.31611003859171,26.88387661641279
"I tell you not to worry about your life. Don't worry about having something to eat, drink, or wear. Isn't life more than food or clothing?","Nti meeka akyerɛ ho, honnwennwene ho kra ho, deɛ hobedi anaa deɛ hobɛnom, anaa ho nipadua ho, ɔfa deɛ hobɛhyɛ ho. Nkwa nsom bo nkyɛne aduane, na nipadua nkyɛne ntoma anaa?","If I tell you about it, whether it is about food or drink, or about the body, it involves what you will put on it. Life does not value food more, and the body is not more valuable than clothing, is it?",output_proprietary_batch1,6.394130264169957,35.1018443669494,20.74798731555968
"Ask, and you will receive. Search, and you will find. Knock, and the door will be opened for you.","Hommisa, na bɛde bɛma ho; honhwehwɛ, na hobehu; hommom, na bebebie pono he ama ho.","Ask, and it will be given to you; seek, and you will find; knock, and the door will be opened for you.",output_proprietary_batch1,50.67309892897293,68.47235244743636,59.57272568820464
