ref,text,translated,source_zip_file
"Then after her baby is born, name him Jesus, because he will save his people from their sins.”","A wan dɔgɛ la budibela ti fum sigɛ ka yu'urɛ Yezu. Se'ere en sɔi la, eŋa n yeti a faaɛ a nɛreba ba be'em puan bahɛ.”","He came down from the mountain to preach the word of Jesus. When he finished, he told his father that the people were very many.",output_proprietary_batch1
"When Herod found out that the wise men from the east had tricked him, he was very angry. He gave orders for his men to kill all the boys who lived in or near Bethlehem and were two years old and younger. This was based on what he had learned from the wise men.","Hɛrɔd n ta baŋɛ ti baŋereba la pã'ahɛ en mɛ la, a ukɛ mɛ kankaŋi, gee bo' nuurɛ ti ba doohe kɔrum bibudibeto sɛba woo n boi Bɛtelehɛm la ka kɔrɔmkɔrɔm za'a, kɔmsɛba n de yuuma ayi' bii sɛba n pun ka paaɛ bala, doohe la hansɛka ti a wum ti baŋereba duma la tɔgɛ bo' en la.","When Herod realized that the wise men had outwitted him, he became furious and gave orders to kill all the boys in Bethlehem and its vicinity, from two years old and under, according to the time he had learned from the wise men.",output_proprietary_batch1
"“In Ramah a voice was heard crying and weeping loudly. Rachel was mourning for her children, and she refused to be comforted, because they were dead.” The Return from Egypt","“Fabelegɔ en ze'eti Arama tiŋa na, kaahi dɔɔrɔ la fabelegɔ n voole baha na. Arakɛle en kele a kɔma beere buuri zuo, a zagehi pa'ahegɔ mɛ, se'ere n sɔi la, ba ka boi.” Ba ze'ele Igipiti lebe na","Pharaoh feared the land of Aram, and he built a wall around his palace. However, he knew his heart was weak, and he built a fortress so that they would not attack. They called it the Egyptian wall.",output_proprietary_batch1
Joseph got up and left with them for Israel.,"Ti Yosefe ihege tari bia la, la ka ma la lebe Izirale tiŋa.","Joseph was sold to be here, he will not rule the land of Israel.",output_proprietary_batch1
"and they went to live there in the town of Nazareth. So the Lord's promise came true, just as the prophet had said, “He will be called a Nazarene.”","A ta kɛ̃'ɛ̃ra la tiŋa ti ba yi'ira Nazareti, ti la bahɛ ti nɔtɔgeheba n tɔgɛ se'ere biŋe la wa'am sira na, “Tu wan yi'ira en ti Nazaareŋa.”","And he went and lived in a town called Nazareth, so that what was spoken through the prophets might be fulfilled: ""He will be called a Nazarene.",output_proprietary_batch1
"So Jesus was baptized. And as soon as he came out of the water, the sky opened, and he saw the Spirit of God coming down on him like a dove.","Ti en sɔ Yezu ko'om ba'ahɛ la, ti a ze'ele ko'om la puan kɔ'ɔm dɔɔra na la, a yeti a bihɛ ti saazuo en yu'ɛ bo' en, ti a nyɛ ti Yinɛ Sia sigera a zuo na ana wuu dayene la, wa'am na yagelɛ a zuo.","When Jesus had finished eating, he took the food that was left over, he told his disciples that a bird had eaten it, and he saw the Spirit of God descending on him like a dove",output_proprietary_batch1
"When Jesus heard that John had been put in prison, he went to Galilee.","Yezu en ta wum ti ba nyɔkɛ Yɔn pagɛ mɛ la, a yehe mɛ kiŋɛ Galilii.","When Jesus heard that John had been arrested, he withdrew to Galilee.",output_proprietary_batch1
"You are the light for the whole world. A city built on top of a hill cannot be hidden,","“Yamam dela tiŋa wa zuo niifum. Tiŋa en mɛ yagelɛ zoore zuo, kan ta'am lile.","God is the earth and the sky over humanity. This land will become a desert, and will not flourish.",output_proprietary_batch1
"Before you are dragged into court, make friends with the person who has accused you of doing wrong. If you don't, you will be handed over to the judge and then to the officer who will put you in jail.","Naaɛ la se'em en zuuhe fum la ka'lam ti ya nam boi sore zuo yɛ'a naba yire la. Han dagena bala, a wan dikɛ fum iŋɛ naba nu'uhen, ti eŋa me dikɛ fum bo' kpɛ'ɛnduma, ti bamam me dikɛ fum lobe bahɛ paka deo puan.","The chief's people will take you to the palace, which is the chief's house you will find along the way. When you get there, they will take you to the chief",output_proprietary_batch1
I promise you will not get out until you have paid the last cent you owe. Marriage,"N yeti ya la yelemɛŋerɛ, ti fum kan makɛ yehe na han dagena fum ta yɔ la hanɛ la za'a kpiniŋam. Kabohi yɛla","I said it was difficult, and no one can do anything to make another person succeed. It is God.",output_proprietary_batch1
