ref,text,translated,source_zip_file,similarity_score,bleu_score,chrf_score,avg_score
"When Herod found out that the wise men from the east had tricked him, he was very angry. He gave orders for his men to kill all the boys who lived in or near Bethlehem and were two years old and younger. This was based on what he had learned from the wise men.","Gyoo Herode kena nyi Siakaralatena baŋ ta mo adao di ɔ dɔɔ, keŋ be ta bese kɔŋ kaa mo ɔ gyaŋ bela ya nɛ ɔ gyeŋa baŋ nideli. Keŋte ɔ kpila ɔ yoonɔɔtena nyi baa gyu Bɛtelɛhɛm donɔɔ man, na ke donɔɔsebia ŋan benaa na ke nɛ, na baa koe bia baala baŋ pou be ta bee ta kela kulutooneŋ ala ya nɛ, nawolo nyi mena debaŋ kenaŋ man te Siakaralatena baŋ yako e nyi be naa kyolobii ŋon.","When Herod saw that he was deceived by the wise men, he was very angry, and he sent to kill all the children in Bethlehem and in all that district who were two years old or under, according to the time he had learned from the wise men. Then was fulfilled what was spoken through Jeremiah the prophet.",Dec 08 output,,28.76699910880439,53.054591659202785,40.91079538400359
"As bad as you are, you still know how to give good gifts to your children. But your heavenly Father is even more ready to give good things to people who ask.","Akpaa ɛmɛɛ baŋ ɛ yɛɛ nombiakumɛɛyɛɛrawɔ koraŋ gyeŋ abɔɔ kpaakpaa ka mo fa ɛ bia na, de yaa sena te ɛ kya ŋon ɔ kyaa adido nɛ be gyae waa mo abɔɔ kpaakpaa ŋan kela kɛŋa nɛ fa baŋ bɛɛ sola e nɛ ya.","When a woman gets married and her husband's family does not like her, she will be unhappy and may decide to leave, but if she is wise, she will stay and try to win them over so that they will accept her.",Dec 08 output,,1.188432823684058,19.33005174172207,10.259242282703063
"So God's promise came true, just as the prophet Isaiah had said, “These people will listen and listen, but never understand. They will look and look, but never see.","Nombia akɔŋaŋ balaŋ kɛwɔ dɔɔ yela Wurubuarɛ dekpeŋkpeŋgyɔɔre Yesaya nombia ŋan ɔ be yako see nɛ kɔŋawɔ ampaŋ. Yesaya yakowɔ nyiaa, “Balaŋ kɛwɔ baa tei tei, mɔna bɔɔ gyae baa nyii nombia ŋenaŋ man ya. Te baa kɛo kɛo, mɔna bɔɔ gyae baa naa kolo ya.","The laws he gave were completely in accordance with what the Lord had clearly commanded through Isaiah, and the laws that he gave were to be strictly followed. Isaiah had said, ""The people draw near with their mouth, but their hearts are far from me.""",Dec 08 output,,6.199874625443473,27.726913111700714,16.963393868572094
"The people of all nations will be brought before him, and he will separate them, as shepherds separate their sheep from their goats.","Tɛɛle kei balaŋ pou baa kaa yilaa me gyaŋ, na maa kpase be man akpeŋ ala ŋgba mena keŋ wonembia kɛɛlere ne kpase asoose lee namense man nɛ.","The chief and his elders were very happy, and they gave him a lot of things, and they also showed him great hospitality as is the custom among the Dagbamba people.",Dec 08 output,,3.1707499796910508,23.100046816807524,13.135398398249286
"Now hurry! Tell his disciples he has been raised to life and is on his way to Galilee. Go there, and you will see him. This is what I came to tell you.”",na ɛ ke ta bileŋbileŋ ke yako ɔ kaseela baŋ nyiaa ‘Ɔ te fom lee woya man te ɔ te kyaŋ ŋon gbɛɛ ɔ ne gyu Galelia tɛɛle man. Botɔɔ te ɛ kena e. Kei yɛna nombii keŋ me dana maa yako ŋon.’ ”,"“He said to his disciples, ‘The Son of Man will be delivered into the hands of men, and they will kill him, and he will be raised on the third day.’”",Dec 08 output,,3.511545146584564,29.92056027563636,16.71605271111046
"When Herod found out that the wise men from the east had tricked him, he was very angry. He gave orders for his men to kill all the boys who lived in or near Bethlehem and were two years old and younger. This was based on what he had learned from the wise men.","Gyoo Herode kena nyi Siakaralatena baŋ ta mo adao di ɔ dɔɔ, keŋ be ta bese kɔŋ kaa mo ɔ gyaŋ bela ya nɛ ɔ gyeŋa baŋ nideli. Keŋte ɔ kpila ɔ yoonɔɔtena nyi baa gyu Bɛtelɛhɛm donɔɔ man, na ke donɔɔsebia ŋan benaa na ke nɛ, na baa koe bia baala baŋ pou be ta bee ta kela kulutooneŋ ala ya nɛ, nawolo nyi mena debaŋ kenaŋ man te Siakaralatena baŋ yako e nyi be naa kyolobii ŋon.","When Herod saw that he was deceived by the wise men, he was very angry and sent men to kill all the boys in Bethlehem and its surrounding areas, from two years old and under, based on the time he had learned from the wise men. This was to fulfill what was spoken through the prophet Jeremiah.",onesimus_31223989_Dec 12 output,,34.71662831727493,58.256187588483364,46.48640795287915
"As bad as you are, you still know how to give good gifts to your children. But your heavenly Father is even more ready to give good things to people who ask.","Akpaa ɛmɛɛ baŋ ɛ yɛɛ nombiakumɛɛyɛɛrawɔ koraŋ gyeŋ abɔɔ kpaakpaa ka mo fa ɛ bia na, de yaa sena te ɛ kya ŋon ɔ kyaa adido nɛ be gyae waa mo abɔɔ kpaakpaa ŋan kela kɛŋa nɛ fa baŋ bɛɛ sola e nɛ ya.","When the women had finished doing their work in the farm and had given some to their children, then they would go and pound some more to give to those who had helped them on the farm to eat.",onesimus_31223989_Dec 12 output,,2.6779624945488485,25.077282457085758,13.877622475817303
"So God's promise came true, just as the prophet Isaiah had said, “These people will listen and listen, but never understand. They will look and look, but never see.","Nombia akɔŋaŋ balaŋ kɛwɔ dɔɔ yela Wurubuarɛ dekpeŋkpeŋgyɔɔre Yesaya nombia ŋan ɔ be yako see nɛ kɔŋawɔ ampaŋ. Yesaya yakowɔ nyiaa, “Balaŋ kɛwɔ baa tei tei, mɔna bɔɔ gyae baa nyii nombia ŋenaŋ man ya. Te baa kɛo kɛo, mɔna bɔɔ gyae baa naa kolo ya.","The laws he gave were completely in accordance with what the Lord had clearly commanded through Isaiah, and the people were very afraid. Isaiah had said, ""They will be afraid of a distant nation, a nation whose language they do not know.""",onesimus_31223989_Dec 12 output,,6.7248884229611114,30.635727963258592,18.680308193109852
"The people of all nations will be brought before him, and he will separate them, as shepherds separate their sheep from their goats.","Tɛɛle kei balaŋ pou baa kaa yilaa me gyaŋ, na maa kpase be man akpeŋ ala ŋgba mena keŋ wonembia kɛɛlere ne kpase asoose lee namense man nɛ.","The chief also told the people that this year is different, so they should work hard to farm so that they will be able to feed themselves and their children throughout the year.",onesimus_31223989_Dec 12 output,,2.9867390496386634,29.011569093241835,15.99915407144025
"Now hurry! Tell his disciples he has been raised to life and is on his way to Galilee. Go there, and you will see him. This is what I came to tell you.”",na ɛ ke ta bileŋbileŋ ke yako ɔ kaseela baŋ nyiaa ‘Ɔ te fom lee woya man te ɔ te kyaŋ ŋon gbɛɛ ɔ ne gyu Galelia tɛɛle man. Botɔɔ te ɛ kena e. Kei yɛna nombii keŋ me dana maa yako ŋon.’ ”,"And he went on to instruct his disciples that whenever they went to a town he should tell them ‘You must first go to the house of a certain man there and say “The Teacher says, Where is my guest-chamber, where I may eat the Passover with my disciples?” And he will show you a large upper room furnished: there make ready for us.’",onesimus_31223989_Dec 12 output,,1.7374452798792084,26.997445255300644,14.367445267589925
"When Herod found out that the wise men from the east had tricked him, he was very angry. He gave orders for his men to kill all the boys who lived in or near Bethlehem and were two years old and younger. This was based on what he had learned from the wise men.","Gyoo Herode kena nyi Siakaralatena baŋ ta mo adao di ɔ dɔɔ, keŋ be ta bese kɔŋ kaa mo ɔ gyaŋ bela ya nɛ ɔ gyeŋa baŋ nideli. Keŋte ɔ kpila ɔ yoonɔɔtena nyi baa gyu Bɛtelɛhɛm donɔɔ man, na ke donɔɔsebia ŋan benaa na ke nɛ, na baa koe bia baala baŋ pou be ta bee ta kela kulutooneŋ ala ya nɛ, nawolo nyi mena debaŋ kenaŋ man te Siakaralatena baŋ yako e nyi be naa kyolobii ŋon.","When Herod saw that he was deceived by the wise men, he was very angry, and he sent to kill all the children in Bethlehem and in all that district who were two years old or under, according to the time he had learned from the wise men. Then was fulfilled what was spoken through Jeremiah the prophet.",john_AC86BE0F_output (5),,28.76699910880439,53.054591659202785,40.91079538400359
"As bad as you are, you still know how to give good gifts to your children. But your heavenly Father is even more ready to give good things to people who ask.","Akpaa ɛmɛɛ baŋ ɛ yɛɛ nombiakumɛɛyɛɛrawɔ koraŋ gyeŋ abɔɔ kpaakpaa ka mo fa ɛ bia na, de yaa sena te ɛ kya ŋon ɔ kyaa adido nɛ be gyae waa mo abɔɔ kpaakpaa ŋan kela kɛŋa nɛ fa baŋ bɛɛ sola e nɛ ya.","When a woman is having her first pregnancy and is nearing delivery, her mother's brother's child is the one who stays with her until she delivers, and it is that person who is sent on errands.",john_AC86BE0F_output (5),,1.3339264902154053,19.99856035213056,10.666243421172982
"So God's promise came true, just as the prophet Isaiah had said, “These people will listen and listen, but never understand. They will look and look, but never see.","Nombia akɔŋaŋ balaŋ kɛwɔ dɔɔ yela Wurubuarɛ dekpeŋkpeŋgyɔɔre Yesaya nombia ŋan ɔ be yako see nɛ kɔŋawɔ ampaŋ. Yesaya yakowɔ nyiaa, “Balaŋ kɛwɔ baa tei tei, mɔna bɔɔ gyae baa nyii nombia ŋenaŋ man ya. Te baa kɛo kɛo, mɔna bɔɔ gyae baa naa kolo ya.","The laws that Balaam uttered were for the people of Wurubuarɛ, the prophet Isaiah also gave laws that were to be kept by the people. Isaiah said, ""You should not utter words that are not true, you should not give false evidence against your neighbour. You should not covet what belongs to your neighbour.""",john_AC86BE0F_output (5),,3.580341673884628,28.478366830768664,16.029354252326645
"The people of all nations will be brought before him, and he will separate them, as shepherds separate their sheep from their goats.","Tɛɛle kei balaŋ pou baa kaa yilaa me gyaŋ, na maa kpase be man akpeŋ ala ŋgba mena keŋ wonembia kɛɛlere ne kpase asoose lee namense man nɛ.","The chief also told the people that this year is different, so they should work hard to farm so that they will be able to feed themselves and their children throughout the year.",john_AC86BE0F_output (5),,2.9867390496386634,29.011569093241835,15.99915407144025
"Now hurry! Tell his disciples he has been raised to life and is on his way to Galilee. Go there, and you will see him. This is what I came to tell you.”",na ɛ ke ta bileŋbileŋ ke yako ɔ kaseela baŋ nyiaa ‘Ɔ te fom lee woya man te ɔ te kyaŋ ŋon gbɛɛ ɔ ne gyu Galelia tɛɛle man. Botɔɔ te ɛ kena e. Kei yɛna nombii keŋ me dana maa yako ŋon.’ ”,"and he went around all the towns and villages, teaching in their synagogues and preaching the gospel of the kingdom and healing every disease and every affliction among the people",john_AC86BE0F_output (5),,1.3103408021894376,19.110279419967167,10.210310111078302
"When Herod found out that the wise men from the east had tricked him, he was very angry. He gave orders for his men to kill all the boys who lived in or near Bethlehem and were two years old and younger. This was based on what he had learned from the wise men.","Gyoo Herode kena nyi Siakaralatena baŋ ta mo adao di ɔ dɔɔ, keŋ be ta bese kɔŋ kaa mo ɔ gyaŋ bela ya nɛ ɔ gyeŋa baŋ nideli. Keŋte ɔ kpila ɔ yoonɔɔtena nyi baa gyu Bɛtelɛhɛm donɔɔ man, na ke donɔɔsebia ŋan benaa na ke nɛ, na baa koe bia baala baŋ pou be ta bee ta kela kulutooneŋ ala ya nɛ, nawolo nyi mena debaŋ kenaŋ man te Siakaralatena baŋ yako e nyi be naa kyolobii ŋon.","When Herod saw that he was deceived by the wise men, he was very angry and sent men to kill all the boys in Bethlehem and its surrounding areas, from two years old and under, based on the time he had learned from the wise men, so that he might eliminate the one who was born king, but he did not know that God's plan was being fulfilled.",output_JA-4,,26.249093912518845,54.9714885589023,40.61029123571058
"As bad as you are, you still know how to give good gifts to your children. But your heavenly Father is even more ready to give good things to people who ask.","Akpaa ɛmɛɛ baŋ ɛ yɛɛ nombiakumɛɛyɛɛrawɔ koraŋ gyeŋ abɔɔ kpaakpaa ka mo fa ɛ bia na, de yaa sena te ɛ kya ŋon ɔ kyaa adido nɛ be gyae waa mo abɔɔ kpaakpaa ŋan kela kɛŋa nɛ fa baŋ bɛɛ sola e nɛ ya.","When a woman gets married and her husband's family does not like her, if she goes back to her father's house and later returns to her husband's house, they will still not like her.",output_JA-4,,1.4899946568663818,19.792066078082737,10.64103036747456
"So God's promise came true, just as the prophet Isaiah had said, “These people will listen and listen, but never understand. They will look and look, but never see.","Nombia akɔŋaŋ balaŋ kɛwɔ dɔɔ yela Wurubuarɛ dekpeŋkpeŋgyɔɔre Yesaya nombia ŋan ɔ be yako see nɛ kɔŋawɔ ampaŋ. Yesaya yakowɔ nyiaa, “Balaŋ kɛwɔ baa tei tei, mɔna bɔɔ gyae baa nyii nombia ŋenaŋ man ya. Te baa kɛo kɛo, mɔna bɔɔ gyae baa naa kolo ya.","The word that came to the prophet Isaiah, son of Amoz, concerning Judah and Jerusalem. And it shall come to pass in the latter days, that the mountain of the Lord's house shall be established in the top of the mountains, and shall be exalted above the hills; and all nations shall flow unto it.",output_JA-4,,3.0769051937323884,27.396161642274773,15.236533418003582
"The people of all nations will be brought before him, and he will separate them, as shepherds separate their sheep from their goats.","Tɛɛle kei balaŋ pou baa kaa yilaa me gyaŋ, na maa kpase be man akpeŋ ala ŋgba mena keŋ wonembia kɛɛlere ne kpase asoose lee namense man nɛ.","The chief also told the people that this year is different, so they should all work hard to farm, and that is why they are beating the gong-gong to inform everyone to rise early to their farms.",output_JA-4,,2.5984987978515033,27.410439639459454,15.00446921865548
"Now hurry! Tell his disciples he has been raised to life and is on his way to Galilee. Go there, and you will see him. This is what I came to tell you.”",na ɛ ke ta bileŋbileŋ ke yako ɔ kaseela baŋ nyiaa ‘Ɔ te fom lee woya man te ɔ te kyaŋ ŋon gbɛɛ ɔ ne gyu Galelia tɛɛle man. Botɔɔ te ɛ kena e. Kei yɛna nombii keŋ me dana maa yako ŋon.’ ”,He said to his disciples that one day people will say ‘You must go to the land of the dead to go and ask the one who has gone there to come and tell Galelia and his people. But he will refuse. That is why I am telling you now before it happens.',output_JA-4,,2.2372322467921024,31.07900884625401,16.658120546523055
"When Herod found out that the wise men from the east had tricked him, he was very angry. He gave orders for his men to kill all the boys who lived in or near Bethlehem and were two years old and younger. This was based on what he had learned from the wise men.","Gyoo Herode kena nyi Siakaralatena baŋ ta mo adao di ɔ dɔɔ, keŋ be ta bese kɔŋ kaa mo ɔ gyaŋ bela ya nɛ ɔ gyeŋa baŋ nideli. Keŋte ɔ kpila ɔ yoonɔɔtena nyi baa gyu Bɛtelɛhɛm donɔɔ man, na ke donɔɔsebia ŋan benaa na ke nɛ, na baa koe bia baala baŋ pou be ta bee ta kela kulutooneŋ ala ya nɛ, nawolo nyi mena debaŋ kenaŋ man te Siakaralatena baŋ yako e nyi be naa kyolobii ŋon.","When Herod saw that he was deceived by the wise men, he was very angry and sent men to kill all the boys in Bethlehem and its surrounding areas, from two years old and under, based on the time he had learned from the wise men. This was to fulfill what was spoken through the prophet Jeremiah.",onesimus_7C821E01_Dec 01 output,,34.71662831727493,58.256187588483364,46.48640795287915
"As bad as you are, you still know how to give good gifts to your children. But your heavenly Father is even more ready to give good things to people who ask.","Akpaa ɛmɛɛ baŋ ɛ yɛɛ nombiakumɛɛyɛɛrawɔ koraŋ gyeŋ abɔɔ kpaakpaa ka mo fa ɛ bia na, de yaa sena te ɛ kya ŋon ɔ kyaa adido nɛ be gyae waa mo abɔɔ kpaakpaa ŋan kela kɛŋa nɛ fa baŋ bɛɛ sola e nɛ ya.","When a woman has been married off and she does not get pregnant, her people and the man's people gather to find out why she has not conceived.",onesimus_7C821E01_Dec 01 output,,1.4862002453169583,18.808227827749917,10.147214036533438
"So God's promise came true, just as the prophet Isaiah had said, “These people will listen and listen, but never understand. They will look and look, but never see.","Nombia akɔŋaŋ balaŋ kɛwɔ dɔɔ yela Wurubuarɛ dekpeŋkpeŋgyɔɔre Yesaya nombia ŋan ɔ be yako see nɛ kɔŋawɔ ampaŋ. Yesaya yakowɔ nyiaa, “Balaŋ kɛwɔ baa tei tei, mɔna bɔɔ gyae baa nyii nombia ŋenaŋ man ya. Te baa kɛo kɛo, mɔna bɔɔ gyae baa naa kolo ya.","The laws that Balaam wrote were just like the words of the prophet Isaiah, saying that people would not be satisfied. Isaiah wrote saying, ""Those who are full will still be hungry, those who are thirsty will still be thirsty.""",onesimus_7C821E01_Dec 01 output,,4.091806534297076,29.432300105162184,16.76205331972963
"The people of all nations will be brought before him, and he will separate them, as shepherds separate their sheep from their goats.","Tɛɛle kei balaŋ pou baa kaa yilaa me gyaŋ, na maa kpase be man akpeŋ ala ŋgba mena keŋ wonembia kɛɛlere ne kpase asoose lee namense man nɛ.","The chief also told the people that this year is different, so they should work hard to farm, and that is why there is a lot of food in the houses this year unlike the past years.",onesimus_7C821E01_Dec 01 output,,2.5131854313529596,26.488546884573434,14.500866157963197
"Now hurry! Tell his disciples he has been raised to life and is on his way to Galilee. Go there, and you will see him. This is what I came to tell you.”",na ɛ ke ta bileŋbileŋ ke yako ɔ kaseela baŋ nyiaa ‘Ɔ te fom lee woya man te ɔ te kyaŋ ŋon gbɛɛ ɔ ne gyu Galelia tɛɛle man. Botɔɔ te ɛ kena e. Kei yɛna nombii keŋ me dana maa yako ŋon.’ ”,and he went and preached to the people that ‘He has risen from the dead and is going ahead of you to Galilea. There you will see him.’ That is the message he gave you.,onesimus_7C821E01_Dec 01 output,,13.069757021637603,32.71601352116331,22.89288527140046
"So please order the tomb to be carefully guarded for three days. If you don't, his disciples may come and steal his body. They will tell the people he has been raised to life, and this last lie will be worse than the first one.”","Mena dɔɔ yela be kaa deke yebɔɔ keŋ na baa gyee ke nideli kelii weeya atoorote keŋ. Na mena ya na ɔ kaseela baŋ baa yo gyu ke ŋmɛɛle e lese na baa yako nyi, ɔ foŋae lee yeŋ man. Na mena ya na, dekara alate kei gyae ka kela gyaŋgba te keŋ.”","When they finished talking, they all went to their various farms to do some farm work. And when they were done, they returned to their various homes to eat and when they finished eating, they went to bed.",output_jonathan,0.26513255,1.1509067697207354,20.17121188147874,10.661059325599737
"A little while later some people standing there walked over to Peter and said, “We know you are one of them. We can tell it because you talk like someone from Galilee.”","Te kyare ya nɛ, balaŋ baŋ be kyaa botɔɔ nɛ kɔŋawɔ Pita gyaŋ kaa yako e nyiaa, “Kei dɔɔ ke yɛɛ ampaŋ ke kaeŋ nyi nyaŋ mɔ n kpuɛ na balee kei. N kekolosi koraŋ nawolo nyi n yɛɛ be man ŋolo e.”","At that time, the disciples came to Peter and said, ""Lord, you are keeping the bad people with you, why are you eating with them?""",output_jonathan,0.6305764,12.049964633086235,28.989092874982568,20.5195287540344
"Brothers and sisters will betray one another and have each other put to death. Parents will betray their own children, and children will turn against their parents and have them killed.","Mena debaŋ kenaŋ nɛ, naa lolo bia baa lese dɔŋa fa yeŋ. Kya waa lese ɔ bu fa yeŋ, te bia mɔ baa koro seŋ ba lolala nyeeya dɔɔ na baa lese wɔ fa yeŋ.","When the hunter has killed an animal, if the child does not carry it on the head home. If you do not carry it on the head home, then the child will in future refuse to carry it on the head home when you have killed an animal.",output_jonathan,0.25470227,1.139054792042459,25.487950880691123,13.31350283636679
Jesus told the chief priests and leaders to listen to this story: A land owner once planted a vineyard. He built a wall around it and dug a pit to crush the grapes in. He also built a lookout tower. Then he rented out his vineyard and left the country.,"Keŋte Yesu besewɔ yako wɔ nyiaa, “Ɛ nyii dudu daale bela. Wɔɔfarale ŋolo fara wɔɔ te ɔ duu daasebia ŋaale ŋan ŋe yɛɛ ŋgba akutuse te bɛɛ baake ŋa nyi gerepo nɛ. Ɔ dii abaŋ kilisi wɔɔ keŋ, te ɔ wula bɔɔ keŋ baa sara daasebia ŋan ke man na baa lese ŋa loŋ lee ŋe man nɛ. Te ɔ baŋa deni dɔɔloŋ dɔɔloŋ daale, keŋ walaŋ ke kyaa ke man na waa gyee wɔɔ kenaŋ. Te ɔ moo wɔɔ keŋ do paasetena baale nyiŋmaa man nyi baa kɛɛ ke dɔɔ, te ɔ korowɔ laŋ gbɛɛ.","When Jesus finished all these sayings, “The time is fulfilled, and the kingdom of God is at hand,” the people were amazed at His teaching, for He was teaching them as one having authority, and not as their scribes. And a man with an unclean spirit was in their synagogue; and he cried out, saying, “What have we to do with You, Jesus of Nazareth? Have You come to destroy us? I know who You are—the Holy One of God.”",output_jonathan,0.5135245,0.7442130180138505,25.013773835270076,12.878993426641964
The king was so angry that he ordered the official to be tortured until he could pay back everything he owed.,"Mena dɔɔ ɔ gbeŋgyoo ŋon gyeŋa baŋ, te ɔ yela ba moo tobaale ŋon ketɔ deni na waa naa diyem kelii debaŋ keŋ, ŋon mɔ waa tɔ ɔ koma ŋan ɔ dana e nɛ pou.","When he had finished speaking like that, he went to the toad's place to tell him all that they had discussed, and that is when he began to explain to him everything in detail.",output_jonathan,0.2719117,1.675771139737561,26.030762036186523,13.853266587962041
