Model,BLEU,chrF,Average,BLEU_raw,chrF_raw,Average_raw
claude-sonnet-4-5,38.15,25.13,31.64,38.14726399386984,25.127503399401167,31.637383696635503
gemini-2.5-flash,25.13,24.13,24.63,25.129575018368946,24.13206041531952,24.630817716844234
gpt-4.1,14.91,23.30,19.11,14.914736113719043,23.304191307983327,19.109463710851184
llama-4-maverick-17b-128e-instruct,9.15,23.22,16.19,9.150844206032527,23.224044974715735,16.18744459037413
llama-3.3-70b-instruct,10.30,21.55,15.92,10.29704156126819,21.552713359612227,15.924877460440207
llama-3.1-405b-instruct,8.86,22.77,15.81,8.856118812407034,22.76973520121726,15.812927006812146
seed-oss-36b-instruct,7.26,22.89,15.08,7.26370968248932,22.893164401676263,15.078437042082792
deepseek-v3.1,7.18,22.56,14.87,7.178406716604458,22.56460351859122,14.871505117597838
qwen3-235b-a22b,8.31,21.24,14.77,8.312565735249724,21.235584588038073,14.774075161643898
kimi-k2-instruct-0905,7.67,21.85,14.76,7.674523025879262,21.845621933335053,14.760072479607157
qwq-32b,7.56,21.36,14.46,7.560832959899523,21.357543221109193,14.459188090504359
palmyra-med-70b,3.43,22.84,13.14,3.433204728811111,22.838238732976745,13.135721730893927
gemma2-9b-it,4.81,20.82,12.82,4.814971807094068,20.819458555940752,12.81721518151741
qwen3-32b,4.47,20.60,12.53,4.466216597703003,20.603510415040006,12.534863506371504
gemma-2-9b-it,4.71,19.49,12.10,4.710743974805434,19.487209719212967,12.098976847009201
mistral-7b-instruct-v0.3,3.58,20.04,11.81,3.5792807886387674,20.038105277855053,11.80869303324691
mistral-medium-3-instruct,1.66,21.40,11.53,1.664356790958625,21.403946462321066,11.534151626639845
gpt-oss-120b,4.97,17.64,11.30,4.965433893917862,17.639918214477113,11.302676054197487
gemma-2-27b-it,2.37,19.54,10.96,2.369898273250278,19.54270147366452,10.956299873457398
