ref,text,translated,similarity_score,source_zip_file,chrf_sentence,corpus_bleu,corpus_chrf
"They brought the boy, and as soon as the demon saw Jesus, it made the boy shake all over. He fell down and began rolling on the ground and foaming at the mouth.","Ne mɛ kyu gɛmɔ bara mɔ. Ilaa nyɛnyɛn oduduu mɔ gi wu Yesu mɔ, ayaa abono so mɔ, i kyu gɛbii mɔ too gɛsinkpan. Gɛ san gɛ kya belen, gɛ kya kpiri, ne gɛmɔ-gɛnɔ dɔ i kya furu.","And I will give you a new heart, and a new spirit will I put within you: and I will take away the stony heart out of your flesh, and I will give you a heart of flesh.",0.27882054,output_jonathan,18.92479853032283,4.087670487427096,2.2665457842248413
"Jesus looked closely at the man. He liked him and said, “There's one thing you still need to do. Go sell everything you own. Give the money to the poor, and you will have riches in heaven. Then come with me.”","Yesu gi kisee kerɛ ɔnyen mɔ mɔ, mɔ-ilaa i loo mɔ-gisen dɔ, ne ɔ tɔgɛ sa mɔ yɛɛ, “I kya san fo ilaa kolon. Naa kpaa fɛ fo-ilaa ibono fo bo mɔ pɛwu de foꞌ kyu aterenbi mɔ kyu yɛ sa ayenbo. Fo wɔra gɛnen mɔ, fo laa nyɛ ntɛɛla Wurubuaarɛ dɔ, de foꞌ san naa baa buu me wɔra me-ɔkasɛbo.”","Jesus said to him, ""You will be my witness to all people, and you will tell them about the great things I have done for you."" And he went and told everyone in the city and in the homes about the great things Jesus had done for him.",0.6398136,output_jonathan,30.8471321654746,4.087670487427096,2.2665457842248413
"The people of all nations will be brought before him, and he will separate them, as shepherds separate their sheep from their goats.","Nfono mɔ, asa kpɛi-kpɛi pɛwu mɛ laa koola baa gyanꞌ me-ansi dɔ. Nan kyɛɛ ilaa dɛnsɛ awɔrabo lɛɛ lii asa sɛnsɛ dɔ fɛɛ gɛnɔɔbono nbuɛ ɔkparɛbo kya kyɛɛ mɔ-isandɛ lɛɛ lii itiidɛ dɔ mɔ.",The old man said that the small bird had built its nest on the kola tree branch. He said that the bird's nest was very beautiful and that the bird had decorated it with various beautiful things.,0.058713645,output_jonathan,21.123711420358806,4.087670487427096,2.2665457842248413
One of Jesus' followers pulled out a sword. He struck the servant of the high priest and cut off his ear.,"Nfono mɔ, asa abono mɛ bo Yesu asɛ mɔ dɔ ɔko gi loorɛ mɔ-gɛki lɛɛ, ne ɔ ŋɛɛlɛ dega ɔko giso fuɛ. Dega mɔ wura ne n gyɛ asunbi alɛɛbo gɛmu.","My friend, I want to tell you that Jesus is the only way to God, and He is the one who gives us eternal life. I want you to know that He is the one who died for our sins.",0.2929796,output_jonathan,21.8865649732495,4.087670487427096,2.2665457842248413
"From then on, Jesus began telling his disciples what would happen to him. He said, “I must go to Jerusalem. There the nation's leaders, the chief priests, and the teachers of the Law of Moses will make me suffer terribly. I will be killed, but three days later I will rise to life.”","Lii nfono mɔ Yesu gi yii gɛsɛ ɔ kya tɔgɛ ɔ kya sa mɔ-akasɛbo mɔ yɛɛ i gyɛ ilaa ibono i laa ba yɛɛ ɔ laa kpe Gyɛrusalem de ɔꞌ kpaa wu ɔlaawusɛ kpɛi-kpɛi gikyɔ Gyuda awura asunbi alɛɛbo abelɛnsɛ de nbara aŋmarasɛbo mɔ de mɔmɔ-abelɛnsɛ sɛnsɛ mɔ abaa dɔ. Asa mɛ laa mɔɔ mɔ. Mɛ mɔɔ mɔ mɔ, imɔ gɛkɛ sasɛ mɔ, ɔ laa kyingi lii ibuni dɔ.","And it happened that Jesus went to Jerusalem, and when he entered the temple, he began to drive out those who were selling and buying in the temple, and he overturned the tables of the money changers and the seats of those who were selling doves. And he would not allow anyone to carry a vessel through the temple. And he taught, saying, ""Is it not written, 'My house shall be called a house of prayer for all nations'? But you have made it a den of robbers."" And the chief priests and the scribes heard it and sought how they might destroy him, for they feared him, because all the people were astonished at his teaching. And when evening came, Jesus and his disciples went out of the city.",0.56203884,output_jonathan,35.42765875997081,4.087670487427096,2.2665457842248413
Always be ready! You don't know when the Son of Man will come. Faithful and Unfaithful Servants (Luke,"Gɛnen kee ne i kaaborɛ fɛꞌ bii fɛye-nyoro akedabi owi kamaasɛ dɔ ne. I kya nyiile yɛɛ me, anyamesɛ pɛwu mɔmɔ-daa mɔ, nan lii Wurubuaarɛ dɔ kii ba daa owi ɔbono fɛ mɛŋ dɛsɛ mɔ.”","“I am not going to the farm today because I have a headache. I was not feeling well yesterday, so I didn’t go to the farm, and now I have a lot of work to do. I will go to the farm tomorrow if I feel better.”",0.17671491,output_onesimus007,16.801853158850623,4.087670487427096,2.2665457842248413
"You have heard people say, “Love your neighbors and hate your enemies.”","“Fɛ nu mɛ tɔgɛ gɛdɛ gɛko yɛɛ, ‘Fɛꞌ laarɛ fɛye-nanboana ilaa de fɛꞌ kyo fɛye-akyobo.’","When we were young, we used to say, 'When we were young, we didn't know the value of being young, now that we are old, we know the value of being young.'",0.12755221,output_onesimus007,18.790056233627176,4.087670487427096,2.2665457842248413
"“Lord, my servant is at home in such terrible pain that he can't even move.”","yɛɛ, “Me-wura, me-dega dɛ me-gɛten dɔ, ɔ kya lɔ ibono i bo lon. Nfono ɔ kpɛ ɔ dɛ mɔ ne ɔ dɛ. Ɔ tansi ɔ kya yiyɛɛ. Imɔso gyanꞌ me-giwoo.”","Yes, “Sir, I have come to inform you that I have seen something bad. The enemy has entered our town. They have destroyed everything. They have taken all our things. I am telling you, sir.”",0.36004567,output_onesimus007,18.549347653458582,4.087670487427096,2.2665457842248413
"Peter replied, “Lord, if it really is you, tell me to come to you on the water.”","Yesu gi tɔgɛ sa ɔmɔ gɛnen mɔ, Piita gi tɔgɛ sa mɔ yɛɛ, “Me-wura, nengyene i gyɛ fo mɔ, tɔgɛ me kee de nꞌ naa nkyu mɔ so baa tu fo.”","Jesus said to him, ""Peter, why did you deny me three times? You said you would never leave me, but now you have forsaken me for the third time.""",0.49578667,output_onesimus007,19.401296879314085,4.087670487427096,2.2665457842248413
That's how it is with your Father in heaven. He doesn't want any of these little ones to be lost. When Someone Sins (Luke,Gɛnen kee ne fɛye-sɛ Wurubuaarɛ dɛ ne. Iŋ gyɛ mɔ-gɛlaarɛ yɛɛ apiipii adɛ dɔ ɔko ɔꞌ fuɛ Wurubuaarɛ ɔkpa mɔ de mɔ-ɔkyenaten Wurubuaarɛ asɛ ɔꞌ lii mɔ-gibaa. Gɛnɔɔbono Fo Laa Lɔrɔ Fo‑rɛ Fo-Nanbo Yesu Sonbo Nsana,"The Lord is my shepherd, I lack nothing. He makes me lie down in green pastures, He leads me beside quiet waters, He refreshes my soul. He guides me along the right paths for His name’s sake. Even though I walk through the darkest valley, I will fear no evil, for You are with me; Your rod and Your staff, they comfort me. You prepare a table before me in the presence of my enemies. You anoint my head with oil; my cup overflows. Surely Your goodness and love will follow me all the days of my life, and I will dwell in the house of the Lord forever. Amen.",0.30581057,output_onesimus007,18.33176999884026,4.087670487427096,2.2665457842248413
