ref,text,translated,source_zip_file
And that's what happened. God made the dome,"Nyameɛ yɔle ewienu, na ɔtele nzue bɔ ɔwɔ ewienu bo fili bɔ ɔwɔ ewienu anwuro nwo.","God made the sky, and He put water above the sky and He put water below the sky.",output_proprietary-1
So God created humans to be like himself; he made men and women.,"Yiti Nyameɛ bɔle sona kyɛ ye bɔbɔ ye sɛso, Nyameɛ sɛso yeɛ ɔbɔle ye ɔ; ɔbɔle bienzua ne brasua.","When God created the world and everything in it, God's creation was good; he created male and female.",output_proprietary-1
"And I have given the green plants as food for everything else that breathes, including animals, both wild and tame, and birds. And so it was.","Na kaka biala bɔ ngoa wɔ ye nu: aseɛ so ngaka mukoraa, ewienu nnomaa mukoraa, yeɛ kaka biala bɔ ɔtwe ye nwo ase wɔ aseɛ so ne, mafa nyaanyaa mukoraa mama bɛ kyɛ beli.” Na ɔwale nu sɔ.","And God blessed them saying: be fruitful and multiply, fill the waters in the seas and the birds multiply on the earth, and let the fish multiply in the waters of the seas, and I have given every green plant for food."" And it was so.",output_proprietary-1
"God blessed the seventh day and made it special, because on that day he rested from his work.","Yiti Nyameɛ yirale kyẽa bɔ ɔtɔ so nzoo ne, na ɔyɛle ye krongron, ofikyɛ ye adwuma bɔ ɔyɔle ye wɔ nningyein bɔlɛ nu ne, sɔ kyẽa ne yeɛ olele ye nwome ɔ. Eden turo ne","When God created the world and everything in it, and it was holy, he rested from the work he had done on the seventh day, so that day he rested. The Garden of Eden",output_proprietary-1
"no grass or plants were growing anywhere. God had not yet sent any rain, and there was no one to work the land.","né bakaa biala nne aseɛ so, yeɛ né ndire biala onnya offifili, ofikyɛ né AWURADE Nyameɛ onnya ɔttɔle nzue ogguale aseɛ so, yeɛ né sona biala nne berɛ bɔ ɔkɔyɔ so boo koso ɔ.","and every man shall sit under his vine and under his fig tree, and none shall make them afraid, for the mouth of the LORD of hosts has spoken it, and every man shall walk in the name of his god forever and ever.",output_proprietary-1
"The Lord God said, “It isn't good for the man to live alone. I will make a suitable partner for him.”","Na AWURADE Nyameɛ sele kyɛ, “Ɔtte mayee kyɛ sona ne ngome kɔtena ɔ; ngɔyɛ bokafoɛ bɔ ɔfata ye ɔ ngɔma ye.”","And the LORD God said, ""He has now become like one of us, knowing good and evil.""",output_proprietary-1
"the Lord made a woman out of the rib. The Lord God brought her to the man,","Na mbaleɛ bɔ AWURADE Nyameɛ ye fili sona ne anu ne, ɔfa yɛle brasua, na ɔfale ye brɛle sona ne.","And the house of the LORD God was built with gold and silver, he took money, and he built it with gold.",output_proprietary-1
"The Lord said, “They now know the difference between right and wrong, just as we do. But they must not be allowed to eat fruit from the tree that lets them live forever.”","Afei AWURADE Nyameɛ sele kyɛ, “Nea, kuro sona ne ayɛ kyɛ yɛ nu ko ala, wanwu paa ne bɔne. Annea a, né watengyɛ ye sa wate ngoa bakaa ne koso bie wali, ná watena ase daa.”","Then the LORD God said, ""Behold, the man has become like one of us in knowing good and evil. Now, lest he reach out his hand and take also from the tree of life and eat, and live forever.""",output_proprietary-1
"If you had done the right thing, you would be smiling. But you did the wrong thing, and now sin is waiting to attack you like a lion. Sin wants to destroy you, but don't let it!","Aso ɛyɔ bɔ ɔte paa a, engonya animnyam? Nakoso anyɔ bɔ ɔte paa ne ati, bɔne tetɛ wɔ w’anoa nu berɛ. Ɔpena kyɛ onya wɔ nwo ate, nakoso odi kyɛ edi ye so”","If a house is not built well, won't it collapse? If it is not built well on its foundation, evil will always be in your midst. A tree that has no roots, it will fall and be destroyed",output_proprietary-1
"Cain said to his brother Abel, “Let's go for a walk.” And when they were out in a field, Cain attacked and killed him.","Na Kein sele oliɛma Abel kyɛ, “Maa yɛhɔ fieso.” Na bɛwɔ fie ne aso nen, Kein hɔle oliɛma Abel so, na ohuni ye.","And Cain said to his brother Abel, ""Let's go to the field."" And when they were in the field, Cain rose up against his brother Abel and killed him.",output_proprietary-1
