ref,text,translated,source_zip_file,bleu_score,chrf_score,avg_score
"While Joseph was thinking about this, an angel from the Lord appeared to him in a dream. The angel said, “Joseph, the baby that Mary will have is from the Holy Spirit. Go ahead and marry her.","Ŋɔn daa na kur teesiri lala yɛla maa, ka u daa zaasi zaasimni, ka ti Dugma malaaka daa kyɛ u saani na n‑yɛli u, “Nyini Gyoosɛfi ŋɔn nyɛ NaaDauda ya'aŋŋa wa, di zɔri dabeem ni i kyɛ ka ba taasi Mariama i yiri na, dama ŋɔn mari puseaa maa yi la Naawunni Sii Kasi yiiko ni na.","While he was still thinking about these things, he fell asleep, and an angel of the Lord appeared to him and said, ""Joseph, son of David, do not be afraid to take Mary as your wife, for the child conceived in her is from the Holy Spirit.",output_proprietary_batch1,19.292759388949634,49.362420758267696,34.32759007360866
"“In Ramah a voice was heard crying and weeping loudly. Rachel was mourning for her children, and she refused to be comforted, because they were dead.” The Return from Egypt","“Raama ka kukɔri maa yi na, Kunkuma ni fabligu pam n nyɛ di. Reekyɛl n kumni u biisi zugu Halli ka sɔ ka ni n‑nin toaai n‑goaai u; Dama u biisi maa zaa na ka ni.”","When Rama was a child, Kunkuma loved him very much. Rachel cried for her children, Halli, and refused to be comforted; because all her children were gone.",output_proprietary_batch1,17.171159782066198,39.9013622607886,28.5362610214274
"The angel said, “Get up and take the child and his mother back to Israel. The people who wanted to kill him are now dead.”","nti yɛli u, ni, “Doaama n‑zaŋŋi bii maa ni u ma la n‑labi Izraɛli tingbaŋŋu ni, dama ninvugseeba ban daa boori ba ku bii maa la kpiya.”","And he told him, ""Herod had taken the child and his mother and returned to the land of Israel, because the people who had wanted to kill the child had died.",output_proprietary_batch1,16.340836420369563,49.645825890605025,32.9933311554873
"and they went to live there in the town of Nazareth. So the Lord's promise came true, just as the prophet had said, “He will be called a Nazarene.”","Ka u daa doaai n‑kyaŋŋi n‑ti zinni Nazarɛti tiŋŋa ni. Ka dinŋɔ daa kyɛ ka di siri daa niŋi hoo anabidima ŋɔn daa tɔ'asi seem n‑zaali la, ni#:- “Ba ti ya m‑boonni u la Nazarɛti nira.”","And he went and settled in the town of Nazareth. This happened so that what the prophets had truly said might be fulfilled, saying: ""He will be called a Nazarene.",output_proprietary_batch1,28.795572389417316,50.33595188625235,39.56576213783484
John wore clothes made of camel's hair. He had a leather strap around his waist and ate grasshoppers and wild honey.,"Ŋɔn Gyɔni daa yeeri la arakoomi kɔbri bunyeerigu, ka daa mari gbaŋŋu n‑loori u seaa, ka u bundirigu daa nyɛ toori, ni siiri.","John the Baptist was preaching repentance, and he had clothing made of camel hair, and his food was locusts and wild honey.",output_proprietary_batch1,13.048038402447693,41.46371690730074,27.25587765487422
"Jesus answered, “The Scriptures also say, ‘Don't try to test the Lord your God!’ ”","Ka Yisa daa yɛli u, ni, “Ka di laa n‑sɔbi m‑paasi, ni, nyin di zamsi i Dugma Naawunni!”","And Jesus said to him, ""It is written, 'You shall worship the Lord your God!",output_proprietary_batch1,21.951524426618455,32.72626080811952,27.338892617368987
"The devil said to him, “I will give all this to you, if you will bow down and worship me.”","Ka yɛli u, ni, “I yi ti gbaani tiŋŋa n‑gyeem ma Naawunni gyeeŋŋu, n nin zaŋŋi anŋɔ zaa n‑ti i.”","And he said to him, ""If you will rule the land and serve my God, I will give all of it to you.",output_proprietary_batch1,16.25416791576053,42.505487057069715,29.379827486415124
"Don't suppose I came to do away with the Law and the Prophets. I did not come to do away with them, but to give them their full meaning.","Ka Yisa daa laa n‑yɛli, “Ya di teesi, ni, n kyɛnni na ni n ti sa'am Musa zaaligu ni anabidima la bulisigu yɛla. Ay! N bu kyɛ na ni n ti sa'am a ni, amaa ni n ti kyɛ ka a niŋi yɛlimaŋni.","And Jesus then said, ""Do not be troubled, for I have come to fulfill what was written about me in the Law of Moses and the Prophets. But! I have not come to fulfill you",output_proprietary_batch1,10.16310668683885,34.29578710109606,22.229446893967456
"But I tell you not to try to get even with a person who has done something to you. When someone slaps your right cheek, turn and let that person slap your other cheek.","Amaa man yɛtti ya wa, ni, yan di zabi ni ya ta'ai ya taalli daana tuma; faasee ka sɔ yi lɔbi i tampɛkka, nyin ŋmaligma kanla gba m‑paasi u.","But I tell you, they will choose you to do the work of the farm owner; even if it is a small plot of land, your strength will also help him.",output_proprietary_batch1,8.040192307586732,23.917394243248687,15.97879327541771
"If someone sues you for your shirt, give up your coat as well.","Sɔ yi ti ya taasi i kootu ni n‑deaai i bunyeerigu, ka laa m‑boori i kyinkyinni m‑paasi, nyin di mɔŋŋi u.","If someone has wronged you in court and disgraced you, and then wants to add more trouble for you, you should forgive him.",output_proprietary_batch1,3.802351022611669,33.21250874167979,18.50742988214573
