ref,text,translated,source_zip_file,chrf_sentence,corpus_bleu,corpus_chrf
"After Joseph woke up, he and Mary were soon married, just as the Lord's angel had told him to do.","Foesũ kĩ Yosef nyinya a, ɛkɔã Maria ndɛ ayekĩ Baguma ode fɔtɔ ɔnyanɛ bi ye a.","Before Joseph knew Maria, she had already conceived a child from the Holy Spirit.",output_proprietary_batch1,19.90951786990247,7.655122720591221,4.329819277108434
"The angel said, “Get up and take the child and his mother back to Israel. The people who wanted to kill him are now dead.”","ade ebi ye kĩ, “Yidza, kakpã obisɛ̃ a mɔ ɔma mimuniki minaa Israelfɔ tite akũ, kitonɛkĩ bikĩ bɛwɛ kĩ bakɔ obisɛ̃ a ku.”","""and he said to him, ""Go, tell this people all the words of Israel's children that I have spoken, and warn them that they should fear this people.""""",output_proprietary_batch1,28.349006712104458,7.655122720591221,4.329819277108434
"But when he heard that Herod's son Archelaus was now ruler of Judea, he was afraid to go there. Then in a dream he was told to go to Galilee,","Lɛmɛ kĩ Yosef nu kĩ bidzina Arkelao lɛgã nɛ ɔlɛga Herodes kadzakɔ̃ nɛ Yudea a, evila awã kanaa. Baguma buki ɛnyɛ foe ɛtsa ye nɛ kɔda kamɛ kĩ ɛtanaa awã, foesũ ɛdzakũ ɛnaa Galilea amantam kamɛ,","But when Joseph heard that Archelaus was reigning in place of his father Herod over Judea, he was afraid to go there. And having been warned in a dream, he withdrew to the region of Galilee,",output_proprietary_batch1,55.63700900869548,7.655122720591221,4.329819277108434
"He said, “Turn back to God! The kingdom of heaven will soon be here.”","Ɛlɛ kĩ, “Midani mi tɔwɔlɛ kamɛ, kitonɛkĩ Baguma lɛgãkanyakɔ̃ a fuã!”","""He said, ""I thank you very much, because God has answered my prayer!""",output_proprietary_batch1,19.539671292755102,7.655122720591221,4.329819277108434
From Jerusalem and all Judea and from the Jordan River Valley crowds of people went to John.,"Bati kato Yerusalem, Yudea tite flee mɔ tite a kĩ tifuã Yordan ɔwɔ a flee akũ kaya nɛ ye sɛkɛ̃.","And from Jerusalem, all the region of Judea and all the area around the Jordan River came to him.",output_proprietary_batch1,49.10133264289264,7.655122720591221,4.329819277108434
After Jesus had gone without eating for,"Kĩ Yesu dzi katanya, lɛnyɛ mɔ suwa fuwi tɛna flee a, kɔlɛ kɔ ye.","When Jesus died on the cross, the curtain in the temple tore in two, from top to bottom.",output_proprietary_batch1,17.920584026001936,7.655122720591221,4.329819277108434
"Jesus answered, “The Scriptures also say, ‘Don't try to test the Lord your God!’ ”","Yesu kpa mbuayɛ kĩ, “Lɛmɛ Katsɛlɛ Kpalɛwa a buki kɛlɛ kĩ, ‘Tasɔ boe Ɔlate nɔ Baguma a ɔdã.’ ”","""Jesus answered them, ""The Scripture says, 'I said you are gods and sons of the Most High.'""",output_proprietary_batch1,42.816985423913714,7.655122720591221,4.329819277108434
"You are the salt for everyone on earth. But if salt no longer tastes like salt, how can it make food salty? All it is good for is to be thrown out and walked on.","“Mila ndɛ lɛdɛmɛ mikpa batidziwa flee. Lɛmɛ ntɛ lɛdɛmɛ yɛla de ɔmɛnɛ ni, osi odima lɛláa kĩ baatsã bibuki bido de ɔmɛnɛ. Lɛdani fɔtsa pupulidza foesũ bata de kawula lɔkɔa bati asumini de.","Water is a liquid that has no color. When water is pure, it has no smell, and it has no taste that people can sense. Scientists have discovered that water is made up of two gases that have combined.",output_proprietary_batch1,19.78054888976263,7.655122720591221,4.329819277108434
"You know our ancestors were told, “Don't use the Lord's name to make a promise unless you are going to keep it.”","“Minu lɛmɛ kĩ bibi kɔkɔɛ bati a kĩ, ‘Mitatu mi fubo, mbom mikɛna nɛ fubo a kĩ milɔ mikpa boe Ɔlate a akũ.’","""When they heard all these things, they said, 'We also are children, and we want to follow the way that leads to God's house.'""",output_proprietary_batch1,17.89518836765038,7.655122720591221,4.329819277108434
"When you make a promise, say only “Yes” or “No.” Anything else comes from the devil. Revenge (Luke","Mikɔ̃ milɛ kĩ, ‘Oo,’ ĩye ‘Oowo.’ Kalɛ bɛbã kĩ mialɛ nɛ kakĩĩ liti to Oti Kpa a sɛkɛ̃. Yesu Fɔtsa Katsa Nɛ Tɔkpa Kakɛna Kase Tɔkpa Kɔtɔ Akũ.","They said yes, 'Yes,' they said 'Yes.' So they said that they would build a bridge over the Oti River. Jesus Christ the Son and the Father are One God Forever.",output_proprietary_batch1,14.210152507092952,7.655122720591221,4.329819277108434
Then you will be acting like your Father in heaven. He makes the sun rise on both good and bad people. And he sends rain for the ones who do right and for the ones who do wrong.,"ayekĩ míadani boe Ɔlɛga nɛ ode a babi. Kitonɛkĩ ye afɔ̃ suwa ata kakpa bati wĩ mɔ bati kpa flee, ade yafɔ̃ oni ako kakpa bati kĩ badã kpĩĩ mɔ bikĩ baádã kpĩĩ a flee a.","He went and told Ɔlɛga that he had come back. When they went to the farm the next day to harvest yams or harvest cassava, he would take his wife along so they could harvest together or they would harvest cassava together.",output_proprietary_batch1,21.022173293686837,7.655122720591221,4.329819277108434
"When you give to the poor, don't let anyone know about it.","Foesũ nɔ kɔ̃ ntɛ akɛna sɛmɛ kalɛ ɔkpa ohiãni ni, tafɔ̃ nɔ ɔkɔba paa malo linyi lɛtsama nɛ foe akũ.","When a woman becomes pregnant and her time to give birth arrives, she suffers pain because her hour has come.",output_proprietary_batch1,17.864308254954967,7.655122720591221,4.329819277108434
"When you pray, don't be like those show-offs who love to stand up and pray in the synagogues and on the street corners. They do this just to look good. I can assure you that they already have their reward.","“Ntɛ miabɔa mpaɛ ni, mitakɛna ndɛ anɛ kamɛ kɛkɛ fɔtsa bakɛnanɛ a aye. Bawɛ kayidza kadza kabɔa mpaɛ nɛ Yudafɔ fɔtsɛnakɔ̃ mɔ tɔblɔnu fɔbalikɔ̃ ayekĩ odi nyɛ odi aamɔ be. Mabi mi nɛ ɔnɔkɔali kamɛ kĩ bɛtɛ be kɔtɔkase a lodo kɔkɔɛ.","When we arrived there, we found that they had already prepared everything for us. They had built a large house for the Jewish leaders to meet in from time to time. We stayed with the chief of that village in his compound.",output_proprietary_batch1,26.302891926432892,7.655122720591221,4.329819277108434
"You should pray like this: Our Father in heaven, help us to honor your name.","Foesũ mibɔa mpaɛ kĩ, ‘Boe Ɔlɛga kĩ edeĩ nɛ ode, nɔ dĩ akũ lɛkpalɛ.","They answered him saying, 'John the Baptist and others, that you are one of the prophets.",output_proprietary_batch1,18.226957304476148,7.655122720591221,4.329819277108434
"Instead, comb your hair and wash your face.","Ntɛ asui onukpɛ̃ ni, vɔlɛ anɛ, do kugua nɛ lɔlɔ kamɛ kasɛla tɔlɔ,","And on the third day, they said, let us go and ask the diviner about it,",output_proprietary_batch1,15.44637429857951,7.655122720591221,4.329819277108434
"Then others won't know you are going without eating. But your Father sees what is done in private, and he will reward you. Treasures in Heaven (Luke","ayekĩ bati bɛbã lɛláanyi kĩ asui onukpɛ̃. Nɔ Ɔlɛga a, kĩ baámɔ mɔ anɛ a odi aanyi, ade Ɔlɛga a kĩ yamɔ fɔtsa nɛ kabɛla kamɛ a aase nɔ foe kɔtɔ a. Ode Lɛgãkanyakɔ̃ Nyɛ Akũ Kana Fɔtsa Kakpɔtakɔ̃.","because they were not following God's way. But God, because he loves us, he sent God's son with a new message to come and save us. He is called the Good News About God's Son.",output_proprietary_batch1,20.25328503033224,7.655122720591221,4.329819277108434
Look at the birds in the sky! They don't plant or harvest. They don't even store grain in barns. Yet your Father in heaven takes care of them. Aren't you worth much more than birds?,"Midã kɔvɔlabi, kɔádu funitsã, kɔákpɔta funitsã kako nɛ tili kamɛ, lɛmɛ mi Ɔlɛga nɛ ode a adɔɔla koe! Mbɔɛɛ mitátɛ kɔya miba kɔvɔlabi?","If you love me, keep my commandments, obey my commandments so that you may remain in me, just as I remain in the Father and do his will! Why do you say you love me?",output_proprietary_batch1,19.827636314397836,7.655122720591221,4.329819277108434
Everyone who asks will receive. Everyone who searches will find. And the door will be opened for everyone who knocks.,"Kitonɛkĩ odi nyɛ odi kĩ ɛwã fɔtsa ni, yana foe. Odi nyɛ odi kĩ ɛwɛ litsedi ni, yaamɔ de, ade odi nyɛ odi kĩ yabɔa opunu ni, baabinya bɛkpa ye.","If someone does what is good, he will be rewarded. If someone does what is bad, he will be punished, and if someone kills a person, they will kill him too.",output_proprietary_batch1,23.20874218190861,7.655122720591221,4.329819277108434
"But I will tell them, “I will have nothing to do with you! Get out of my sight, you evil people!” Two Builders (Luke","Ade awã mɔ maabi be kĩ, ‘Ĩnyína mi koũ. Midzakũ nɛ yĩ anɛ kamɛ, mi tɔkpa bakɛnanɛ!’ Yesu Fɔtsa Katsa Nɛ Fɔla Bakenɛ Nviã Akũ.","And they said to them saying, 'Release us. We are suffering here in this place, we are in great trouble!' Jesus Sent Out Seventy-Two Disciples.",output_proprietary_batch1,16.881464392726865,7.655122720591221,4.329819277108434
"So God's promise came true, just as the prophet Isaiah had said, “He healed our diseases and made us well.” Some Who Wanted To Go with Jesus (Luke","Fukĩ ɛkɛna kĩĩ ya nɛ foe kamɛ ndɛ ayekĩ Baguma Onukpɛ̃ Ɔnyɛnɛ Yesaya lɛ eyi kĩ, “Ye mɔawɛ lɛkɔa boe lubo kamɔ, mɔ fɔsɔ ahɔlɔ ahɔlɔ ete nɛ ye akũ!” Bati Kĩ Bɛwɛ Kĩ Baatomɔ Yesu.","That is why the prophet Isaiah spoke about them saying, ""They will hear with their ears but will not understand at all!"" This is the Word of our Lord Jesus.",output_proprietary_batch1,27.796630825773395,7.655122720591221,4.329819277108434
"After Jesus left in a boat with his disciples,",Yesu wo nɛ ɔkɔlɔ odi kamɛ ade ye fɔtsa bakɔlɛnɛ a tomɔ ye a.,Jesus went and sat down in a boat and taught the people on the shore.,output_proprietary_batch1,25.75553919047298,7.655122720591221,4.329819277108434
