ref,text,translated,source_zip_file,similarity_score,bleu_score,chrf_score,avg_score
"“In Ramah a voice was heard crying and weeping loudly. Rachel was mourning for her children, and she refused to be comforted, because they were dead.” The Return from Egypt","“Batii lanu sɛlɔ sewo di Rama alɛ boowi kaku osie kanya ku sɛnyaami. Rahel nikowi anta babi nɔɔ. Eesĩ kafɔɔ alɛ batanlo sɔɔ, diekye babi nɔɔ nwu nkpo lekpi.” Yosef, Maria Ku Yesu Lakple Di Egipte Kasɔ Suoto.","“When the time came for Rama to give birth, she went to her husband’s house to have the child. Rachel also went to her father’s house. When the time came for her to give birth, she went to her father’s house and died there.” Joseph, Mary, and Jesus’ Flight to Egypt.",Dec 08 output,,2.729931887047843,27.33116184703737,15.030546867042608
But I tell you that Solomon with all his wealth wasn't as well clothed as one of them.,"Kafɔɔ kɔtɔkɔ ye nlɛ, bia Ɔka Salomo omu, di lɛsaawɛ nɔɔ nimuu kamɛ, atakpee awu alɛ onyu aawo lepoo kamɛ atoto kpeele ya mmle kaamɛ lɛma onwii.","When the queen of Sheba heard about the fame of Solomon and his relationship with the name of the Lord, she came to test him with hard questions.",Dec 08 output,,1.8564670505078418,24.860221537491157,13.3583442939995
"On the day of judgment the people of Nineveh will stand there with you and condemn you. They turned to God when Jonah preached, and yet here is something far greater than Jonah.","Di lɛkankoyi nwu suoto yi, Niniwe batii mataka manyila makanko ye malo ye lɛpɔɔ, diekye baakyi di sikpile lɛma suoto di obe wɔ baanu ni Yona ɔlaa obuɛ. Kɔtɔkɔ ye nlɛ otii onwii nkpe ninfũ ɛɛtaka katoo alenke ni Yona.","When the people of Nineveh heard this, they believed God. They declared a fast, and all of them, from the greatest to the least, put on sackcloth. When Jonah’s warning reached the king of Nineveh, he rose from his throne, took off his royal robes, covered himself with sackcloth and sat down in the dust.",Dec 08 output,,5.512091553028842,36.6535370843889,21.08281431870887
"If God doesn't make the time shorter, no one will be left alive. But because of God's chosen ones, he will make the time shorter.","Kafɔɔ Saate lɛkɔkɔlɛ ayi nwu nkpo. Se diele nkpo ɛɛbla se otii kuonwii dilababu. Kafɔɔ ta batii nɔɔ ba eediki ɛɛta ni suoto oso, ɛɛkɔkɔlɛ ayi nwu.","Kafɔɔ Saate's leg was broken. He said that the leg was broken when he fell from the bicycle. Kafɔɔ was taken to the hospital and the doctors treated him, and his leg was broken.",Dec 08 output,,1.5167145487126126,18.22280829744196,9.869761423077287
This is why people still call that place “Field of Blood.”,"Nle mmle oso, bia miɛ bɔɔlɛɛ kasɔ nwu nkpo alɛ Ntɔ Kasɔ nɛ.","The child said, ""I will not go to the farm with Ntɔ Kasɔ today.""",Dec 08 output,,2.1476912089159055,13.782571915593284,7.965131562254594
"“In Ramah a voice was heard crying and weeping loudly. Rachel was mourning for her children, and she refused to be comforted, because they were dead.” The Return from Egypt","“Batii lanu sɛlɔ sewo di Rama alɛ boowi kaku osie kanya ku sɛnyaami. Rahel nikowi anta babi nɔɔ. Eesĩ kafɔɔ alɛ batanlo sɔɔ, diekye babi nɔɔ nwu nkpo lekpi.” Yosef, Maria Ku Yesu Lakple Di Egipte Kasɔ Suoto.","“When the time came for Rama to give birth, there was no room for them in the inn. Rachel was also very pregnant. And because the inn was full, they had to stay in a stable.” Joseph, Mary, and Jesus Flee to Egypt.",onesimus_31223989_Dec 12 output,,4.6354874824406345,31.431621251870766,18.033554367155702
But I tell you that Solomon with all his wealth wasn't as well clothed as one of them.,"Kafɔɔ kɔtɔkɔ ye nlɛ, bia Ɔka Salomo omu, di lɛsaawɛ nɔɔ nimuu kamɛ, atakpee awu alɛ onyu aawo lepoo kamɛ atoto kpeele ya mmle kaamɛ lɛma onwii.","The proverb says that when King Solomon was young, he did not know how to speak, but when he grew up, he could speak many languages and understand all things.",onesimus_31223989_Dec 12 output,,1.5393730252811677,23.313692909945782,12.426532967613475
"On the day of judgment the people of Nineveh will stand there with you and condemn you. They turned to God when Jonah preached, and yet here is something far greater than Jonah.","Di lɛkankoyi nwu suoto yi, Niniwe batii mataka manyila makanko ye malo ye lɛpɔɔ, diekye baakyi di sikpile lɛma suoto di obe wɔ baanu ni Yona ɔlaa obuɛ. Kɔtɔkɔ ye nlɛ otii onwii nkpe ninfũ ɛɛtaka katoo alenke ni Yona.","When the people of Nineveh heard this, they declared a fast, and all of them, from the greatest to the least, put on sackcloth. When word reached the king of Nineveh, he rose from his throne, took off his royal robes, covered himself with sackcloth, and sat down in the dust.",onesimus_31223989_Dec 12 output,,5.3680686619482705,33.08444269953948,19.226255680743876
"If God doesn't make the time shorter, no one will be left alive. But because of God's chosen ones, he will make the time shorter.","Kafɔɔ Saate lɛkɔkɔlɛ ayi nwu nkpo. Se diele nkpo ɛɛbla se otii kuonwii dilababu. Kafɔɔ ta batii nɔɔ ba eediki ɛɛta ni suoto oso, ɛɛkɔkɔlɛ ayi nwu.","Kafɔɔ Saate's children went to fetch water. When they got to the river, they saw a big snake. Kafɔɔ told them not to go near the snake, but they went anyway.",onesimus_31223989_Dec 12 output,,1.6047299884724648,19.74166932975251,10.673199659112488
This is why people still call that place “Field of Blood.”,"Nle mmle oso, bia miɛ bɔɔlɛɛ kasɔ nwu nkpo alɛ Ntɔ Kasɔ nɛ.","When the child was born, his father named him Kasɔ after his grandfather Ntɔ Kasɔ.",onesimus_31223989_Dec 12 output,,2.2869567780619007,11.59529590774904,6.941126342905471
"“In Ramah a voice was heard crying and weeping loudly. Rachel was mourning for her children, and she refused to be comforted, because they were dead.” The Return from Egypt","“Batii lanu sɛlɔ sewo di Rama alɛ boowi kaku osie kanya ku sɛnyaami. Rahel nikowi anta babi nɔɔ. Eesĩ kafɔɔ alɛ batanlo sɔɔ, diekye babi nɔɔ nwu nkpo lekpi.” Yosef, Maria Ku Yesu Lakple Di Egipte Kasɔ Suoto.","“When the time came for Rama to give birth, there was no room for them in the inn. Rachel also had no place to stay. And because the inn was full, they had to stay in a stable.” Joseph, Mary, and Jesus Fleeing to Egypt Story.",john_AC86BE0F_output (5),,2.8791992204436188,29.803927348208326,16.34156328432597
But I tell you that Solomon with all his wealth wasn't as well clothed as one of them.,"Kafɔɔ kɔtɔkɔ ye nlɛ, bia Ɔka Salomo omu, di lɛsaawɛ nɔɔ nimuu kamɛ, atakpee awu alɛ onyu aawo lepoo kamɛ atoto kpeele ya mmle kaamɛ lɛma onwii.","When Kafɔɔ was speaking to the people, the son of King Solomon stood up and said, ""I have heard the words of the elders, but I have not seen the path they walked. Therefore, I will follow my own path and see where it leads me.""",john_AC86BE0F_output (5),,0.952597016640547,23.69882229390652,12.325709655273533
"On the day of judgment the people of Nineveh will stand there with you and condemn you. They turned to God when Jonah preached, and yet here is something far greater than Jonah.","Di lɛkankoyi nwu suoto yi, Niniwe batii mataka manyila makanko ye malo ye lɛpɔɔ, diekye baakyi di sikpile lɛma suoto di obe wɔ baanu ni Yona ɔlaa obuɛ. Kɔtɔkɔ ye nlɛ otii onwii nkpe ninfũ ɛɛtaka katoo alenke ni Yona.","When the people of Nineveh heard this, they believed God. They declared a fast, and all of them, from the greatest to the least, put on sackcloth. When Jonah’s message reached the king of Nineveh, he rose from his throne, took off his royal robes, covered himself with sackcloth and sat down in the dust.",john_AC86BE0F_output (5),,5.512091553028842,36.655977532122755,21.0840345425758
"If God doesn't make the time shorter, no one will be left alive. But because of God's chosen ones, he will make the time shorter.","Kafɔɔ Saate lɛkɔkɔlɛ ayi nwu nkpo. Se diele nkpo ɛɛbla se otii kuonwii dilababu. Kafɔɔ ta batii nɔɔ ba eediki ɛɛta ni suoto oso, ɛɛkɔkɔlɛ ayi nwu.","Kafɔɔ Saate's heart was heavy with sorrow. He knew that sorrow would lead him to a place of no return. Kafɔɔ then decided to take his own life by hanging himself with a rope, and his heart was heavy with sorrow.",john_AC86BE0F_output (5),,1.2157709822493183,18.378734722033567,9.797252852141442
This is why people still call that place “Field of Blood.”,"Nle mmle oso, bia miɛ bɔɔlɛɛ kasɔ nwu nkpo alɛ Ntɔ Kasɔ nɛ.","When the child grows, he will know that the world is not as big as the World itself.",john_AC86BE0F_output (5),,2.5197593442434796,16.20945483903599,9.364607091639733
