ref,text,translated,source_zip_file,similarity_score,bleu_score,chrf_score,avg_score
"and the man exclaimed, “Here is someone like me! She is part of my body, my own flesh and bones. She came from me, a man. So I will name her Woman!”","Ni Adam kē̱: Agbe̱ne̱ ene̱ dši wu ni dše̱ miwui le̱ amli ke̱ lō ní dše̱ mihelo le̱ mli; aatšé̱ mone̱ yō, edšake̱ nū mli adšiele̱ ke̱-dše̱.","And Adam said: This is now bone of my bones, and flesh of my flesh: she shall be called Woman, because she was taken out of Man.",Dec 08 output,,2.7669054759957565,23.128673591758655,12.947789533877206
"The king was good to Abram because of Sarai, and Abram was given sheep, cattle, donkeys, slaves, and camels.","Ni ehĩe Abram dšogbāṅ ye̱ ehewo̱, ni ená tōi ke̱ tšinai ke̱ tedšihĩĩ ke̱ we-hĩĩ ke̱ weyei ke̱ tedšiyei ke̱ yomai.","And Abram went up from there to the mountain, and he took his wife and all that he had, and his brother Lot with him, and his goods, and the people that they had gotten in Haran.",Dec 08 output,,3.025214638175392,23.966178618284133,13.495696628229762
"I asked her who her father was, and she answered, “My father is Bethuel the son of Nahor and Milcah.” At once I put the ring in her nose and the bracelets on her arms.","Ni mibile̱ ake̱: Namo bi dšio? Ni ekē̱: Betuel, Nahor bi ni eke̱ Milka fo̱ le̱, bi dšimi. Ni miṅõ ga le̱ miwo egugõṅ, ni miṅõ ninešigai le̱ miwo enine;","These are my relatives: Whose daughter are you? I said: Betuel, the son of Nahor whom Milka bore to him, is my father. Then I gave her a nose-ring and two bracelets;",Dec 08 output,,7.872197086401115,33.49847175772308,20.6853344220621
"Potiphar left everything up to Joseph, and with Joseph there, the only decision he had to make was what he wanted to eat. Joseph was well-built and handsome,","Nohewo̱ le̱ etu enibii fẽ ní eyo̱ le̱ ewo Iosef deṅ, ni ekwe̱e̱ enokonoko ake̱ dša nii ní eyeo̱ ke̱ke̱. Ni Iosef he ye̱ fe̱o ni ehĩe hũ ye̱ fe̱o.","This is why the elders were very happy when they heard that Joseph was coming, and they prepared a big feast for him. And Joseph gave them a lot of food.",Dec 08 output,,3.5410607693940146,28.073982242372068,15.807521505883042
"who said, “You have already taken my sons Joseph and Simeon from me. And now you want to take away Benjamin! Everything is against me.”","Ni ame̱tše̱ Iakob kē̱ame̱ ake̱: Nyekpakpā mibii ye̱ mihe: Iosef be̱, ni Simeon be̱, ni nyebaṅõ Benyamin hũ ke̱-ya; ene̱mei ne̱ fẽ le̱ mino̱ kã!","It was then that Jacob called his sons and said: Gather together that I may tell you what will befall you in the days to come: Reuben and Simeon and Levi and Judah and all the others, including Joseph and Benjamin;",Dec 08 output,,2.816436055679256,30.246343016922623,16.53138953630094
"and the man exclaimed, “Here is someone like me! She is part of my body, my own flesh and bones. She came from me, a man. So I will name her Woman!”","Ni Adam kē̱: Agbe̱ne̱ ene̱ dši wu ni dše̱ miwui le̱ amli ke̱ lō ní dše̱ mihelo le̱ mli; aatšé̱ mone̱ yō, edšake̱ nū mli adšiele̱ ke̱-dše̱.","And the Lord said: Behold I give unto you every herb bearing seed which is upon the face of all the earth, and every tree which hath in itself the seed of its own kind to you it shall be for meat.",onesimus_31223989_Dec 12 output,,1.367356530572108,18.256843198986246,9.812099864779178
"The king was good to Abram because of Sarai, and Abram was given sheep, cattle, donkeys, slaves, and camels.","Ni ehĩe Abram dšogbāṅ ye̱ ehewo̱, ni ená tōi ke̱ tšinai ke̱ tedšihĩĩ ke̱ we-hĩĩ ke̱ weyei ke̱ tedšiyei ke̱ yomai.","And Abram took Sarai his wife, and Lot his brother's son, and all their possessions that they had gathered, and the persons that they had gotten in Haran, and they went out to go into the land of Canaan.",onesimus_31223989_Dec 12 output,,3.031060490822769,23.033752051584948,13.032406271203858
"I asked her who her father was, and she answered, “My father is Bethuel the son of Nahor and Milcah.” At once I put the ring in her nose and the bracelets on her arms.","Ni mibile̱ ake̱: Namo bi dšio? Ni ekē̱: Betuel, Nahor bi ni eke̱ Milka fo̱ le̱, bi dšimi. Ni miṅõ ga le̱ miwo egugõṅ, ni miṅõ ninešigai le̱ miwo enine;","These are my relatives: Whose daughter are you? I said: Betuel, the son of Nahor whom Milka bore to him, is my father. Then I gave her a nose-ring and two armlets;",onesimus_31223989_Dec 12 output,,7.727691704314195,30.649712741281967,19.18870222279808
"Potiphar left everything up to Joseph, and with Joseph there, the only decision he had to make was what he wanted to eat. Joseph was well-built and handsome,","Nohewo̱ le̱ etu enibii fẽ ní eyo̱ le̱ ewo Iosef deṅ, ni ekwe̱e̱ enokonoko ake̱ dša nii ní eyeo̱ ke̱ke̱. Ni Iosef he ye̱ fe̱o ni ehĩe hũ ye̱ fe̱o.","This is why the elders used to say when they referred to Joseph, that is, the one whom God had given them as a replacement. And Joseph was very handsome.",onesimus_31223989_Dec 12 output,,6.667753529251714,34.11664794600074,20.392200737626226
"who said, “You have already taken my sons Joseph and Simeon from me. And now you want to take away Benjamin! Everything is against me.”","Ni ame̱tše̱ Iakob kē̱ame̱ ake̱: Nyekpakpā mibii ye̱ mihe: Iosef be̱, ni Simeon be̱, ni nyebaṅõ Benyamin hũ ke̱-ya; ene̱mei ne̱ fẽ le̱ mino̱ kã!","Then he said to Jacob again, ""My sons are all here; Joseph is here too, and Simeon is here, and Benjamin; now you can go; but as for me, I will not go!""",onesimus_31223989_Dec 12 output,,3.236535997754842,32.14919927788631,17.692867637820576
