ref,text
"“A virgin will have a baby boy, and he will be called Immanuel,” which means “God is with us.”","“Hwɛ, babunu he bɛfa afuro na wawo ba beema, na bɛato ne dini sɛ Immanuel,” asekyerɛ ne sɛ, ."
more to the birth of the Messiah. The Birth of Jesus (Luke,"na Asor woo Sadok, na Sadok woo Akim, na Akim woo Elihud,"
"This is how Jesus Christ was born. A young woman named Mary was engaged to Joseph from King David's family. But before they were married, she learned that she was going to have a baby by God's Holy Spirit.","Afei kwane a bɛfaa so woo Yesu Kristo di: Berɛ a bɛde ne maame Maria maa Yosef sɛ asiwa, na bennya ntenaa sɛ awarefoɔ he, behuu sɛ Maria afa afuro a ofiri Honhom Kronkron."
Joseph was a good man and did not want to embarrass Mary in front of everyone. So he decided to quietly call off the wedding.,"Ɔnam sɛ na Yosef a ɔyɛ n'asiwa yerɛ he yɛ nipa tenenee na ɔmpɛ sɛ obegu Maria anim ase badwam nti, ɔbɔɔ ne tim pɔ sɛ obegyae no kokoam."
"While Joseph was thinking about this, an angel from the Lord appeared to him in a dream. The angel said, “Joseph, the baby that Mary will have is from the Holy Spirit. Go ahead and marry her.","Nso berɛ a ɔyɔɔ sɛ obetu saa anammɔn he pɛ ne Nyankopɔn bɔfoɔ yii ne ho adi kyerɛɛ no daeɛso mu, kaa sɛ, “Yosef, Dawid ba, nsuro sɛ wobɛfa Maria a ɔyɛ w'asiwa-yerɛ he akɔ wo fie, efiri sɛ, abɔfra a ɔnyem no he firi Honhom Kronkron."
"Then after her baby is born, name him Jesus, because he will save his people from their sins.”","Ɔbɛwo ba beema, na to ne dini Yesu, efiri sɛ ɔno ne bɛgye ne nkurofoɔ afiri bɛ bɔne mu.”"
"So the Lord's promise came true, just as the prophet had said,","Yei nyinaa siiɛ sɛdeɛ asɛm a Awurade nam diyifoɔ he so kaeɛ he bɛbam sɛ,"
"After Joseph woke up, he and Mary were soon married, just as the Lord's angel had told him to do.","Berɛ a Yosef nyane firii ne nna mu he, ɔyɔɔ sɛdeɛ Awurade bɔfoɔ he hyɛɛ no sɛ ɔnyɔ he; na ɔfaa Maria baa ne nkyɛne sɛ ne yerɛ,"
But they did not sleep together before her baby was born. Then Joseph named him Jesus.,nso wamfa ne ho anka no kosii sɛ ɔwoo ba beema; na ɔtoo ne dini Yesu.
"When Jesus was born in the village of Bethlehem in Judea, Herod was king. During this time some wise men from the east came to Jerusalem","Hene Herode berɛ so he, bɛwoo Yesu Betlehem a ɔya Yudea. Na yei akyi he, nsoromma mu animdefoɔ bi firi apieeɛ baa Yerusalem,"
