ref,text
In the beginning God created the heavens and the earth.,"Bunso zaa piiligu, Naawunni n daa n maalini saazu ni tiŋŋa."
"The earth was barren, with no form of life; it was under a roaring ocean covered with darkness. But the Spirit of God was moving over the water. The First Day","Tiŋŋa maa daa n niŋini binyoo, ka ligu ni koom paali u, Naawunni sii poli n jinna koom maa."
"God said, “I command light to shine!” And light started shining.","Niŋi n na, Naawun yeli, “Cheli paaligu ta.” Lala mi niŋi."
God looked at the light and saw that it was good. He separated light from darkness,"O nye paaligu maa, ka o veela. O barigi paaligu maa yi ligu la niŋi."
"and named the light “Day” and the darkness “Night.” Evening came, then morning—that was the first day. The Second Day","O booli paaligu maa bee, ka booli ligu la mi yiiŋu. Zaanoori ni boguuniŋi n daa n niŋi o dapiiligu."
"God said, “I command a dome to separate the water above it from the water below it.”","Ka Naawunni lee n yeli, “Cheli bobiri barigi koom maa buyi."
And that's what happened. God made the dome,"Bobiri maa ti seesi du saa, ka seesi ba tiŋŋa.”"
"and named it “Sky.” Evening came, then morning—that was the second day. The Third Day",Ka Naawunni booli bobiri maa sagbaŋŋu. O zaanoori ni boguuniŋi n daa n niŋi daba ayi daari.
"God said, “I command the water under the sky to come together in one place, so there will be dry ground.” And that's what happened.","Ka Naawunni lee n yeli, “Cheli koseesi n ba tiŋŋa laŋsi ziluŋko, ka tiŋgbaŋŋu kuuŋu o ta.” Lala mi niŋi."
"God named the dry ground “Land,” and he named the water “Ocean.” God looked at what he had done and saw that it was good.","O booli tiŋgbaŋŋu kuuŋu la tiŋŋa, ka kolaŋsira la mini teeku. O nyaasi a, ka a veela."
"God said, “I command the earth to produce all kinds of plants, including fruit trees and grain.” And that's what happened.","Ka Naawunni lee n yeli, “Cheli tiŋgbaŋŋu buli bumbula, seesi a niŋi chi baligu, ka seesi a niŋi tiisi baligu, ka a wanna.” A mi niŋi."
"The earth produced all kinds of vegetation. God looked at what he had done, and it was good.","Lala n na tiŋgbaŋŋu maa buli bumbula balisi. Naawunni nyaasi a, ka a veela."
"Evening came, then morning—that was the third day. The Fourth Day",O zaanoori ni boguuniŋi n daa n niŋi daba ata daari.
"God said, “I command lights to appear in the sky and to separate day from night and to show the time for seasons, special days, and years.","Ka Naawunni lee n yeli, “Cheli paaligusi ta sagbana niŋi, a barigi bee ni yiiŋu, jemani, daasi, a ni yuma."
I command them to shine on the earth.” And that's what happened.,"A zaa ni ba sagbana niŋi, a tira tiŋgbaŋŋu maa paaligu.” A mi niŋi."
"God made two powerful lights, the brighter one to rule the day and the other to rule the night. He also made the stars.","Lala n na, Naawunni maali paaligu karigu ni paaligu bila, ŋa la o tira bee paaligu, ŋa la o tira yiiŋu paaligu. Ka o maali ŋmeribiisi gba."
"Then God put these lights in the sky to shine on the earth,","A zaa ba sagbana niŋi tira tiŋgbaŋŋu maa paaligu,"
"to rule day and night, and to separate light from darkness. God looked at what he had done, and it was good.","a nyaasira bee ni yiiŋu, ka barigi paaligu yi ligu niŋi. Naawunni nyaasi a, ka a veela."
"Evening came, then morning—that was the fourth day. The Fifth Day",O zaanoori ni boguuniŋi n daa n niŋi daba anaasi daari.
"God said, “I command the ocean to be full of living creatures, and I command birds to fly above the earth.”","Ka Naawunni lee n yeli, “Cheli koom puu bunvuusira baligu zaa, a zoo n ba niŋi chaŋina. Ka cheli binyigira zaa, a ba niŋi yigira sagbana zu.”"
"So God made the giant sea monsters and all the living creatures that swim in the ocean. He also made every kind of bird. God looked at what he had done, and it was good.","Naawunni daa n maali binnyaara kara niŋi koom puwa, a ni koom puu binnyaara zaa, a zoo n chaŋina, a ni niinsi balisi zaa. Naawunni nyaasi a, ka a veela."
Then he gave the living creatures his blessing—he told the ocean creatures to increase and live everywhere in the ocean and the birds to increase everywhere on earth.,"Naawunni nafa a, ka yeli, “Ya wasi n paali koom maa niŋi. Ka niinsi gba, a wasi.”"
"Evening came, then morning—that was the fifth day. The Sixth Day",O zaanoori ni boguuniŋi n daa n niŋi daba anu daari.
"God said, “I command the earth to give life to all kinds of tame animals, wild animals, and reptiles.” And that's what happened.","Ka Naawunni lee n yeli, “Cheli tiŋgbaŋŋu binnyaara ni a balisi zaa ba niŋi, yiri buŋkobiri, moo puwa buŋkobiri, a ni binnyaara zaa.” A mi niŋi."
"God made every one of them. Then he looked at what he had done, and it was good.","Naawunni maali a zaa, ka nyaasi a, ka a veela."
"God said, “Now we will make humans, and they will be like us. We will let them rule the fish, the birds, and all other living creatures.”","Ka Naawunni lee n yeli, “Cheli ti maali nisaaladima, ba ŋmaani ti, ka mari daama, a yi koom puu koroto niŋi, niinsi, a ni tiŋgbaŋŋu buŋkobiri zaa niŋi.”"
So God created humans to be like himself; he made men and women.,"Naawunni maali nisaaladima, ba ŋmaani u. O maali ba daba ni poga."
"God gave them his blessing and said: Have a lot of children! Fill the earth with people and bring it under your control. Rule over the fish in the ocean, the birds in the sky, and every animal on the earth.","Naawunni nafa ba, ka yeli, “Ya dogira biisi, a paali tiŋgbaŋŋu maa, ka nyaasira u, a mari daama, a yi koom puu koroto niŋi, saazu niinsi, a ni bini zaa n chaŋina tiŋgbaŋŋu maa niŋi."
I have provided all kinds of fruit and grain for you to eat.,"Ya nyaasi, m ti ya ni chi baligu, a ni tiisi wala, a niŋi ya bindira."
"And I have given the green plants as food for everything else that breathes, including animals, both wild and tame, and birds. And so it was.","M naani moori ni vaari ti buŋkobiri, niinsi a ni tiŋvuurigusi, a niŋi a bindira.” Lala mi niŋi."
"God looked at what he had done. All of it was very good! Evening came, then morning—that was the sixth day.","Ka Naawunni nyaasi bunso zaa o n maali maa, ka a veela ga. O zaanoori ni boguuniŋi n daa n niŋi daba ayoobu daari."
So the heavens and the earth and everything else were created. The Seventh Day,N ŋa n na saazu ni tiŋŋa ni bunso zaa n ba a niŋi daa n maali.
"By the seventh day God had finished his work, and so he rested.","Daba ayapoin daari Naawunni tuma maa baasi, ka o naa dindaari maa vuusi."
"God blessed the seventh day and made it special, because on that day he rested from his work.","Naawunni nafa daba ayapoin daari maa, ka loobi u vuusim daa, a kpali bo, o tuma maa zaa baasiya."
"That's how God created the heavens and the earth. The Garden of Eden When the Lord God made the heavens and the earth,","Seema Naawunni n daa n maali saazu ni tiŋŋa n na la. Seema Naawunni n maali nisaala n ŋa Duuma Naawunni n daa maali saazu ni tiŋŋa zaa la,"
"no grass or plants were growing anywhere. God had not yet sent any rain, and there was no one to work the land.","vatuya ni bumbula daa na ka niŋi, a kpali Duuma Naawunni na bi ti saa ta, ka nira zaa daa n na ka, o ko tiŋgbaŋŋu maa niŋi."
But streams came up from the ground and watered the earth.,"Ama koom daa n bulisini yi tiŋŋa, a du n maagira tiŋgbaŋŋu maa zaa."
"The Lord God took some soil from the ground and made a man. God breathed life into the man, and the man started breathing.","A jemani maa Duuma Naawunni naa tanni me daba, ka vuusi nyevuri vuusim niŋi o ŋoya niŋi, o loobi nyevuri daana."
"The Lord made a garden in a place called Eden, which was in the east, and he put the man there.","Ka ti Duuma Naawunni digili pu, a yi Idin paaligu n ba wuluŋu pusigu, ka naa daba maa niŋi nisaaniŋi."
The Lord God filled the garden with all kinds of beautiful trees and fruit trees. Two other trees were in the middle of the garden. One of these gave life—the other gave the wisdom to know the difference between right and wrong.,"Niŋi n na, Duuma Naawunni ti tisuma zaa baligu buli, seesi wala n veela buli. Tiisi ayi za pu maa sunsuuniŋi, ŋala tira nyevuri, ka ŋala mi tira yasuma ni yabeeri baŋinisim."
"From Eden a river flowed out to water the garden, then it divided into four rivers.","Mogiri mi daa n bani Idin paaligu, a zo n ti maagira pu maa, ka barigi bunaasi."
"The first one is the Pishon River that flows through the land of Havilah,","Piiligu mogiri maa ba boona Pison, o zo n wara Havila paaligu zaa."
"where pure gold, rare perfumes, and precious stones are found.","Sugasuma mi ba niŋi, a ni tulalesuma, a ni kuguso n mari tono."
The second is the Gihon River that winds through Ethiopia.,"Moga ayi daana maa n niŋi Gihon, o mi zo n wara Kusi paaligu zaa."
"The Tigris River that flows east of Assyria is the third, and the fourth is the Euphrates River.","Moga atadaana maa n niŋi Tigirisi, a zo n yiira Asiriya paaligu n ba wuluŋu pusigu. Moga anaasidaana maa n niŋi Yufireeti."
The Lord God put the man in the Garden of Eden to take care of it and to look after it.,"Duuma Naawunni n naa daba maa niŋi pu la n ba Idin paaligu la o doosira, ka nyaasira u."
"But the Lord told him, “You may eat fruit from any tree in the garden,","Ka ti u zaaligu yeli, “E ni tee n di pu maa tiisi zaa wala,"
"except the one that has the power to let you know the difference between right and wrong. If you eat any fruit from that tree, you will die before the day is over!”","ama, da pa ti di tiso n tira yasuma ni yabeeri baŋinisim la wala. A kpali bo, dindaso zaa e n di u, e ni kpi.”"
"The Lord God said, “It isn't good for the man to live alone. I will make a suitable partner for him.”","Niŋi n na, Duuma Naawunni yeli, “O bi daga daba ko n ba niŋi, m ni maali suŋina, o niŋi o todaana.”"
