ref,text
In the beginning God created the heavens and the earth.,"Komɛlbwa mumpar la, Korowii ta nyundua ne harɛ."
"The earth was barren, with no form of life; it was under a roaring ocean covered with darkness. But the Spirit of God was moving over the water. The First Day","A ɡɛ saŋ la dɛ harɛ ta mar dɔe, dɛ komɛlbwa toole o ta. Dɛ nee tɔ komɛlbwa ta asɛ bɔr bir kpirkpir ken, asɛ Korowii Doma do nee la sie dɛ la dɛɛ ba."
"God said, “I command light to shine!” And light started shining.","Belaa Korowii ŋɔ, <<Bɔ́r chaah.>> Asɛ bɔr chaah."
God looked at the light and saw that it was good. He separated light from darkness,"O na bochaah la kɛŋɔ o wer. Asɛ o pere bochaah la le biro la bini,"
"and named the light “Day” and the darkness “Night.” Evening came, then morning—that was the first day. The Second Day",dɛ pa bochaah la sɔn <bɔrchaahna> asɛ dɛ pa biro la ɡe sɔn <bɔrjoe>. Asɛ bɔr jo dɛ chaah. Onee tɔpere waa tɔ sie.
"God said, “I command a dome to separate the water above it from the water below it.”","Korowii berɔ ŋɔ, <<Née la pere anɛ ásɛ ane kaa nyundua ásɛ ane ka harɛ.>>"
"and named it “Sky.” Evening came, then morning—that was the second day. The Third Day",Asɛ o pa bɔr waa chɔ a baah ta la sɔn <nyundua>. Asɛ bɔr jo dɛ chaah. Onee tɔpere waa teŋa nɛɛ.
"God said, “I command the water under the sky to come together in one place, so there will be dry ground.” And that's what happened.","Belaa Korowii ŋɔ, <<Née la aa ka harɛ la ka chɔ bobeŋkpoŋ ásɛ a ka harɛpɛɛ chɔ.>> Asɛ a ɛ ɡɛ."
"God named the dry ground “Land,” and he named the water “Ocean.” God looked at what he had done and saw that it was good.","Asɛ o pa harɛpɛɛ la sɔn <harɛ>, dɛ pa nee la aa chɔ bobeŋkpoŋ la ɡe sɔn <mpo>, dɛ na kɛŋɔ a wer."
"God said, “I command the earth to produce all kinds of plants, including fruit trees and grain.” And that's what happened.","Dɛ ŋɔ, <<Hárɛ pɛɛ la le kpɔɡa ne daa bwa soo siwi. Anɔ la aa dɛ ɛ bie ne daa aa dɛ nɔnɛ dɛ dɔ bie a bini bwa.>> Asɛ a ɛ ɡɛ."
"The earth produced all kinds of vegetation. God looked at what he had done, and it was good.",Harɛpɛɛ la le kpɔɡa ne daa bwa soo siwi. Anɔ la aa dɛ ɛ bie ne daa aa dɛ nɔnɛ dɛ dɔ bie a bini bwa. Asɛ Korowii na kɛŋɔ a wer.
"Evening came, then morning—that was the third day. The Fourth Day","Asɛ bɔr jo dɛ chaah, onee tɔpere waa teŋa tooro."
"God said, “I command lights to appear in the sky and to separate day from night and to show the time for seasons, special days, and years.","Asɛ Korowii ŋɔ, <<Kwáa chaah nyundua dɛ́ korɛ webaŋa le jwaana ta, dɛ́ baɡle tɔpera ne bene ne saŋ bɛla"
I command them to shine on the earth.” And that's what happened.,dɛ́ɛ chaah nyundua ne harɛ bwa.>> Asɛ a ɛ ɡɛ.
"God made two powerful lights, the brighter one to rule the day and the other to rule the night. He also made the stars.","Korowii ta konjena anɛ aa chaah. Anee wee ne korobie. Wee la kan dɛɛ chaah kohona bɔr chaahna saŋ, asɛ korobie waa do jeɡa la ɡe ɛɛ chaah jwaana. O ta weweela ɡe."
"Then God put these lights in the sky to shine on the earth,","O kpɔ ɡɛ kwaa nɔ bwa do nyundua asɛ aa chaah harɛ,"
"to rule day and night, and to separate light from darkness. God looked at what he had done, and it was good.","bɛl dɛ ɛ toma jwaana bɛl ɡee ɛ toma bɔr chaahna saŋ, dɛ pere biro le bochaah ta. Asɛ Korowii na kɛŋɔ a wer."
"Evening came, then morning—that was the fourth day. The Fifth Day","Asɛ bɔr jo dɛ chaah, onee tɔpere waa teŋa naarɛ."
"God said, “I command the ocean to be full of living creatures, and I command birds to fly above the earth.”","O berɔ ŋɔ, <<Pɛ́ŋa ne nee bini koŋkwaa su nee la ta pirim ásɛ jumbii ne koŋɡaahla do nyundua dɛɛ ɡah.>>"
"So God made the giant sea monsters and all the living creatures that swim in the ocean. He also made every kind of bird. God looked at what he had done, and it was good.","Korowii ta mpo bini oljena ne koŋkwaa bwa aa lɔ nee bini pirim, ne jumbii ne koŋɡaahla ɡɛ a bwa soo siwi aa doa. Asɛ o na kɛŋɔ a wer."
Then he gave the living creatures his blessing—he told the ocean creatures to increase and live everywhere in the ocean and the birds to increase everywhere on earth.,"Asɛ Korowii swee andɛɛɡa tɛa dɛ ŋɔ, <<Hé loɡle dɛ́ warɛ dɛ su neerare ne mpo, ásɛ jumbii la ɡe loɡle dɛ́ su harɛ.>>"
"Evening came, then morning—that was the fifth day. The Sixth Day","Asɛ bɔr jo dɛ chaah, onee tɔpere waa teŋa nue."
"God said, “I command the earth to give life to all kinds of tame animals, wild animals, and reptiles.” And that's what happened.","Asɛ Korowii ŋɔ, <<Hweera kwaa bwa soo siwi ba harɛ ta, kpɔɡ bini olchɔɡa, ne kondɛɛra ne anɔ la aa dɛ tuuɡi tea ta ne anɔ la aa dɛ huuh, a bwa ne a soo siwi.>> Asɛ a ɛ ɡɛ."
"God made every one of them. Then he looked at what he had done, and it was good.","Korowii ta a bini bɛlbwa soo siwi. Waa na kwaa waa taa la, o nao kɛŋɔ a wer."
