ref,text
In the beginning God created the heavens and the earth.,A nyini piilimka po ate Wen a nye wenzukku ale tɛŋka la.
"The earth was barren, with no form of life; it was under a roaring ocean covered with darkness. But the Spirit of God was moving over the water. The First Day",Tɛŋka a jam ka magsa ale chim tɛŋ koruk. Legi nna kpitɔ ale jam a lik nya liuŋtaŋa ate Wen Chiika a yaa bo nyiamu zuk a ja.
"God said, “I command light to shine!” And light started shining.","Ate Wen yaa weeni ayen, <<Ku be nyaksi a nya,>> ate ku yaa a nya."
God looked at the light and saw that it was good. He separated light from darkness,"Wen a nya ayen, ku la a nya la a nala, ate wa gaari nyaka legini po."
"and named the light “Day” and the darkness “Night.” Evening came, then morning—that was the first day. The Second Day",Wen yaa wi ku le nyaksi a nya la ayen kantueŋ ale a wi legini ayen yok. Ate saluik ale junɔi yaa deri boro. Piilimka danni jam le la.
"God said, “I command a dome to separate the water above it from the water below it.”","Wen yaa ŋman weeni ayen, <<Basi ate peelim a bo nyaataŋa suŋsuŋ a gaari ti tɔgatɔga.>>"
"and named it “Sky.” Evening came, then morning—that was the second day. The Third Day",Wen yaa wi ŋmazukku ayen wen. Ate saluik ale junɔi a ŋman boro. Da dila jam saari ka daa ŋaye.
"God said, “I command the water under the sky to come together in one place, so there will be dry ground.” And that's what happened.","Wen yaa ŋman weeni ayen, <<Basi ate nya buui ale bo tɛŋka la a chuiri ga duek jigi yeŋ ate tɛŋ kosik a nya.>> Ate ku nye dila."
"God named the dry ground “Land,” and he named the water “Ocean.” God looked at what he had done and saw that it was good.",Wen yaa wi tɛŋ kosikka ayen tɛŋ alege a wi nya tii ale chuiri dua jigi yeŋ ka la ayen nyakpiem. Wen yaa nya ate ku nala te wa.
"God said, “I command the earth to produce all kinds of plants, including fruit trees and grain.” And that's what happened.","Wen yaa weeni ayen, <<Basi ate ŋanta tɔgatɔga ale tiisa a nyini tɛŋka zuk ate ba a yɔni yɔna a ta bie a va ba buuni ale ka diila.>> Ate ku nye dila."
"The earth produced all kinds of vegetation. God looked at what he had done, and it was good.",Ate ŋanta tɔgatɔga ale tiisa a nyini tɛŋka zuk a yɔni yɔna a ta bie a va ba buuni ale ka diila. Wen yaa nya ate ku nala te wa.
"Evening came, then morning—that was the third day. The Fourth Day",Ate saluik ale junɔi a ŋman boro. Da dila jam saari ka daa ŋata.
"God said, “I command lights to appear in the sky and to separate day from night and to show the time for seasons, special days, and years.","Wen yaa ŋman weeni ayen, <<Basi ate ŋan nyaksinta a bo wenzukku a gaari yok ale kantueŋ. Ŋan bala mɛ ale ba gaari wenkarik ale yoei ale daa ale bena."
I command them to shine on the earth.” And that's what happened.,Bala mɛ ale ba bo wenzukku a nyaksi ate tɛŋka zuk a nya.>> Ate ku nye dila.
"God made two powerful lights, the brighter one to rule the day and the other to rule the night. He also made the stars.",Wen a nye ka ŋan nyaksin kpienta baye wenbinni ale chiika. Wenbinni ale soa kantueŋka ate chiika a soa yokku. Wa nye chiŋmarisaŋa mɛ.
"Then God put these lights in the sky to shine on the earth,","Wen a nye ba kama a basi wenzukku ayen tɛŋka zuk a nya,"
"to rule day and night, and to separate light from darkness. God looked at what he had done, and it was good.",wenbinni a nya kantueŋ abe chiika mɛ a nya yokku. Wenbinni le chiika ale poori legini. Wen yaa nya ayen ku nala a te wa.
"Evening came, then morning—that was the fourth day. The Fifth Day",Ate saluik ale junɔi a ŋman boro. Da dila a saari ka daa ŋanaansi.
"God said, “I command the ocean to be full of living creatures, and I command birds to fly above the earth.”","Wen yaa ŋman weeni ayen, <<Basi ate nyiamu a ta ŋanvuta abe nuinsa a yiri wenzukku.>>"
"So God made the giant sea monsters and all the living creatures that swim in the ocean. He also made every kind of bird. God looked at what he had done, and it was good.","Dila Wen yaa nye nyiam po ŋan kpienta ale ŋan fiisa ate ba bo nyiamu po a cheŋ, ba jam ka ŋanta tɔgatɔga a bo nyiamu po. Wa nye nuinsa mɛ tɔgatɔga. Wen yaa nya ate ku nala a te wa."
Then he gave the living creatures his blessing—he told the ocean creatures to increase and live everywhere in the ocean and the birds to increase everywhere on earth.,Wen yaa niak ŋantaŋa ale weeni ayen ba biak abe ba wɔgri a sueri nyiamu po meena abe nuinsaŋa a wɔgri a sueri tɛŋka.
"Evening came, then morning—that was the fifth day. The Sixth Day",Ate saluik ale junɔi a ŋman boro. Da dila a saari ka daa ŋanu.
"God said, “I command the earth to give life to all kinds of tame animals, wild animals, and reptiles.” And that's what happened.","Wen ŋman weeni ayen, <<Basi ate ŋanvuta tɔgatɔga a bo tɛŋka zuk, yeri duŋsa, ŋan baai meena ale vuuri a cheŋ ale gɔi duŋsa ba meena ba tɔga ba tɔga.>> Ate ku nye dila."
"God made every one of them. Then he looked at what he had done, and it was good.",Wen a nye gɔi duŋsa buuni ale yeri duŋsa buuni ale ŋan baai ale vuuri a cheŋ la buuni. Ate Wen nya ate ku nala te wa nna yegayega.
"God said, “Now we will make humans, and they will be like us. We will let them rule the fish, the birds, and all other living creatures.”","Wen yaa ŋman weeni ayen, <<Ni te ti nye nuru ase tidek la ate wa a neensi ti ate wa a nya nyakpiemu jumaŋa ale nuinsaŋa, ale bo wenzukku la ale duŋsaŋa ale bo tɛŋka zuk ale ŋan baai meena ale vuuri a cheŋ la zuk.>>"
So God created humans to be like himself; he made men and women.,"Dila Wen yaa nye nuru ase wadek la, wadek ale ka diila ate wa nye wa, nidoa ale nipok ate wa nye."
"God gave them his blessing and said: Have a lot of children! Fill the earth with people and bring it under your control. Rule over the fish in the ocean, the birds in the sky, and every animal on the earth.","Wen a niak ba ale weeni ba ayen, <<Ni biak a sueri tɛŋka a nya ka zuk. Ayen ba a nya jumaŋa ale bo nyakpiemu po la, ale nuinsaŋa ale bo wenzukku la, ale ŋanvutaŋa meena ale a cheŋ tɛŋka zuk la.>>"
"And I have given the green plants as food for everything else that breathes, including animals, both wild and tame, and birds. And so it was.",M pai duŋsaŋa ale nuinsa ale ŋan baai meena ale bo tɛŋka zuk a cheŋ ate ba ta nyuvuri la te ni. M pai va sobta meena a te ba ayen ba chim ba ŋandiinta.>> Ate ku nye dila.
"God looked at what he had done. All of it was very good! Evening came, then morning—that was the sixth day.",Wen yaa nya wa ale nye dii meena la ate ku nala te wa. Ate saluik ale junɔi a ŋman boro. Da dila a saari ka daa ŋayuebi.
So the heavens and the earth and everything else were created. The Seventh Day,Dila la Wen yaa nye jaab meena tɔgatɔga ale bo wenzukku ale tɛŋka la a nueri.
"By the seventh day God had finished his work, and so he rested.","Daa ŋayopɔiwa danni ale Wen nueri tuim ŋaai meena ate wa tom la kama, dila daa ŋayopɔiwa danni wa yaa vuusi."
"God blessed the seventh day and made it special, because on that day he rested from his work.","Wen yaa niak dai dila danni a basi ate di chim tuilum dai, dii nyiŋla da dila wa vuusi kama, wa an ŋman tom tuini."
"That's how God created the heavens and the earth. The Garden of Eden When the Lord God made the heavens and the earth,",Dii meena ale magsi chaab ale wenzukku ale tɛŋka nyeka la ale la. Naawen dii ale ka Wen la ale nye tɛŋka ale wenzukku la
