ref,text
"“A virgin will have a baby boy, and he will be called Immanuel,” which means “God is with us.”","“Oyitsɔ̃ kĩ enyína onyole aatsãmɔ kɔma, ɛma obinyole. Baavɛ ye Imanuel,” kĩ de kayɔ nyɛ, “Baguma deĩ mɔ boe.”"
more to the birth of the Messiah. The Birth of Jesus (Luke,"ade Azur ma Zadok, Zadok ma Akim, Akim lɛmɛ ma Elihud."
"This is how Jesus Christ was born. A young woman named Mary was engaged to Joseph from King David's family. But before they were married, she learned that she was going to have a baby by God's Holy Spirit.","Ade ayekĩ Yesu Kristo kama fɔlɛtsa a ya nɛ foe kamɛ a nɛ awĩ a. Bitinya ɔma Maria bɛkpa Yosef, lɛmɛ fɔmɔ baapi ye a, Maria mɔ́ eyi ɔsũ kĩ ɛtsɛ̃mɔ kɔma kĩ kuto Hũhũ Kpalɛwa a kamɛ."
Joseph was a good man and did not want to embarrass Mary in front of everyone. So he decided to quietly call off the wedding.,"Ayekĩ Yosef nyɛ oti kpĩĩ nɛ Baguma anɛ, ade ɛtáwɛ kĩ yado Maria kɔnyɔã nɛ bati anɛ sũ ni, ɛwɛ kĩ yasĩ ye nɛ kabɛla kamɛ."
"While Joseph was thinking about this, an angel from the Lord appeared to him in a dream. The angel said, “Joseph, the baby that Mary will have is from the Holy Spirit. Go ahead and marry her.","Kĩ ɛkakɔna fukĩĩ akũ a, boe Ɔlate a ode fɔtɔ ɔnyanɛ odi nyɛ ye akũ ɛtsa ye nɛ kɔda kamɛ, ebi ye kĩ, “Yosef, Dawid obi, tavila Maria kakɔã, kitonɛkĩ Hũhũ Kpalɛwa a kamɛ kɔma a to."
"Then after her baby is born, name him Jesus, because he will save his people from their sins.”","Yaama obinyole, ote ye dĩ kĩ Yesu, kitonɛkĩ ye aanyɛ ye bati etomɛna tɔkpa kamɛ.”"
"After Joseph woke up, he and Mary were soon married, just as the Lord's angel had told him to do.","Foesũ kĩ Yosef nyinya a, ɛkɔã Maria ndɛ ayekĩ Baguma ode fɔtɔ ɔnyanɛ bi ye a."
But they did not sleep together before her baby was born. Then Joseph named him Jesus.,"Lɛmɛ Yosef mɔ Maria táta mɔ akũ ndɛ ɔtsɔ̃ mɔ ɔnyɔ aye, kɛnawo lɔkɔ a kĩ ɛma ye obinyole a. Ade Yosef te ye dĩ kĩ Yesu a."
"When Jesus was born in the village of Bethlehem in Judea, Herod was king. During this time some wise men from the east came to Jerusalem","Bɛma Yesu nɛ Betlehem nɛ lɔkɔ a kĩ Herodes kanya lɛgã nɛ Yudea tite akũ a. Owi tábuna mɔ banyole badi kĩ bɛkɔlɛ fɔtsa nɛ fusibii kadã akũ to suwa kadekɔ̃ bɛya nɛ Yerusalem,"
"and said, “Where is the child born to be king of the Jews? We saw his star in the east and have come to worship him.”","ade bɛyavia kĩ, “Ndia bɛma obisɛ̃ a kĩ yaanya Yudafɔ lɛgã a? Bɔmɔ́ ye lisibii kĩ lide nɛ suwa kadekɔ̃, ade bɔya kĩ bɔ́asum ye a.”"
"When King Herod heard about this, he was worried, and so was everyone else in Jerusalem.","Kĩ Lɛgã Herodes nu fukĩĩ a, ɔwɔlɛ bɔlɛ ye mɔ odi nyɛ odi nɛ Yerusalem a."
"Herod brought together the chief priests and the teachers of the Law of Moses and asked them, “Where will the Messiah be born?”","Foesũ ɛvɛ basɔfɔnɔkɔɛ̃ mɔ mbla batsanɛ a flee ɛkpɔta evia be kĩ, “Nɛ ndia baama Kristo a?”"
"They told him, “He will be born in Bethlehem, just as the prophet wrote,","Bɛkpa mbuayɛ kĩ, “Nɛ Betlehem nɛ Yudea tite akũ, kitonɛkĩ ade lɛtsa kĩ Baguma onukpɛ̃ ɔnyɛnɛ tsɛlɛ eyi kĩ,"
