Model,BLEU,chrF,Average,BLEU_raw,chrF_raw,Average_raw
claude-sonnet-4-5,29.46,24.43,26.94,29.463262418044927,24.4252136171079,26.944238017576414
gemini-2.5-flash,22.98,26.99,24.99,22.975352932193953,26.994958609403625,24.98515577079879
gpt-4.1,10.26,21.71,15.98,10.258362990042718,21.709282842096346,15.983822916069531
qwen3-235b-a22b,8.69,21.39,15.04,8.685338257513335,21.388170721731395,15.036754489622364
seed-oss-36b-instruct,8.37,21.42,14.89,8.367099771944059,21.42206708626254,14.8945834291033
kimi-k2-instruct-0905,8.16,20.85,14.51,8.163004722408521,20.84828159802649,14.505643160217506
mistral-medium-3-instruct,7.67,20.85,14.26,7.674991016582547,20.8525258146926,14.263758415637575
llama-4-maverick-17b-128e-instruct,4.06,22.53,13.30,4.063051764751551,22.527589458987755,13.295320611869652
llama-3.1-405b-instruct,5.05,21.27,13.16,5.052078334011363,21.268303793557955,13.160191063784659
gemma2-9b-it,7.78,18.29,13.03,7.77536842701581,18.28944164507517,13.032405036045489
llama-3.3-70b-instruct,4.60,21.33,12.97,4.601046431380969,21.33236142465335,12.966703928017159
deepseek-v3.1,4.61,21.16,12.89,4.608177475231873,21.162679906854958,12.885428691043415
qwen3-32b,3.31,21.26,12.28,3.3073817730640855,21.262601685133795,12.284991729098941
qwq-32b,3.06,21.43,12.25,3.0649323455071027,21.432658464019944,12.248795404763523
palmyra-med-70b,3.66,20.50,12.08,3.6570159134143823,20.503239818148206,12.080127865781295
gemma-2-27b-it,2.54,20.20,11.37,2.541908217243929,20.200563311037296,11.371235764140613
mistral-7b-instruct-v0.3,4.45,17.00,10.72,4.449945957170704,16.997975757355903,10.723960857263304
gemma-2-9b-it,2.84,17.75,10.30,2.840136784448514,17.751821001259632,10.295978892854073
gpt-oss-120b,0.00,13.45,6.72,0.0,13.447132424280035,6.7235662121400175
