verse_number,english_verse,translation_verse
23,"“A virgin will have a baby boy, and he will be called Immanuel,” which means “God is with us.”",“Kebitɛ kǝtsyuǝ ka lenyi osani ǝbɔlɛ kafo nya woole ubisaibi. Nya betidi lookpo wǝ bǝnkǝ Imanuel.” Nnya kasɔ ni bǝnkǝ Onanto si ko bo.
14,more to the birth of the Messiah. The Birth of Jesus (Luke,nya Azur léle Sadok wǝ léle Akim wǝ léle Elihud.
18,"This is how Jesus Christ was born. A young woman named Mary was engaged to Joseph from King David's family. But before they were married, she learned that she was going to have a baby by God's Holy Spirit.","Nnyǝ mǝ ɛyɛ fɛ bále Yesu Kristo. Bátɔ Maria bǝtǝ Yosef, tsya fɛ bookpa wǝǝ, Maria ǝnyǝ nkǝ ufi ɔlɛ kafo. Onanto eto Lɛwɔnɔ eto ǝsuǝale dítǝ íbǝ itǝ nko."
19,Joseph was a good man and did not want to embarrass Mary in front of everyone. So he decided to quietly call off the wedding.,"Yosef eyifo utidi sɛɛ lǝ Onanto eto ǝnǝmi. Fɛɛ se wóanla nkǝ woakpo Maria eto ǝnǝmi kasɔ lǝ kusǝ komǝ eto ǝnǝmi esoo, úbu disi nkǝ lǝ oyani wǝ kpoo kalɔkalɔ."
20,"While Joseph was thinking about this, an angel from the Lord appeared to him in a dream. The angel said, “Joseph, the baby that Mary will have is from the Holy Spirit. Go ahead and marry her.","Lefe nǝ úfi nsusu bomfoo, Onanto eto ɔtɔnkpe utsyuǝ ǝlǝkǝ ǝsuǝ óte wǝ lǝ kola kǝmiǝ, nya ɔ́tɛyi wǝ nkǝ, “Yosef, Oka David eto kafo eto ubi, mante sikpi ku fǝ usiǝ Maria bokpa kesuko fǝ ɔflɔ. Itsyise kafo ka ɔnlɛ mfoo, Onanto eto Lɛwɔnɔ eto ǝsuǝale ǝsuǝ itsyi."
21,"Then after her baby is born, name him Jesus, because he will save his people from their sins.”","Nya woole ubisaibi. Nya fǝ Yosef luutǝkǝ wǝ diye fǝ Yesu, itsyise wǝ ni nwǝ luulǝkǝ wǝ betidi utsyiko lǝ abua ǝsuǝ nɛ.”"
22,"So the Lord's promise came true, just as the prophet had said,","Asa nyamfo ǝbǝ itǝ lǝ Maria ǝsuǝ fe kase Onanto lɛtɛyi utsyǝ ɛyɛ lǝ wǝ unyɛlǝkǝtidi ǝsuǝ nkǝ yuubǝ itǝ sitinti. Ɔ́tɛyi nkǝ,"
24,"After Joseph woke up, he and Mary were soon married, just as the Lord's angel had told him to do.","Lǝ nyaso se Yosef lésanklii, ókpa Maria, úyifo wǝ usiǝ fe kase Onanto eto ɔtɔnkpe ǝmǝ lɛtɛyi wǝ."
25,But they did not sleep together before her baby was born. Then Joseph named him Jesus.,Fɛɛ Yosef ku Maria mánte bǝtsyuǝ fe usǝ ku usiǝ isu ese lefe nǝ óle wǝ ubisaibi ǝmǝ. Nya Yosef dítǝkǝ wǝ diye nkǝ Yesu.
1,"When Jesus was born in the village of Bethlehem in Judea, Herod was king. During this time some wise men from the east came to Jerusalem","Bále Yesu lǝ umǝ wǝ baakpo Betlehem lǝ Yudea eto kasɔ lǝ lefe nǝ Oka Herodes díkedi seka lǝ ke ǝsuǝ. Nya lǝ lefe nǝmfó ǝsuǝǝ, babesibe bǝtsyuǝ ba léte asa ɛyɛ lǝ olalɛlɛ befandebi eto ǝtsyǝbi ǝsuǝ etsyi kofekatokɔ bǝbǝ Yerusalem."
2,"and said, “Where is the child born to be king of the Jews? We saw his star in the east and have come to worship him.”","Nya bátɔ bǝnkǝ, “Sieti bále ubi wǝ luudi Yudafɔ eto oka ǝmǝ? Búnyǝ wǝ sefandebi lǝ kofekatokɔ. Nya búbǝ boǝ boesumu wǝ.”"
3,"When King Herod heard about this, he was worried, and so was everyone else in Jerusalem.","Lefe nǝ Oka Herodes lɛnɔ ditiki nǝmfoo, difufu ǝmuǝ wǝ ku betidi ba kenke lɛkɛ lǝ Yerusalem mfó."
4,"Herod brought together the chief priests and the teachers of the Law of Moses and asked them, “Where will the Messiah be born?”","Nyaso ókpadi Onanto eto besunyǝ ninǝ ku afi eto bateasa nya ɔ́tɔ mǝ nkǝ, “Sieti boole Nwǝ Onanto Lékpo Ɔhile Utsyǝ ǝmǝ?”"
5,"They told him, “He will be born in Bethlehem, just as the prophet wrote,","Mfó nya bátɛyi wǝ bǝnkǝ, “Betlehem lǝ Yudea eto kasɔ, itsyise nko Onanto eto Unyɛlǝkǝtidi lɛwɔni útsyǝ nkǝ,"
6,"‘Bethlehem in the land of Judea, you are very important among the towns of Judea. From your town will come a leader, who will be like a shepherd for my people Israel.’ ”","‘Fǝ Betlehem lǝ Yuda eto kasɔ, emenyifo ɔkɛkɛ lǝ Yuda eto kǝmǝnkplɛ nti. Itsyise lǝ fǝǝ, nya nwǝ luudi ɔtɔnkotɔnko wǝ lɔɔyɛnko mɔ betidi Israelfɔɔ, lɔɔbɔ utsyi nɛ.’ ”"
7,Herod secretly called in the wise men and asked them when they had first seen the star.,"Nyaso Oka Herodes ákpadi bafɔ ba dítsyi kofekatokɔ bamǝ bǝbǝ mfó nya ókpe disi ku mǝ kabiɔ ǝsuǝ, nya ɔ́tɔ mǝ ɔ́nɔ lefe nǝ tutuutu sefandebi siamǝ lɛbɔ bǝnyǝ."
8,"He told them, “Go to Bethlehem and search carefully for the child. As soon as you find him, let me know. I also want to go and worship him.”","Mfó fɛ útǝ mǝ kusu nya bédu bésu Betlehem. Nya ɔ́tɛyi mǝ nkǝ, “Bisu lǝ bisu bɛbɛbɛ dikpefi nǝmǝ kukɔnɔ. Nya lǝ binyǝ wǝǝ, lǝ bisinkli bibǝ bɛtɛyi mɛ, bǝ lǝ mintsya lǝ nsu nsumu wǝ.”"
11,"When the men went into the house and saw the child with Mary, his mother, they knelt down and worshiped him. They took out their gifts of gold, frankincense, and myrrh and gave them to him.","Nya se bédufǝ diyo nǝmǝ kafo nya bǝnyǝ ubi ǝmǝ ku wǝ ambe Mariaa, báse akonki nya básumu wǝ. Nya basini mǝ kabɔtɔ nya bǝtǝ wǝ ǝtǝsa nnya lefo koya, nnya ni sika ku lufui ku uyudu."
12,"Later they were warned in a dream not to return to Herod, and they went back home by another road. The Escape to Egypt","Lǝ nnya kamaa, Onanto ǝlǝkǝ óte mǝ lǝ kola kǝmiǝ nkǝ bénsisinkli bayɛ Oka Herodes ɔflɔ. Nyaso báyɛ kusu bamba bésinkli bésu mǝ kasɔ. Yosef Étsyetsyiko Maria Ku Yesu Bésu Egipte Eto Kasɔ."
13,"After the wise men had gone, an angel from the Lord appeared to Joseph in a dream and said, “Get up! Hurry and take the child and his mother to Egypt! Stay there until I tell you to return, because Herod is looking for the child and wants to kill him.”","Se babesibe bamǝ dísinkli bédu eto kamaa, Onanto eto ɔtɔnkpe utsyuǝ ǝlǝkǝ ǝsuǝ óte Yosef lǝ kola kǝmiǝ. Nya ɔ́tɛyi wǝ nkǝ, “Oka Herodes ebutǝ nkǝ bati dikpefi nǝmǝ kama lǝ balo wǝ. Nyaso taka, lǝ etsyetsyiko dikpefi nǝmǝ ku ni ambe esuko Egipte eto kasɔ. Bisiǝ mfó isu ese lefe nǝ mɔɔtɛyi fǝ minkǝ bisinkli bibǝ.”"
14,"That night, Joseph got up and took his wife and the child to Egypt,","Ketsye kamfoo, Yosef átaka úfi ubi ǝmǝ ku wǝ ambe útsyetsyiko bésu Egipte eto kasɔ."
15,"where they stayed until Herod died. So the Lord's promise came true, just as the prophet had said, “I called my son out of Egypt.” The Killing of the Children","Nya bǝsiǝ mfó isu ese lefe nǝ Oka Herodes díkpǝ. Kase bákɛ mfó ǝbǝ itǝ lǝ asa nnya Onanto lɛtɛyi utsyǝ ɛyɛ lǝ wǝ bɛnyɛlǝkǝtidi ǝsuǝ nkǝ, “Egipte kee, mínkpadi mɔ ubi míntsyiko.” Oka Herodes Ǝtǝ Bálo Bebisaibi Kenke Lǝ Betlehem."
16,"When Herod found out that the wise men from the east had tricked him, he was very angry. He gave orders for his men to kill all the boys who lived in or near Bethlehem and were two years old and younger. This was based on what he had learned from the wise men.","Lefe nǝ Oka Herodes dínyǝ nkǝ bafɔ ba dítsyi kofekatokɔ mfó áwɛ wǝ bákpee, kafo ányi wǝ tinti. Nyaso útǝ nkǝ wǝ bamamanyǝ su Betlehem ku kaka letsyilama mfó kenke lǝ balo bebisaibi ba díkafo alɛ ǝnuǝ ku ibǝ kasɔ lǝ kase bafɔ bamǝ léte lefe nǝ sefandebi siamǝ dílǝkǝ ǝsuǝ séte."
17,"So the Lord's promise came true, just as the prophet Jeremiah had said,","Mmǝ ibǝ bǝ Onanto eto Unyɛlǝkǝtidi Yeremiya eto lesa nǝ ɔ́tɛyi útsyǝǝ, ǝbǝ itǝ nko sitinti, nnya nlɛ bɔtɛyi nkǝ,"
18,"“In Ramah a voice was heard crying and weeping loudly. Rachel was mourning for her children, and she refused to be comforted, because they were dead.” The Return from Egypt","“Bánɔ bofa butsyuǝ lǝ Rama ini kekuwiwi ku kaminsǝ eto kɔsɔ kekleke. Rahel lɛ keku buwi itǝ wǝ bebi. Nya ɔnnlɛ bɔtɔnɔ nkǝ bammansǝ wǝ lɛkɔ, itsyise bebi bamǝ ǝkpǝ eso.” Yosef Ku Maria Ku Yesu Esinkli Bétsyi Egipte Bǝbǝ Nasaret."
19,"After King Herod died, an angel from the Lord appeared in a dream to Joseph while he was still in Egypt.","Se Oka Herodes díkpǝ eto kamaa, Onanto eto ɔtɔnkpe utsyuǝ ǝlǝkǝ ǝsuǝ óte Yosef lǝ kola kǝmiǝ lǝ Egipte."
20,"The angel said, “Get up and take the child and his mother back to Israel. The people who wanted to kill him are now dead.”","Nya ɔ́tɛyi wǝ nkǝ, “Taka, lǝ efi ubi ǝmǝ ku wǝ ambe lǝ bisinkli bisu Israel eto kasɔ, itsyise mba léla bǝ baalo ubi ǝmǝ ébukpǝ.”"
21,Joseph got up and left with them for Israel.,Lǝ nyaso Yosef átaka nya ókpa dikpefi nǝmǝ ku ni ambe nya bédu bésu Israel eto kasɔ.
22,"But when he heard that Herod's son Archelaus was now ruler of Judea, he was afraid to go there. Then in a dream he was told to go to Galilee,","Fɛɛ lefe nǝ Yosef lɛnɔ nkǝ Arkelao, wǝ ni Oka Herodes eto ubi, béfi bǝtsyǝ seka lǝ Yudea lǝ wǝ anto eto kɛnyɛɛ, óte sikpi ku mfó busu. Nya se Onanto eto ɔtɔnkpe utsyuǝ díkǝ wǝ ato lǝ kola kǝmiǝ nkǝ wensu mfoó, ófloma kusu údu úsu Galilea eto lɛkpɔ mfo."
23,"and they went to live there in the town of Nazareth. So the Lord's promise came true, just as the prophet had said, “He will be called a Nazarene.”","Nya se úsu mfoó, úsu úsiǝ lǝ umǝ wǝ baakpo Nasaret. Nya mǝ eto mfó busiǝ ǝtǝ bǝ Onanto eto Bǝnyɛlǝkǝtidi eto ditiki nǝ bátɛyi bǝtsyǝ bǝ, “Bookpo wǝ bǝ Nasaretnyǝ,” ǝbǝ ítǝ sitinti."
8,Do something to show you have really given up your sins.,Beté lǝ mi eyifosa ǝsuǝ biǝnkǝ bɛtsyi bɛwuninsǝ lǝ mi abua ǝsuǝ.
2,"He said, “Turn back to God! The kingdom of heaven will soon be here.”","nkǝ, “Bítsyi mi akɔɛsi bɛwuninsǝ lǝ abuayifoyifo ǝsuǝ, itsyise Onanto eto Sekadidi eboyo selo.”"
4,John wore clothes made of camel's hair. He had a leather strap around his waist and ate grasshoppers and wild honey.,"Nya awu nnya Yohanes lékpee, ɔtɔmini ku lekoko eto bise béfi bédi nnya. Nya úfi kubukikue eto abɔsu ókle nkɛ. Nya wǝ didisa dídi bekpǝsǝ ku bablɔ."
5,From Jerusalem and all Judea and from the Jordan River Valley crowds of people went to John.,Nya betidi dítsyi Yerusalem eto umǝ ku Yudea eto kasɔ ku Yordan eto Ketu eto lekpake mfó kenke bǝbǝ wǝ ɔflɔ.
6,"They told how sorry they were for their sins, and he baptized them in the river.",Bǝlǝkǝ mǝ asa bua kasɔ nya úflǝsǝ mǝ ntu lǝ Yordan eto ketu kafo.
7,Many Pharisees and Sadducees also came to be baptized. But John said to them: You bunch of snakes! Who warned you to run from the coming judgment?,"Se Yohanes dínyǝ Farisifɔ ku Sadukifɔ kpǝ ba díbǝ wǝ ɔflɔ bǝ lǝ uflǝsǝ mǝ ntuu, ɔ́tɛyi mǝ nkǝ, “Mi mba nte fe bawa eto befluflu! Owoe lɛlɛ mi kɔlɛ nkǝ bitsyetsyi lǝ Onanto eto kotonǝnǝ ko nlɛ bubǝ eto kɛnyɛ?"
10,An ax is ready to cut the trees down at their roots. Any tree that doesn't produce good fruit will be chopped down and thrown into a fire.,"“Bebe se banlɛ kefiebi bǝńyǝ bǝ baala eyi nyamǝ taa keyudu ke. Kuyi saa ko laanwɔ ebibi sɛɛ, boola ko befi bakpe lǝ ditefɛnku kǝmiǝ."
12,"His threshing fork is in his hand, and he is ready to separate the wheat from the husks. He will store the wheat in a barn and burn the husks in a fire that never goes out. The Baptism of Jesus (Mark","Utsyi wǝ kɔfɛ ko wuufi ɔflɛ wǝ kamɔ ulǝkǝ kofo fɛ lǝ ufi ke okpo lǝ unwu. Fɛɛ kofo ko luubuu, wootonsǝ ko lǝ utǝ wǝ laanni kulefe kulefe, kǝmiǝ!” Yohanes Ǝflǝsǝ Yesu Ntu."
13,Jesus left Galilee and went to the Jordan River to be baptized by John.,"Lefe nǝmfoó, Yesu etsyi Galilea eto kasɔ úbǝ Yohanes ɔflɔ lǝ Yordan eto Ketu nkǝ lǝ Yohanes lǝ uflǝsǝ wǝ ntu."
14,"But John kept objecting and said, “I ought to be baptized by you. Why have you come to me?”","Fɛɛ se Yohanes mánla nkǝ lǝ uflǝsǝ Yesu ntu esoo, ɔ́tɛyi wǝ nkǝ, “Mɔ bomu ele bǝ mbǝ fǝ ɔflɔ, nya inni fǝ ele bǝ bǝ mɔ ɔflɔ fǝ mflǝsǝ fǝ ntu.”"
15,"Jesus answered, “For now this is how it should be, because we must do all God wants us to do.” Then John agreed.","Fɛɛ Yesu ǝtǝ wǝ mbuayɛ nkǝ, “Fǝǝ, tɔnɔ lǝ eyifo nnya nko te mɔmɔ. Itsyise nko fɛ yuutǝ buyifo lesa nǝ ni Onanto eto lelabi nɛ.” Nyaso Yohanes átɔnɔ útǝ wǝ."
16,"So Jesus was baptized. And as soon as he came out of the water, the sky opened, and he saw the Spirit of God coming down on him like a dove.","Nya se Yohanes díflǝsǝ Yesu ntu ólosǝ koo, ɔ́bɔ lǝ ntu bomǝ ǝsuǝ, nya mfó ǝmǝ kato léna nwaa nya úńyǝ Onanto eto Lɛwɔnɔ nlɛ bɔyifǝ kǝbǝ kasɔ fe lɛblɛkpa seka díbǝ dísiǝ lǝ wǝ ǝsuǝ."
17,"Then a voice from heaven said, “This is my own dear Son, and I am pleased with him.”","Nya bánɔ ɔkɔɛ dítsyi kato ɔnlɛ bɔtɛyi nkǝ, “Nwǝmfo ni mɔ Ubi Lala wǝ mankeko, wǝ eto asa leedufǝ mɛ ǝnǝ tinti nɛ.”"
12,"When Jesus heard that John had been put in prison, he went to Galilee.","Se Yesu lɛnɔ nkǝ bǝmuǝ Yohanes béti bákpe lǝ diyoo, údu úsu Galilea."
13,"But instead of staying in Nazareth, Jesus moved to Capernaum. This town was beside Lake Galilee in the territory of Zebulun and Naphtali.","Wǝnsiǝ lǝ Nasaret, bomu údu úsu úsiǝ lǝ Kapernaum, ni umǝ wǝ nkpe lǝ Galilea eto Ditumbu kplɛ ɔflɔ lǝ Sebulon ku Naftali eto lekpake mfó."
2,After Jesus had gone without eating for,"Nya se Yesu lékle kɛnyɛ itǝ eyifosi anaa, kukpɛnsɛ álɛ wǝ."
3,"Then the devil came to him and said, “If you are God's Son, tell these stones to turn into bread.”","Mfó nya olontidi ǝmǝ díbǝ wǝ ɔflɔ nya ɔ́tɛyi wǝ nkǝ, “Lǝ Onanto eto Ubi fenii, tɛyi abambi nyamfo lǝ efiani didisa.”"
7,"Jesus answered, “The Scriptures also say, ‘Don't try to test the Lord your God!’ ”","Yesu ǝtǝ wǝ mbuayɛ nkǝ, “Fɛɛ Awɔnisa Kɛnkɛ eto Kukue komǝ ke lɛ bɔtɛyi nkǝ, ‘Manto fǝ Onamute Onanto abe.’ ”"
8,"Finally, the devil took Jesus up on a very high mountain and showed him all the kingdoms on earth and their power.",Mfó nya Obansam ǝmǝ lékpa Yesu úsuko kɔtini ko letaka eto disinti nya óte wǝ kawunsiǝ eto sekakedikɔ kenke ku ke diyǝnde.
9,"The devil said to him, “I will give all this to you, if you will bow down and worship me.”","Nya ɔ́tɛyi Yesu nkǝ, “Muufi asa nnyamfo kenke ntǝ fǝ, lǝ ebose akonki esumu mɛ.”"
10,"Jesus answered, “Go away Satan! The Scriptures say: ‘Worship the Lord your God and serve only him.’ ”","Mfó nya Yesu dítǝ wǝ mbuayɛ nkǝ, “Satana, du mɛ lǝ ɔflɔ! Awɔnisa Kɛnkɛ eto Kukue lɛ bɔtɛyi nkǝ, ‘Fǝ Onamute Onanto hã ele bǝ se akonki ǝtǝ, esumu.’ ”"
14,"So God's promise came true, just as the prophet Isaiah had said,","Úsiǝ mfo nya Onanto eto Unyɛlǝkǝtidi Yesaya eto kɛnyɛ ka ɔ́tɛyi útsyǝ díbǝ kǝtǝ nkǝ,"
20,Right then the two brothers dropped their nets and went with him.,Mfó báyani mǝ asabu bǝtsyǝ nya bǝtǝkǝko wǝ bédu.
