Model,BLEU,chrF,Average,BLEU_raw,chrF_raw,Average_raw
claude-sonnet-4-5,5.25,25.13,15.19,5.247317112688504,25.127503399401167,15.187410256044835
gemini-2.5-flash,4.78,24.13,14.46,4.783326850870994,24.13206041531952,14.457693633095253
gpt-4.1,4.48,23.30,13.89,4.479974669198808,23.304191307983327,13.892082988591063
palmyra-med-70b,3.07,22.84,12.95,3.070165166579913,22.838238732976745,12.954201949778328
llama-4-maverick-17b-128e-instruct,2.35,23.22,12.79,2.3520251303965396,23.224044974715735,12.788035052556134
llama-3.1-405b-instruct,2.55,22.77,12.66,2.5481135916480953,22.76973520121726,12.658924396432678
deepseek-v3.1,2.62,22.56,12.59,2.6218257046797584,22.56460351859122,12.593214611635489
kimi-k2-instruct-0905,2.94,21.85,12.39,2.9416678881250573,21.845621933335053,12.393644910730053
seed-oss-36b-instruct,1.86,22.89,12.38,1.8578250005852448,22.893164401676263,12.375494701130755
llama-3.3-70b-instruct,2.73,21.55,12.14,2.7296773129949554,21.552713359612227,12.141195336303591
gemma2-9b-it,3.35,20.82,12.09,3.3522566688687165,20.819458555940752,12.085857612404732
qwq-32b,2.25,21.36,11.80,2.251009470489321,21.357543221109193,11.80427634579926
mistral-medium-3-instruct,2.06,21.40,11.73,2.0608732768351103,21.403946462321066,11.73240986957809
qwen3-32b,2.85,20.60,11.73,2.8472115469415225,20.603510415040006,11.725360980990763
qwen3-235b-a22b,2.17,21.24,11.70,2.1650158961169557,21.235584588038073,11.700300242077514
mistral-7b-instruct-v0.3,2.01,20.04,11.03,2.0142010812943494,20.038105277855053,11.026153179574699
gemma-2-27b-it,2.37,19.54,10.96,2.3748357923343315,19.54270147366452,10.958768632999424
gemma-2-9b-it,2.06,19.49,10.77,2.058868924564814,19.487209719212967,10.773039321888891
gpt-oss-120b,1.82,17.64,9.73,1.82270056085723,17.639918214477113,9.731309387667173
