ref,text,translated,source_zip_file,bleu_score,chrf_score,avg_score
And that's what happened. God made the dome,"Bobiri maa ti seesi du saa, ka seesi ba tiŋŋa.”","Some people have ten goats, but goats do not have a home.",output_proprietary_batch1,2.8398387225677895,17.723029834997163,10.281434278782477
"God said, “Now we will make humans, and they will be like us. We will let them rule the fish, the birds, and all other living creatures.”","Ka Naawunni lee n yeli, “Cheli ti maali nisaaladima, ba ŋmaani ti, ka mari daama, a yi koom puu koroto niŋi, niinsi, a ni tiŋgbaŋŋu buŋkobiri zaa niŋi.”","And Naawunni said, ""A friend who does not help in times of trouble, even if they are rich, when you are in difficulty, hunger, or any kind of suffering, they are not a true friend.""",output_proprietary_batch1,2.27647792577296,19.68803542024362,10.982256673008289
"God gave them his blessing and said: Have a lot of children! Fill the earth with people and bring it under your control. Rule over the fish in the ocean, the birds in the sky, and every animal on the earth.","Naawunni nafa ba, ka yeli, “Ya dogira biisi, a paali tiŋgbaŋŋu maa, ka nyaasira u, a mari daama, a yi koom puu koroto niŋi, saazu niinsi, a ni bini zaa n chaŋina tiŋgbaŋŋu maa niŋi.","He/she/they said, ""If you see a vulture, do not insult it, and do not mock it, because it has its own work, it eats only dead animals, bones and all, and it does not eat anything that is not its work.""",output_proprietary_batch1,1.9254365647673424,20.272022492957145,11.098729528862243
"God looked at what he had done. All of it was very good! Evening came, then morning—that was the sixth day.","Ka Naawunni nyaasi bunso zaa o n maali maa, ka a veela ga. O zaanoori ni boguuniŋi n daa n niŋi daba ayoobu daari.","If you want to get everything you wish for, you must work hard. Laziness and complaining will not help you achieve your dreams.",output_proprietary_batch1,1.9011755113058346,18.844434096635272,10.372804803970553
"By the seventh day God had finished his work, and so he rested.","Daba ayapoin daari Naawunni tuma maa baasi, ka o naa dindaari maa vuusi.","If you want to achieve something good in life, then you must work hard for it.",output_proprietary_batch1,2.8265205879007453,19.5311620281717,11.178841308036223
"The Tigris River that flows east of Assyria is the third, and the fourth is the Euphrates River.","Moga atadaana maa n niŋi Tigirisi, a zo n yiira Asiriya paaligu n ba wuluŋu pusigu. Moga anaasidaana maa n niŋi Yufireeti.","The king established his rule in Tigris, and from there he attacked Assyria and took their royal throne. The king also established his rule in Euphrates.",output_proprietary_batch1,3.5198870526684183,32.17418156904347,17.847034310855943
"But the Lord told him, “You may eat fruit from any tree in the garden,","Ka ti u zaaligu yeli, “E ni tee n di pu maa tiisi zaa wala,","And the wise elder said, ""If you do not listen to advice, you will face trouble everywhere,",output_proprietary_batch1,2.3901021968803136,16.24101243761739,9.315557317248851
"Your food will be plants, but the ground will produce thorns and thistles.","Tiŋgbaŋŋu maa ni buli matimari ni goosi, ka ya dira moo niŋi tiisi wala.","The elders say that wisdom is like a seed, you must nurture it for it to grow well.",output_proprietary_batch1,2.276859592073037,16.788597211173954,9.532728401623496
"One day, Cain gave part of his harvest to the Lord,","A n daa n ti paa jemani yinni, Keen mari o pu bindira, a ti puusi Naawunni.","If you don't have your own strength, even if you have a lot of supporters, you won't succeed.",output_proprietary_batch1,2.3901021968803136,17.487500831578867,9.93880151422959
"and Abel also gave an offering to the Lord. He killed the first-born lamb from one of his sheep and gave the Lord the best parts of it. The Lord was pleased with Abel and his offering,","Ka Ebel mi ku o pee bipiiligu, ka naa o zimaŋa ziya puusi Naawunni, a peri Naawunni ga, o deeg o puusigu.","When Abel killed his brother, he took the skin of the sheep of God, and in the presence of God, he offered the sheep.",output_proprietary_batch1,1.6517938698187495,21.15606781281344,11.403930841316095
