ref,text,translated,similarity_score,source_zip_file,chrf_sentence,corpus_bleu,corpus_chrf
"But if you speak against the Holy Spirit, you can never be forgiven. That sin will be held against you forever.","Pɔ̀ ɔniliɛ gi aapani liboe zimizi kuyurɔ Aya yɛ Ɔfuɛfuɛ nɔ ɛ, batrákɔ ɛkyɛ yɛ liwewe e, lɛ ese linu si abitɛ liboe zimizi gi batrákɔ ɛkyɛ yɛ liwewe.”","""The snake that bit you is not the one you saw near the river, but the one that was hiding in the bush.""",0.1594996,output_jonathan,19.358301456388336,4.4319132474541565,2.515090543259557
"And anyone who gives one of my most humble followers a cup of cool water, just because that person is my follower, will be rewarded.","Lɛ sugba sugba mɛɛsi mlɔ si, ɔniliɛ gi aki mɛ badɔkpasi ba mɛ ɔgɔgɔɛ kuni ŋrini kepliʋi tiele e, ní kiliɛ gi onu mɛ ɔdɔkpasi onu i, aazi yɛ liʋɛtsatsa lɛ kikaa elu.”","""The old man said, 'I have heard that in the town, there is a big market where many people gather, but I have never been there myself. However, I have heard that it is very lively.'""",0.14982206,output_jonathan,17.772164659656852,4.4319132474541565,2.515090543259557
"You Pharisees and teachers of the Law of Moses are in for trouble! You're nothing but show-offs. You lock people out of the kingdom of heaven. You won't go in yourselves, and you keep others from going in.","“Litraze gagla ɛki mlɔ ɔsã nɔ badɔbasɛ ba ni Farisianɛ ma banɔ aŋu mɛ beboebitɛ ba. Mlɛtrɛ ní batrɛtrɛ ba bedze ba klɔ si mlɛɛpɔni ba, pɔ̀ kɔ ɛ, mlemeni ba kɔ mlɛzi ba kudɔkpa ɛ. Kɔ lɛ kede kɔ mlalɛ ni banima aŋu na mɛ, kɔ mlɛɛxwa Aya lipoe gblamadza tɔ mlɛkɔ emeni ba. Mlɔ kutuhehe o kɔ kwianyani sanɔ.","""The letter that I received from Farisian today contains very important information. It is written in a language that I am not familiar with, but I can understand some words, such as 'beboebitɛ' which means 'business'. The letter, as I understand, is about a meeting that will take place tomorrow. It is about the 'mlɛkɔ emeni ba' which I believe means 'the matter at hand'. The letter also mentions something about a 'klɔ si mlɛɛpɔni ba', which I am not sure about. It ends with 'Mlɔ kutuhehe o kɔ kwianyani sanɔ', which I think means 'I hope everything goes well'.""",-0.0207234,output_jonathan,20.52213705528922,4.4319132474541565,2.515090543259557
The kingdom of heaven is like what happened when a king gave a wedding banquet for his son.,Aya yɛ kaʋaŋaa kalɛ ŋwisi nite gi okusi ɔtɔ eze e xe azɛɛgbani ɔdzɛ aki yebinyime e. Lɛ edu ɔdɔŋakplɔ aki banima a.,"The man who was selling kola nuts at the marketplace, when he saw the chief approaching, quickly hid his money in his pocket.",0.07960704,output_jonathan,21.217035125850174,4.4319132474541565,2.515090543259557
Jesus said to the crowds and to his disciples:,"Lɛ ya kede e, Yesu apani aki anɔkpi la ni yɛ badɔkpasi ba si,","The man said, Jesus is not a common thief like the others, but a Savior.",0.5901521,output_jonathan,21.857615976125324,4.4319132474541565,2.515090543259557
"When the disciples heard this, they were greatly surprised and asked, “How can anyone ever be saved?”","Agi badɔkpasi ba benu liboe le e, ba inugu itse mɔmɔmɔ, lɛ beʋi si, “Kɔ abla ɛ, nyaŋwɛ koŋ aamɔ kububu i?”","""What is this thing, what is making such loud noise?""",0.14508966,output_onesimus007,11.122636822300707,4.4319132474541565,2.515090543259557
Then Jesus said: What comes from your heart is what makes you unclean.,"Lɛ atrɛ ní yɛ liboe le aʋa si, “Kidiliɛ gi kido edɔní ɔnɔse lo me e, kɛ kizelulu ɔnɔ ɔ.","The old man said to the young man, ""Stay here and watch over me, for I am about to die, and I have no one but you.""",0.21957034,output_onesimus007,19.619687538491213,4.4319132474541565,2.515090543259557
Many prophets and good people were eager to see what you see and to hear what you hear. But I tell you they did not see or hear. Jesus Explains the Story about the Farmer (Mark,"Matrɔ likla ní lɛ aʋa aki mlɔ si, Aya yɛ banɔ ni beboedoplɛ glegle bɛpɛ si bɛmɔ kidiliɛ gi mlɛɛmɔ ɛ, pɔ̀ bámɔ kudeonu nite e; lɛ bɛpɛ dzɛ si benu eboa la gi mleenu u, pɔ̀ bámɔ kudeonu nite e.” Yesu ebu abee ese ní amu na ogluglu ye su u","""Matrɔ likes no one but Ava, and Aya has become very fond of him. Even though they are far apart, they communicate with each other every day; they cannot live without each other. But when they meet, they quarrel and separate again. Jesus, however, loves everyone and forgives all sins.""",0.3841127,output_onesimus007,24.757283463844843,4.4319132474541565,2.515090543259557
"The men in the boat worshiped Jesus and said, “You really are the Son of God!” Jesus Heals Sick People in Gennesaret (Mark","Lɛ yɛ badɔkpasi ba ní katapokpaa mɛ bekutu ye lɛ bedo si, “Sugba wɔ wonu Aya yebínyimee!” Yesu ayɔ ni banyanya ba ní Genesaret","""They brought a paralytic to Him at Capernaum, and when He saw their faith, He said, 'Son, your sins are forgiven!' So, they were amazed and said, 'We never saw anything like this!' Then He said to them, 'What is easier, to say, 'Your sins are forgiven,' or to say, 'Get up, pick up your mat and walk'? But so that you may know that the Son of Man has authority on earth to forgive sins'—He said this to the paralytic—'I tell you, get up, pick up your mat, and go home.' And he got up, picked up his mat at once, and went out in front of them all. So they were all amazed and praised God, saying, 'We have never seen anything like this!'""",0.5389768,output_onesimus007,19.556574959183802,4.4319132474541565,2.515090543259557
"He sent other servants to say to the guests, “The banquet is ready! My cattle and prize calves have all been prepared. Everything is ready. Come to the banquet!”","Lɛ loso akpɛ banɔsumu dzedze nì ole kí banɔxwaxwa ba si: ‘Mɛ ɔdɔŋakplɔ nɔ ni kidɔ kakaa kiflɔ; meyé mɛ egumenyime na nì ádzɛ la gi eku kumu yɔ ɛ, lɛ kidɔ kakaa kina a, mlaga ba ní kudzɛgbanɔɔ liwe le me.’","The old man said to the young men: ""I am not a child that does not know how to farm; I am the one who knows the secrets of the farm and the one who can make the farm yield a lot. You, however, do not know how to take care of the farm, that is why it is not yielding.""",0.42519066,output_onesimus007,19.234865985335173,4.4319132474541565,2.515090543259557
