ref,text,translated,source_zip_file
"and named it “Sky.” Evening came, then morning—that was the second day. The Third Day","Ka Wina'am buol bʋnlammir dinɛ bɛɛ agɔl la ye, “Saŋgbauŋ.” Ka yʋ'ʋŋ da sɔb ka bɛog nie dabayi' daare la.","And God called the firmament, ""Sky."" And evening came and morning came, the second day.",output_proprietary-1
So God created humans to be like himself; he made men and women.,Ala ka Wina'am da maal ninsaal nwɛnɛ o mɛŋi an si'em la. Dau nɛ pu'a ka o da maal.,But God did not give people the ability to know their time. Birth and death he did not give.,output_proprietary-1
"And I have given the green plants as food for everything else that breathes, including animals, both wild and tame, and birds. And so it was.",M tis bʋnkɔnbid banɛ bɛ teŋin la nɛ niis banɛ bɛɛ agɔl nɛ bʋnvʋya banɛ ken teŋin hali nɛ linɛ wʋsa mɔr vʋm nɛ mɔma'asa ye li aan ba diib.” Ka li da niŋ ala.,"I have heard about the people who are in the land and the animals that are wild and the birds also in the land even with the thing that crawls on the ground and the fish that it is their food."" But it was not like that.",output_proprietary-1
"By the seventh day God had finished his work, and so he rested.",Ka daba ayɔpɔi la daar o da naae o tʋʋma la wʋsa ka vʋ'ʋs daakan la.,And the women would grind it and cook it in their time and give it to the children.,output_proprietary-1
"That's how God created the heavens and the earth. The Garden of Eden When the Lord God made the heavens and the earth,","Agɔl nɛ teŋ maaligʋ da pin'il si'em nwa'. Zugsɔb Wina'am da maal agɔl nɛ teŋ la,","The sky and the earth were not yet separated. God created the sky and the earth,",output_proprietary-1
"except the one that has the power to let you know the difference between right and wrong. If you eat any fruit from that tree, you will die before the day is over!”",amaa mid ka fʋ di tikanɛ kɛt ka fʋ baŋid linɛ an sʋm nɛ bɛ'ɛd la! Fʋ ya'a dii li fʋ na kpi.”,"but you should not eat from the tree that is in the middle of the garden! If you eat it you will die.""",output_proprietary-1
"So the Lord God made him fall into a deep sleep, and he took out one of the man's ribs. Then after closing the man's side,","Ka Zugsɔb Wina'am kɛ ka dau la gbis, ka o yis dau la sapirig ka maali lɛbis on yis lɔsi'a la.","And the Lord God formed man from the dust of the ground, and breathed into his nostrils the breath of life and man became a living soul.",output_proprietary-1
"The Lord said, “They now know the difference between right and wrong, just as we do. But they must not be allowed to eat fruit from the tree that lets them live forever.”","Ka Zugsɔb Wina'am yɛl ye, “Ninsaal la yʋ'ʋn nwɛnɛ tinam nɛ, ka mi' sʋm nɛ bɛ'ɛdi bakid. Li pʋ sʋ'ʋm ye o pun'oe nyɔvʋr tiig la wala di ka vʋe saŋa wʋsaa.”","And the Lord God said, ""The man has now become like us, knowing good and evil. He must not be allowed to reach out his hand and take also from the tree of life and eat, and live forever.""",output_proprietary-1
"If you had done the right thing, you would be smiling. But you did the wrong thing, and now sin is waiting to attack you like a lion. Sin wants to destroy you, but don't let it!","Fʋ ya'a tʋmin dinɛ an sʋm, m naan kʋ di'enɛ fʋ maan laa? Amaa fʋn pʋ tʋm linɛ an sʋm la, tʋʋmbɛ'ɛd bɛɛ fʋ za'anɔɔrini bɔɔd ye o nyaŋif, amaa mɔɔm ka nyaŋ o.”","If you believe in him and pray, won't my father answer your prayer? But if you don't believe and pray, even if your relatives plead on your behalf, he won't answer it.",output_proprietary-1
"Cain said to his brother Abel, “Let's go for a walk.” And when they were out in a field, Cain attacked and killed him.","Ka Kain ti yɛl o pitʋ Abɛl ye, “Kɛl ka ti yii keŋ mɔɔgin.” Ka ban paae mɔɔgin la ka Kain kpɛn nwɛ' o pitʋ Abɛl n kʋʋ o.","And Cain said to his brother Abel, ""Let us go to the field."" And when they were in the field, Cain rose up against his brother Abel and killed him.",output_proprietary-1
"But Cain had to go far from the Lord and live in the Land of Wandering, which is east of Eden. More and More People","Kain da yi Zugsɔb la san'an keŋ bɛ Nod teŋin, Eden nya'aŋ sa.","Then Cain left the Lord's presence and lived in the land of Nod, east of Eden.",output_proprietary-1
Anyone who tries to get even with me will be punished ten times more than anyone who tries to get even with Cain.”,"Ba ya'a kʋ nidiba ayɔpɔi yɔ Kain kʋʋb sam, ba na kʋ nidib pisyɔpɔi nɛ ayɔpɔi yɔ man Lamek kʋʋb sam!”","If they will avenge Cain seven times, then they will avenge me, Lamech, seventy-seven times!",output_proprietary-1
"Adam and his wife had another son. They named him Seth, because they said, “God has given us a son to take the place of Abel, who was killed by his brother Cain.”","Ka Adam nɛ Hawa da lɛn du'a biig, ka Hawa da pʋd o yʋ'ʋr ye Set, ka yɛl ye, “Wina'am tisim biig nwa' ka o lɛdig Abɛl zin'igin, Kain n kʋ Abɛl la zug.”","When Adam and Eve had another child, Eve gave birth to a son named Seth, and said, ""God has given me another child to replace Abel whom Cain killed.""",output_proprietary-1
", he had a son named Enosh.",") la, o da du'a o biig Enos.","then, he named his son Enoch.",output_proprietary-1
", he had a son named Mahalalel.",") la, o da du'a Mahalaleel.",and he named him Mahalalel.,output_proprietary-1
and died at the age of,Kenan yʋma wʋsa da anɛ kɔbiswai nɛ piiga (,Because the days were bad and there was no money and food (,output_proprietary-1
"years old, he had three sons and named them Shem, Ham, and Japheth.",") la, o da du'a Sem nɛ Ham nɛ Jafet.",and he fathered Shem and Ham and Japheth.,output_proprietary-1
I'm going to send a flood that will destroy everything that breathes! Nothing will be left alive.,"M na kɛ ka saa ni ka ku'om kena pɛ'ɛl dunia n di ninsaalib, nɛ linɛ wʋsa mɔr vʋm teŋgbauŋ la zug.","I will make you a great nation and you will be a blessing to the world and all people, and your name will be known throughout the earth.",output_proprietary-1
"A hundred fifty days later, the water started going down.",Ka ku'om la da pɛ'ɛl teŋgbauŋ la dabisa kɔbiga nɛ pisnu.,And they did not give the land owner his share of the harvest and fruit.,output_proprietary-1
the living creatures left in groups of their own kind. The Lord's Promise for the Earth,Bʋnkɔnbid la wʋsa nɛ banɛ wʋsa vuud teŋin nɛ niis nɛ linɛ wʋsa bɛ teŋgbauŋʋn la da yi anrʋŋʋn la fuor-fuor.,The prophets also spoke about these last days and how people would be living in the world in a very bad way.,output_proprietary-1
"God said to Noah and his sons: I am giving you my blessing. Have a lot of children and grandchildren, so people will live everywhere on this earth.","Ka Wina'am niŋ Noa nɛ o biis la bareka ka yɛli ba ye, “Du'ami ka nɔbigi pɛ'ɛli teŋgbauŋ la.","And God blessed Noah and his children and said to them, ""Be fruitful and multiply on the earth.",output_proprietary-1
"But life is in the blood, and you must not eat any meat that still has blood in it.",Amaa mid ka ya ɔnbi ni'im kanɛ ka li ziim nan kpɛm bɛɛ li ni.,But if he does not have money to buy it and it stays there until the jubilee year.,output_proprietary-1
Arpachshad had more children and died at the age of,Sela du'am nya'aŋ la Arfaksad da lɛn du'a biribis nɛ bipumis sieba ka vʋe paae yʋma kɔbisnaasi nɛ atan' (,"After Arphaxad was born, Shem lived five hundred and three years and had other sons and daughters (",output_proprietary-1
"Terah decided to move from Ur to the land of Canaan. He took along Abram and Sarai and his grandson Lot, the son of Haran. But when they came to the city of Haran, they settled there instead.","Tera da nɔk o biig Abram nɛ o yaaŋ Lot onɛ an Aran biig la, nɛ o bipu'a Sarai onɛ an o biig Abram pu'a la, ka ba yi Ur linɛ bɛ Kaldea teŋin la, ye ba keŋ Keenan teŋin. Ka ban da paae Haran tempʋʋgin la ba da zin'in anina.","Terah took his son Abram and his grandson Lot who was Haran's son, and his daughter-in-law Sarai who was his son Abram's wife, and they left Ur in the land of the Chaldeans, to go to the land of Canaan. But when they reached the town of Haran they settled there.",output_proprietary-1
"As soon as Abram and Sarai arrived in Egypt, the Egyptians noticed how beautiful she was.","Abram da paae Egipt la, nidib la sid nyɛɛ o pu'a la ka o vɛnl hali.","When Abram arrived in Egypt, the people saw that his wife was very beautiful.",output_proprietary-1
So the king told his men to let Abram and Sarai take their possessions and leave.,Ka Na'ab Faaro tis o nidib la nɔɔr ye ba yisim o nɛ o pu'a la nɛ on mɔr si'el wʋsa ka ba gaad.,And Pharaoh commanded his people that they should drive him and his wife and all his possessions away without killing them.,output_proprietary-1
"Abram moved from place to place in the Southern Desert. And finally, he went north and set up his tents between Bethel and Ai,","Ka ba yi Negef n keŋ zin'is kɔn'ɔb-kɔn'ɔb hali ti paae Betel, zin'ikanɛ bɛ Betel nɛ Ai teŋsʋk","And they journeyed from the south by stages until they reached Bethel, to the place between Bethel and Ai",output_proprietary-1
"Lot, who was traveling with him, also had sheep, goats, and cattle, as well as his own family and slaves.",Lot onɛ da dɔl Abram la mɛ da mɔr pɛ'ɛs nɛ niigi nɛ sʋga.,Lot also left with Abram and they had sheep and goats and cattle.,output_proprietary-1
