ref,text,translated,source_zip_file,similarity_score,bleu_score,chrf_score,avg_score
So God created humans to be like himself; he made men and women.,Ala ka Wina'am da maal ninsaal nwɛnɛ o mɛŋi an si'em la. Dau nɛ pu'a ka o da maal.,God created man and woman to help each other and be together. That is why a man leaves his parents and marries.,Dec 08 output,,4.141141330484801,31.815407563506636,17.97827444699572
"years old, he had three sons and named them Shem, Ham, and Japheth.",") la, o da du'a Sem nɛ Ham nɛ Jafet.","Now, these are the descendants of Shem, Ham, and Japheth.",Dec 08 output,,36.086384747950035,45.773174916911316,40.929779832430675
"and asked, “Hagar, where have you come from, and where are you going?” She answered, “I'm running away from Sarai, my owner.”","Ka maliak la yɛl o ye, “Haga onɛ an Sarai yammʋga, fʋ yi yaanɛ na, ka wa'ae yaanɛ?” Ka o gandig ye, “M zɔtnɛ yiti m zugdaan Sarai san'an.”","And the angel of the Lord said to her, “Behold, you are pregnant and shall bear a son, and shall call his name Ishmael.” And he said, “I will make your offspring as the sand of the sea, which cannot be counted for multitude.”",Dec 08 output,,2.5560860212461134,21.990802916047166,12.27344446864664
and they had a son.,ka o tʋk pʋʋgʋ du'a biribiŋ.,And then the elders went to pray.,Dec 08 output,,5.522397783539471,23.332519499382247,14.42745864146086
"Jacob said, “Now tell me your name.” “Don't you know who I am?” he asked. And he blessed Jacob.","Ka Jakob yɛl ye, “M sɔsidif nɛ, yɛlimi fʋ yʋ'ʋr!” Ka o lɛbis ye, “Ka bɔ ka fʋ bu'osidi m yʋ'ʋrɛ?” Ka niŋ o zug bareka anina.","And Jacob said, “I will not let you go unless you bless me!” And he said, “What is your name?” And he said to him, “Your name shall be Israel.”",Dec 08 output,,6.791633087805805,34.17344350608064,20.482538296943222
So God created humans to be like himself; he made men and women.,Ala ka Wina'am da maal ninsaal nwɛnɛ o mɛŋi an si'em la. Dau nɛ pu'a ka o da maal.,God created man and woman to help each other and they became one flesh. That is why a man leaves his father and mother and clings to his wife.,onesimus_31223989_Dec 12 output,,3.016200863100729,30.69927902504882,16.857739944074776
"years old, he had three sons and named them Shem, Ham, and Japheth.",") la, o da du'a Sem nɛ Ham nɛ Jafet.","Now, these are the descendants of Shem, Ham, and Japheth.",onesimus_31223989_Dec 12 output,,36.086384747950035,45.773174916911316,40.929779832430675
"and asked, “Hagar, where have you come from, and where are you going?” She answered, “I'm running away from Sarai, my owner.”","Ka maliak la yɛl o ye, “Haga onɛ an Sarai yammʋga, fʋ yi yaanɛ na, ka wa'ae yaanɛ?” Ka o gandig ye, “M zɔtnɛ yiti m zugdaan Sarai san'an.”","And the Lord said to him, “How is it that Sarai your wife is barren; have you gone in to her?” And he said, “I have not touched my wife Sarai.”",onesimus_31223989_Dec 12 output,,3.814335153675412,24.15068930675402,13.982512230214716
and they had a son.,ka o tʋk pʋʋgʋ du'a biribiŋ.,And then the elders went somewhere.,onesimus_31223989_Dec 12 output,,6.567274736060395,21.63671837315145,14.101996554605922
"Jacob said, “Now tell me your name.” “Don't you know who I am?” he asked. And he blessed Jacob.","Ka Jakob yɛl ye, “M sɔsidif nɛ, yɛlimi fʋ yʋ'ʋr!” Ka o lɛbis ye, “Ka bɔ ka fʋ bu'osidi m yʋ'ʋrɛ?” Ka niŋ o zug bareka anina.","And Jacob said, “I will not let you go unless you bless me!” And he said, “What is your name?” And he said, “Your name will no longer be Jacob.”",onesimus_31223989_Dec 12 output,,7.181277658877966,37.72184400515857,22.45156083201827
So God created humans to be like himself; he made men and women.,Ala ka Wina'am da maal ninsaal nwɛnɛ o mɛŋi an si'em la. Dau nɛ pu'a ka o da maal.,God created man and woman to help each other and they will be one flesh. The two will become one and help each other.,john_AC86BE0F_output (5),,3.802351022611669,31.67352220414928,17.737936613380473
"years old, he had three sons and named them Shem, Ham, and Japheth.",") la, o da du'a Sem nɛ Ham nɛ Jafet.","Now, these are the descendants of Shem, Ham, and Japheth.",john_AC86BE0F_output (5),,36.086384747950035,45.773174916911316,40.929779832430675
"and asked, “Hagar, where have you come from, and where are you going?” She answered, “I'm running away from Sarai, my owner.”","Ka maliak la yɛl o ye, “Haga onɛ an Sarai yammʋga, fʋ yi yaanɛ na, ka wa'ae yaanɛ?” Ka o gandig ye, “M zɔtnɛ yiti m zugdaan Sarai san'an.”","And the Lord said to him, “How is it that Sarai your wife is barren; have you gone in to her?” And he said, “I have not touched my wife Sarai.”",john_AC86BE0F_output (5),,3.814335153675412,24.15068930675402,13.982512230214716
