ref,text
In the beginning God created the heavens and the earth.,Mfitiaseɛ no Onyankopɔn bɔɔ ɔsoro ne asase.
"The earth was barren, with no form of life; it was under a roaring ocean covered with darkness. But the Spirit of God was moving over the water. The First Day","Na asase da hɔ hunu a ɛnni bɔbea biara, na esum wɔ ebunu ani. Na Nyankopɔn honhom butu nsuo no ani."
"God said, “I command light to shine!” And light started shining.",Na Onyankopɔn kaa sɛ: Ɛnyɛ hann! Na ɛyɛɛ hann.
God looked at the light and saw that it was good. He separated light from darkness,Na Onyankopɔn hunuu hann no sɛ ɛyɛ. Na Onyankopɔn paee hann ne esum no mu.
"and named the light “Day” and the darkness “Night.” Evening came, then morning—that was the first day. The Second Day","Na ɔfrɛɛ hann no sɛ adekyee, ne esum no adesae. Na adeɛ sae, na adeɛ kyee, da a ɛdi kan ne no."
"God said, “I command a dome to separate the water above it from the water below it.”","Na Onyankopɔn kaa sɛ: Ewiem mmra, na ɛmmɛpae nsuo no mu."
"and named it “Sky.” Evening came, then morning—that was the second day. The Third Day","Na Onyankopɔn frɛɛ ewiem no ɔsoro. Na adeɛ sae, na adeɛ kyee, da a ɛtɔ so mmienu ne no."
"God said, “I command the water under the sky to come together in one place, so there will be dry ground.” And that's what happened.","Na Onyankopɔn kaa sɛ: Nsuo a ɛwɔ ɔsoro aseɛ no mmoaboa ano wɔ faako, na wɔnhunu asase pɛsɛɛ. Na ɛyɛɛ saa."
"God named the dry ground “Land,” and he named the water “Ocean.” God looked at what he had done and saw that it was good.","Na Onyankopɔn frɛɛ pɛsɛɛ no asase, na nsuo mmoano no, ɔfrɛɛ no ɛpo. Na Onyankopɔn hunuu sɛ ɛyɛ."
"God said, “I command the earth to produce all kinds of plants, including fruit trees and grain.” And that's what happened.","Na Onyankopɔn kaa sɛ: Asase mfifiri nwira, mfudeɛ, nnuaba sɛdeɛ wɔn su teɛ wɔ asase so. Na ɛyɛɛ saa."
"The earth produced all kinds of vegetation. God looked at what he had done, and it was good.",Na asase fifirii nwira ne nnuaba sɛdeɛ wɔn su teɛ. Na Onyankopɔn hunuu sɛ ɛyɛ.
"Evening came, then morning—that was the third day. The Fourth Day","Na adeɛ sae, na adeɛ kyee, da a ɛtɔ so mmiɛnsa ne no."
"God said, “I command lights to appear in the sky and to separate day from night and to show the time for seasons, special days, and years.","Na Onyankopɔn kaa sɛ: Nkanea mmra ewiem, na ɛmmɛpae awia ne anadwo mu, na ɛnyɛ nsɛnkyerɛnneɛ mma ɛberɛ, nna ne mfeɛ nkyekyɛmu."
I command them to shine on the earth.” And that's what happened.,"Bio, na ɛnyɛ nkanea wɔ ewiem, na ɛnhyerɛn wɔ asase so. Na ɛyɛɛ saa."
"God made two powerful lights, the brighter one to rule the day and the other to rule the night. He also made the stars.","Na Onyankopɔn yɛɛ nkanea akɛseɛ mmienu no, sɛ kɛseɛ no nni adekyeeɛ so, na ketewa no, sɛ ɛnni anadwo so. Ɔyɛɛ nsoromma nso."
"Then God put these lights in the sky to shine on the earth,","Na Onyankopɔn de sisii ewiem sɛ ɛnhyerɛn wɔ asase so,"
"to rule day and night, and to separate light from darkness. God looked at what he had done, and it was good.","na ɛnni adekyeeɛ ne adesaeɛ so, na ɛmpae hann ne esum no mu. Na Onyankopɔn hunuu sɛ ɛyɛ."
"Evening came, then morning—that was the fourth day. The Fifth Day","Na adeɛ sae, na adeɛ kyee, da a ɛtɔ so nnan ne no."
"God said, “I command the ocean to be full of living creatures, and I command birds to fly above the earth.”","Na Onyankopɔn kaa sɛ: Nsuo no nnɔre abɔdeɛ a ɛte aseɛ pii, na ntakraboa ntu mfa asase so wɔ ewiem."
"So God made the giant sea monsters and all the living creatures that swim in the ocean. He also made every kind of bird. God looked at what he had done, and it was good.",Na Onyankopɔn bɔɔ nsuboa akɛseɛ ne nketewa ahodoɔ sɛdeɛ wɔn su teɛ; ne ntakraboa nyinaa sɛdeɛ wɔn su teɛ. Na Onyankopɔn hunuu sɛ ɛyɛ.
Then he gave the living creatures his blessing—he told the ocean creatures to increase and live everywhere in the ocean and the birds to increase everywhere on earth.,"Na Onyankopɔn hyiraa wɔn sɛ: Monwo, na monnɔ, na monyɛ ɛpo mu ma, na ntakraboa nnɔɔso asase so."
"Evening came, then morning—that was the fifth day. The Sixth Day","Na adeɛ sae, na adeɛ kyee, da a ɛtɔ so nnum ne no."
"God said, “I command the earth to give life to all kinds of tame animals, wild animals, and reptiles.” And that's what happened.","Na Onyankopɔn kaa sɛ: Abɔdeɛ a ɛtete aseɛ mfiri asase mu mmra, sɛdeɛ wɔn su teɛ: Ntɔteboa a ɛwɔ fie ne wiram ne mmoa a wɔwea ne asase so mmoadoma, sɛdeɛ wɔn su teɛ. Na ɛyɛɛ saa."
"God made every one of them. Then he looked at what he had done, and it was good.","Na Onyankopɔn yɛɛ asase so mmoadoma, ntɔteboa ne mmoa a wɔwea fam nyinaa sɛdeɛ wɔn su teɛ. Na Onyankopɔn hunuu sɛ ɛyɛ."
"God said, “Now we will make humans, and they will be like us. We will let them rule the fish, the birds, and all other living creatures.”","Na Onyankopɔn kaa sɛ: Momma yɛnyɛ onipa wɔ yɛn suban so sɛ yɛn nsɛsoɔ, na wɔnni ɛpo mu mpataa, ewiem nnomaa, ntɔteboa, ne mmoa a wɔwea asase so nyinaa so."
So God created humans to be like himself; he made men and women.,"Na Onyankopɔn bɔɔ onipa wɔ ne suban so. Aane, Nyankopɔn suban so na ɔbɔɔ no, ɔbarima ne ɔbaa na ɔbɔɔ wɔn."
"God gave them his blessing and said: Have a lot of children! Fill the earth with people and bring it under your control. Rule over the fish in the ocean, the birds in the sky, and every animal on the earth.","Na Onyankopɔn hyiraa wɔn, na ɔka kyerɛɛ wɔn sɛ: Monwo, na monnɔre, na monyɛ asase so ma, na monya so tumi; na monni ɛpo mu mpataa ne ewiem nnomaa ne mmoa a wɔwɔ asase soɔ nyinaa so."
I have provided all kinds of fruit and grain for you to eat.,"Na Onyankopɔn kaa sɛ: Hwɛ, mede mfudeɛ a ɛwɔ asase ani nyinaa ne nnuaba nyinaa mama mo sɛ ɛnyɛ mo aduane."
"And I have given the green plants as food for everything else that breathes, including animals, both wild and tame, and birds. And so it was.","Na asase so mmoadoma nyinaa ne ewiem nnomaa nyinaa ne mmoa a wɔwea asase soɔ nyinaa, mede nhahan mono mama wɔn sɛ wɔnni. Na ɛyɛɛ saa."
"God looked at what he had done. All of it was very good! Evening came, then morning—that was the sixth day.","Na Onyankopɔn hunuu deɛ ɔyɛeɛ nyinaa, na hwɛ, ɛyɛ pa ara. Na adeɛ sae, na adeɛ kyee, da a ɛtɔ so nsia ne no."
So the heavens and the earth and everything else were created. The Seventh Day,Na wɔwiee ɔsoro ne asase ne deɛ ɛwɔ mu nyinaa bɔ.
"God blessed the seventh day and made it special, because on that day he rested from his work.","Na Onyankopɔn hyiraa da a ɛtɔ so nson no so, na ɔtee ho, ɛfiri sɛ ɛno mu na ɔhome firii n’adwuma a ɔyɛeɛ wɔ adebɔ mu no nyinaa ho. Eden turo no"
"no grass or plants were growing anywhere. God had not yet sent any rain, and there was no one to work the land.","Na afuo mu nnua nyinaa nnya mmaa asase so, na afuo mu nhahan nyinaa nnya mfifirii, ɛfiri sɛ na AWURADE Nyankopɔn nnya ntɔɔ nsuo nguu asase no so, na na onipa a ɔbɛdɔ asase nni hɔ."
But streams came up from the ground and watered the earth.,"Na nsuo firi asase so foroe, na ɛfɔɔ asase ani nyinaa."
"The Lord God took some soil from the ground and made a man. God breathed life into the man, and the man started breathing.","Na AWURADE Nyankopɔn de fam dɔteɛ nwonoo onipa, na ɔhuu nkwa home guu ne hwene mu, na onipa yɛɛ ɔkra teasefoɔ."
"The Lord made a garden in a place called Eden, which was in the east, and he put the man there.","Na AWURADE Nyankopɔn yɛɛ turo bi wɔ Eden a ɛwɔ apueeɛ fam, na ɔde onipa a ɔnwonoo no no tenaa hɔ."
The Lord God filled the garden with all kinds of beautiful trees and fruit trees. Two other trees were in the middle of the garden. One of these gave life—the other gave the wisdom to know the difference between right and wrong.,"Na AWURADE Nyankopɔn maa nnua ahodoɔ nyinaa a wɔhwɛ a, ɛyɛ fɛ, na ɛyɛ sɛ wɔdie asase no so, ne nkwa dua a ɛsi turo no mfimfini, ne papa ne bɔne ho nimdeɛ dua fifirii asase no so."
"From Eden a river flowed out to water the garden, then it divided into four rivers.","Na asuo bi tene firi Eden bɛfɔ turo no, na ɛfiri hɔ ara na emu paapae yɛɛ nsutire nnan."
"The first one is the Pishon River that flows through the land of Havilah,","Deɛ ɛdi kan no din de Pison, ɛno na ɛkonton twa Hawila asase a sika wɔ soɔ no nyinaa ho hyiae."
"where pure gold, rare perfumes, and precious stones are found.",Na asase no so sika yɛ papa. Ɛhɔ na bedola aduhwam ne apopobibireboɔ wɔ.
The second is the Gihon River that winds through Ethiopia.,Na asuo a ɛtɔ so mmienu no din de Gihon. Ɛno na ɛkonton twa Kus asase nyinaa ho hyia.
"The Tigris River that flows east of Assyria is the third, and the fourth is the Euphrates River.","Na asuo a ɛtɔ so mmiɛnsa no ne Tigri, ɛno na ɛsene wɔ Asiria apueeɛ. Na asuo a ɛtɔ so nnan ne Eufrate."
