Model,BLEU,chrF,Average,BLEU_raw,chrF_raw,Average_raw
gemini-2.5-flash,34.19,30.06,32.13,34.19372521950974,30.062899191556994,32.12831220553336
gpt-4.1,11.97,25.00,18.48,11.96655750514248,24.995082040171482,18.480819772656982
claude-sonnet-4-5,7.48,27.75,17.61,7.479205385914791,27.747167473378727,17.61318642964676
palmyra-med-70b,7.55,23.17,15.36,7.548154617695621,23.171976018487108,15.360065318091365
kimi-k2-instruct-0905,8.89,20.25,14.57,8.886352283880255,20.25131603250573,14.568834158192992
qwen3-32b,5.81,22.14,13.98,5.805571870504628,22.144523242527256,13.975047556515943
llama-3.1-405b-instruct,6.80,20.41,13.60,6.79685676704184,20.40913256662412,13.60299466683298
llama-4-maverick-17b-128e-instruct,5.27,21.08,13.18,5.266930650566721,21.08473512339411,13.175832886980416
mistral-7b-instruct-v0.3,5.53,20.63,13.08,5.528849622582643,20.634612406028694,13.081731014305669
qwen3-235b-a22b,5.15,20.95,13.05,5.145666457583597,20.95019582408254,13.04793114083307
gpt-oss-120b,7.58,17.74,12.66,7.575132471451447,17.743777358993793,12.65945491522262
llama-3.3-70b-instruct,3.44,21.29,12.36,3.4424984931211386,21.28565156544417,12.364075029282654
seed-oss-36b-instruct,4.09,20.52,12.31,4.091806534297077,20.523713073070326,12.307759803683702
deepseek-v3.1,3.86,20.58,12.22,3.856691306251334,20.58169442451666,12.219192865383997
mistral-medium-3-instruct,3.23,21.17,12.20,3.2266797542258465,21.165638206316206,12.196158980271026
gemma2-9b-it,4.09,19.76,11.92,4.085459823183673,19.758568310580557,11.922014066882115
qwq-32b,3.40,19.94,11.67,3.3985054497579115,19.939294847291375,11.668900148524644
gemma-2-27b-it,4.17,18.95,11.56,4.17451108009627,18.949189255039492,11.561850167567881
gemma-2-9b-it,4.46,15.77,10.12,4.4638739708296455,15.773124366568265,10.118499168698955
