ref,text,translated,similarity_score,source_zip_file,bleu_score,chrf_score,avg_score
"When Jacob saw them, he said, “This is God's camp.” So he named the place Mahanaim.","Uwi ɔni na ɔ́nu-ma kani na ɔ́su ɔnini, “Mɛni ndi Unwoti Katɔti kakyakɔ.” Ɔmmɔ ɔsu na ɔ́sia mmɔ lɛnyi ɔnii Mahanaim.","""I am Unwoti Katoti and these are my servants, Mahanaim.""",0.35427067,output_jonathan,3.812406893732916,19.93812731800346,11.875267105868188
The men turned and started toward Sodom. But the Lord stayed with Abraham.,"Amu na bekyuli bammɔ bátu bénwini bésie Sodom kakɛ, nsu Abraham anwu ɔ́sɔ únye mmɔ ɔɔnu Unwoti anumi.","Abraham and his wife Sarah lived near the city of Sodom, and Abraham had become very wealthy in cattle.",0.6191204,output_jonathan,2.7156804039319287,24.626626978345836,13.671153691138883
"Ezer's sons were Bilhan, Zaavan, and Akan.",Eser bebi bananabi ndi Bilhan ku Saawan ku Akan.,The baby eats banana at Bilhan during Saawan and Akan.,0.25556314,output_jonathan,14.991106946711685,30.401154784329833,22.696130865520757
"Jacob sent messengers on ahead to Esau, who lived in the land of Seir, also known as Edom.",Yakob ɔ́tala batu badi ɔnii bagyu batɔ-nwu. Na ɔ́tala-ma ɔ́kya ɔnwani Esau na kalɛkɛ kani baalɔ Seir na Edom kalɔ kemmo.,"Jacob lived in the land of the Aramites, in Haran. And he lived there for a long time. Then he said to his family, ""Arise, let us go back to the land of my birth, to the land of Canaan.""",0.54409766,output_jonathan,8.288569028045886,30.302137609820583,19.295353318933234
"“No!” Jacob said. “Please accept them as a sign of your friendship for me. When you welcomed me and I saw your face, it was like seeing the face of God.","Nsu Yakob údie kenye ɔnini, “Buvele na nda-a, oowo! Si mina lɛlɔ lɛ́da-a ebiti bɔdi ni, amu ƒɔ mina etela ani na líti muute-ɔ. Ɔsika kalɛ na lɛda lɛlɛ-ɔ anumi na lɛnu-ɔ ni, use-mi aani kalɛ na lɛnu mina Unwoti Katɔti anumi. Anwuɔsu kalɛ na égyingya enu na áƒɔ-mi ku kayi ƒaa mɛni ni,","""Jacob said to them, 'Listen carefully, people! I have heard a rumor that the king is planning to go to war. If it is true, we must prepare ourselves and our belongings quickly. Gather food and water, and let us follow King Unwoti Katoti. We should also be aware of the enemy's movements and our own location. Let us meet at the big tree near the river, where we can discuss our plans.'",0.4534384,output_jonathan,1.3612591855567506,21.716754379504035,11.539006782530393
"Jacob loved Joseph more than he did any of his other sons, because Joseph was born when Jacob was very old. Jacob had even given Joseph a fancy coat","Ɔƒɛni ni, Yoseƒ ɔti Israel ni, ɔ́ɔbi lɛlɔ geen asa na ɔ́wɔ Yoseƒ ɔsu ni, ɔɔyɔ́ Yoseƒ geen. Ɔmmɔ ɔsu ni, ɔ́ya na bédi awu gyɔlɔɔ ɔdi ɔni mɔɔdia bɔnu geen béte Yoseƒ.","""Yosef is from Israel, and he has a brother named Benjamin, and Joseph was sold by his brothers, but Joseph was not harmed. Another man was with him, and they dipped the coat of many colors in the blood of a goat and sent it to their father, pretending that Joseph had been torn to pieces by a wild beast.""",0.5490638,output_onesimus007,1.672896821126202,29.10859005628103,15.390743438703616
"She was having a rough time, but the woman who was helping her said, “Don't worry! It's a boy.”","Ka kɔwɔ kɔmmɔ kɔdaku-nwu bude ɔsu ni, uleku ɔni mɔɔƒɔ́-nwu kɔwɔ ɔ́kya-nwu ɔkplu. Na ɔ́su-nwu ɔnini, “Sɔ tayia. Ubi ɔnanabi na ɔdi.”","""The man came with a dog, and the dog started barking loudly. He said, 'Stop it. Be quiet.'""",0.4144922,output_onesimus007,3.802351022611669,17.740551017778337,10.771451020195002
Noah farmed the land and was the first to plant a vineyard.,"Na uwi ɔmmɔ ni, Noa úse kalɔ ɔɔƒɔ kemo na ɔ́bla adingyii kemo kadi.","""Noah used three large boats, and they were filled with all kinds of animals, including birds, in pairs, male and female.""",0.55657375,output_onesimus007,1.7574239156849023,24.07813869566761,12.917781305676257
"Jacob worked seven years for Laban, but the time seemed like only a few days, because he loved Rachel so much.","Ɔmmɔ ɔsu ni, Yakob ɔ́bla kabla akwa maatɛ úte Laban kalɛ na ɔkɛ Rahel uti. Nsu ɔmɛni ƒui ɔ́bla Yakob aani emeyi alɛɛ kani na akwa ammɔ adi-nwu na kalɛ na ɔɔyɔ́ Rahel ɔsu.","""Yakob was old, and Jacob had two wives, Leah and Rachel. One day, Leah bore him seven sons and one daughter, and Rachel was envious.""",0.5527002,output_onesimus007,1.7577459356554812,24.696794214443305,13.227270075049393
"My father Nahor, your grandfather Abraham, and their ancestors all worshiped the same God, and he will make sure that we each keep the agreement. Then Jacob made a promise in the name of the fearsome God his father Isaac had worshiped.","Muuvele Abraham Unwoti Katɔti ku Nahor Unwoti Katɔti ɔni ndi bana bati Unwoti Katɔti ka ɔtɛ litemi biala nkya ami ku-ɔ ntɛ.” Ka ɔ́wɔlɔ ni, Yakob ɔ́kpali Katɔti ɔni na Isak ɔɔbu geen úse kenye kadi.","The text reads: ""Moving on, we find Abraham and Nahor, the sons of Terah, with their wives, the daughters of Terah, and they settled at a place called Shinar.""",0.38019907,output_onesimus007,2.958481277591774,21.608931462639873,12.283706370115823
