Model,BLEU,chrF,Average,BLEU_raw,chrF_raw,Average_raw
deepseek-v3.1,14.83,24.16,19.50,14.83492828623858,24.16058389199566,19.497756089117118
gpt-4.1,11.71,23.46,17.58,11.705589020696324,23.46238558338172,17.583987302039024
claude-sonnet-4-5,7.43,27.03,17.23,7.428860694358236,27.026740128429342,17.22780041139379
palmyra-med-70b,9.29,24.91,17.10,9.287528999566801,24.91280197926758,17.10016548941719
qwen3-32b,13.31,19.48,16.39,13.308442527111026,19.47804935977301,16.393245943442018
gemini-2.5-flash,7.27,24.57,15.92,7.274100375865743,24.566378103846553,15.920239239856148
gpt-oss-120b,10.79,15.80,13.30,10.794183673335963,15.79901676786568,13.296600220600823
kimi-k2-instruct-0905,7.10,19.14,13.12,7.101804539861698,19.144083062427104,13.122943801144402
llama-3.1-405b-instruct,6.76,19.46,13.11,6.7616425332507735,19.46371226028333,13.112677396767051
gemma2-9b-it,6.82,19.26,13.04,6.815665661266018,19.2585956284702,13.037130644868109
mistral-medium-3-instruct,7.05,19.00,13.02,7.050012289384432,18.999900027837313,13.024956158610873
seed-oss-36b-instruct,7.29,18.57,12.93,7.289334177359764,18.565960655343755,12.92764741635176
llama-3.3-70b-instruct,6.09,18.45,12.27,6.086557760579093,18.45452723799557,12.270542499287332
mistral-7b-instruct-v0.3,4.82,19.63,12.23,4.818705793464987,19.633522362999084,12.226114078232035
qwen3-235b-a22b,6.13,18.02,12.08,6.133297165279371,18.020017262538268,12.07665721390882
qwq-32b,6.07,17.38,11.73,6.071283969534311,17.380025745348597,11.725654857441453
llama-4-maverick-17b-128e-instruct,4.13,19.22,11.67,4.129881762185746,19.215428654406445,11.672655208296096
gemma-2-27b-it,4.89,17.98,11.43,4.886496082151865,17.979430294329596,11.43296318824073
gemma-2-9b-it,2.99,16.89,9.94,2.9916393762856206,16.8860245598322,9.93883196805891
