ref,text,translated,source_zip_file,bleu_score,chrf_score,avg_score
"But the Holy Spirit will come upon you and give you power. Then you will tell everyone about me in Jerusalem, in all Judea, in Samaria, and everywhere in the world.”","Onupɛ Ɔfɔfuĩa gbangbã ɔba wɔnɔ abhaa, nɔbɔ yɛkɛ ohumi, kɛlɛ nobo dzi banɔ gɛ nɔbɔ mɔ ebui alɛ ɔɖɔ nɛ mɛishu nɛ Yerusalem nɛ̀ Yudea petee ɔvɛnɔ Samaria ɔdɛtɔ̃ kanɔ nɔ̀ ɔtɔ̃kɔ.”","Then the Holy Spirit came upon them all, and they began to speak, but they were different people, and they heard that the word of the Lord in Jerusalem and all Judea spread to Samaria and",output_proprietary_batch1,6.709295046145911,37.77231628464022,22.240805665393065
"And when they heard this noise, a crowd gathered. But they were surprised, because they were hearing everything in their own languages.","Gɛ belũ ozĩ ɔlɛɛ, banɔɛza gbagbla tili bashogò kɛlɛ kɛbhɛtɛ balɛibi, ɔmɔsɛ anɔ nyia anɔ elũ ebuiɛ gɛ baɖɔɔ nɛ yɛulũhũ mɛ.","When the day breaks, many people gather in the market to discuss their problems so that they can find a solution and live in peace.",output_proprietary_batch1,2.172054551709621,24.7791784329932,13.47561649235141
Then why do we hear them speaking our very own languages?,Kɛlɛ kɛzã pɛ bɔlɔ ɔmayɛmɛ aka nyia aka elũ ebuiɛ mɛ nɛ yɛulũhũɔ mɛ̀ dza?,"But how is it that only the bushbuck is caught, and the duiker and the bushpig are killed with a trap, are they eaten?",output_proprietary_batch1,1.387819277861591,15.975499459329395,8.681659368595493
"Others made fun of the Lord's followers and said, “They are drunk.” Peter Speaks to the Crowd","Beteli xɔnɔ aaɖɔ amɔɛbui nɛ balɛishu kɛlɛ baɖɔ asɛ, “Bunu bawɔ̃ɛ ebuku. Petro Aɖɔ Kaɖɔ Akɔ Banɔɛza","Bethel's friend said to Amoyebui and Balayshu, and they said: ""Bunu wrote this book. Peter said, Kado, Ako, Banoeza.",output_proprietary_batch1,3.652945772536268,24.070109182485172,13.86152747751072
"You are wrong to think that these people are drunk. After all, it is only nine o'clock in the morning.","Gɛnɛ bunu banɔ alɛ adɔ asɛ gɛ noɖiɛ, kɛvɔlɔ ɛɖa tizhita nɛlɛ ko gɛta.","Everyone will eat and drink water, but they will not be able to go.",output_proprietary_batch1,2.0780731303323425,14.766123850691054,8.422098490511699
"The Lord won't leave me in the grave. I am his holy one, and he won't let my body decay.",ɔmɔsɛ ɔtɛbɔ shɛnɛ ahɔɛ nɛ mɛishu ɔkɔ butsi alo pɛ ɔbɔkɔ ɔsɛ wɔ ayɛ gɛ yɛishu dalɛ atsɔmɔ ezĩ.,"A person can build a house and live in a village, or they can simply be good to them so that they can live well there.",output_proprietary_batch1,1.8884748972625875,19.515200228165092,10.70183756271384
"My friends, it is right for me to speak to you about our ancestor David. He died and was buried, and his tomb is still here.","“Mɛadzya alɛ mɔ, ɛpɛ sɛ tɛ mɛdalɛ mɛishumɛ ɔkɔ wɔnɔ tɛ̀ noti ɔsɛ ashuĩ David etsí, kɛlɛ bavɔbɔɛ, kɛlɛ yɛodzeɖe ɔlɛ ɛkɛlɛ̀ ɔmana oboɔ.","They said that it was as if they had forgotten the word that the prophet David spoke, yet they were afraid, but their hearts were stubborn.",output_proprietary_batch1,1.9455565649607875,18.710583467951704,10.328070016456246
"and he jumped up and started walking. He went with Peter and John into the temple, walking and jumping and praising God.","Etso epoele nɛ yɛtsɛɖɛ nabha kɛlɛ akpàa gã. Kɛlɛ atɔnɔ alɛ avɛ Owusoso Akaavũɔ shu pɛ aagã, pɛ etsopoele pɛ akpɛ Owusoso Akaa nɛinyè nɛitití.","They went out and hunted, but they caught nothing at all. But some of them came to Owusoso Akaavũɔ's house and did not find him, so they went out",output_proprietary_batch1,1.7345617945636578,18.092401707472337,9.913481751017997
"My friends, I am sure you and your leaders didn't know what you were doing.","“Mɛadzya alɛ mɔ, inyi ɔsɛ wɔnɔ nɛ̀ bagɛ baagbanà wɔnɔɔ otinyi flogo pɛ nɔbhɛtɛ.","It is said that it is good for us and for powerful people to lead us well, only forward.",output_proprietary_batch1,2.3901021968803136,17.624427342955638,10.007264769917976
"But God had his prophets tell that his Messiah would suffer, and now he has kept this promise.","Pɔ, kana Owusoso Akaa abhɛtɛ kɛgɛ aɖɔ elúɔ ɔgana yɛebuiɖɔluanɔ nabha gɛ aɖɔ asɛ, yɛ Kristoɔ abamɔ bɔtɔ.","Paul, and God has prepared a place for those who will believe in him and for those who will serve him, and Christ will come soon.",output_proprietary_batch1,3.235912122544166,20.564392528174942,11.900152325359553
"God sent his chosen Son to you first, because God wanted to bless you and make each one of you turn away from your sins.","Kliso gɛ Owusoso Akaa efeke yɛ yɛaxɔ̃ɛdɛ, akɔ yɛebhoso aba wɔnɔ ɔkɔ tɛ ebeyulà akɔ wɔnɔ ɔganà wɔnɔ ɔmayɛmɛ aka nyia aka titsyitsyina edenɔ yɛ kɛtakpu mɛ gagalĩ edzo nabha.”","Christ and God the Father sent them to preach, so that they might save those who do not know, and those who are lost, those who are suffering, and the poor, and the blind",output_proprietary_batch1,1.4104555382959003,19.441170388981853,10.425812963638876
"The next morning the leaders, the elders, and the teachers of the Law of Moses met in Jerusalem.","Gɛ keli azaa, bekusiɛ, besheshèɛ nɛ̀ ɔshadɔkasɛ, badɛtsyɔa nɛ Yerusalem.","When it was morning, the chief priests and elders gathered and took counsel in Jerusalem.",output_proprietary_batch1,9.5150554800958,36.71985995095589,23.117457715525845
"The high priest Annas was there, as well as Caiaphas, John, Alexander, and other members of the high priest's family.","Hana gɛedzi banɔlũazazã gbagbla tsyɛ azã ɛkɛlɛ, kana Kayafa, Yohanes nɛ̀ Aleksandro, nɛ̀ banɔ gɔgɔ̃ɔ gɛede banɔlũazazã gbagbla yɛɔpã mɛ azã ɛkɛlɛ.","And all the elders of the people and the scribes gathered, and Caiaphas, John, and Alexander, and others of the high priestly family also gathered.",output_proprietary_batch1,15.337871109155067,53.96626043067124,34.65206576991315
"But there is something we must tell you and everyone else in Israel. This man is standing here completely well because of the power of Jesus Christ from Nazareth. You put Jesus to death on a cross, but God raised him to life.","kɛlɛ wɔnɔ nɛ̀ Israelanɛ petee notì kibui ɛlɛ ɔsɛ, kinù kibui gɛgã Yesu Kristo Nazareteyiɛ yɛinyeɛ mɛ, anunɔ gɛ nɔdɛ kpalà nɛ osi shuɔ pɛ Owusoso Akaa efeke yɛ edenɔ bekpuɔ mɛɛ, yɛakɔ asɛ anyɛ alɛ gɛeli wɔnɔ amɛ ishumɛ gagalĩ.","But all the Israelites knew his word concerning Jesus Christ of Nazareth, his coming, and so that he would open the way for the Holy Spirit to be fully revealed within their hearts, and they would",output_proprietary_batch1,2.23802006520381,27.874259141540296,15.056139603372053
But they could not deny what had happened. The man who had been healed was standing there with the apostles.,"Pɔ gɛ bamɔ kɛkpatà gɛ bakɔ kɛlɛ shu mɛ gagalĩɛ eli kitití nɛ ɛkɛlɛ, bagamɔ kɛnɔnɔ gɛ babaɖɔ.","They came to the farm, went home and ate fufu and soup with meat, returned and slept.",output_proprietary_batch1,2.2799725391172525,17.951320538565536,10.115646538841395
"The officials commanded them to leave the council room. Then the officials said to each other,","Kliso bakɔ asɛ bekoeyì nɛ ɔhaesheshèɛ namɛ, kɛlɛ batɔ̃ kɛtakpu kitsù.","They came to kill Christ, and he was resurrected again, but they believed in vain.",output_proprietary_batch1,2.8265205879007453,15.465478224009019,9.145999405954882
"The kings of earth prepare for war, and the rulers join together against the Lord and his Messiah.”","Kesiakpa abha ekusiɛ batɔ̃ kɛtakpu kɛlɛ beekusiɛ beshogò nɛ Apaleteɛ shu nɛ̀ agɛ yɛasara bɔbɔ ɔkɔɔ,",Kesiakpa and three boy children and two children went to Apalete's farm to weed their farm.,output_proprietary_batch1,2.3787638700239504,18.893512402217898,10.636138136120923
"The property was yours before you sold it, and even after you sold it, the money was still yours. What made you do such a thing? You didn't lie to people. You lied to God!”","Gɛnɛ wɔayɛ kenu flogo pɛ ɔdɛ kalɛ dza? Kɛlɛ gɛɔdɛ kalɛ obekeɛ, gɛnɛ wɔahɔɛ mɛ ehoeyiɛ azã dza? Kiɖuwoe gɛkɔ ɔsɛ tɛ̀ ɔbhɛtɛ ekpeɖekpeɖe alɛ nɛidi mɛ? Gɛnɛ banɔ wɔwɔɛ pɔ Owusoso Akaa wɔwɔɛ.","What wrong have you done that he should punish you? But if he punishes you, what lie have you told him again? How can he put a burden on each person's head",output_proprietary_batch1,1.4540049564964996,22.681359424218787,12.067682190357644
“Go to the temple and tell the people everything about this new life.”,"Etseɖe balɛ asɛ, “Nɔvɛ ɔdɛ lɔ kititì nɛ Owusoso Akaavũɔ shu tɛ̀ nɔɖɔ ɛkpã vɔvɔ ɛlɛ shu ebui otseɖe banunɔ.”","Etseɖe replied, ""My friend, Owusoso Akaavũɔ and I will do different tasks, but we will help each other.",output_proprietary_batch1,1.958224832501124,18.664885788962312,10.311555310731718
"So I advise you to stay away from these men. Leave them alone. If what they are planning is something of their own doing, it will fail.","Klisoɔ kibui ɛlɛ otsiɛ nɔ, ihu buluhũ ɔkɔ wɔnɔ ɔsɛ, Nɔshɛnɛ ahɔɛ nɛ banɔ alɛ shu! Nɔkɔ bagavɛ! Ɔmɔsɛ onupɛ kɛgɛ batɔɖɔ nɛ̀ balɛ ebui bhɛbhɛtɛ mɛ enu banɔdzyrame ayɛɛ, latɛ bamɔ otugbà vɛvɛ.","When Christ said these words, he saw a rich man and a poor man. He said, ""How difficult it is for people to enter! How easy it is!"" He said to people",output_proprietary_batch1,1.476232328930697,17.506802889184723,9.49151760905771
Every day they spent time in the temple and in one home after another. They never stopped teaching and telling the good news that Jesus is the Messiah.,"Keliza, elizaa mɛɛ, banɔkpɛkpɛ azã bɔdɔ̃ kakasɛ nabha nɛ akaavũɔ shu, nɛ̀ odenɔ bɔpã mɛ ɔvɛnɔ bɔpã mɛ, kɛlɛ bagɛ zɔkɔ yɔlɔ nɛ̀ balɛ bɔdɔ̃ kakasɛ nɛ̀ kibui gbangbã tɛɖɔɖɔ ɔsɛ Yesu yɛenu Kristoɔ.","Church members believe that God created everything and the world, and he gives life and he takes life, but they say that God will create a new heaven and earth through Jesus Christ.",output_proprietary_batch1,1.6677796333413761,28.36642089153017,15.017100262435772
"My friends, choose seven men who are respected and wise and filled with God's Spirit. We will put them in charge of these things.","Kliso, mɛadzya alɛ mɔ, nobu banyɛ tegegene nɛ wɔnɔɛshi gɛ nonyi ɔsɛ, Ɔfɔfuĩa Gbangbã nɛ̀ bubutì kpasɛ alɛ mɛ, bɔbà lɔkɔ kɛxɔ̃ɛ ɛlɛ kpɛ ahɔɛ ɔkɔ alɛ","Christ, we will say that no one can truly compare to him, and the Great Spirit who has helped us, they will not be able to do anything against us.",output_proprietary_batch1,1.7035962947530545,24.510588330940728,13.107092312846891
"Another king was ruling Egypt, and he didn't know anything about Joseph.",Kɛlɛ ekusi bhlatɔ gɛ yɛetinyi kɛnanà nɛ Yosef shuɔ ebedzi ekusi nɛ Egipte.,"But the famine was severe in the land of Canaan, and Joseph saved food for the famine in Egypt.",output_proprietary_batch1,4.780204393760627,25.266741518241016,15.023472956000822
"The next day Moses saw two of his own people fighting, and he tried to make them stop. He said, “Men, you are both Israelites. Why are you so cruel to each other?”","Gɛ keli azaa, Mose ewlui azaba batɔnɔ Israelanɛ taabha gɛ bagɔ̃lɛ, apɛ asɛ tɛ evũ iboe nɛ balɛishi, ebisi asɛ, ‘Baanyɛ, baadzya nonu, kiɖeso pɛ nɔpɛ ɔsɛ tɛ nɔkɔ bagɔlɔ kibiɛ dza?’","And in the morning, Moses called the elders of Israel together, and told them what he had seen and heard, and asked them, 'What do you think, what should we do, so that we can escape this trouble?",output_proprietary_batch1,2.4901754114263377,26.26279318600307,14.376484298714704
"Moses is the one who told the people of Israel, “God will choose one of your people to be a prophet, just as he chose me.”","“Mose alɛ yɛetseɖe Israelanɛ asɛ, ‘Owusoso Akaa aba sɛsɛ wɔnɔ ebuiɖɔluanɔ asɛ mɛ ana, odenɔ wɔnɔ ahɔɛ mɛ banunɔ ɔkɔ.’","Moses said to the Israelites, 'The Lord God has come to you today to tell you that he will give you rest and peace.",output_proprietary_batch1,2.014660502867435,23.11111822439615,12.562889363631793
The tent where our ancestors worshiped God was with them in the desert. This was the same tent that God had commanded Moses to make. And it was made like the model that Moses had seen.,“Trɛwɔa kagba gɛkɔ bɔlɔ ashuĩ alɛ abakà ebuiɛ gɛ baɖɔ etseɖe alɛ nɛ oxuiɛ azã balɛ ahɔɛ. Babhɛtɛ kalɛ tɛzazã mɛ nɛ kɛshɔrɔ gɛ Owusoso Akaa ashɔrɔ Mose pɛ amɔ kalɛ nulũ.,"It is said that when someone dies and a child is born, the child takes their place, meaning the dead person has returned to the world. They believe that this return is the reason why God",output_proprietary_batch1,1.5863148730547674,25.210707909283702,13.398511391169235
And it was finally King Solomon who built a house for God.,Pɔ Salomo yɛaba bhɔ buvũɔ akɔɛ.,And Solomon will come with a mighty army.,output_proprietary_batch1,4.32319463004898,23.178426590397308,13.750810610223144
"“Heaven is my throne, and the earth is my footstool. What kind of house will you build for me? In what place will I rest?","“ ‘Kititiɛ kɛlɛinu mɛ bukusi kegbuɔ, pɛ kesiakpa enu mɛ ɔtsɛɖɛ odzukɔ. Bɔpã ɖuwoedi nɔbɔ bhɔ ɔkɔ mɛ? Alo fakɔ mɛ omoelekɔ ɔbɔzã? Kana Apaleteɛ aɖɔ.",The small bird in the bush builds its nest in the tree. How can you sleep outside? Or where do you sleep? Let Apalete speak.,output_proprietary_batch1,1.9240848598265397,18.871482883925232,10.397783871875886
"Angels gave you God's Law, but you still don't obey it. Stephen Is Stoned to Death",wɔnɔ bagɛ nɔyɛkɛ ɔsha gɛ balɔkɔ akpɛ axɔ̃ɛ wɔawɔa mɛ ɔganà baxɔ̃ɛdɛ nabha pɔ nɔgɛlà ɔlɛ abha ɔbhɛtɛ tsyɛ.” Batá Aklagbu Ehu Stefano Eyii,"We are building a home and living in our peace, and we will make our own future for our children to have strength and their future."" Bata Aklagbu Ehu Stefano Eyii",output_proprietary_batch1,1.432548017297354,16.740772261656684,9.086660139477019
and dragged him out of the city. Then they started throwing stones at him. The men who had brought charges against him put their coats at the feet of a young man named Saul.,"betii yɛebu eyinɔ nɛ ɔmamɛ, kɛlɛ bakpà aklagbu atahui. Nɛ kibe ɛlɛ bagɛ bazã amɔ ebui alɛ alɔkɔ balɛ bakpɛkpɛ elú ayisɔ̃ teli gɛ bekulu yɛasɛ Saulo otugbà.","They went to fetch water and returned, but they found a large stone. And then, they were able to roll the stone and clear the path for everyone so that they could return to tell Saul the news.",output_proprietary_batch1,1.4687168144827005,25.19717541203311,13.332946113257906
Philip went to the city of Samaria and told the people about Christ.,Filipo ediku ɔma toli mɛ̀ nɛ Samaria pɛ aɖɔ Kristo shu kibuiɛ etseɖe alɛ nɛ ɛkɛlɛ.,Philip went to a city in Samaria and preached Christ to them with great power and signs.,output_proprietary_batch1,11.306082351602983,48.246234934319766,29.776158642961374
"Peter and John then placed their hands on everyone who had faith in the Lord, and they were given the Holy Spirit.","Kɛlɛ Petro nɛ̀ Yohanes atɔɖɔ ahɔɛ nɛ balɛ abha, kɛlɛ bayɛkɛ Ɔfɔfuĩa Gbangbã.","But Peter and John were arrested and put in prison, yet they spoke the Word of God.",output_proprietary_batch1,7.826421362180347,25.236933298071552,16.531677330125948
"Philip later appeared in Azotus. He went from town to town, all the way to Caesarea, telling people about Jesus.","Filipo edikoeyi nɛ ɔma toli gɛ bekulu asɛ Azotoɔ mɛ, kɛlɛ azanyɔ afala pɛ aaɖɔ kibui gbangbã nɛ ɔma ka nyia ka mɛ, ɔvɛnɔ kibeɛ gɛ ediku Kaisarea.","Philip went and preached to the people in Azotus, but as he passed through, he preached in all the cities until he reached Caesarea.",output_proprietary_batch1,5.166045454134253,34.807279031368026,19.98666224275114
"“Who are you?” Saul asked. “I am Jesus,” the Lord answered. “I am the one you are so cruel to.","Saulo ebisi asɛ, “Apalete, wonu afana?” Ebuiliulũ akɔɛ asɛ, “Mɛinu Yesu, anɔ nɔ̀ gɛ yiede wɔtɔnɔɔ.”","Saul asked, ""Who are you, Lord?"" He replied to him, ""I am Jesus, whom you are persecuting.",output_proprietary_batch1,9.38758965554531,40.12209058833537,24.75484012194034
and for three days he was blind and did not eat or drink.,"Nɛ ewui tata mɛɛ, Saulo edzi awuhũpu, kɛlɛ agɛŋã bɔdɔ̃ alo pɛ awɔ̃ɛ kɛdɔ̃ nanà tsyɛ.","And he killed many people, Saul was breathing threats, but he did not stop, rather he did it even more.",output_proprietary_batch1,3.9566236357113054,25.988740157124806,14.972681896418056
Then one night his followers let him down over the city wall in a large basket. Saul in Jerusalem,Pɔ yiede azazã adɛgbana yɛ elishi pɛ bakpɛ yɛ nɛ kashɔ̀ mɛ pɛ bezhini yɛ aganà ozĩ toli gɛ lɔzã kigiliɛ mɛ.,They went to the market in the morning and they bought some yams and some cocoyams and some plantains and they returned to their house in the evening.,output_proprietary_batch1,1.8196871111910016,18.681896565629213,10.250791838410107
But the followers found out about this and took Saul to Caesarea. From there they sent him to the city of Tarsus.,"Gɛ badzya ebetì kibui ɛlɛ, bagbana yɛ ezhinɔ avɛnɔ Kaisarea, kɛlɛ odenɔ ɛkɛlɛ, basɛsii nɛ Tarso.","When they arrived at that port, they sailed to the city of Caesarea, but from there they sailed to Tarsus.",output_proprietary_batch1,14.101576878340701,41.47194310128815,27.786759989814424
"He said, “Cornelius, God has heard your prayers, and he knows about your gifts to the poor.","Kɛlɛ aɖɔ asɛ, ‘Kornelio, Owusoso Akaa elũ wɔ tikukuluɔ gɛ okulu yɛ, kɛlɛ abakà ɛyamɛ gbangbã gɛ ɔbhɛtɛ ɔkɔ betsyuitsyuiɛ.","But he replied, 'Cornelius, the Holy Spirit has done good work, and it is good, but he cannot finish it by himself.",output_proprietary_batch1,3.9253456897493937,26.364000948313056,15.144673319031224
"God is pleased with everyone who worships him and does right, no matter what nation they come from.",pɔ ayɛkɛ banɔ edenɔ kɛmadi ka nyia ka mɛ gɛ esì yɛifu pɛ abhɛtɛ kɛgɛ ɛlɛ kɛlɛ ɔzãkɔ.,"He went to the market to buy some fish and some meat. When he arrived, he saw a big crowd because there was a festival.",output_proprietary_batch1,1.7574239156849023,20.59036700735591,11.173895461520406
