Model,Similarity Score (%),Raw Score
gemini-2.5-flash,56.55%,56.55494181315104
claude-sonnet-4-5,37.34%,37.33598327636719
llama-4-maverick-17b-128e-instruct,30.82%,30.818675689244067
kimi-k2-instruct-0905,30.37%,30.37326731854588
qwen3-235b-a22b,30.37%,30.37099453323518
gemma-2-9b-it,28.78%,28.776335690659728
gpt-4.1,28.76%,28.758460998535156
llama-3.3-70b-instruct,28.65%,28.652797987223554
gemma-2-27b-it,28.54%,28.54318516115165
deepseek-v3.1,27.54%,27.539937142466147
gemma2-9b-it,26.77%,26.771381308
mistral-medium-3-instruct,25.64%,25.638496988989672
qwen3-32b,23.50%,23.495713183333336
seed-oss-36b-instruct,22.94%,22.93913726979101
gpt-oss-120b,22.44%,22.43764172680073
llama-3.1-405b-instruct,22.42%,22.422474046336536
palmyra-med-70b,19.75%,19.74642974
qwq-32b,19.58%,19.57631426095169
mistral-7b-instruct-v0.3,14.05%,14.047464135000002
