ref,text,translated,similarity_score,source_zip_file,chrf_sentence,corpus_bleu,corpus_chrf
"Above his head they put a sign that told why he was nailed there. It read, “This is Jesus, the King of the Jews.”","Like mɔ yɩ́ ti yɛ̂ bɛ lɛ kun yɩ́'n, b'a hɛlɛ b'a bɔ yɩ́ ti sʋ ɛbɛlɛ kɛ: “Sʋanlan ɛhɩ li Zozi. Ɔ tɩ Zufʋ'n-mɔ belemgbin.”","Like the one who spoke, he said to them: ""The woman is Zozi. He is the leader of Zufvn-mo.""",0.26350534,output_mich001,15.663380310691263,10.713701843513144,4.542013626040879
"After Jesus had placed his hands on the children, he left. A Rich Young Man (Mark","Zozi falɩ yɩ́ sa'n-mɔ fualɩ bɛ́ nwʋn yuelɩ, yɩ́ nzin y'ɔ fi ɛbɛlɛ ɔ hɔlɩ ɔ. Kpafɛlɛ esikafʋɛ nɩn anwʋn ɛjɔlɛ'n (Maakɩ","Zozi fal y is sa 'n-mɔ fual bɛ nw n yuel, y nzin y'ɔ fi ɛbɛlɛ ɔ hɔl ɔ. Kpafɛlɛ esikafʋɛ n n anw ɛjɔlɛ'n (Maak",0.05446754,output_mich001,10.346335832332807,10.713701843513144,4.542013626040879
"“An enemy did this,” he replied. His servants then asked, “Do you want us to go out and pull up the weeds?”","“Mɩnlɩan'n nwan: ‘Kpɔfʋɛ bie yɛ̂ ɔ'a li junman sɔ nɩn ɔ.’ “Ɛhɩ a, ajunmanfʋ'n-mɔ kɔ bisa yɩ́ kɛ: ‘Ɛ kulo kɛ yɛ hɔ́ tútu ndile ɛtɛ nɩn ɔ?’","Minlians said: ""The issue is not yet resolved."" ""But the people replied: ""What is the problem that you are causing this delay?""",0.26109403,output_mich001,23.1899326258233,10.713701843513144,4.542013626040879
"When they opened their eyes, they saw only Jesus.","Bɛ 'kuku bɛ́ ti sʋ a, sʋanlan fɩ́ɩ́ nnʋn man ɛbɛlɛ kɛ Zozi angʋnmɩn ala.","The great kuku speaks the truth, the sʋanlan fɩ́ɩ́ nnʋn man has chosen Zozi as the angʋnmɩn ala.",0.16861323,output_mich001,17.32938136233445,10.713701843513144,4.542013626040879
At noon the sky turned dark and stayed that way until three o'clock.,"Mɔ sɛnzɛ'n jinlanlɩn bɛ́ ti afian'n, awosin wulalɩ mân nɩn anun lɩka kʋalaa dede ɔ juli nɔsʋba dɔɛ nsan.",Translation not possible,0.03595271,output_mich001,7.48780240610505,10.713701843513144,4.542013626040879
"So they told Jesus, “We don't know.” Jesus said, “Then I won't tell you who gave me the right to do what I do.” A Story about Two Sons","Ɛhɩ a, bɛ kɔ bua Zozi kɛ: “Yɛ nzɩ man.” Zozi kʋsʋ nwan: “Sɛ ɛmɔ nzɩ man an, mɩ́n kʋsʋ mɩn ngan man sʋanlan'n m'ɔ man mɩ́n tunmin maan mɩn yɔ ninnge sɔ'n-mɔ'n mɩn ngele man ɛmɔ.” Mmatʋnman nnyuan nɩn anwʋn anyɩnndala'n","Hey there, he told Zozi: ""You are a man."" Zozi replied: ""If you are truly a man, then I will fight with you, the man who is a man, and I will not hold back my strength, my power, or my might."" Mmatvnman, the leader of the village",0.24661367,output-onesimus_003,19.34646203421657,10.713701843513144,4.542013626040879
This story will show you what the kingdom of heaven is like: One day a king decided to call in his officials and ask them to give an account of what they owed him.,"“Ɛhɩ ati, ɛ 'nwun like mɔ Anwunno Belemgbin Mân'n soman yɩ́'n. Belemgbin kʋn nwan ɔ 'dide yɩ́ esika'n kʋalaa mɔ yɩ́ ngʋa'n-mɔ tua yɩ́'n.",,0.006727062,output-onesimus_003,,10.713701843513144,4.542013626040879
"But Jesus knew what was in their minds, and he said, “Why are you thinking such evil things?",Zozi nwunlin bɛ́ ajʋnlɩn'n. Yɩ́ nwan: “Nzukɛ ati yɛ̂ ɛmɔ le ajʋnlɩn nvuin sʋa-mɔ ɛmɔ ati anun ɔ?,"Zozi's husband is going to the woman. He asked: ""Why did you go with the woman's husband to the village and leave your wife?""",0.15628554,output-onesimus_003,21.08223088791248,10.713701843513144,4.542013626040879
"The angel said, “Get up and take the child and his mother back to Israel. The people who wanted to kill him are now dead.”","Yɩ́ nwan: “Zozɛfʋ, jasʋ fa batʋnman'n nʋn yɩ́ nin sa kɔ Izalayɛ mân nɩn anun. Ɔ sanlɩn kɛ, bɛ́ mɔ anɩn bɛ lɛ kpʋnndɛ batʋnman'n bɛ kun yɩ́'n, b'a yue wu.”","He said: ""Zozefu, the son of the chief has come to Izalaye's land. His message is: they must know that the chief's people who are with him will see them and they will follow him.""",0.36402756,output-onesimus_003,27.428336588203823,10.713701843513144,4.542013626040879
"Jesus used stories when he spoke to the people. In fact, he did not tell them anything without using stories.","Ɛjɔlɛ ɛhɩ kʋalaa mɔ ɔ 'kan kele menian'n-mɔ'n, ɔ bu yɩ́ anyɩnndala nun. Sɛ ɔ'a mmun man anyɩnndala a, ɔ ngan man ɛjɔlɛ'n ɔ ngele man bɛ́.","Ejole does the work of 'speaking the language of the message' and writes the words in letters now. If he reads the letters, he understands Ejole and knows it.",0.22869,output-onesimus_003,21.869069099879486,10.713701843513144,4.542013626040879
"Jesus walked on and soon saw James and John, the sons of Zebedee. They were in a boat, mending their nets.","Zozi fi ɛbɛlɛ, ɔ kɔ hɔ yɩ́ nyunnun kaan, ɔ kɔ nwun Zebede amma'n-mɔ: Zʋakɩ nʋn yɩ́ nianman Zʋan. Bɛ gua bɛ́ ɛlɛɛ nɩn anun, bɛ lɛ kpʋnmgba bɛ́ dada'n-mɔ anun.","John, the son of his father Zebedee's wife, and his mother's name is Zvan, daughter of ...",0.55789846,output_datgerhardt,27.75879752804823,10.713701843513144,4.542013626040879
"Large crowds followed Jesus from Galilee and the region around the ten cities known as Decapolis. They also came from Jerusalem, Judea, and from across the Jordan River.","Menian dɔʋn kpa si yɩ́ sʋ. Mmie-mɔ fi Galile, mmie-mɔ fi mân'n mɔ bɛ fɛlɛ yɩ́ Kulo Bulu nɩn anun, mmie-mɔ fi Zoluzalɛmʋn kulo nɩn asʋ ɔ nʋn Zude mân nun ɔ nʋn mân'n m'ɔ wɔ asue Zuludɩn nɩn anzin ɛlɔ nɩn anun.","Menian came and went to Yisvu. They went to Galilee, they went to the people of the land and preached to the people of Kulo Bulu and others. They went to Jerusalem, the city and its surroundings, and to Judea, and to the people of the land who were in Zuludin and others in the region.",0.60963213,output_datgerhardt,32.44469911644219,10.713701843513144,4.542013626040879
We could have sold this perfume for a lot of money and given it to the poor.”,"Bɛ kʋala kɛ bɛ tɔnɩn yɩ́, bɛ fa yɩ́ esika'n bɛ man ehianfʋɛ'n-mɔ.”",This one speaks and the people act; give them the gift and see their faces.,0.34101957,output_datgerhardt,19.597049095161598,10.713701843513144,4.542013626040879
You cannot be the slave of two masters! You will like one more than the other or be more loyal to one than the other. You cannot serve both God and money. Worry (Luke,"“Sʋanlan kʋn ngʋala man kɛ ɔ sʋ mɩnlɩan nnyuan. Sɛ ɔ sʋ mɩnlɩan nnyuan an, ɔ 'kpɔ kʋn nán ɔ kulo kʋn. Yɩ́ nyɩn 'sɔ kʋn yɛ́ ɔ 'tu yɩ́ nyɩn sa kʋn. Ɛmɔ ngʋala man kɛ bɛ ka sʋ bɛ sʋ Nyanmɩan nán b'a sʋ esika. Nzusue nɩn anwʋn ɛjɔlɛ'n (Luku","“Svanlan is the leader of the Ngvala people because he rules over the Minlían Nnyuan. If he rules over the Minlían Nnyuan, he leads them to Nan and moves them there. These people follow him and he fights for them, these people protect him. The word of the Ngvala people says that they speak to Nyanmián Nan and he comes. Nzusue, the son of... is called Luku.”",0.1590164,output_datgerhardt,21.180391811920334,10.713701843513144,4.542013626040879
"This yoke is easy to bear, and this burden is light.","Mɩ́n ngehele'n mɔ mɩɩn kekele ɛmɔ'n, ɔ nyɔ man sɩ, ninnge'n mɔ mɩɩn kekele ɛmɔ'n, ɔ tɩ fɔtɩlɩfɔ”.","If you have children, I will take care of them; if you have children, he will take good care of them.",0.16764867,output_datgerhardt,13.769618256945732,10.713701843513144,4.542013626040879
"went and asked for Jesus' body. Pilate gave orders for it to be given to Joseph,","Ɔ kɔ hɔ kɔ tʋ Pilatɩ ɔ kɔ sɛlɛ yɩ́ kɛ ɔ 'fa Zozi fuin'n ɔ 'kɔ a sie yɩ́. Ɛhɩ, Pilatɩ kɔ man atɩn kɛ bɛ fá bɛ mán yɩ́.","Pilate washed his hands in front of the people and said, ""I am innocent of this man's blood."" Then the people said, ""His blood be on us and on our children.""",0.58716166,output_mich002,19.988775174242505,10.713701843513144,4.542013626040879
Herod secretly called in the wise men and asked them when they had first seen the star.,"Mɔ belemgbin Elɔdɩ tɩlɩ ɛjɔlɛ sɔ'n, ɔ kɔ fɛlɛ ngɛlɛfʋɛ'n-mɔ nvɩalɩɛ nun ɔ kɔ bisa bɛ́ mɛlɛ kpa bɔkɔɔ mɔ nzalama'n fitelɩ'n.","He spoke to Elodio, saying, ""He did not do it for his house and people, but he built their home for them in their ancestors' land.""",0.2567951,output_mich002,22.604319417644074,10.713701843513144,4.542013626040879
"and the one who scattered them is the devil. The harvest is the end of time, and angels are the ones who bring in the harvest.","Kpɔfʋɛ'n mɔ ɔ'a lua ndile ɛtɛ'n y'ɔ le Abɔnsanmʋn. Bele mma nɩn ɛtɩɛ tɛmʋn'n y'ɔ le mân nɩn ayuelɩɛ nun, yɛ̂ bɛ́ mɔ bɛ 'tɩ ebo'n y'ɔ le nyanmɩansʋ mmɔfʋɛ'n-mɔ.","Chief Kpofue is holding a meeting with Abonsanmon. The man Bele, who is the leader of the Mawu people, said that the Ebos of the Nyanmians are his.",0.047083482,output_mich002,25.278401538702266,10.713701843513144,4.542013626040879
"When Jesus went into the home of the official and saw the musicians and the crowd of mourners,","Mɔ Zozi juli Zufʋ kpain nɩn awulo ɛbɛlɛ m'ɔ nwunlin abile mma'n-mɔ nʋn awɔ́lɛ mma'n-mɔ'n, yɩ́ nwan:","Zozi said to Zufu, ""Let my people do what my people want, and thus it was.""",0.26298702,output_mich002,15.046903731514602,10.713701843513144,4.542013626040879
"When Jesus heard them, he stopped and asked, “What do you want me to do for you?”","Zozi kɔ jinlan ɔ kɔ fɛlɛ bɛ́, ɔ kɔ bisa bɛ́ kɛ: “Nzu yɛ̂ ɛmɔ kulo kɛ n yɔ́ m mán ɛmɔ ɔ?”","Zozi said that he hit him and asked: ""Why are you coming and what is your name?""",0.23261899,output_mich002,22.741901309158354,10.713701843513144,4.542013626040879
"Everyone ate all they wanted, and the leftovers filled seven large baskets.","Bɛ́ kʋalaa bɛ kɔ li dede bɛ́ kʋ kɔ yi. Yɩ́ menian'n-mɔ kɔ sɩsa yɩ́ bʋ'n m'ɔ halɩ'n, ɔ tɩ ece mma nsʋ.","This one does their own work. He/she helps others with kindness and is loved by the people, respected by many.",-0.017598964,nsanku_output_kcn,18.37192630629521,10.713701843513144,4.542013626040879
So the Son of Man is Lord over the Sabbath.”,"Yɩ́ sɔ ati, Mân Baa'n tɩ ɛnwʋnmɩan ele cɩan'n muonun asʋ mɩnlɩan.”",Name,0.054201446,nsanku_output_kcn,1.7361111111111112,10.713701843513144,4.542013626040879
"Jesus knew what they were thinking and asked, “Why are you talking about not having any bread? Don't you understand? Are your minds still closed?","Zozi kɔ tɩ, ɔ kɔ bisa bɛ́ kɛ: “Nzukɛ ati yɛ̂ ɛmɔ lɛ kan kɛ: ‘Anɩn kpaʋn'n mɔ y'a nva man nɩn ati ɔ’? Yɩ́ ti, ɛmɔ nzɩ man fasie bɛ ndɩ man ɛjɔlɛ bʋ ɔ? Ɛmɔ ajʋnlɩn nza man ɛmɔ ɔ?","Zozi said, he said: ""Why are you questioning me, a man, about this? But you, my son, knowing that my people should follow me? Should I follow you, my father?""",0.30904773,nsanku_output_kcn,23.14894284908427,10.713701843513144,4.542013626040879
"Jesus said, “You people don't have any faith! How much longer must I be with you? Why do I have to put up with you? Bring the boy to me.”","Zozi kɔ han kɔ hele bɛ́ kɛ: “Ɛmɔ menian ɛhɩ-mɔ, ɛmɔ le man dedi. Mɩn nʋn ɛmɔ yɛ tánlan dede ɔ hɔ́ jú mɛlɛ benin? N zʋ́ ɛmɔ dede ɔ jú tɛmʋn benin? Bɛ fá batʋnman'n bɛ bɛ́lɛ mɩ́n.”","Zozi, the one who said: ""He comes from the east, he goes to the west. Why are you building a house without consulting the elders? Do you think you can escape the consequences? The one who does this will be cursed.""",0.19860351,nsanku_output_kcn,22.124672123831154,10.713701843513144,4.542013626040879
"The men in the boat worshiped Jesus and said, “You really are the Son of God!” Jesus Heals Sick People in Gennesaret (Mark","Bɛ́ bʋ nga'n mɔ bɛ́ gua ɛlɛɛ nɩn anun'n kɔ a kɔ kʋtʋ kʋtʋ Zozi anyunnun ɛbɛlɛ. Bɛ́ nwan: “Fɔ́ʋ́n, Nyanmɩan Awa'n y'ɔ le wɔ́!” Zozi 'ba hɔ Zenezalɛtɩ etin nɩn asʋ (Maakɩ",something,0.09360634,nsanku_output_kcn,2.870491802916732,10.713701843513144,4.542013626040879
