ref,text,translated,similarity_score,source_zip_file,chrf_sentence,corpus_bleu,corpus_chrf
"When Herod found out that the wise men from the east had tricked him, he was very angry. He gave orders for his men to kill all the boys who lived in or near Bethlehem and were two years old and younger. This was based on what he had learned from the wise men.","Mɔ belemgbin Elɔdɩ nwunlin kɛ ngɛlɛfʋɛ'n-mɔ a laka yɩ́'n, ɔ fɛlɩ ɛya kpa. Ɔ tɩtɩlɩ cɩan'n mɔ ngɛlɛfʋɛ'n-mɔ nwunlin nzalama'n dede a, anɩn ɔ'a nwun kɛ batʋnman'n ka kaan di afʋɛ nnyuan. Yɩ́ ti, ɔ kɔ sʋan yɩ́ nzalafʋ'n-mɔ Betelehɛmʋn nʋn kulo'n-mɔ kʋalaa mɔ bɛ mantan mantan yɩ́'n-mɔ asʋ kɛ bɛ hɔ́ hún mmatʋnman mmelenzua mɔ b'a li afʋɛ nnyuan'n, ɔ nʋn bɛ́ mɔ bɛ lili man afʋɛ nnyuan'n kʋalaatin.","When Herod the king heard this, he was troubled, and all Jerusalem with him; because he feared the wise men.  And he gathered all the chief priests and scribes of the people together, and demanded of them where Christ was to be born. And they said unto him, In Bethlehem of Judaea: for thus it is written by the prophet, And thou Bethlehem, in the land of Juda, art not the least among the princes of Juda: for out of thee shall come a Governor, that shall rule my people Israel. Then Herod, when he had secretly called the wise men, inquired of them diligently what time the star appeared. And he said unto them, Go and search diligently for the young child; and when ye have found him, bring me tidings, that I also may come and worship him.",0.5339701,output_mich001,33.11180648598914,7.688340209541917,3.4041394335511983
"John the Baptist did not go around eating and drinking, and you said, “That man has a demon in him!”","“Afɩ Zʋan walɩ a, ɔ'a nni man yɩ́ nʋan nun ɛsɛ ɔ'a nnʋn man nzan. Menian'n-mɔ nwan: ‘Wawɛ ɛtɛ wɔ yɩ́ nun.’","If you want to go, you should go alone. I don't want to go with you. I said to him: 'Go alone.'",0.22413035,output_mich001,14.331922590231624,7.688340209541917,3.4041394335511983
"He promised to pay them what was fair, if they would work in his vineyard.","Ɔ kɔ han kɔ hele bɛ́ kɛ: ‘Ɛmɔ kʋsʋ hɔ́ lí junman mɩ́n ebo nɩn asʋ nán yɩ́ nwʋn ahatua m'ɔ sɛ fata'n, mɩ́n 'fa mɩn man ɛmɔ.’",He said to them: 'Let us go and see what is happening there. We have heard that a great multitude of people have gathered there. We will go and see for ourselves.',0.28514433,output_mich001,19.179969051659373,7.688340209541917,3.4041394335511983
"Jesus left and went into one of their synagogues,","Bɛ hanlɩn ɛhɩ m'ɔ yuelɩ'n, Zozi fi ɛbɛlɛ yɩ́ nʋan y'ɔ le bɛ́ asɔnɩn sua nɩn anun.","I have heard that you are a good person, Zozi, and that you have a good heart.",0.10596366,output_mich001,14.85855558739171,7.688340209541917,3.4041394335511983
"Don't be ashamed of me and my message among these unfaithful and sinful people! If you are, the Son of Man will be ashamed of you when he comes in the glory of his Father with the holy angels.","Ajulisʋ ɛtɛfʋɛ menian ɛhɩ-mɔ mɔ bɛ nzulo man Nyanmɩan'n, bɛ́ afian, wɔ́ mɔ ɛ kɔ sa mɩ́n nʋn mɩ́n ɛjɔlɛ nɩn anwʋn nyian'n, *Mân Baa'n kʋsʋ, mɛlɛ m'ɔ nʋn yɩ́ nyanmɩansʋ anwʋntɩɛ mmɔfʋɛ'n-mɔ 'ba sa bɛ ba Nyanmɩan anunminnyanmʋn nɩn anun'n, wɔ́ nwʋn 'ba yɔ yɩ́ nyian.”","When I went to Nyanmɩan's house, I saw that he was sitting with his people, and they were all laughing and talking. Then, Mân Baa' said, ""My people, let us go and greet Nyanmɩan, and let us tell him that we have come to see him. We will go and greet him.""",0.19857594,output_mich001,22.749824952230604,7.688340209541917,3.4041394335511983
"Herod had earlier married Herodias, the wife of his brother Philip. But John had told him, “It isn't right for you to take your brother's wife!” So, in order to please Herodias, Herod arrested John and put him in prison.","Nan mɔ Zʋan nwunlin yɩ́ sɔ'n, ɔ kɔ han kɔ hele Elɔdɩ kɛ: “Nannan, Nyanmɩan mala'n mman man wɔ́ atɩn kɛ ɛ fá wɔ́ nianman nɩn ayɩ'n já.”","When the man saw the woman, he said to her, ""My daughter, I have a request for you. Please, give me your hand in marriage.""",0.38374886,output-onesimus_003,17.717176299605335,7.688340209541917,3.4041394335511983
"Then the king will say to those on his right, “My father has blessed you! Come and receive the kingdom that was prepared for you before the world was created.","“Ɛhɩ anzin, belemgbin'n 'ba se bɛ́ mɔ bɛ wɔ yɩ́ sa fama sʋ'n kɛ: ‘Ɛmɔ mɔ mɩ́n Sɩ a yeyila bɛ́'n, ɛmɔ bála a fa Anwunno Belemgbin Mân'n. Nyanmɩan a fa a sie ɛmɔ ajâ. Ɔ sesielɩ manlɩn ɛmɔ sunmin kɛ ɔ bɔlɩ mân'n.","“Listen, my child, I will tell you a story: 'He who loves the Lord will be loved by the Lord, and he who loves the Lord will be loved by the people of Anwunno Belemgbin. He who loves the Lord will be blessed. He who loves the Lord will be given many things.'",0.32548398,output-onesimus_003,21.914255381445642,7.688340209541917,3.4041394335511983
"and told his officials, “This is John the Baptist! He has come back from death, and that's why he has the power to work these miracles.”",ɔ kɔ han kɔ hele yɩ́ ngʋa'n-mɔ kɛ: “Zʋan Batisi dein y'ɔ fi ewue nun ɔ'a tinnge nɩn ɔ! Ɛhɩka ati yɛ̂ ɔ le tunmin ɔ yɔ asinbɛnwʋn ninnge ɔ.”,"And he said to them, “Truly, I say to you, unless you are born again, you cannot enter the kingdom of God. Unless a person is born of water and the Spirit, they cannot enter the kingdom of God.”",0.52386856,output-onesimus_003,20.50000690892124,7.688340209541917,3.4041394335511983
"But if you reject me, I will tell my Father in heaven you don't belong to me. Not Peace, but Trouble (Luke","Nan sɛ sʋanlan kʋn kan yɩ́ menian'n-mɔ anyunnun kɛ ɔ nzɩ man mɩ́n an, mɩ́n kʋsʋ mɩn 'kan yɩ́ mɩ́n Sɩ m'ɔ wɔ anwunno nɩn anyunnun kɛ mɩn nzɩ man sʋanlan sɔ'n! Nán anzʋnunjɔ ɔ, nan ɛlɔɛ ɔ (Luku","If you are a man who has not yet been circumcised, do not touch a woman until you have been circumcised, for it is not good for you to touch a woman before you have been circumcised.  Do not defile yourselves, for you are holy to the Lord.",0.3623778,output-onesimus_003,17.65198130451371,7.688340209541917,3.4041394335511983
"The angel said, “Get up and take the child and his mother back to Israel. The people who wanted to kill him are now dead.”","Yɩ́ nwan: “Zozɛfʋ, jasʋ fa batʋnman'n nʋn yɩ́ nin sa kɔ Izalayɛ mân nɩn anun. Ɔ sanlɩn kɛ, bɛ́ mɔ anɩn bɛ lɛ kpʋnndɛ batʋnman'n bɛ kun yɩ́'n, b'a yue wu.”","“Joseph, if you want to be like the Israelites, then you should not have come here. I will tell you, they will not allow you to stay here, you will be sent away.”",0.48969707,output-onesimus_003,22.0210607197642,7.688340209541917,3.4041394335511983
