ref,text,translated,similarity_score,source_zip_file,chrf_sentence,corpus_bleu,corpus_chrf
I tell you God's kingdom will be taken from you and given to people who will do what he demands.,"Zozi kɔ han kɔ tʋ sʋ kɛ: “Ɛhɩ ati, mɩɩn kan mɩn kele ɛmɔ kɛ Nyanmɩan Belemgbin Mân'n, bɛ 'tʋa ɛmɔ bɛ de bɛ man menian mɔ b'a nun bɛ́ nwʋn mɔ bɛ bɔ bala m'ɔ sɔ Nyanmɩan anyɩn'n. [","The chief said to his people: “Listen, my dear friends, I have something important to tell you about the Nyanmɩan Belemgbin Mân'n, how they came to our land and made us suffer, and how we must stand together to fight against them and protect our land, our culture, and our language.”",0.2965959,output_jonathan,23.62851999563916,3.2922980648332225,3.0469226081657528
"It is enough for students to be like their teacher and for slaves to be like their master. If people call the head of the family Satan, what will they say about the rest of the family? The One To Fear (Luke","M'ɔ cian'n, y'ɔ le kɛ sʋanlan'n mɔ bɛ lɛ kele yɩ́ like'n, ɔ káci kɛ sʋanlan'n m'ɔ lɛ kele yɩ́ like'n. Yɛ̂ akʋa'n kʋsʋ, ɔ káci kɛ yɩ́ mɩn'n. Sɛ bɛ lɛ fɛlɛ awulo kpain'n muonun *Bɛlɩzebulu a, nán awulo nɩn anun menian'n-mɔ yɛ̂ bɛ ngɔ fɛlɛ bɛ́ kɛ bɛ kulo ɔ! Sʋanlan m'ɔ sɛ kɛ ɛmɔ súlo yɩ́'n (Luku","And he said to them, ""If a kingdom is divided against itself, that kingdom cannot stand. And if a house is divided against itself, that house cannot stand. And you, how can you say that I cast out demons by Beelzebul? If I cast out demons by Beelzebul, by whom do your sons cast them out? Therefore they will be your judges. But if I cast out demons by the finger of God, then the kingdom of God has come upon you.",0.4490742,output_jonathan,22.389426465498026,3.2922980648332225,3.0469226081657528
Over on the hillside a large herd of pigs was feeding.,"Lɩka mɔ bɛ jin nɩn afan nun, bʋka kʋn anwʋn ɛbɛlɛ, anɩn mgbolike fatule kʋn lɛ didi.","The child will go to the farm with his father, he will see the big tree, and he will climb it to pluck the fruit.",0.086265996,output_jonathan,17.76346626435386,3.2922980648332225,3.0469226081657528
"His threshing fork is in his hand, and he is ready to separate the wheat from the husks. He will store the wheat in a barn and burn the husks in a fire that never goes out. The Baptism of Jesus (Mark","Ɔ le yɩ́ huhuamʋa'n yɩ́ sa nun, ɔ 'ba huhu *bele mma kpa'n ɔ fa sie yɩ́ esie nɩn anun, nan ɔ ju ewula'n gua sɩ̂n'n m'ɔ nnun man lé nɩn anun.” Zʋan 'ba sɔnɩn Zozi (Maakɩ","When you are eating, do not talk with your mouth full, because it is not good manners. And when you are drinking, do not breathe into the cup, lest you spoil the drink for others. It is said that a child who eats with elders must respect them.",0.16875876,output_jonathan,23.321805572237704,3.2922980648332225,3.0469226081657528
"A man came to Jesus and asked, “Teacher, what good thing must I do to have eternal life?”","Ɛhɩ, sʋanlan kʋn walɩ tʋlɩ Zozi, yɩ́ nwan: “Ngehelefʋɛ, nzu like dɩɛ kpa yɛ̂ n yɔ́ nán m'an nyan ngʋan m'ɔ le man ayuelɩɛ nɩn ɔ?”","Grandfather, the old man from Zozi village asked me: “Grandchild, do you know how to make a basket with bamboo strips and what is the use of the basket in our community?”",0.15492946,output_jonathan,22.806973947054598,3.2922980648332225,3.0469226081657528
"And if you want to be first, you must be the slave of the rest.","Ɛmɔ nunhan m'ɔ kulo kɛ ɔ di ɛmɔ anyunnun'n, ɔ yɔ́ ɛmɔ kanga.","The child is crying because he wants to go to his mother, he is calling his mother.",0.014035806,output_onesimus007,18.558545100029075,3.2922980648332225,3.0469226081657528
At noon the sky turned dark and stayed that way until three o'clock.,"Mɔ sɛnzɛ'n jinlanlɩn bɛ́ ti afian'n, awosin wulalɩ mân nɩn anun lɩka kʋalaa dede ɔ juli nɔsʋba dɔɛ nsan.","They said that the old man went to the farm, and when he got there, he saw that the yam had grown very big and was ripe, so he was very happy.",0.09023003,output_onesimus007,17.55476706401323,3.2922980648332225,3.0469226081657528
"he said, “Get out of here! The little girl isn't dead. She is just asleep.” Everyone started laughing at Jesus.","“Ɛmɔ fi ɛwa bɛ fíte, nán batʋnman'n wuli man, ɔ lɛ dafɩ.” Zozi hanlɩn sɔ a, menian'n-mɔ kɔ tu kɔ gua bɛ kɔ sɩlɩ yɩ́.","They will come and take everything, our ancestors' things, and they will not leave anything behind. The whites have come, they will take all our things and leave us with nothing.",0.059703782,output_onesimus007,19.137879048091765,3.2922980648332225,3.0469226081657528
"Jesus asked his disciples if they understood all these things. They said, “Yes, we do.”",Zozi kɔ bisa yɩ́ menian'n-mɔ kɛ: “Asʋ ɛmɔ a tɩ ɛjɔlɛ ɛhɩ-mɔ abʋ ɔ?” Bɛ́ nwan: “Yuo o!”,What did your mother ask you to do? She said: “Have you gone to fetch water from the stream?” The response was: “No!”,0.1811669,output_onesimus007,18.42537971759532,3.2922980648332225,3.0469226081657528
Always be ready! You don't know when the Son of Man will come. Faithful and Unfaithful Servants (Luke,"Ɛhɩ ati, ɛmɔ kʋsʋ, ɛmɔ bɔ́bʋa bɛ́ nwʋn, ɔ sanlɩn kɛ, Mân Baa'n 'ba a dɔɛ mɔ ɛmɔ nzusu man nɩn asʋ. Akʋa kpa'n yɛ̂ akʋa ɛtɛ'n (Luku","The chief said, ""You people, you are stubborn, you are stubborn and you don't listen to advice, you don't take counsel, Man Baa'n said that if you don't change your ways, you will not see the face of God."" The old man also said (Luke)",0.47388214,output_onesimus007,23.320433786781777,3.2922980648332225,3.0469226081657528
