ref,text,translated,similarity_score,source_zip_file,chrf_sentence,corpus_bleu,corpus_chrf
"All who belong to the Lord, show how you love him. The Lord protects the faithful, but he severely punishes everyone who is proud.","Aha ánɩ́ mlɩtamakpa Nana Bulu ɔma fɛ́ɛ́, mlɩdwɛ mʋ. Bulu tɛkpakpa ɔnɔkwalɩpʋ ɩwɩsʋ ipi, tamɛ ɔtɛhɩɛ bɩtɩ ɩwɩ atsupʋ ɩsʋ.","Nana Bulu is a great man, he is wise. Bulu is a man of peace, he does not fight, he does not want war.",0.14668879,output_mich001,12.019970078948925,2.3433107909182285,6.932409012131716
"Only a fool would say, “There is no God!” People like that are worthless; they are heartless and cruel and never do right.","Aha mimlahɛ nkʋlɛ dɛ amʋ́ ɩwɩ bla bɛɛ, “Bulu má ɩnʋ.” Bayinta. Bamli mbusuo abɔpʋ. Ɔbakʋlɛ kʋraa mɛ́dalɩ amʋ́tɔ.","He said to the man, ""Bulu, come here."" He came. He gave him a piece of cloth. The man took it.",0.27539134,output_mich001,13.947327046438861,2.3433107909182285,6.932409012131716
"You love to say cruel things, and your words are a trap.","Ofunupʋ, asʋkpan ánɩ́ ɩbɛ́tɩ lowu ha fʋ aba fʋtekle.","Good morning, I greet you all with joy.",0.15812603,output_mich001,14.265875389735927,2.3433107909182285,6.932409012131716
"You give your guests a feast in your house, and you serve a tasty drink that flows like a river.",Fʋ woyitɔ atɔ ɩhɩɛ tsɔ. Mʋ́ fʋtɔpʋbʋla amʋ́. Fʋtɛha amʋ́ bʋtonun fʋ ɔdwɛ-ntsu bregyibrɛ.,I will go to the market today. I will buy some things. I will go to the market to buy some food.,0.16185299,output_mich001,11.543278965515215,2.3433107909182285,6.932409012131716
Trust the Lord! Be brave and strong and trust the Lord.,"Dɩnka ansɩ Nana Bulusʋ, afʋwa ɩwɩ ɔwʋnlɩn. Nya ɩklʋn, afʋkɩ Nana Bulu ɔkpa!","Greetings to Nana Bulus, may his soul rest in peace.  We remember him, we honor Nana Bulus!",0.11911857,output_mich001,14.173533404417316,2.3433107909182285,6.932409012131716
"I wash my hands, Lord, to show my innocence, and I worship at your altar,","Nana Bulu, ntɔfwɩ ɩbɩ pʋsuna ánɩ́ lalahɛ kʋkʋ ma mɩ ɩwɩ, asa ntɛba bobomli fʋ afɔdɩɛ-ɔswɩ,","Nana Bulu, the chief, has given me a piece of land to farm, and I will cultivate it well, so that it will be fruitful.",0.20732147,output-onesimus_003,18.62941262950885,2.3433107909182285,6.932409012131716
"I praise you, Lord, for answering my prayers.","Ɩkanfʋ ɩbwɛ Nana Bulu klɛ, tsufɛ alanu mɩ isu.","I will go to Nana Bulu's house, I will tell him my story.",0.18121256,output-onesimus_003,11.89941681522029,2.3433107909182285,6.932409012131716
"We humans are praised when we do well, and all of us are glad to be alive.","Nɩ ɔtɛkɩá mʋbʋ ansigyitɔ ɔyɩ anfɩtɔ, aha bʋtɛkanfʋ mʋ ánɩ́ oyin mʋ ɩwɩsʋ kɩ kʋraa a,","I have seen a beautiful woman, her beauty is captivating, and I am drawn to her like a moth to a flame.",0.19678074,output-onesimus_003,19.768938270834287,2.3433107909182285,6.932409012131716
"“Call my followers together! They offered me a sacrifice, and we made an agreement.”","Ɔbɛɛ, “Mlɩkpa aha ánɩ́ bʋtamakpa mɩ ɔma wa abatɔ ha mɩ. Aha amʋʋ bʋtɔbɔ afɔdɩɛ, ka ntam ha mɩ amʋ!”","Listen, ""Milkpa, you have been given a task to do for me. This task is to bring me the head of the enemy. If you succeed, you will be rewarded!""",0.3301863,output-onesimus_003,20.15137083866935,2.3433107909182285,6.932409012131716
You are not the kind of God who is pleased with evil. Sinners can't stay with you.,"Oo Bulu, lalahɛbwɛ tamagyi fʋ ansɩ. Fʋtamafia lalahɛ abwɛpʋ.","Oh Bulu, I greet you with respect. I have come to see you.",0.22799772,output-onesimus_003,13.548162008897016,2.3433107909182285,6.932409012131716
"Kings joined forces to attack the city,","Kɩ, awie bɛtɩ aba fia, kʋsʋ yɔ wulu anfɩ ɔkɔkpa.","Come, let us go and see, the thing that is happening.",0.08662118,output_datgerhardt,15.393910293807373,2.3433107909182285,6.932409012131716
I pray only to you. Don't disappoint me. Disappoint my cruel enemies until they lie silent in their graves.,"Nana Bulu, máha pɛlɩ ɩkɩta mɩ. Tsufɛ fʋ ndekpoli. Pɛlɩ ɩkɩta aha lalahɛ, abʋkpa ɔnɔ bun yɔ afulitɔ.","Nana Bulu, he is a great hunter. He is very good at hunting. He is a great hunter, his skill is known throughout the land.",0.14746737,output_datgerhardt,18.078839244818543,2.3433107909182285,6.932409012131716
"“I've put my king on Zion, my sacred hill.”",“Mɩ mʋ́ nayaɩ mɩ owie mɩ onuto ɩbʋ Sionsʋ.”,I will go to Sion.,0.13655867,output_datgerhardt,9.907064923047713,2.3433107909182285,6.932409012131716
"Listen, Lord, as I pray! Pay attention when I groan.","Oo Nana Bulu, yaa asʋ. Nu mɩ asʋn, afʋnu mɩ isu.","Greetings Nana Bulu, how are you? I am well, and I hope you are well too.",0.15052742,output_datgerhardt,13.067640076942022,2.3433107909182285,6.932409012131716
"They cried out for help, but no one saved them; they called out to you, but there was no answer.","Bosu kpoli, tamɛ ɔhɔpʋ ɔkʋkʋ má ɩnʋ. Bosu kpoli Nana Bulu ɛ, tamɛ ɔmɛkpla amʋ́.","The chief is speaking, he is saying something to the people. The chief is Nana Bulu, he is addressing them.",0.25872415,output_datgerhardt,15.861361854666207,2.3433107909182285,6.932409012131716
"God comes to judge his people. He shouts to the heavens and to the earth,",Alatɩ ɔsʋ mʋ́a asɩ befia ánɩ́ obégyi mʋ aha asʋn.,"If you see a person who is in trouble, help them.",0.23433146,output_mich002,13.109330743828584,2.3433107909182285,6.932409012131716
"You people may be strong and brag about your sins, but God can be trusted day after day.","Ɔha yinhɛ, ntogyi sʋ fʋdɛ ɩwɩ adabi da, lalahɛá fʋdɛpʋgyi Bulu aha sʋ? Ekekegyiɛkɛ ɔyɩkɛhɛ fɛ́ɛ́,","Is it true that the Nkonya people are fighting?  If so, what is the cause of the fight? I don't know.",-0.09717779,output_mich002,17.329904061597308,2.3433107909182285,6.932409012131716
