ref,text,translated,similarity_score,source_zip_file,bleu_score,chrf_score,avg_score
"Your way is perfect, Lord, and your word is correct. You are a shield for those who run to you for help.","Bulu mʋ́ a, mʋ ɔkpa lɔfʋn. Tɔá ɔlɛhɩɛ fɛ́ɛ́ bʋ mʋ́tɔ. Otegyi ɩban wa ɔhagyiɔha ánɩ́ ɔtɛsrɩ tanʋ mʋ.","The dog is coming, it is bringing a big load. The owner of the dog is very happy. The dog is running quickly with its load.",0.16192488,output_jonathan,1.943043650185126,14.384735838975365,8.163889744580246
"and he chose for us the land that was the pride of Jacob, his favorite.","Otekle anɩ Yakob abi-aná asʋn. Mʋ́ sʋ ɔlɛlɛ ɔsʋlʋá igyi anɩ ogyikpa ha anɩ, anɩtɔpʋtsu ɩwɩ. Ɩya.","The chief of Yakob's family is dead. He was a very old man who had many children, and now he has left them behind.",0.18561229,output_jonathan,2.172054551709621,21.593110992202675,11.882582771956148
Everyone in this world should worship and honor the Lord!,"Ɔsʋlʋsʋ atsiapʋ fɛ́ɛ́, bʋnya Nana Bulu ifu. Ɔyɩtɔ atsiapʋ fɛ́ɛ́, bʋbu mʋ.","The chief's wife has given birth to a child, Nana Bulu is happy. The chief's wife has given birth to a child, the town is happy.",0.111686766,output_jonathan,1.2414943415352928,15.064768655137561,8.153131498336426
"You know how I am insulted, mocked, and disgraced; you know every one of my enemies.","Fʋyin mɩ asiabi, fʋyin mɩ pɛlɩ pʋ́ mɩ nsʋpa. Fawun mɩ adʋn fɛ́ɛ́.","The dog is eating, the dog is eating a piece of meat. The dog is very happy.",0.05287468,output_jonathan,2.5197593442434796,14.487241637984432,8.503500491113956
that refuses to listen to the snake charmer.,"Ɔfapʋ ɔkplʋn wa mʋ, ɔtamakpla. Ɔfapʋá ɔlɛhɩɛ blɩ ɔfa mʋ, ɩtamakɩta mʋ.","The farmer went to the farm, he is farming. The farmer's wife also went to the farm, she is helping her husband.",0.12972246,output_jonathan,3.435812002459847,22.343777358925983,12.889794680692916
"I thank you from my heart, and I will never stop singing your praises, my Lord and my God.","Mɛnɩ mɩ ɔkla ɔmɛ́ɛkpa ɔnɔ bun, si ɩlʋ wa kanfʋ fʋ ɛkɛkɛɛkɛ. Nana Bulu, mɩ Bulu, nɛ́da fʋ ɩpan brɛ fɛ́ɛ́.","My father is a farmer, he farms yam, and I help him on the farm. Nana Bulu, my Bulu, gave me a small plot of land to farm.",0.17091109,output_onesimus007,5.332544583175987,17.734744864526164,11.533644723851076
"Our God, you deserve praise in Zion, where we keep our promises to you.","Oo Bulu, ɩbʋ alɛá bɛ́kanfʋ fʋ Sion wulutɔ. Bɛ́ka ɩkɔá botsula ha fʋ ɩnʋ.","And God, he created the heaven and the earth in the beginning. The earth was without form and empty.",0.29789752,output_onesimus007,4.108053662461269,13.874173156281506,8.991113409371387
I praise your promises! I trust you and am not afraid. No one can harm me.,"Bulu asʋn ntɛkanfʋ. Bulusʋ ntɔpʋ ansɩ dɩnka, ifu tamakɩta mɩ. Ntɔ nyankpʋsa ɔbɛ́talɩ bwɛ mɩ?","The dog is very stubborn. The dog does not listen to anyone, unless you beat it. Does the dog not know that I am its owner?",0.13652155,output_onesimus007,1.943043650185126,15.2995893588759,8.621316504530514
Enemies spend the whole day finding fault with me; all they think about is how to do me harm.,Bʋtɛtsɛ mɩ ɔnɔ ekekegyiɛkɛ ɔyɩkɛhɛtɔ fɛ́ɛ́. Mɩ ɩwɩ agywɩɩn lalahɛ kotoo bʋtɔbwɛ.,The old man went to the farm to work. He saw a big snake in the farm.,0.025330974,output_onesimus007,2.3981224737246873,15.66965079258384,9.033886633154264
"the birds in the sky, the fish in the sea, and all ocean creatures.",mbubwi mʋ́a ntsutso-aye pʋ́ ntobiá bʋna ɔpʋtɔ fɛ́ɛ́.,The chief's wife has gone to the farm with her friends.,0.01739553,output_onesimus007,2.6549256363457783,15.11367031820853,8.884297977277154
