ref,text,translated,source_zip_file,chrf_sentence,corpus_bleu,corpus_chrf
"While Joseph was thinking about this, an angel from the Lord appeared to him in a dream. The angel said, “Joseph, the baby that Mary will have is from the Holy Spirit. Go ahead and marry her.","Die ʋ yilinene naa, Ŋmɩŋ malaka die dɩ nyɩŋ ʋ jigiŋ daansa ma a baarɩ, “Josefu, vuodieke dɩ nyɩnna Davidi buuriŋ ma, da zeti fʋ balla fʋ nagɩ Meri a bɩrɩŋ fʋ hɔgʋ wa. Dama Ŋmɩŋ Halɩkasɩka yɩna wa nyuutiti.","When he was thinking about this, an angel of the Lord appeared to him in a dream and said, ""Joseph, son of David, do not be afraid to take Mary as your wife. For the child conceived in her is from the Holy Spirit.",output_proprietary_batch1,56.5397416634978,44.947804052082695,4.809703053115851
"So the Lord's promise came true, just as the prophet Jeremiah had said,","Naa die yiye mɩŋ a yi Ŋmɩŋ naazʋa Jerimaya die dɩ balla wudiekemba wo dɩ yi wusie. Die ʋ baarɩ,",This is what the Lord God said to Jeremiah about all the people of Judah.,output_proprietary_batch1,31.260687824818785,44.947804052082695,4.809703053115851
"After King Herod died, an angel from the Lord appeared in a dream to Joseph while he was still in Egypt.","Naaŋ Herodi die dɩ kenne a kpi, ka kʋaŋ chaaŋ die Ŋmɩŋ malaka die dɩ nyɩŋ Josefu jigiŋ ʋ daansa ma ma Ijipiti ma","When King Herod died, an angel of the Lord appeared to Joseph in a dream in Egypt",output_proprietary_batch1,61.095633084700985,44.947804052082695,4.809703053115851
"and they went to live there in the town of Nazareth. So the Lord's promise came true, just as the prophet had said, “He will be called a Nazarene.”","Die ʋ ga kalɩ tɩŋgbaŋ kaanɩ ba wasɩnana Nazeriti ma ma. Naa chɩaŋ ma die Ŋmɩŋ naazʋalɩba die dɩ balla wudiekemba wo die dɩ keŋ a yi wusie, dɩ: “Ba nan dɩ wasa wa Nazeriti vuoŋ.”","They went and lived in a town called Nazareth. This fulfilled what the prophets had said that he would be called a Nazarene, saying: ""He will be called a Nazarene.""",output_proprietary_batch1,46.815425589963496,44.947804052082695,4.809703053115851
"He said, “Turn back to God! The kingdom of heaven will soon be here.”",dɩ “Nɩ chɩgɩ a nyɩŋ nɩ tʋntʋmbɩatɩ ma dama Ŋmɩŋ naarɩ diile saŋŋa gbigiye mɩŋ.”,"""If you do not believe in the miracles that God our Father performed in the past, you will not believe.""",output_proprietary_batch1,19.007848378953724,44.947804052082695,4.809703053115851
"When Jesus heard that John had been put in prison, he went to Galilee.","Die Yisa die dɩ wʋnna dɩ ba yigi Jɔɔn a yi dansarɩka sʋŋ, die ʋ nyɩŋ a ga Galili me.",After these things Jesus showed himself again to the disciples at the Sea of Galilee.,output_proprietary_batch1,26.67834535511146,44.947804052082695,4.809703053115851
"Then the devil came to him and said, “If you are God's Son, tell these stones to turn into bread.”","Ta die Sitaani die dɩ keŋ ʋ jigiŋ a baarɩ, “Dɩɩ yi fʋ seŋ yi Ŋmɩŋ Bʋa, vaa tanaha gie bɩrɩŋ nyindiike.”",Then the devil took him to the holy city and had him stand on the highest point of the temple.,output_proprietary_batch1,28.384988132509854,44.947804052082695,4.809703053115851
"and no one lights a lamp and puts it under a clay pot. Instead, it is placed on a lampstand, where it can give light to everyone in the house.",Ta vuoŋ ka chɔgɩsa popoli ta naga kpalɩ a bubike ama ʋ ŋaaŋ nagɩ ka a saagɩ wa jaaŋ ma jigidieke ka baaŋ nan chaaŋ a yɩ vuodiekemba mana dɩ benne tigiri me,"If you want to help people who are in need, you must first examine yourself to see if you have the strength and ability to help them before you start helping them",output_proprietary_batch1,19.21703786880124,44.947804052082695,4.809703053115851
"When you make a promise, say only “Yes” or “No.” Anything else comes from the devil. Revenge (Luke","Nɩ ko vaa aŋ nɩ ‘Wa’, yi nɩ ‘Wa’, ta nɩ ‘Aayɩ’ yi nɩ ‘Aayɩ’ dama nɩ hʋʋ jaaŋ a gʋtɩ, die nyɩŋ wa Sitaani jigiŋ. Da keŋ yiŋŋi a yi fʋ chanchaaŋ bɩaŋ (Luki","But let your 'Yes' be 'Yes', and your 'No' be 'No', for whatever is more than these comes from evil, that is, it comes from Satan's influence. They will judge you by your simple word (Luke",output_proprietary_batch1,26.699822426796395,44.947804052082695,4.809703053115851
"But I tell you not to try to get even with a person who has done something to you. When someone slaps your right cheek, turn and let that person slap your other cheek.","Ama manɩŋ lele n balɩ nɩ, nɩ da keŋ tuŋ nɩ chanchaaŋ hamɩŋ; vuoŋ dɩ keŋ a nɩgɩ fʋ nuudiigiŋ kaamɩŋ ma fʋ yiŋŋi fʋ nuugalɩ kaamɩŋ dɩaŋ a yɩ wa aŋ ʋ nɩgɩ;","But if you do not do this, you have sinned against the Lord; and be sure your sin will find you out.",output_proprietary_batch1,15.656299042522582,44.947804052082695,4.809703053115851
"If you greet only your friends, what's so great about this? Don't even unbelievers do that?",Ta fʋ a keŋ waasa fʋ zʋalɩŋ nyɩɩna ma bie wʋvɩɩna fʋ yie a tɩaŋ fʋ chanchaalɩba? Daa die vuodiekemba dɩ kana a ka dɩ Ŋmɩŋ mɩraha dɩ yie?,Have you ever thought about what you would do if your children turned against you? Or how would you feel if God's people rejected you?,output_proprietary_batch1,24.18331594437788,44.947804052082695,4.809703053115851
"When you pray, go into a room alone and close the door. Pray to your Father in private. He knows what is done in private and will reward you.","Ama fʋ keŋ a baa fʋ jʋʋsɩ Ŋmɩŋ, juu fʋ juoŋ me ta ligi sanʋarɩ, ta jʋʋsɩ fʋ chɔɔŋ Ŋmɩŋ vuodieke dɩ benne lɔbɩrɩŋ ma, aŋ fʋ Chɔɔŋ wa Ŋmɩŋ dɩ yene wudieke fʋ yine lɔbɩrɩŋ ma wa tuŋ fʋ )","But if you say you love God, yet you hate your brother, you are lying because you cannot love God whom you have not seen when you do not love your brother whom you have seen",output_proprietary_batch1,20.165001015444123,44.947804052082695,4.809703053115851
"When you pray, don't talk on and on as people do who don't know God. They think God likes to hear long prayers.",“Fʋ a keŋ jʋʋsa Ŋmɩŋ da keŋ jʋʋsɩma aŋaŋ wʋbalɩkɩ wagɩtɩ sɩba vuodiekemba dɩ jɩannana bugile; banɩŋ ba yile sɩba ba keŋ jʋʋsɩ aŋaŋ wʋbalɩkɩ wagɩtɩ ba bugilehe nan wʋŋ ba.,You should love the Lord your God with all your heart and with all your soul and with all your strength and with all your mind; and love your neighbor as yourself.,output_proprietary_batch1,17.483755503120012,44.947804052082695,4.809703053115851
"If you forgive others for the wrongs they do to you, your Father in heaven will forgive you.","“Nɩ keŋ nagɩ nɩ chanchaalɩŋ wʋbɩatɩ a chaa ba, nɩ Chɔɔŋ dieke dɩ benne arɩzanna ma dɩaŋ nan nagɩ nɩ tʋmbɩatɩ a chaa nɩ.","If you do not forgive people their sins, your Father will not forgive your sins either.",output_proprietary_batch1,43.52533742318512,44.947804052082695,4.809703053115851
