Model,BLEU,chrF,Average,BLEU_raw,chrF_raw,Average_raw
kimi-k2-instruct-0905,33.03,34.68,33.86,33.03164318013809,34.68380724305438,33.85772521159623
gpt-oss-120b,22.70,32.00,27.35,22.7049500496993,31.99690647964263,27.350928264670962
llama-3.3-70b-instruct,27.57,24.79,26.18,27.568673181924442,24.785977831902315,26.177325506913377
gemini-2.5-flash,12.31,38.89,25.60,12.311976512636308,38.887063437589156,25.59951997511273
gpt-4.1,12.31,37.89,25.10,12.311976512636308,37.886624073775046,25.099300293205676
claude-sonnet-4-5,10.66,39.53,25.09,10.657284485555579,39.53050197566299,25.093893230609286
deepseek-v3.1,12.61,36.22,24.41,12.605968092174914,36.22089808013235,24.41343308615363
seed-oss-36b-instruct,24.80,22.70,23.75,24.795364698947967,22.702676380259575,23.74902053960377
qwen3-235b-a22b,21.90,24.21,23.06,21.897593220582774,24.214047291940144,23.05582025626146
gemma-2-27b-it,17.63,26.08,21.85,17.625328548379716,26.084468025393196,21.854898286886456
llama-4-maverick-17b-128e-instruct,13.65,27.86,20.75,13.650604313545333,27.85615271347505,20.753378513510192
mistral-medium-3-instruct,4.82,30.73,17.77,4.821042715448803,30.726868115690507,17.773955415569656
gemma2-9b-it,7.82,24.72,16.27,7.82257987613693,24.72077944871937,16.27167966242815
qwq-32b,9.14,21.28,15.21,9.136248401161414,21.278493177418035,15.207370789289724
llama-3.1-405b-instruct,5.56,24.20,14.88,5.556729327656367,24.202317829413353,14.87952357853486
gemma-2-9b-it,6.70,22.10,14.40,6.696176801196345,22.09528465959304,14.395730730394693
qwen3-32b,5.63,22.38,14.01,5.634670284470625,22.38218405704051,14.008427170755567
palmyra-med-70b,5.80,19.50,12.65,5.798874494994039,19.50143756706202,12.650156031028029
mistral-7b-instruct-v0.3,3.56,19.60,11.58,3.5568900481394596,19.604063767786446,11.580476907962954
