ref,text,translated,similarity_score,source_zip_file,bleu_score,chrf_score,avg_score
"At that moment Jesus felt power go out from him. He turned to the crowd and asked, “Who touched my clothes?”","Ka a Yesu mɩ bɔ̃ɔn a fɔɔ 'lɔ̃nɔ̃ a kpɛ̃ɔ na yi a wʊ sɛ̃. Ka a wʊ lɩɛb a nɩyɔɔ bala pɔ sʊʊr, “An lɛ sɩɩr a n fuu?”","When Jesus was in the house, his disciples came to him. When they had gone out, the crowd came to him and said, ""What do you want me to do for you?""",0.6478076,output_mich001,3.354647523072955,26.5503113718361,14.952479447454527
Then the disciples understood Jesus was talking to them about John the Baptist. Jesus Heals a Boy (Mark,Be lɛ a poturbo pãa bɔ̃ɔn ɩka Jɔɔn Kɔ̃suoro 'yɛr lɛ wʊ 'yɛrɛ.,"He said that the son of John Konsuoro said, ""Say that I say.""",0.3935296,output_mich001,2.522888561974022,12.144377049202063,7.333632805588042
"Jesus' eleven disciples went to a mountain in Galilee, where Jesus had told them to meet him.",A poturbo pie nɩ bʊ̃'yen chen a Galilee a tɔ̃ɔ 'lɔ ju a Yesu na wiil ba ɩka ba do.,A storm came upon the disciples from Galilee of Jesus and they went to the house of a certain man.,0.584345,output_mich001,4.968018039415939,35.508615670977456,20.238316855196697
"The Queen of the South will also stand there with you and condemn you. She traveled a long way to hear Solomon's wisdom, and yet here is something much greater than Solomon. Return of an Evil Spirit (Luke","A pɔɔ nãa na yin be a par a 'yɛr tɔɔrfʊ daar na wʊ wa 'yɔ̃ɔ a yɩn dɩna nɩbɛ 'yɛr, bojũu wʊ dɔ̃ɔ yi be a tẽtɛɛr wa chɛl a Nãa Solomon yɛ̃ 'yɛr, tɩchɛ yɩ kaa a 'lɔ na gar a Solomon ben ka.","The king had a son who was a warrior, and his name was Solomon, the one who would build a temple like the temple of King Solomon.",0.42090556,output_mich001,2.7991710902907574,20.336022845204155,11.567596967747455
"Jesus answered, “For now this is how it should be, because we must do all God wants us to do.” Then John agreed.","Tɩchɛ ka Yesu 'yɛr kʊ wʊ, “Vɛ̃ ka a ɩ a lɛ a pʊ̃pãanyã, a vɩɛl na ɩka sɩ ɩ a lɛ jaa Nãaŋmɩn na bʊɔrɔ.” Ka Jɔɔn sɔɔ lɛ a Yesu na 'yɛr.","Jesus said, ""He who believes in me will do greater works than these, and whatever you ask in my name, the Father will do it for you."" And John wrote the words of Jesus.",0.6327139,output_mich001,1.550931514965505,22.16639387345695,11.858662694211228
"and he told the crowd to sit down on the grass. Jesus took the five loaves and the two fish. He looked up toward heaven and blessed the food. Then he broke the bread and handed it to his disciples, and they gave it to the people.",Wʊ vɛ̃n ka a nɩyɔɔ banyãna jɛ̃ tẽe. Wʊ den a paanʊ̃ɔsɩ anũu nɩ a jãmɛ ayi ala dʊl kaa saaju tɩ puor Nãaŋmɩn yãan tɩ na wʊ ŋma de kʊ a poturbo ɩka ba de põ a nɩbɛ. Ka a poturbo de põ a nɩbɛ.,"We go to the people who are arriving here. We are the ones coming from the village where we live, the road leading to Naaŋmin's village, and our meeting place to discuss.",0.25641397,output-onesimus_003,3.830077007972464,20.483205737770497,12.15664137287148
"Don't I have the right to do what I want with my own money? Why should you be jealous, if I want to be generous?”",N ba tara sɔr na de a n libie ɩn a lɛ ɩn bʊɔrɔ bɩɩ? Bɩɩ fʊ tara nyuur nɩ a n maal vɩla?’,Are you the one who saw my child with me? Is it that the mother of the child is not your wife?,0.14119427,output-onesimus_003,1.9992612049325513,19.554637094238675,10.776949149585613
"and said, “You think you are the Messiah! So tell us who hit you!” Peter Says He Doesn't Know Jesus (Mark","tɩ sʊʊr, “Nɩ-iraa, ala ɩ fʊ bɔ̃ɔn yele jaa wiil sɩ a nɩrɛ 'lɔ na ŋme fʊ?”","Tɩ Sʊʊr said, ""Nɩ-iraa, where is your child going to find it?""",0.2087129,output-onesimus_003,2.6938123795649243,11.172288386829235,6.93305038319708
"That evening after sunset, all who were sick or had demons in them were brought to Jesus.","A jãanʊɔr 'lɔ̃nɔ̃ a mɔ̃tɔ̃ɔ na wa mʊr, a nɩbɛ waan na baalsɩ nɩ a bala a sɩdɛbɛ na tara a Yesu sɛ̃.","He who addresses the Lord, the Father, our God, and declared the word of power that he bestowed through Jesus Christ.",0.2426984,output-onesimus_003,2.1300733682208985,24.007969130182694,13.069021249201796
"Some teachers of the Law of Moses said to themselves, “Jesus must think he is God!”","Ka a nɛɛ wiwiilbe bamɩne pãa jɛ̃ bʊlɔ 'yɔ̃ɔnɔ̃ pʊʊr pɔ, “A daba nyã fere na sɔ̃ɔnɔ̃ Nãaŋmɩn yuor.”",Conjunction,0.035233587,output-onesimus_003,0.0,2.0612485276796226,1.0306242638398113
