ref,text,translated,source_zip_file,similarity_score,chrf_sentence,corpus_bleu,corpus_chrf
"The angel said, “Get up and take the child and his mother back to Israel. The people who wanted to kill him are now dead.”","“Vaa ir 'mɔɔ a bie nɩ a wʊ ma na fʊ chiin a Isɩral wɛr pɔ, a bala na dɔ̃ɔ bʊɔrɔ a bie kʊfʊ kpi naa.”","They went there to live in the land of Israel, knowing the place of the cursed land where they were.",Dec 08 output,,22.3760269524937,6.26792496731575,4.402681035615719
Everyone who asks will receive. Everyone who searches will find. And the door will be opened for everyone who knocks.,"Nɩrɛ 'lɔ na sʊɔr na nyɛ naa, ka a 'lɔ mɩ na yɔbɔ nyɛ, ka a pãn mɩ yuo kʊ a nɩrɛ 'lɔ na kpoor.","There is the sun and the day, because I go to that place, and I take my work there.",Dec 08 output,,13.780739266613567,6.26792496731575,4.402681035615719
Many prophets and good people were eager to see what you see and to hear what you hear. But I tell you they did not see or hear. Jesus Explains the Story about the Farmer (Mark,"Yelmãɛ lɛ n 'yɛrɛ kʊrɔ yɩ ɩka Nãaŋmɩn 'yɛ'yɛrbɛ yɔɔ nɩ nɩtorsɩ yɔɔ ta bʊɔrɔ na ɩka ba nyɛ bon 'lɔ yɩn nyɛ tɩchɛ baa nyɛ ɛ, na ba ta wõ bon 'lɔ yɩn wõ tɩchɛ baa tʊ̃ɔ wõ ɛ.","Yelmãɛ said that when he went to Nãaŋmɩn's house, he found that if you do something well at the beginning, you will have success in the end, but if you start poorly, you will fail in the end.",Dec 08 output,,20.037202630506528,6.26792496731575,4.402681035615719
"Everyone who has something will be given more, and they will have more than enough. But everything will be taken from those who don't have anything.","Nɩrɛ 'lɔ jaa na tara yɔɔ, ban kʊ wʊn yɔɔ pʊɔ ka ba tara yɔɔ tɩchɛ a nɩrɛ 'lɔ na ba tara bon jaa ɛ, a bãlãa 'lɔ wʊn tara gba ban faan yin a wʊ sɛ̃.","When they went, they followed, and if they followed properly, then they did it well, ensuring that they followed correctly with care.",Dec 08 output,,17.17426298445347,6.26792496731575,4.402681035615719
So the chief priests met with the leaders and decided to bribe the soldiers with a lot of money.,"A bɔɔrlo nãa nɩ a wʊ nɩbɛrɛ na wa lɔ̃ɔ taa, ba guor taa de libiyɔɔ kʊ a sojasɩ","The hunter went into the forest to catch an animal, and returned with a lion to the village.",Dec 08 output,,21.082105897637547,6.26792496731575,4.402681035615719
"The angel said, “Get up and take the child and his mother back to Israel. The people who wanted to kill him are now dead.”","“Vaa ir 'mɔɔ a bie nɩ a wʊ ma na fʊ chiin a Isɩral wɛr pɔ, a bala na dɔ̃ɔ bʊɔrɔ a bie kʊfʊ kpi naa.”","""Therefore, we are here to choose the people of Israel now, and the people of Dɔ̃ɔ Bʊɔrɔ are gathering together.""",onesimus_31223989_Dec 12 output,,23.59186246097904,6.26792496731575,4.402681035615719
Everyone who asks will receive. Everyone who searches will find. And the door will be opened for everyone who knocks.,"Nɩrɛ 'lɔ na sʊɔr na nyɛ naa, ka a 'lɔ mɩ na yɔbɔ nyɛ, ka a pãn mɩ yuo kʊ a nɩrɛ 'lɔ na kpoor.","This thing is in the house and in the courtyard, and he took it to the village, and he kept it so that this thing remains in the storehouse.",onesimus_31223989_Dec 12 output,,14.76879371659756,6.26792496731575,4.402681035615719
Many prophets and good people were eager to see what you see and to hear what you hear. But I tell you they did not see or hear. Jesus Explains the Story about the Farmer (Mark,"Yelmãɛ lɛ n 'yɛrɛ kʊrɔ yɩ ɩka Nãaŋmɩn 'yɛ'yɛrbɛ yɔɔ nɩ nɩtorsɩ yɔɔ ta bʊɔrɔ na ɩka ba nyɛ bon 'lɔ yɩn nyɛ tɩchɛ baa nyɛ ɛ, na ba ta wõ bon 'lɔ yɩn wõ tɩchɛ baa tʊ̃ɔ wõ ɛ.","Yelmãɛ went to the forest with Yɛrɛ, and when they arrived at Nãaŋmɩn's place, they found that the path was blocked by a river. So they decided to build a bridge there, and after building it, they crossed the river safely.",onesimus_31223989_Dec 12 output,,21.294700777458257,6.26792496731575,4.402681035615719
"Everyone who has something will be given more, and they will have more than enough. But everything will be taken from those who don't have anything.","Nɩrɛ 'lɔ jaa na tara yɔɔ, ban kʊ wʊn yɔɔ pʊɔ ka ba tara yɔɔ tɩchɛ a nɩrɛ 'lɔ na ba tara bon jaa ɛ, a bãlãa 'lɔ wʊn tara gba ban faan yin a wʊ sɛ̃.","If he goes to take it away, they will know that he took it away, and if he goes to take it properly, they will give him food to eat so that he may eat.",onesimus_31223989_Dec 12 output,,21.76586350326721,6.26792496731575,4.402681035615719
So the chief priests met with the leaders and decided to bribe the soldiers with a lot of money.,"A bɔɔrlo nãa nɩ a wʊ nɩbɛrɛ na wa lɔ̃ɔ taa, ba guor taa de libiyɔɔ kʊ a sojasɩ","This child is here to see so that we may go, but to go to the forest to find the path.",onesimus_31223989_Dec 12 output,,20.87192092171013,6.26792496731575,4.402681035615719
"The angel said, “Get up and take the child and his mother back to Israel. The people who wanted to kill him are now dead.”","“Vaa ir 'mɔɔ a bie nɩ a wʊ ma na fʊ chiin a Isɩral wɛr pɔ, a bala na dɔ̃ɔ bʊɔrɔ a bie kʊfʊ kpi naa.”","They say that the land of Israel is where they live, the people of Dɔ̃ɔ Bʊɔrɔ who are known as kʊfʊ kpi naa.",john_AC86BE0F_output (5),,23.972819895361198,6.26792496731575,4.402681035615719
Everyone who asks will receive. Everyone who searches will find. And the door will be opened for everyone who knocks.,"Nɩrɛ 'lɔ na sʊɔr na nyɛ naa, ka a 'lɔ mɩ na yɔbɔ nyɛ, ka a pãn mɩ yuo kʊ a nɩrɛ 'lɔ na kpoor.","There is the sun and the day, because I go to that place, and I take my work there.",john_AC86BE0F_output (5),,13.780739266613567,6.26792496731575,4.402681035615719
Many prophets and good people were eager to see what you see and to hear what you hear. But I tell you they did not see or hear. Jesus Explains the Story about the Farmer (Mark,"Yelmãɛ lɛ n 'yɛrɛ kʊrɔ yɩ ɩka Nãaŋmɩn 'yɛ'yɛrbɛ yɔɔ nɩ nɩtorsɩ yɔɔ ta bʊɔrɔ na ɩka ba nyɛ bon 'lɔ yɩn nyɛ tɩchɛ baa nyɛ ɛ, na ba ta wõ bon 'lɔ yɩn wõ tɩchɛ baa tʊ̃ɔ wõ ɛ.","Yelmãɛ said that when he went to Nãaŋmɩn's house, he found that if you do something well at the beginning, you will have success in the end, but if you start poorly, you will fail in the end.",john_AC86BE0F_output (5),,20.037202630506528,6.26792496731575,4.402681035615719
"Everyone who has something will be given more, and they will have more than enough. But everything will be taken from those who don't have anything.","Nɩrɛ 'lɔ jaa na tara yɔɔ, ban kʊ wʊn yɔɔ pʊɔ ka ba tara yɔɔ tɩchɛ a nɩrɛ 'lɔ na ba tara bon jaa ɛ, a bãlãa 'lɔ wʊn tara gba ban faan yin a wʊ sɛ̃.","When they went, they followed, and if they followed properly, then they did it well, ensuring that they followed correctly with care.",john_AC86BE0F_output (5),,17.17426298445347,6.26792496731575,4.402681035615719
So the chief priests met with the leaders and decided to bribe the soldiers with a lot of money.,"A bɔɔrlo nãa nɩ a wʊ nɩbɛrɛ na wa lɔ̃ɔ taa, ba guor taa de libiyɔɔ kʊ a sojasɩ","The hunter went into the forest to catch an animal, and returned with a lion to the village.",john_AC86BE0F_output (5),,21.082105897637547,6.26792496731575,4.402681035615719
"The angel said, “Get up and take the child and his mother back to Israel. The people who wanted to kill him are now dead.”","“Vaa ir 'mɔɔ a bie nɩ a wʊ ma na fʊ chiin a Isɩral wɛr pɔ, a bala na dɔ̃ɔ bʊɔrɔ a bie kʊfʊ kpi naa.”","They say that in the land of Israel, where they chose to dwell, the people are taking their own belongings and doing their own will.",output_JA-4,,27.431921182400202,6.26792496731575,4.402681035615719
Everyone who asks will receive. Everyone who searches will find. And the door will be opened for everyone who knocks.,"Nɩrɛ 'lɔ na sʊɔr na nyɛ naa, ka a 'lɔ mɩ na yɔbɔ nyɛ, ka a pãn mɩ yuo kʊ a nɩrɛ 'lɔ na kpoor.","He knows the path that leads there, but he sees the danger that comes, so he takes you to the end of the road.",output_JA-4,,13.97321606700861,6.26792496731575,4.402681035615719
Many prophets and good people were eager to see what you see and to hear what you hear. But I tell you they did not see or hear. Jesus Explains the Story about the Farmer (Mark,"Yelmãɛ lɛ n 'yɛrɛ kʊrɔ yɩ ɩka Nãaŋmɩn 'yɛ'yɛrbɛ yɔɔ nɩ nɩtorsɩ yɔɔ ta bʊɔrɔ na ɩka ba nyɛ bon 'lɔ yɩn nyɛ tɩchɛ baa nyɛ ɛ, na ba ta wõ bon 'lɔ yɩn wõ tɩchɛ baa tʊ̃ɔ wõ ɛ.","Yelmãɛ went to the market with Nãaŋmɩn to purchase an item, and upon obtaining it, they returned home safely, and likewise, they proceeded to acquire another item and returned safely as well.",output_JA-4,,20.322887313303422,6.26792496731575,4.402681035615719
"Everyone who has something will be given more, and they will have more than enough. But everything will be taken from those who don't have anything.","Nɩrɛ 'lɔ jaa na tara yɔɔ, ban kʊ wʊn yɔɔ pʊɔ ka ba tara yɔɔ tɩchɛ a nɩrɛ 'lɔ na ba tara bon jaa ɛ, a bãlãa 'lɔ wʊn tara gba ban faan yin a wʊ sɛ̃.","When he goes to take it, they take it so that they can carry it properly, and when he takes it well, so that he can give them food to eat, and they will be satisfied.",output_JA-4,,25.914264979591444,6.26792496731575,4.402681035615719
So the chief priests met with the leaders and decided to bribe the soldiers with a lot of money.,"A bɔɔrlo nãa nɩ a wʊ nɩbɛrɛ na wa lɔ̃ɔ taa, ba guor taa de libiyɔɔ kʊ a sojasɩ","The old man is here with us, so that we may go, but the journey to Libya is difficult.",output_JA-4,,18.532962280008984,6.26792496731575,4.402681035615719
"The angel said, “Get up and take the child and his mother back to Israel. The people who wanted to kill him are now dead.”","“Vaa ir 'mɔɔ a bie nɩ a wʊ ma na fʊ chiin a Isɩral wɛr pɔ, a bala na dɔ̃ɔ bʊɔrɔ a bie kʊfʊ kpi naa.”","The people went to the place where you said the Christ from Israel came, and brought peace to give them knowledge of the truth.",onesimus_7C821E01_Dec 01 output,,28.551815352723885,6.26792496731575,4.402681035615719
Everyone who asks will receive. Everyone who searches will find. And the door will be opened for everyone who knocks.,"Nɩrɛ 'lɔ na sʊɔr na nyɛ naa, ka a 'lɔ mɩ na yɔbɔ nyɛ, ka a pãn mɩ yuo kʊ a nɩrɛ 'lɔ na kpoor.","There is a way that the road is with them, and he goes there to find them, and he takes the path to the kpoor where there is a way.",onesimus_7C821E01_Dec 01 output,,16.794483021142426,6.26792496731575,4.402681035615719
Many prophets and good people were eager to see what you see and to hear what you hear. But I tell you they did not see or hear. Jesus Explains the Story about the Farmer (Mark,"Yelmãɛ lɛ n 'yɛrɛ kʊrɔ yɩ ɩka Nãaŋmɩn 'yɛ'yɛrbɛ yɔɔ nɩ nɩtorsɩ yɔɔ ta bʊɔrɔ na ɩka ba nyɛ bon 'lɔ yɩn nyɛ tɩchɛ baa nyɛ ɛ, na ba ta wõ bon 'lɔ yɩn wõ tɩchɛ baa tʊ̃ɔ wõ ɛ.","The path to reach there is easier when we go together, for when one goes alone, the journey is difficult, but when we go together, the journey is easier and we arrive.",onesimus_7C821E01_Dec 01 output,,18.504724240120268,6.26792496731575,4.402681035615719
"Everyone who has something will be given more, and they will have more than enough. But everything will be taken from those who don't have anything.","Nɩrɛ 'lɔ jaa na tara yɔɔ, ban kʊ wʊn yɔɔ pʊɔ ka ba tara yɔɔ tɩchɛ a nɩrɛ 'lɔ na ba tara bon jaa ɛ, a bãlãa 'lɔ wʊn tara gba ban faan yin a wʊ sɛ̃.","If he comes, they take it there, but they know their way and take it properly. And when he comes, they bring their things to provide them with food to eat, and they are happy.",onesimus_7C821E01_Dec 01 output,,22.914148751037917,6.26792496731575,4.402681035615719
So the chief priests met with the leaders and decided to bribe the soldiers with a lot of money.,"A bɔɔrlo nãa nɩ a wʊ nɩbɛrɛ na wa lɔ̃ɔ taa, ba guor taa de libiyɔɔ kʊ a sojasɩ","The hunter said that he will not return, so that you may go, and the path to Libya is blocked by thorns.",onesimus_7C821E01_Dec 01 output,,19.742743461178186,6.26792496731575,4.402681035615719
"Everything they do is just to show off in front of others. They even make a big show of wearing Scripture verses on their foreheads and arms, and they wear big tassels for everyone to see.","“Yele jaa ban tʊ̃nɔ̃, ba ma bʊɔrɔ naa ɩka nɩbɛ ba nyɛ ba, na ba ma lũ a fɔɔr a ba jur pɔ, tɩ na ba ma su fuusɩ ban ma sɛ bonsɩ 'yɔ̃ɔ jaa vɛvɛɛ.","Yele went to the place, for my father said that if you do not come, then my heart is in the forest where you are, and my soul is with you, so that my love for you remains strong, 'you must come carefully.'",output_jonathan,0.020288859,22.77657066458568,6.26792496731575,4.402681035615719
"A good tree produces good fruit, and a bad tree produces bad fruit.",Lɛ mɩ lɛ tɩsʊ̃ jaa ma wɔ̃n wɔ̃sʊ̃n ka tɩdɛɛr mɩ ma wɔ̃ wɔ̃dɛbɛ.,We must all contribute our efforts to ensure the success of our community's endeavors.,output_jonathan,0.23736633,14.275207072399217,6.26792496731575,4.402681035615719
"Jesus walked on and soon saw James and John, the sons of Zebedee. They were in a boat, mending their nets.","Wʊn wa chen a niem bãlãa, wʊ nyɛ naa Jemesɩ nɩ Jɔɔn, Jebedee bibiir, a ba be a gboro pɔ chɔɔrɔ a lɔyaarsɩ.","There was a man named Bala, there was James and John, Jebedee's father, and they were with three loyal followers.",output_jonathan,0.63794136,33.67962334323348,6.26792496731575,4.402681035615719
Many Pharisees and Sadducees also came to be baptized. But John said to them: You bunch of snakes! Who warned you to run from the coming judgment?,"Jɔɔn na wa nyɛ a Faraseemɩne nɩ a Saduseemɩne na waara a Nãaŋmɩn kʊ̃ɔ sofʊ jie, ka wʊ 'yɛr kʊ ba, “Yɩn waa bibiir, an n 'yɛr kʊ yɩ ɩka yɩ jo yi a Nãaŋmɩn suur na waara mɔ̃?","The person who went to Faraseemine and Saduseemine and saw the Nãaŋmɩn people with a big snake, and he said to them, ""We are here, but why did you come to see the sacred place of the Nãaŋmɩn people?""",output_jonathan,0.51367766,27.78593840244824,6.26792496731575,4.402681035615719
"The earth is God's footstool, so don't swear by the earth. Jerusalem is the city of the great king, so don't swear by it.","bɩɩ a wɛr ju, a wʊ gbɛr dɔɔlfʊ jie lɛ bɩɩ Jerusalɛm ɛ, bojũu be lɛ a Nãkpɛ̃ɛ kpɩɛrɛ.","Truly, you have gone there, you have come to the great city of Jerusalem, and there is the house of Nãkpɛ̃ɛ's ancestor.",output_jonathan,0.3861213,28.95490778569722,6.26792496731575,4.402681035615719
"The angel said, “Get up and take the child and his mother back to Israel. The people who wanted to kill him are now dead.”","“Vaa ir 'mɔɔ a bie nɩ a wʊ ma na fʊ chiin a Isɩral wɛr pɔ, a bala na dɔ̃ɔ bʊɔrɔ a bie kʊfʊ kpi naa.”","""Go, you people, and say that the Christ of Israel has come to worship here, and give thanks to the grace that has brought good works to you.""",output_JA-2,,22.702491104212402,6.26792496731575,4.402681035615719
Everyone who asks will receive. Everyone who searches will find. And the door will be opened for everyone who knocks.,"Nɩrɛ 'lɔ na sʊɔr na nyɛ naa, ka a 'lɔ mɩ na yɔbɔ nyɛ, ka a pãn mɩ yuo kʊ a nɩrɛ 'lɔ na kpoor.",something,output_JA-2,,1.8756529299929274,6.26792496731575,4.402681035615719
Many prophets and good people were eager to see what you see and to hear what you hear. But I tell you they did not see or hear. Jesus Explains the Story about the Farmer (Mark,"Yelmãɛ lɛ n 'yɛrɛ kʊrɔ yɩ ɩka Nãaŋmɩn 'yɛ'yɛrbɛ yɔɔ nɩ nɩtorsɩ yɔɔ ta bʊɔrɔ na ɩka ba nyɛ bon 'lɔ yɩn nyɛ tɩchɛ baa nyɛ ɛ, na ba ta wõ bon 'lɔ yɩn wõ tɩchɛ baa tʊ̃ɔ wõ ɛ.","Yelmã says that when you go into the forest, the way of the Nãaŋmɩn people is to go straight, and if you take that path, you will find the good path and your journey will be successful, but if you take the other path, you will take the bad path and your journey will be in vain.",output_JA-2,,23.209827825620064,6.26792496731575,4.402681035615719
"Everyone who has something will be given more, and they will have more than enough. But everything will be taken from those who don't have anything.","Nɩrɛ 'lɔ jaa na tara yɔɔ, ban kʊ wʊn yɔɔ pʊɔ ka ba tara yɔɔ tɩchɛ a nɩrɛ 'lɔ na ba tara bon jaa ɛ, a bãlãa 'lɔ wʊn tara gba ban faan yin a wʊ sɛ̃.","When he comes to go there, since they know that they will go there to do it, then when he arrives there, they will send him along the path so that they see.",output_JA-2,,23.00256685373681,6.26792496731575,4.402681035615719
So the chief priests met with the leaders and decided to bribe the soldiers with a lot of money.,"A bɔɔrlo nãa nɩ a wʊ nɩbɛrɛ na wa lɔ̃ɔ taa, ba guor taa de libiyɔɔ kʊ a sojasɩ","A traveler went there to take something, and the journey to Libya was difficult because of the sand.",output_JA-2,,22.9482963092358,6.26792496731575,4.402681035615719
"The angel said, “Get up and take the child and his mother back to Israel. The people who wanted to kill him are now dead.”","“Vaa ir 'mɔɔ a bie nɩ a wʊ ma na fʊ chiin a Isɩral wɛr pɔ, a bala na dɔ̃ɔ bʊɔrɔ a bie kʊfʊ kpi naa.”","They say that in the land of Israel, where they chose to dwell, the people are taking their own belongings and doing their own will.",gerhardt_8019BE0D_output_WsImHC,,27.431921182400202,6.26792496731575,4.402681035615719
Everyone who asks will receive. Everyone who searches will find. And the door will be opened for everyone who knocks.,"Nɩrɛ 'lɔ na sʊɔr na nyɛ naa, ka a 'lɔ mɩ na yɔbɔ nyɛ, ka a pãn mɩ yuo kʊ a nɩrɛ 'lɔ na kpoor.","They know the one who sees them, because he comes with them to the place, and he takes them there where they know the one in the forest.",gerhardt_8019BE0D_output_WsImHC,,21.315316680353526,6.26792496731575,4.402681035615719
