ref,text,translated,source_zip_file,similarity_score,bleu_score,chrf_score,avg_score
So God created humans to be like himself; he made men and women.,"Na Nyankopɔn bɔɔ nyimpa wɔ nankasa no su do, Nyew, Nyankopɔn no su do na ɔbɔɔ nyimpa; ɔbɔɔ hɔn ɔbanyin nye ɔbaa.","And God created man in his own image, Yes, in the image of God he created them; male and female he created them.",Dec 08 output,,3.652945772536268,28.254826796134058,15.953886284335162
"He was sorry that he had made them,","EWURADZE nuu noho dɛ ɔyɛɛ nyimpa wɔ asaase do, na ɔyɛɛ no yaw wɔ n’akoma mu.","Lord, you who dwell among men on earth, and feel their pain in your heart.",Dec 08 output,,2.1476912089159055,15.12215005674013,8.634920632828019
I will keep my solemn promise to you and give you more descendants than can be counted.”,"Na mebɛma m’ahyɛmu ada emi nye ɔwo ntamu, na mebɛma adɔr mbordo.","I will establish my covenant between me and you, and I will multiply exceedingly.",Dec 08 output,,5.336597434165171,20.757734722567953,13.047166078366562
"“I'm really lucky,” Leah said, and she named the boy Gad.","Na Leah see dɛ, Siar aba, na ɔfrɛɛ ne dzin Gad a asekyerɛ nye, Yiedzi.","Then Leah said, ""Fortune has come,"" and she named him Gad, which means, ""Good fortune.""",Dec 08 output,,10.900096978029115,36.40494458710922,23.65252078256917
"When Jacob saw them, he said, “This is God's camp.” So he named the place Mahanaim.","Na Jakob hun hɔn no ɔsee dɛ, Nyankopɔn no dɔm nye yi: na ɔfrɛɛ bea no ne dzin Mahanaim.","When Jacob saw them, he said, This is God's host: and he called the name of that place Mahanaim.",Dec 08 output,,39.64513253420688,70.81291833410958,55.22902543415823
So God created humans to be like himself; he made men and women.,"Na Nyankopɔn bɔɔ nyimpa wɔ nankasa no su do, Nyew, Nyankopɔn no su do na ɔbɔɔ nyimpa; ɔbɔɔ hɔn ɔbanyin nye ɔbaa.","And God created man in his own image, Yes, in God's image he created man; he created them male and female.",onesimus_31223989_Dec 12 output,,4.7146273684904685,28.657374077457394,16.68600072297393
"He was sorry that he had made them,","EWURADZE nuu noho dɛ ɔyɛɛ nyimpa wɔ asaase do, na ɔyɛɛ no yaw wɔ n’akoma mu.","THE LORD regretted that He had made man on the earth, and it grieved Him in His heart.",onesimus_31223989_Dec 12 output,,4.814971807094068,30.63945270553164,17.727212256312853
I will keep my solemn promise to you and give you more descendants than can be counted.”,"Na mebɛma m’ahyɛmu ada emi nye ɔwo ntamu, na mebɛma adɔr mbordo.","I will make my covenant between me and you, and I will multiply exceedingly.",onesimus_31223989_Dec 12 output,,5.336597434165171,20.099256516469808,12.71792697531749
"“I'm really lucky,” Leah said, and she named the boy Gad.","Na Leah see dɛ, Siar aba, na ɔfrɛɛ ne dzin Gad a asekyerɛ nye, Yiedzi.","Then Leah said, ""Fortune has come,"" and she named him Gad, which means, ""Good fortune.""",onesimus_31223989_Dec 12 output,,10.900096978029115,36.40494458710922,23.65252078256917
"When Jacob saw them, he said, “This is God's camp.” So he named the place Mahanaim.","Na Jakob hun hɔn no ɔsee dɛ, Nyankopɔn no dɔm nye yi: na ɔfrɛɛ bea no ne dzin Mahanaim.","When Jacob saw them, he said, This is God's host: and he called the name of that place Mahanaim.",onesimus_31223989_Dec 12 output,,39.64513253420688,70.81291833410958,55.22902543415823
